,A,Fnr,DcuR,NarL
phage_resist__yahA_oe__2,-2.8490396696999998,1.4817713212,-0.019761688000000003,1.1740473575
phage_resist__yahA_oe__3,-3.1072600477,1.4869945274,-0.11107049890000001,1.2045164714
phage_resist__yrfF_ko__1,1.4963801525,0.3310877378,0.43496471880000004,0.6950498322
phage_resist__yrfF_ko__2,1.4328027569000001,0.3901382749,0.5950666925,0.6422432227
phage_resist__yrfF_ko__3,2.2507999056,0.0408617343,0.4385178642,0.7213649933
pollution__wt_ctrl__1,0.3353764871,-0.0814799261,0.1477160167,-0.22207445720000002
pollution__wt_ctrl__2,1.6790793542,-0.2479318523,-0.17547246160000002,0.11951122400000001
pollution__wt_ctrl__3,-2.0144558413,0.3294117784,0.0277564449,0.1025632332
pollution__wt_urban__1,-6.2182594952,0.47526292600000003,-0.4240033219,-0.2897964329
pollution__wt_urban__2,-5.3912413254,0.399529935,-0.3076076696,-0.38930924710000003
pollution__wt_urban__3,-4.7741664397,0.4636494588,-0.2055732622,-0.4750198538
pollution__wt_diesel__1,-7.7053719218,0.4731850638,0.1286738675,-0.060869944100000004
pollution__wt_diesel__2,-1.4916848032,0.10933264640000001,0.3203818037,0.219839851
pollution__wt_diesel__3,-1.7474624689,-0.3342927867,0.0785337175,0.1249547648
pollution__evo_diesel__1,-5.0673425859,0.12056433700000001,-0.2324133395,-0.5165319329
pollution__evo_diesel__2,-1.3686885475000001,0.29229301500000004,0.7593906843,-0.2281622478
pollution__evo_diesel__3,-4.5057441729,0.23799157110000002,0.8462078913000001,-0.7624830522
ppGpp__wt_relAtrunc_00m__1,0.2635552426,-0.0411554648,0.1941543293,-0.1924147068
ppGpp__wt_relAtrunc_00m__2,0.42351071100000004,-0.2025695905,0.1297566962,0.0671026978
ppGpp__mut_delrelA_10m__1,1.0379452857,0.5362358304,1.5057647859,0.9901104417000001
ppGpp__mut_delrelA_05m__1,0.5039023115,0.4017882678,1.2256074849,0.5738845173
ppGpp__mut_delrelA_10m__2,0.8543734694,0.3807298423,1.5202330537000002,0.9514955949
ppGpp__mut_delrelA_10m__3,0.6771863203,0.5917958579,1.5424263448,1.1686499769
ppGpp__mut_delrelA_00m__1,0.2410174424,0.5170737542,0.6146733726,0.6307025854
ppGpp__mut_delrelA_00m__2,0.42497994850000004,0.3270566549,0.7091902727,0.4239319917
ppGpp__mut_delrelA_05m__2,0.6748805836,0.29859400950000003,1.0900520577,0.5241369097
ppGpp__mut_delrelA_05m__3,0.6259493083000001,0.4231736048,0.9959900146,0.7045524360000001
ppGpp__mut_delrelA_00m__3,0.5835330723000001,0.46268946920000004,0.7460929352,0.5315418983
ppGpp__wt_delrelA_10m__1,1.8677437245,0.1092882143,1.5798547053,1.6931631819000001
ppGpp__wt_delrelA_05m__1,0.6728128559000001,-0.1709551273,1.1782115367000001,0.8817612938
ppGpp__wt_delrelA_05m__2,0.7405258738,-0.1236654839,1.1373664393,0.8665839936
ppGpp__wt_delrelA_10m__2,1.9819437236000002,0.2443210787,1.6139601764,1.6733409549
ppGpp__wt_delrelA_10m__3,2.1287804591,0.2046474319,1.4758975132,1.7355360369000001
ppGpp__wt_delrelA_00m__1,0.1274883822,0.0131317333,0.11724847520000001,-0.0605163211
ppGpp__wt_delrelA_00m__2,-0.0875559325,0.0016198894000000001,-0.0672700818,0.0505840361
ppGpp__wt_delrelA_05m__3,0.7640100575000001,-0.068830864,1.1726596438999999,0.8196507850000001
ppGpp__wt_delrelA_00m__3,-0.0399324498,-0.014751622800000001,-0.0499783934,0.009932285
ppGpp__mut_relAtrunc_10m__1,0.3584755857,0.2993968877,0.44687665790000003,0.3551519179
ppGpp__mut_relAtrunc_05m__1,-0.2494492063,0.2372887783,0.4440986274,0.2717580786
ppGpp__mut_relAtrunc_05m__2,-0.0073847137,0.2941459511,0.4271984835,0.4722876371
ppGpp__wt_relAtrunc_10m__1,0.0877866798,-0.2101261882,0.053408587,-0.2883396092
ppGpp__wt_relAtrunc_10m__2,0.30235678920000003,-0.1270523133,0.037843154000000004,-0.2178965834
ppGpp__wt_relAtrunc_10m__3,0.3376320176,-0.0790129266,0.1778301616,-0.27739284940000003
ppGpp__mut_relAtrunc_00m__1,-0.0477590841,0.5584079094000001,0.6610047812000001,0.5559413535000001
ppGpp__wt_relAtrunc_00m__3,0.1000131512,0.0044322814,-0.0034427126000000003,0.1662981304
ppGpp__wt_relAtrunc_05m__1,0.5839326995,-0.1535203644,-0.035261327200000005,-0.207634334
ppGpp__wt_relAtrunc_05m__2,0.6836392687,-0.1989277479,-0.0228130959,-0.35920091730000003
ppGpp__wt_relAtrunc_05m__3,0.2330149517,-0.11060810300000001,-0.1161084265,-0.2164583904
ppGpp__mut_relAtrunc_00m__2,0.4579342032,0.1314688236,0.6554635255,0.341689538
ppGpp__mut_relAtrunc_00m__3,0.2688192041,0.1838631336,0.6802810547,0.41433005580000004
ppGpp__mut_relAtrunc_10m__2,-0.2181598062,0.1477637272,0.45418574,0.1643844771
ppGpp__mut_relAtrunc_05m__3,0.5940216141,0.3884039694,0.5434756103,0.3985071779
ppGpp__mut_relAtrunc_10m__3,0.1437957904,0.3191821125,0.5477315850000001,0.35461388920000003
pressure__high_pressure__1,-2.2822946829,0.7734956825,-0.6752043864,-0.9388010775000001
pressure__high_pressure__2,-1.8673169422,0.7219430089000001,-0.5704292430000001,-0.6745487105
pressure__low_pressure__1,-0.4251263675,0.1790881402,0.08714578810000001,-0.020260472800000002
pressure__low_pressure__2,0.4251263675,-0.1790881402,-0.08714578810000001,0.020260472800000002
quantum_dots__ctrl__1,-0.6682358673000001,0.12426001610000001,0.010730889700000001,-0.10862044400000001
quantum_dots__ctrl__2,0.6682358673000001,-0.12426001610000001,-0.010730889700000001,0.10862044400000001
quantum_dots__cdte_light__1,-2.1604920385,0.6018622403,0.1558893178,-0.20038221420000002
quantum_dots__cdte_light__2,-0.6114079605,0.6799802673,0.3571304435,0.1431525804
quantum_dots__cdte_dark__1,-2.504959928,0.3707996442,0.0763316609,-0.24373348350000001
quantum_dots__cdte_dark__2,-1.8222467378,0.46834393950000003,-0.20488222450000002,-0.16452277310000002
quantum_dots__cdse_light__1,-0.9797155260000001,0.1720929292,-0.14709349970000002,-0.2856081164
quantum_dots__cdse_light__2,-0.8158203347,0.11808093680000001,0.0114450951,-0.0238121763
quantum_dots__cdse_dark__1,-0.7425704377,0.3892559581,0.1409529081,0.0673951557
quantum_dots__cdse_dark__2,-0.09702089550000001,0.2630490143,0.1165190698,0.2663090582
raman__wt__1,-0.9946010537000001,0.1685579585,-0.2636654802,0.056704150800000006
raman__del_cyaA__1,-11.9376451969,0.6340361556,-1.5303277251,1.479586695
raman__del_cyaA_01mM__1,-16.4200963326,0.5859364184,-1.7231242844999999,1.639253818
raman__del_cyaA_05mM__1,-5.5132067322000005,0.1388133504,-0.7001632720000001,1.3770820739
raman__del_cyaA_1mM__1,-0.8443453864,0.1720571806,-0.2476295038,0.7792600630000001
raman__wt__2,-0.1208087546,0.17014523580000002,-0.0646782338,-0.0445686966
raman__del_cyaA__2,-17.1107564562,0.4002211491,-1.4867959095,1.4481519999999999
raman__del_cyaA_01mM__2,-17.1549742609,0.6187439533,-1.6019458788,1.4373939677
raman__del_cyaA_05mM__2,-6.8138739509,-0.0231897728,-0.5820592961000001,2.4694155805999998
raman__del_cyaA_1mM__2,-2.4920968605000002,0.1774231919,-0.7002291917,0.5968325534000001
raman__wt__3,1.1154098083,-0.3387031943,0.328343714,-0.0121354542
raman__del_cyaA__3,-17.1776291677,0.6168372836,-1.5472839578,1.5365692734
raman__del_cyaA_01mM__3,-15.9681789531,0.47221863690000004,-1.7224348026,1.1944590751
raman__del_cyaA_05mM__3,-8.2188627201,0.1866437766,-0.7470550993,0.8287414566
raman__del_cyaA_1mM__3,-2.3411597635,0.5095188969000001,-0.6132620631,0.5234341099
rand_barrel__mut_nanE__1,0.2476342721,0.1745111691,0.7859744752000001,0.0122861384
rand_barrel__mut_nanE__2,-0.8409923526,0.1781953679,0.7771483019000001,-0.0858173234
rand_barrel__mut_nanE__3,7.0750613641,0.6569750524,1.3050116507,-0.29398723920000003
rand_barrel__mut_pdxJ_1__1,0.4811503999,0.1787996128,0.7831057502000001,-0.11454335530000001
rand_barrel__mut_pdxJ_1__2,1.1357286485,0.11778360900000001,1.1636666072,0.2151462495
rand_barrel__mut_pdxJ_1__3,7.3011183725,0.654130041,-0.0480645825,-0.0620120392
rand_barrel__mut_pdxJ_2__1,-1.5453614117,0.13318347290000002,0.4062251669,-0.0270007778
rand_barrel__mut_pdxJ_2__2,0.5098799095000001,0.0482401603,-0.7232922847000001,0.0481567592
rand_barrel__mut_pdxJ_3__1,-1.6755522539,0.1520617836,1.0175972505,0.082140617
rand_barrel__mut_pdxJ_3__2,0.7202115484,0.022923051700000002,0.9929392658,0.20203678830000002
rand_barrel__del_serB__1,0.4879941205,-0.012503975300000001,-0.42549882980000003,-0.025006627
rand_barrel__del_serB__2,-0.4879941205,0.012503975300000001,0.42549882980000003,0.025006627
rockhopper__CV104_pHDB3__1,1.1643427014,-0.5360698087,-1.3273019508,-2.1238755546
rockhopper__CV104_pHDB3__2,0.7940099697,-0.1752285714,-1.3530718001,-1.9248298331
rockhopper__CV104_pHDB3__3,0.7911349688,0.0422851349,-1.2813890258,-1.6931748922
rockhopper__CV104_pLCV1__1,0.6492686188,-0.1848959024,-1.4990198033,-2.0237864724
rockhopper__CV104_pLCV1__2,1.2804402492,-0.11445331630000001,-1.5006062116,-1.9135664945
rockhopper__CV104_pLCV1__3,1.212603548,0.109365481,-1.2934220322,-1.8198528319
rockhopper__wt_lb__1,-0.17859289990000002,0.07952887700000001,-1.1110746582,-1.2003054988
rockhopper__wt_lb__2,-1.2833395098,-0.1709218388,-1.3060954374,-0.8426649982000001
rockhopper__wt_lb__3,-0.7592596007,0.1546433043,-0.9482205596000001,-1.1818286916
rockhopper__wt_lb_aMG__1,2.0117076258,0.24525902700000002,-0.41799016440000003,-0.2348409917
rockhopper__wt_lb_aMG__2,1.3488017753000001,-0.0468967645,-0.9536924519000001,-0.6748495210000001
rockhopper__wt_lb_aMG__3,0.6355201714000001,0.2451304448,-0.6764282184,-0.78678222
rockhopper__del_sgrR_lb_aMG__1,1.117319235,0.3046829473,-0.27102496470000004,-0.1825263235
rockhopper__del_sgrR_lb_aMG__2,0.47532925270000004,0.5800346571,-0.2267907277,-0.0445204394
rockhopper__del_sgrR_lb_aMG__3,0.5059034103,0.41055047240000003,-0.4770813632,-0.3660800893
rockhopper__del_sgrS_glyc_aMG__1,2.091415319,0.3495013483,0.2759440231,-0.7796313167000001
rockhopper__del_sgrS_glyc_aMG__2,1.8552163987,0.2135503367,0.3833380306,-0.6203881761000001
rockhopper__del_sgrS_glyc_aMG__3,0.5485410659000001,0.27022110390000004,0.3971600423,-1.1406679103
rockhopper__del_sgrS_glyc__1,3.5574684641000003,-0.5960188213000001,-1.4410813635,-2.095595951
rockhopper__del_sgrS_glyc__2,2.5591634728,-0.5153006611000001,-1.3934605266,-1.7255578059
rockhopper__del_sgrS_glyc__3,1.5797757824,-0.7494009207,-1.323879631,-2.0588338165
rockhopper__wt_lb_aMG__4,1.5083860799000002,0.9373966127000001,-0.17340213170000002,-0.2600976211
rockhopper__wt_lb_aMG__5,1.1823998895,0.524749906,-0.6030147408000001,-0.3351713465
rockhopper__wt_lb_aMG__6,0.7975039066,0.5390292830000001,-0.20211876180000002,-0.3279873786
rockhopper__wt_glyc_aMG__1,1.8710364577,0.1927103994,-0.20829708930000002,-0.9964165641
rockhopper__wt_glyc_aMG__2,1.6382253136,-0.2721809743,-0.4507421851,-1.5132070228
rockhopper__wt_glyc_aMG__3,0.4214092043,0.0942445324,-0.3908017401,-1.2810773083
rockhopper__wt_glyc__1,1.9242401084,-0.5028454892,-1.5469918313000002,-1.716588631
rockhopper__wt_glyc__2,1.3610387984,-0.7619765309000001,-1.5400994406000001,-2.217729829
rockhopper__wt_glyc__3,1.7114970608000002,-0.7772664028,-1.8341997531,-2.1868854681
rockhopper__CV108_glyc_aMG__1,-3.0044502375,-0.1627574406,-0.3101401948,0.438458194
rockhopper__CV108_glyc_aMG__2,-0.8939081279000001,0.1195934634,-0.6060764208,0.7679634367
rockhopper__CV108_glyc_aMG__3,-1.1608502247999999,0.585866443,-1.0860794025,1.2636967111000001
rockhopper__wt_glyc__4,-1.8441991982000001,-0.2748920794,0.07401273010000001,-0.1698607039
rockhopper__wt_glyc__5,-1.5621194193,-0.023622468400000003,-0.4464889488,-0.3732044211
rockhopper__wt_glyc__6,0.3482912651,-0.0868330756,1.1336001087,0.5221025507
rockhopper__wt_glyc_aMG__4,-1.5993245913,0.8093858327,-0.382308074,1.4006188512
rockhopper__wt_glyc_aMG__5,-0.8060596182,0.6000033542000001,-0.2677303028,1.1904970975
rockhopper__wt_glyc_aMG__6,-0.5253971897,0.9300053628,-0.6808004635,1.3947751706
rockhopper__wt_glyc__7,-0.1120589625,0.3147084383,1.0869767683,1.4861170212
rockhopper__wt_glyc__8,-0.5619702202,0.8163029064,-0.1737604431,1.6957112561
rockhopper__wt_glyc__9,-0.0495887678,0.4865455977,1.0369185337,1.6054620824999999
rockhopper__wt_glyc__10,-0.043179962100000004,-0.19694005890000002,1.3258456551,0.5192033906
rockhopper__wt_glyc__11,-0.5253093134,0.5357216237,0.5525443507000001,0.3483575336
rockhopper__wt_glyc__12,-0.6466413892,0.471097539,0.33164227020000003,0.4873152184
rpoD__wt__1,0.7045807932,-0.2306984564,-0.2619558122,-0.0267978704
rpoD__wt__2,-0.1597676384,0.27096734170000003,0.0081875161,0.2364860393
rpoD__rpoD_mut__1,-4.2938242799,0.11141910790000001,1.123999207,-0.0133665929
rpoD__rpoD_mut__2,-7.0135217467,0.8818179069000001,0.1373148391,-0.2734320665
rpoD__rpoD_mut__3,-4.7411443847,0.17360545200000002,0.4861432692,-0.4882434739
rpoD__wt__3,-0.5448131548,-0.0402688853,0.2537682961,-0.2096881689
rpoN_peptide__ctrl__1,0.2725391004,0.07876370120000001,-0.10109066030000001,0.0023518207
rpoN_peptide__ctrl__2,0.1426389317,0.0458313293,-0.21256221500000003,0.0699067466
rpoN_peptide__ctrl__3,-0.41517803210000004,-0.1245950304,0.3136528753,-0.0722585673
rpoN_peptide__nminus__1,0.0215804426,0.07101942430000001,-0.057796511200000004,0.0024208119
rpoN_peptide__nminus__2,-0.0659929683,0.029034705900000003,-0.0696138983,0.083799629
rpoN_peptide__nminus__3,-0.3590930492,-0.07063298700000001,0.36287877700000004,-0.0762617828
rpoN_peptide__nplus__1,-1.6081886683,-0.4390160696,-0.11689740600000001,-0.8993829435
rpoN_peptide__nplus__2,-1.7690609742,-0.5132100212,-0.2153946118,-0.8739742540000001
rpoN_peptide__nplus__3,-1.9058935948,-0.5274770167,-0.1286305438,-0.9014032147000001
rpoN_peptide__s54_wt__1,0.5982263476,-0.0473843372,-0.1168642804,0.3173716744
rpoN_peptide__s54_wt__2,0.42734659700000005,-0.0589448946,-0.2217450902,0.16772660120000002
rpoN_peptide__s54_wt__3,0.541522823,-0.1527826934,-0.0059270713000000004,0.4003626234
rsd__wt_ee__1,0.1266586803,-0.1087062049,-0.0242301678,-0.4025870657
rsd__wt_ee__2,-0.1266586803,0.1087062049,0.0242301678,0.4025870657
rsd__del_rsd_ee__1,0.6854960542,-0.0279470508,0.1496048624,0.0925693751
rsd__del_rsd_ee__2,0.3050160765,-0.0884184305,-0.1084631873,0.19458633690000002
rsd__del_ssrS_ee__1,0.5377751669,0.523433386,0.4409995787,-0.1438711512
rsd__del_ssrS_ee__2,0.8774593571,0.3201135047,0.37144516320000004,0.7490306755
rsd__del_rsd_ssrS_ee__1,-7.3967915248,0.2712930537,0.31315166980000003,0.074671387
rsd__del_rsd_ssrS_ee__2,-10.0618839933,0.6900611251000001,-0.0149829274,0.0628747348
rsd__del_rpoS_ee__1,1.9753185171,0.7065502985000001,0.6726886271,0.7513948821
rsd__del_rpoS_ee__2,2.0878940372,0.6768054222000001,0.5089133202,0.3131183033
rsd__wt_me__1,-2.4002123854,-0.1630534231,-0.4109196089,0.3595359897
rsd__wt_me__2,-2.8201875424000002,-0.11977652670000001,-0.3770543221,0.3169229059
rsd__del_rpoS_me__1,-2.1742642898,0.1754536481,0.0158848789,0.4681281316
rsd__del_rpoS_me__2,-3.6050593925000003,0.2047409573,0.2929232779,0.6968841331000001
rsd__wt_ts__1,-8.6730180274,0.6816640879,-1.10553426,-1.4545875465
rsd__wt_ts__2,-8.724639354,0.8185960482,-1.4070773208,-1.5284104128
rsd__del_rsd_ssrS_ts__1,-10.7404187911,0.7219122925,-0.0804538647,0.0659154057
rsd__del_rsd_ssrS_ts__2,-9.7692616497,0.7857176267,-0.14961455740000001,0.0430623392
rsd__del_rpoS_ts__1,-8.370677853,1.6269512069,0.24703492800000001,-0.2841817847
rsd__del_rpoS_ts__2,-8.2929620615,1.7264439833,0.2550841519,-0.33706655680000003
rsd__wt_s__1,-11.5828411485,1.3975523745,-0.4512021513,-1.6854997535
rsd__wt_s__2,-11.3564043359,1.3710309417,-0.6116902392,-1.7868715421
rsd__del_rsd_s__1,-11.1555949243,1.4797326518,-0.12620531940000002,-1.491642471
rsd__del_rsd_s__2,-11.0679342351,1.3890769,-0.5843220387,-1.3636360714
rsd__del_rsd_ssrS_s__1,-16.9801371057,1.9067585004,-0.4070553179,-1.1860137782
rsd__del_rsd_ssrS_s__2,-16.3786809436,1.8625522063000002,-0.1945859554,-0.9215139918
rsd__del_rsd_ls__1,-12.7575622238,1.2300910035000001,-0.3411988582,-1.4481110331
rsd__del_rsd_ls__2,-13.4747508654,1.064799884,0.21506359290000002,-1.0289320185
rsd__del_ssrS_ls__1,-14.9454345019,1.4783430668,-0.7353171258000001,-1.6622604147
rsd__del_ssrS_ls__2,-14.2521136231,1.1249858676,-0.7706539921000001,-2.0043529381
rsd__del_rsd_ssrS_ls__1,-15.1187697802,1.7596019351,0.5825642877,-0.2504223511
rsd__del_rsd_ssrS_ls__2,-15.0402311926,1.6288132779,0.0595551552,-0.8332494568000001
rsd__del_rpoS_ls__1,-15.1426197257,0.9203576051000001,-0.1322508464,-1.3542276922
rsd__del_rpoS_ls__2,-10.6511325763,1.2506586523,0.11106837530000001,-0.5478662345
sdsR_ryeA__wt_3h__1,-1.9239021310000002,0.0336110383,0.1987595563,-0.1026337939
sdsR_ryeA__wt_8h__1,-13.1512832112,0.9670152922,-1.6191671914999999,-0.8739951331
sdsR_ryeA__wt_3h__2,1.9239021310000002,-0.0336110383,-0.1987595563,0.1026337939
sdsR_ryeA__wt_8h__2,-13.1548551651,0.9802278685,-2.0042230437,-0.8475719968000001
starve_series__t00_growth1__1,-0.4093540142,-0.0940147947,0.069932218,0.0693966778
starve_series__t00_growth1__2,-0.1739019823,-0.0729560592,0.051495031000000004,0.0880318004
starve_series__t00_growth1__3,0.2192132557,-0.0934380196,0.16916256600000001,0.10330399870000001
starve_series__t00_growth1__4,0.36404274070000003,0.2604088735,-0.29058981510000004,-0.2607324769
starve_series__t01_starve__1,6.7964571705,0.0908191643,0.7743881965,-0.019136991500000002
starve_series__t01_starve__2,7.7682244294,-0.122104848,0.8229524903000001,-0.0043045206
starve_series__t02_starve__1,6.8663455593,-0.3236320149,-0.5700478657,0.0793427185
starve_series__t02_starve__2,6.6323830065,-0.4089767167,-0.7147279013000001,0.0416665065
starve_series__t03_starve__1,6.2179363708,-0.0539025833,-0.6723376462,-0.0723243017
starve_series__t03_starve__2,5.7821892742,-0.0313921183,-0.1833410871,0.20564480240000002
starve_series__t04_starve__1,5.2770559794,-0.0674881938,-1.0488920149,-0.0801889761
starve_series__t04_starve__2,5.7824745615,-0.085607108,-1.1244150228,-0.0701353734
starve_series__t05_starve__1,6.3719393769,0.0586922297,-1.0588662782,-0.5657531824
starve_series__t05_starve__2,6.7934465481,0.0521020172,-1.2975840421,-0.4041308791
starve_series__t06_starve__1,6.9978067374,0.2418407138,-1.4000804237,-0.6865694608
starve_series__t06_starve__2,6.7570885045,0.40923488700000005,-2.0590522551,-0.8513258193000001
starve_series__t07_starve__1,7.0089330899,0.3762321885,-2.0461916722,-1.1299654424
starve_series__t07_starve__2,7.633033353,0.3555008103,-1.7235921218999999,-0.933115918
starve_series__t08_starve__1,8.0046121894,0.5810940072,-2.1223201641,-1.1135289598
starve_series__t08_starve__2,7.954801239,0.4565764128,-1.5172245333,-1.2365579244
starve_series__t09_starve__1,7.8467432239,0.589817838,-2.196592267,-1.444793609
starve_series__t09_starve__2,8.2801768602,0.42368360180000003,-2.1574356184,-1.390350706
starve_series__t10_starve__1,8.135168516,0.5569795390000001,-2.3620539281,-1.2959562043
starve_series__t10_starve__2,8.7388405135,0.5860481001,-2.2189943338,-1.0968500784
starve_series__t11_starve__1,8.904225777,0.5071308149,-2.2169928911,-1.3179181148999999
starve_series__t11_starve__2,8.8688185525,0.5016930772,-1.8529244008,-1.4098723728
starve_series__t12_starve__1,8.3089175046,0.3262912441,-2.2466826644,-1.7727425041
starve_series__t12_starve__2,8.2930201521,0.31208012690000003,-2.6287552708,-1.6511647124
starve_series__t14_starve__1,8.8915472894,0.3098140365,-2.1876272917,-1.8502298159000001
starve_series__t14_starve__2,9.2083338631,0.23363915670000002,-2.3566903223,-1.5555662549
starve_series__t16_starve__1,8.6326416086,0.3060914771,-1.9348697312,-2.421451442
starve_series__t16_starve__2,8.7103842201,0.31465924160000003,-2.3500378244,-2.0131551563
starve_series__t17_starve__1,9.0477631713,0.1192327809,-1.9105303450000002,-2.3191200787
starve_series__t17_starve__2,8.990422584000001,0.2439947486,-2.1855831938,-2.3228855138
starve_series__t18_starve__1,8.8633467147,0.2904534649,-1.8158064632,-2.5769766365
starve_series__t18_starve__2,8.5202673109,0.1328829768,-2.5078358101,-2.5369478757
starve_series__t20_starve__1,-4.907178824,0.1476855704,-1.0213786865,-1.1726450708
starve_series__t20_starve__2,-4.4565350409,0.2423709028,-1.2265991489,-1.0831762795
starve_series__t21_growth2__1,-4.9486431432,-0.1110286986,-0.9927377247,-0.8144050294
starve_series__t21_growth2__2,-6.1098684162,-0.015926561500000002,-1.2479427427,-1.0897901540000001
starve_series__t22_growth2__1,-4.8332683027000005,0.315685362,-0.6469742282000001,-0.5725629139
starve_series__t22_growth2__2,-2.3490011831,0.0477216236,-0.9021191687000001,-0.5047180018
starve_series__t23_growth2__1,-5.5495784878,0.1446413353,-0.6382544934000001,-0.21313696140000002
starve_series__t23_growth2__2,-5.2784496551,0.1319367871,-1.2299891524,-0.4467852444
starve_series__t25_growth2__1,-2.9761696017,0.0744684617,-0.0121486457,-0.3449885934
starve_series__t25_growth2__2,-3.4309180798,0.1283015763,-0.3067096395,-0.6096909623
starve_series__t26_growth2__1,-1.8838021607000002,-0.013387759800000001,0.391816796,-0.4181768822
starve_series__t26_growth2__2,-0.6148255508,-0.2235972326,0.16102290760000001,-0.4815123309
starve_series__t27_growth2__1,0.0768526488,-0.33215467790000003,0.133557997,-0.439851276
starve_series__t27_growth2__2,-0.3444834208,-0.34324592330000003,0.0812344593,-0.4162674541
starve_series__t28_growth2__1,0.0072227661,-0.2677031971,-0.059167177300000005,-0.16152440610000002
starve_series__t28_growth2__2,0.6565662048,-0.1610063598,0.25041086630000003,-0.1204208108
time_course__lb_4hr__1,0.3197179523,0.016506649300000002,0.1040635142,0.1486151753
time_course__lb_4hr__2,-0.0819161784,0.0143873127,0.0156699258,-0.0551325043
time_course__lb_4hr__3,-0.23780177400000002,-0.030893961900000003,-0.11973344,-0.0934826711
time_course__lb_8hr__1,-11.1591366418,0.9975450628,-1.3727541608,-0.672599147
time_course__lb_8hr__2,-11.470866734,0.9630259824,-1.4579924479000002,-0.5906992257
time_course__lb_8hr__3,-11.1217733084,0.8600162935000001,-1.5496611281,-0.3527216748
time_course__lb_24hr__1,-13.5989355891,1.7515674252,-1.7977575263,-0.5150341642
time_course__lb_24hr__2,-12.555751796500001,1.6815378387000002,-1.4626705925,-0.3313643921
time_course__lb_24hr__3,-13.062413786,1.732005895,-1.7186236179,-0.6088982108000001
time_course__lb_72hr__1,-16.664143957,1.7692140925,0.0270301222,-0.2751987074
time_course__lb_72hr__2,-14.8521948732,1.8226771264,0.20176962380000002,-0.0606281133
time_course__lb_72hr__3,-15.035125301,1.8851821976,-0.0706990697,-0.1204160855
time_course__lb_144hr__1,-14.9611657124,1.9998875114999999,-0.1993878299,-0.48506849500000004
time_course__lb_144hr__2,-14.992166256400001,1.7638316107,-0.4949080048,-0.5949215696
time_course__lb_144hr__3,-14.8589763439,1.6762232269,-0.501873106,-0.5427886443000001
time_course__lb_192hr__1,-13.3208708598,1.4995673533,-0.24905895890000002,-0.2764711031
time_course__lb_192hr__2,-13.8349133333,1.7732313111,0.4221261296,-0.1406920177
time_course__lb_192hr__3,-15.1198883055,1.5139675299,-0.6336379918,-0.1710448423
triclosan__wt__1,0.1909464637,-0.1493383958,-0.0124974757,-0.3126609598
triclosan__wt__2,-0.38344177290000003,0.2514836118,-0.0405483588,-0.3102798345
triclosan__wt__3,0.19249530920000002,-0.10214521600000001,0.0530458345,0.6229407942
triclosan__evo_amx_tcs__1,4.2236611875,-0.8570213898,-0.2045963928,0.6427794272
triclosan__evo_amx_tcs__2,6.9753039346,-0.953865673,0.3258645328,1.3352452116
triclosan__evo_amx_tcs__3,7.0329338301,-0.3690855927,0.18117831750000002,0.8051992088000001
triclosan__evo_chl_tcs__1,4.0189476509,-0.1095774129,-0.16913023530000001,-0.06535140960000001
triclosan__evo_chl_tcs__2,3.5628626966,0.0461727258,-0.3928295546,0.4141842249
triclosan__evo_chl_tcs__3,2.8165283442,0.30400400380000003,-0.2646763419,0.4079286177
triclosan__evo_tet_tcs__1,6.9235047141,0.0976596165,-0.397693701,0.39324451260000004
triclosan__evo_tet_tcs__2,4.8685331459,0.026217808000000002,-0.24059622160000002,0.6014031905
truHMM__48C_15m__1,-10.2244138474,0.44776296200000004,-0.2060719499,0.0285947717
truHMM__48C_15m__2,-10.3927951196,0.5225921363,-0.4396712084,0.1019001684
truHMM__48C_15m__3,-11.3902139812,0.07468775180000001,0.1038163114,-0.2899431134
truHMM__48C_30m__1,-9.7746543586,-1.368121549,-0.6679419324,-0.502409151
truHMM__48C_30m__2,-9.6512821923,-1.3692575224999999,-0.5203421642,-0.4881409097
truHMM__48C_60m__1,-12.7455706159,-1.0655740649,-1.2144287455,-0.6031753716
truHMM__48C_60m__2,-12.7017570969,-1.2220723641,-1.2600133372,-0.6064619718
truHMM__phos_0h__1,-0.1521021877,-0.0187283733,0.1386334126,-0.123546917
truHMM__phos_0h__2,0.1521021877,0.0187283733,-0.1386334126,0.123546917
truHMM__phos_2h__1,-4.3858017523,-0.062006198000000005,0.7664523018,0.4434400509
truHMM__phos_2h__2,-4.2849439664,0.0546371406,0.9040456782,0.5074638392
truHMM__phos_4h__1,-5.237260094,0.588655707,0.411975179,0.4672151162
truHMM__phos_4h__2,-5.0521047405,0.6322269285000001,0.2430563356,0.45149671690000004
truHMM__phos_4h__3,-6.8369551892,0.16482961540000002,0.0265701866,-0.0979546597
control__wt_glc__1,0.1922889428,-0.052632,0.014305786000000001,0.0046058085
control__wt_glc__2,-0.1922889428,0.052632,-0.014305786000000001,-0.0046058085
fur__wt_dpd__1,0.0437357406,-0.22332754900000001,-0.175784562,0.7958407655
fur__wt_dpd__2,0.7768681965,-0.207263208,-0.44572672900000004,0.7809120795000001
fur__wt_fe__1,0.3988566415,-0.5591243690000001,0.0218672,0.0860204375
fur__wt_fe__2,0.48850895710000003,-0.518033721,-0.08450991100000001,0.1956717155
fur__delfur_dpd__1,0.0587461439,-0.358693874,-0.32332781600000005,0.6368233545
