,A,Fnr,NarP,NarL,RpoS
quinone__delmenFubiC__2,1.0936942146,-0.530756546,-0.198288016,0.1372844705,0.44545774200000005
quinone__menFubiC_ale1__1,7.328975071,-2.548110757,-0.531239287,0.7491145085,-0.592986713
quinone__menFubiC_ale1__2,7.781081751,-2.574525767,-0.15816439200000001,0.6345051145,-0.6825730510000001
quinone__menFubiC_ale2__1,7.2968595077,-2.5041279210000003,-0.103251218,0.9392737995,-0.48291984600000004
quinone__menFubiC_ale2__2,7.4821079015,-2.445112978,-0.379374906,1.0102653855,-0.666881703
quinone__menFubiC_ale3__1,0.9666984697000001,-0.505443239,-0.08995262400000001,-0.1866845735,0.230084175
quinone__menFubiC_ale3__2,1.6745780627,-0.5051048730000001,0.050648007,-0.20458765950000002,0.23440550300000002
quinone__menFubiC_ale4__1,3.7460772693,-1.639778015,0.32926990700000003,0.22164052750000002,1.010209612
quinone__menFubiC_ale4__2,4.0558635976,-1.525707863,0.547526127,0.12060501250000001,0.9647885620000001
oxyR__wt_glc__1,0.3126715378,-0.8089780310000001,1.432494808,-1.1792619845,0.378515502
oxyR__wt_glc__2,0.0712267657,-0.6878140150000001,1.6160196720000002,-1.2122088055,0.446818512
oxyR__wt_h2o2__1,0.7977139951000001,-0.770999387,1.364216858,-1.2092205445,0.523289032
oxyR__wt_h2o2__2,1.1550627178,-0.5165665970000001,1.4891548060000002,-0.7819696075,1.140273702
oxyR__glu_ale4__1,1.820710854,-0.49981868,2.072093641,-0.41918834250000003,1.471336792
oxyR__glu_ale4__2,3.0133760055,-1.053543247,1.8609936280000001,-0.4418706255,0.989478182
oxyR__glu_ale4_h2o2__1,3.6166505409000003,-0.876172555,1.770250845,-0.3740276255,1.105704232
oxyR__glu_ale4_h2o2__2,3.4969586552000003,-1.004410894,1.565965524,-0.3782253115,1.308540662
oxyR__oxyR_ale17__1,4.9112260533,-0.9421467330000001,1.725222956,-0.7739573245,0.864667662
oxyR__oxyR_ale17__2,4.8274137415,-1.093086918,1.669787421,-0.8888965105000001,1.044993532
oxyR__oxyR_ale17_h2o2__1,5.1359211557,-0.979628476,1.7720609330000001,-0.9141537815,0.8066634020000001
oxyR__oxyR_ale17_h2o2__2,3.3458164675,-0.589808277,1.924369826,-1.1604518145,0.7939193720000001
oxyR__oxyR_ale18__1,1.4252711309000001,-1.166562635,1.4516377660000002,-1.5072900635000002,-0.18988374400000002
oxyR__oxyR_ale18__2,0.41120563800000004,-0.672576971,1.658874224,-1.4919827405000001,-0.012120128
oxyR__oxyR_ale18_h2o2__1,5.2768657538,-1.09189336,1.8524945210000001,-0.9541385955,0.380774492
oxyR__oxyR_ale18_h2o2__2,5.7155893989,-1.139352826,1.9101958520000002,-1.0521794555,0.425706862
oxyR__oxyR_ale19__1,0.7691173398000001,-1.045196496,1.519235759,-1.6118221615000001,-0.28424791600000004
oxyR__oxyR_ale19__2,2.1651135279,-0.7250733540000001,1.7421864930000002,-1.4187666805,-0.020286427000000003
oxyR__oxyR_ale19_h2o2__1,0.9232382690000001,-0.735836771,1.190685442,-1.5853093894999999,-0.353377109
oxyR__oxyR_ale19_h2o2__2,0.4230693084,-0.803938064,1.3427433020000001,-1.4801573155,-0.353964906
oxyR__oxyR_ale20__1,9.6403435861,-1.402755684,1.61096266,-1.0670861065,0.292686165
oxyR__oxyR_ale20__2,9.7759811676,-1.428067927,1.6677681199999999,-0.9915333705,0.284491559
oxyR__oxyR_ale20_h2o2__1,4.8465787601,-1.098697508,1.8500298270000002,-0.9357440225,0.461398122
oxyR__oxyR_ale20_h2o2__2,5.0746604657,-1.1274932340000001,1.7300363600000002,-0.8875884925,0.5234612820000001
svns_pgi__BmePgi24_15__1,1.2002220292,-0.5360552860000001,1.435887622,-0.3760668075,1.136906472
svns_pgi__BmePgi24_15__2,0.8977585164,-0.536045576,1.241399774,-0.38049006350000003,1.106938532
svns_pgi__BmePgi24_26__1,1.315539484,-0.524884001,1.395275668,-0.9001993245000001,0.8895994620000001
svns_pgi__BmePgi24_26__2,1.0734530567,-0.48640995000000004,1.201917583,-0.7239035175,1.002864882
svns_pgi__BmePgi24_41__1,2.5250110761,-0.446965349,1.727276392,0.0858218905,1.666172602
svns_pgi__BmePgi24_41__2,1.9066742145000002,-0.467055863,1.119682835,-0.7092105915,0.761387542
svns_pgi__BmePgi24_52__1,1.7265253592,-0.494457847,1.452565503,-0.6891163765,1.073754122
svns_pgi__BmePgi24_52__2,1.2337341836,-0.541468839,1.063404242,-0.7073035485,0.9053895820000001
svns_pgi__PaePgi2_34__1,1.0988881302,-0.355877681,1.726057005,0.14320868650000002,1.278137802
svns_pgi__PaePgi2_34__2,0.9085060912,-0.371652078,1.558923467,0.056953975500000004,1.205160902
svns_pgi__PaePgi2_63__1,2.0196520146,-0.330622578,1.630303802,-0.1039783605,1.469231752
svns_pgi__PaePgi2_63__2,2.3809196863,-0.390185284,1.633557802,-0.22807424850000002,1.445767052
svns_pgi__PaePgi24_54__1,2.3866908333,-0.8311115560000001,1.818059607,-0.10879174350000001,0.914250742
svns_pgi__PaePgi24_54__2,2.4884399272,-0.8662979580000001,1.717779785,-0.1511696985,0.839892022
svns_pgi__PaePgi24_90__1,2.4421668047000002,-0.770292729,1.829622974,-0.3593032335,0.6100121420000001
svns_pgi__PaePgi24_90__2,2.234017346,-0.7893792930000001,1.873952609,-0.42999641250000004,0.7799764520000001
abx_media__m9_ctrl__1,-0.057113998900000004,-0.893828944,-0.7609860900000001,-1.2446789615,0.780609612
abx_media__m9_ctrl__2,-0.48171361220000003,-0.8991160770000001,-0.965028823,-1.3104621935,0.949769912
abx_media__rpmi_ctrl__1,-0.058480184500000004,-1.5575180670000002,0.66299448,-0.6316149025000001,-2.40001744
abx_media__rpmi_ctrl__2,-0.5163029156,-1.58392193,0.434559697,-0.3341771625,-1.6442175950000002
abx_media__camhb_ctrl__1,0.7402298604,-1.179529736,-0.09276045100000001,-2.6131021825,-2.412374072
abx_media__camhb_ctrl__2,0.6469888273000001,-1.261389653,-0.149437402,-2.5333668405000003,-2.437496206
abx_media__m9_mero__1,0.3031465474,-0.9119070650000001,-0.6197646950000001,-2.3783633935,0.113079119
abx_media__m9_mero__2,-0.5745400218,-1.133278434,-0.9018561740000001,-1.9206515735,0.5862508120000001
abx_media__rpmi_mero__1,-0.1485316523,-1.653565839,-0.06814183700000001,-1.4034768095,-2.431478613
abx_media__rpmi_mero__2,0.1320254219,-1.832894068,0.29055442200000003,-1.0727006215000001,-2.200063945
abx_media__camhb_mero__1,1.7183618509,-1.464487794,-0.8913583540000001,-2.9774129215,-2.479313904
abx_media__camhb_mero__2,1.4655214304,-1.4166246660000001,-0.85098932,-3.0560450505,-2.4048321599999998
abx_media__m9_trisulf__1,0.33534533720000004,-0.46760251500000005,-0.9459863550000001,-1.8272529995,0.9038694920000001
abx_media__m9_trisulf__2,-0.5037743428,-0.569228457,-0.7744094370000001,-1.6281453685,1.065425372
abx_media__rpmi_trisulf__1,0.5109030602,-0.7884398340000001,0.027352818,-1.6446397755,-0.970301579
abx_media__rpmi_trisulf__2,0.0265300612,-0.754359556,-0.199440882,-1.6024175795,-0.922598691
abx_media__camhb_trisulf__1,-0.3178426189,-0.686895557,-0.462934934,-2.2186303355,-1.479011908
abx_media__camhb_trisulf__2,0.2816494759,-0.741423825,-0.574144011,-2.2708530125,-1.453408986
abx_media__m9_cef__1,0.2110011356,-0.60199696,-0.523601184,-1.5982843585,0.855176342
abx_media__m9_cef__2,-0.1428909221,-0.801525192,-0.5553095180000001,-1.5207189815,0.6537064220000001
abx_media__rpmi_cef__1,1.083948288,-0.830792595,-0.303301303,-2.0186258885,-1.312759304
abx_media__rpmi_cef__2,0.9795874597,-0.741680714,-0.32403848900000004,-1.8782758075000001,-1.226735445
abx_media__camhb_cef__1,0.8772826813,-1.081759613,-0.26523876500000004,-2.2702762055,-1.396097704
abx_media__camhb_cef__2,0.8543634025,-1.061934583,-0.31225741100000004,-2.4516748775,-1.393840567
abx_media__m9_cipro__1,-0.2520620478,-0.775849203,-1.319375252,-1.3917499185,0.6878804820000001
abx_media__m9_cipro__2,-0.1977595351,-0.853964598,-1.32995547,-1.6073914875000002,0.7698332320000001
abx_media__rpmi_cipro__1,1.9331064513,-1.010053522,-0.466443421,-1.6759964105,-1.842582587
abx_media__rpmi_cipro__2,1.4572500614,-0.9865308030000001,-0.28602233800000004,-1.9203096015,-1.756150681
abx_media__camhb_cipro__1,1.0947105444,-0.659868235,-0.6219775150000001,-2.2605209705,-1.8498726840000002
abx_media__camhb_cipro__2,0.7491696153,-0.729364565,-0.8620574750000001,-2.1954210295,-1.789965745
hot_tale__42c_ale3_30c__1,-0.1018105192,-0.31695025400000004,-0.723835278,-0.6455651495,-1.907963797
hot_tale__42c_ale3_30c__2,-0.5024377156000001,-0.340003802,-0.9418954370000001,-0.6768525995,-1.944972908
hot_tale__42c_ale3_37c__1,0.6950163239,-0.375398277,0.231451066,-0.5762783755,-1.438491919
hot_tale__42c_ale3_37c__2,-0.34868716710000003,-0.34373242200000004,-0.030281933,-0.6036873375,-1.5778546850000001
hot_tale__42c_ale3_44c__1,2.7698399513,-0.629555328,0.6904906710000001,0.39378304550000004,-0.44932950800000004
hot_tale__42c_ale3_44c__2,3.6171749748,-0.7233255390000001,0.8638603090000001,0.4017930665,-0.22272809400000002
hot_tale__hot_ale3_mid_30c__1,0.1319534209,-0.41708877800000005,-0.8076961330000001,-0.5350687825,-1.351382508
hot_tale__hot_ale3_mid_30c__2,-0.179598582,-0.416571966,-0.189440366,-0.4399935325,-1.53105376
hot_tale__hot_ale3_mid_37c__1,0.0034218785000000003,-0.35677252800000003,-0.266703152,-0.7768702585,-2.061404382
hot_tale__hot_ale3_mid_37c__2,0.6030341883,-0.5292693580000001,0.089560158,-0.7295481665,-1.997902988
hot_tale__hot_ale3_mid_44c__1,4.2812969925,-1.1714352350000001,2.344127604,-1.3677582405,-0.378401614
hot_tale__hot_ale3_mid_44c__2,3.5128848886,-1.201384863,1.957061476,-0.6799400215,-1.5208829650000002
hot_tale__hot_ale3_30c__1,-0.1599910159,-0.6191741980000001,-0.695403041,-0.7456317545000001,-0.88529355
hot_tale__hot_ale3_30c__2,-0.0232627342,-0.571577828,-0.393027609,-0.6637240275,-0.702621626
hot_tale__hot_ale3_37c__1,0.7655722996000001,-0.722721968,0.040590041,-0.8143446075,-1.400893626
hot_tale__hot_ale3_37c__2,0.1244053427,-0.68571509,0.260568996,-0.7327369645,-1.261976733
hot_tale__hot_ale3_44c__1,2.0719035893,-1.597203914,1.608266268,-0.8433266235,-1.372628723
hot_tale__hot_ale3_44c__2,1.1021141997,-1.099440647,1.185125789,-0.7923595355,-1.5608087030000002
hot_tale__hot_ale4_30c__1,-0.9121233860000001,-0.510796904,-1.236601346,-0.7568600765,-1.931304048
hot_tale__hot_ale4_30c__2,-0.3587317304,-0.444346291,-0.82651279,-0.6745658195,-1.859626883
hot_tale__hot_ale4_37c__1,0.6284862145,-0.445443578,0.186322918,-0.4799404205,-1.888368872
hot_tale__hot_ale4_37c__2,0.8126630726,-0.33888177,0.34872612000000003,-0.4385081025,-1.830199923
hot_tale__hot_ale4_44c__1,1.6267394162,-0.36460928,1.222379676,-0.08856976650000001,-1.3972837359999999
hot_tale__hot_ale4_44c__2,1.4538082462,-0.5246024060000001,1.5156101149999999,-0.12219313550000001,-1.338729662
hot_tale__hot_ale8_30c__1,-0.5307627500000001,-0.6861498490000001,-1.03016384,-0.47335504850000004,-1.9839582040000001
hot_tale__hot_ale8_30c__2,-0.6763774405,-0.6402435630000001,-0.7815340780000001,-0.41035295650000003,-1.9168988690000002
hot_tale__hot_ale8_37c__1,0.5955162353,-0.5045901850000001,0.415071206,-0.3083690125,-1.9041362620000002
hot_tale__hot_ale8_37c__2,0.5506365669000001,-0.512467405,0.24900191400000002,-0.31723146550000003,-1.896623705
hot_tale__hot_ale8_44c__1,2.4003024139,-0.325212596,1.1015868580000001,0.4310402935,-1.426807011
hot_tale__hot_ale8_44c__2,2.2850392532,-0.332838362,1.288350372,0.2820975975,-1.401286403
hot_tale__hot_ale9_mid_30c__1,-0.23309731350000001,-0.6325393610000001,-0.433994561,-0.3300921685,-1.486259717
hot_tale__hot_ale9_mid_30c__2,-0.5404018626,-0.553225578,-0.545455032,-0.24252976950000002,-1.602807011
hot_tale__hot_ale9_30c__1,-0.7112291087,-0.497033549,-0.676856126,-0.8644760725,-1.7950013550000001
hot_tale__hot_ale9_30c__2,-0.7981218796,-0.42973484100000003,-0.442760969,-0.7912126085000001,-1.947474307
hot_tale__hot_ale9_mid_37c__1,0.154393897,-0.5066094210000001,0.10900546600000001,-0.4892257485,-1.652567464
hot_tale__hot_ale9_mid_37c__2,-0.030408964200000003,-0.476166085,0.071929723,-0.4169995815,-1.6748199380000002
hot_tale__hot_ale9_37c__1,0.2908484649,-0.54083384,0.162737021,-0.6802163475,-1.497790775
hot_tale__hot_ale9_37c__2,0.4668716852,-0.542365552,0.298177662,-0.6042122615000001,-1.530303604
hot_tale__hot_ale9_mid_44c__1,1.7389515302,-0.446139218,1.005902581,-0.2540971175,-1.164812891
hot_tale__hot_ale9_mid_44c__2,1.9271807228000002,-0.6800252410000001,1.124805774,0.1077505785,-0.989517818
hot_tale__hot_ale9_44c__1,1.4590488295,-0.6060665230000001,1.125731459,-0.20135758250000002,-0.86014164
hot_tale__hot_ale9_44c__2,1.8843037704,-0.6258130630000001,1.270864695,-0.2117078195,-0.837791747
hot_tale__hot_ale10_30c__1,0.131532749,-0.5646101130000001,-0.453571186,-0.8579470845,-1.386495954
hot_tale__hot_ale10_30c__2,-0.5454195853,-0.5686878670000001,-0.43377262600000005,-0.8320020885,-1.402138782
hot_tale__hot_ale10_37c__1,0.6829377058,-0.651898806,0.095596103,-0.9100796795,-1.471664917
hot_tale__hot_ale10_37c__2,0.7448413947,-0.6178540090000001,0.232531005,-0.8913156855000001,-1.549020217
hot_tale__hot_ale10_44c__1,3.7395147442,-1.029492911,1.769280097,-0.5701095055000001,-0.9616132070000001
hot_tale__hot_ale10_44c__2,2.8561372223,-0.68996751,1.456336924,-0.5118017245,-0.951745735
hot_tale__hot_ale16_30c__1,-0.6742746827,-0.683328931,-0.581539098,-0.6838693685,-1.531300938
hot_tale__hot_ale16_30c__2,-0.7772950712000001,-0.47066650200000004,-0.842481719,-0.5485812645,-1.634359187
hot_tale__hot_ale16_37c__1,0.22948034620000002,-0.720102758,0.5122986850000001,-1.0055411605,-1.565068318
hot_tale__hot_ale16_37c__2,0.2897342095,-0.757716979,0.481414404,-0.9989605035,-1.614135088
hot_tale__hot_ale16_44c__1,1.0779308587,-0.613270037,1.925064482,-0.7385856815,-1.248922181
hot_tale__hot_ale16_44c__2,1.5753960791,-0.634533915,1.8140894310000002,-0.4397113315,-1.155512192
pdhr_ale__pdhR-13_51__1,3.4601338329,-1.473940054,1.4630707040000002,-0.8010420485,0.545286652
pdhr_ale__pdhR-13_51__2,4.5939976672,-1.567203776,1.484456585,-0.7811465095,0.418927092
pdhr_ale__pdhR-14_46__1,2.2965816135,-1.124824807,1.392362299,-0.3802087295,1.5375000920000002
pdhr_ale__pdhR-14_46__2,2.8346587805,-1.181267665,1.382984507,-0.3273251775,1.406942552
pdhr_ale__pdhR-15_51__1,5.4710482291,-1.3757046910000001,1.667964631,-0.9761005145,0.550614182
pdhr_ale__pdhR-15_51__2,5.3404453467,-1.376913207,1.823521318,-0.7803540805,0.5427596720000001
pdhr_ale__pdhR-16_49__1,5.2422311118,-1.441781878,1.7122421600000002,-0.5638357965,0.892385662
pdhr_ale__pdhR-16_49__2,3.072626782,-1.43565696,1.604493224,-0.5128694395,1.6646909220000001
tcs__del_atoC_LiAcet__1,4.0944360795,-1.529352188,0.08088165500000001,-0.5654890545,0.14008757600000002
tcs__del_atoC_LiAcet__2,3.904434039,-1.4608699120000002,0.08869529400000001,-0.4132689665,0.317528992
tcs__del_atoC_LiCl__1,3.7416925385,-1.573940725,0.326662178,-0.3804213775,0.572097892
tcs__del_atoC_LiCl__2,3.4727234017,-1.587397541,0.17252443,-0.1910178925,0.664503352
tcs__del_atoC_m9__1,4.7657245532,-1.610960337,0.468588969,-0.4846049565,0.45651683200000004
tcs__del_atoC_m9__2,4.6810368115,-1.537168137,0.39478226,-0.4006434665,0.48580563200000004
tcs__del_baeR_etoh__1,6.4158531604,-0.7947728310000001,0.623438579,-1.4537137615,-0.366068699
tcs__del_baeR_etoh__2,6.7352713755,-0.711595816,0.6830952490000001,-1.1451116345,-0.18654836400000002
tcs__del_baeR_lb__1,12.4709171477,-1.959879614,0.396949684,-0.3820145015,1.7351000920000001
tcs__del_baeR_lb__2,12.3777999356,-1.992148699,0.43369505300000005,-0.3027732245,1.686986762
tcs__del_btsR_01xlb__1,1.9206201576000002,-0.9138769640000001,-0.44777178,-1.5646758445,1.4074916320000002
tcs__del_btsR_01xlb__2,2.0892911323,-0.8770422170000001,-0.38336078500000004,-1.6569003935,1.352980122
tcs__del_btsR_lb__1,11.1710592755,-1.8100021380000002,0.746366379,0.2682209975,-0.6825328420000001
tcs__del_btsR_lb__2,10.968079575400001,-1.911786533,0.657510684,0.5264552055,-0.726716694
tcs__del_btsR_pyruvate__1,1.8254486616,-0.7551962090000001,-0.5336693210000001,-1.4637153035,1.308905382
tcs__del_btsR_pyruvate__2,1.814113985,-0.8057040050000001,-0.265974384,-1.4390991645,1.2243911920000001
tcs__del_cpxR_etoh__1,7.1780697825,-1.272700713,0.7135416210000001,-1.1978485065,-1.103766331
tcs__del_cpxR_etoh__2,7.3753156816,-1.285143709,0.9184691770000001,-1.0672774624999999,-1.097200214
tcs__del_cpxR_lb__1,12.7028320992,-1.767592873,0.327563035,-0.5703100065,1.589736432
tcs__del_cpxR_lb__2,12.1698473278,-1.663140319,0.401888159,-0.2487453895,1.709398122
tcs__del_cusR_CuSO4__1,0.9152470332,-1.092642111,1.3157551,-0.3636793205,1.261222212
tcs__del_cusR_CuSO4__2,0.8261087819,-1.03221939,1.140445517,-0.1807132055,1.344198652
tcs__del_cusR_lb__1,2.9569612596,-1.824259277,-0.119143203,-0.4904922565,-0.045943153
tcs__del_cusR_lb__2,3.6869267557,-1.824737212,-0.07375017,-0.5804042375,-0.080519901
tcs__del_kdpE_01-kcl__1,1.4702934807,-0.49775268800000005,-0.021203353,-0.46113588050000004,2.143029202
tcs__del_kdpE_01-kcl__2,1.1909637314000001,-0.48845080900000004,-0.085484142,-0.4103342555,2.130364142
tcs__del_kdpE_115-kcl__1,0.8821441162,-0.629519641,-1.376328893,-0.6257547715,1.9626137520000002
tcs__del_kdpE_115-kcl__2,0.537069468,-0.510347726,-1.205690045,-0.4813081515,1.923137492
tcs__del_phoB_m9__1,1.6863937474,-1.330013863,0.424536067,-0.5446831015,1.017683462
tcs__del_phoB_m9__2,1.8008093832,-1.340629176,0.278584788,-0.5484098885,0.9924556320000001
tcs__del_phoB_m9p__1,1.8251411425000001,-2.154292839,1.1557208700000001,-2.4385274455,0.381978592
tcs__del_phoB_m9p__2,1.8744525122,-2.186921256,1.2231929670000001,-2.4518684995,0.378607332
tcs__del_rcsB_etoh__1,2.9352558199,-0.363607589,1.31933505,-1.5638156054999999,0.602795022
tcs__del_rcsB_etoh__2,2.6439860839,-0.26936122900000004,1.241423175,-1.6198489715000002,0.6368650020000001
tcs__del_rcsB_lb__1,10.7895914804,-1.5861596310000001,0.9353603680000001,-0.4140866385,1.367672302
tcs__del_rcsB_lb__2,10.722700288,-1.554112041,0.9602966970000001,-0.3156676095,1.439483182
tcs__del_zraR_lb__1,0.4386746735,-0.982470728,0.632904094,-1.1970788515,0.325799862
tcs__del_zraR_lb__2,0.34986314,-0.9951957260000001,0.566586809,-1.2487042325,0.39428292200000004
tcs__del_zraR_zncl2__1,-0.2523193888,-1.358499992,0.43921934100000004,-0.4872285585,1.110020682
tcs__del_zraR_zncl2__2,-0.2764986145,-1.388633639,0.47042804600000004,-0.43775212750000003,1.140191742
tcs__wt_01-kcl__1,1.6091420726,-0.989835321,-0.691352466,-0.1159621485,1.650929632
tcs__wt_01-kcl__2,2.0409047844,-1.046526627,-0.378910809,-0.3606601305,1.5050050220000002
tcs__wt_01xlb__1,2.4450035093,-0.627626621,-0.202153728,-1.2507584405,1.405993702
tcs__wt_01xlb__2,2.4690938191000003,-0.594704153,-0.38526149600000004,-1.3054678685,1.369863552
tcs__wt_115-kcl__1,1.1648875141,-0.6038745640000001,-1.335505036,-0.6241446925,1.9654553520000002
tcs__wt_115-kcl__2,1.3125496983,-0.619591071,-1.477186354,-0.7729185295000001,1.955990402
tcs__wt_CuSO4__1,-0.7460291799000001,-0.9148683420000001,0.7792561280000001,-1.0277409525,0.9521508320000001
tcs__wt_CuSO4__2,-0.70602947,-0.9852227830000001,0.61846687,-0.8030274405000001,1.044374912
tcs__wt_etoh__1,1.1133750743,-0.49219957300000006,1.6451375,-0.7731925865,1.2274404620000001
tcs__wt_etoh__2,1.6039610683,-0.5109897880000001,1.6321730630000002,-0.6362122115000001,1.175064452
tcs__wt_lb__1,11.6980516676,-1.3424401160000001,1.7173398149999999,-0.5131804205,0.8492971020000001
tcs__wt_lb__2,11.6497092115,-1.381257632,1.580376023,-0.4637121335,0.8937301820000001
tcs__wt_LiAcet__1,3.224515577,-1.647171522,-0.125625748,-0.3308512255,0.47077431200000003
tcs__wt_LiAcet__2,3.7172182525,-1.672436319,0.146829963,-0.5648129185,0.35456234200000003
tcs__wt_LiCl__1,3.7509746641,-1.592588379,0.186662291,-0.4023529275,0.548405402
tcs__wt_LiCl__2,4.1291574827,-1.618416323,0.375327805,-0.6673889215000001,0.47028348200000003
tcs__wt_m9p__1,3.0747540446,-1.822635071,0.94167719,-1.9433092615,0.09293588900000001
tcs__wt_m9p__2,2.7730905425,-1.744095974,0.967405441,-1.9217833885000002,0.06531996100000001
tcs__wt_pyr__1,2.5146281415000002,-0.5684677490000001,-0.343837363,-1.2674985455,1.6245794120000001
tcs__wt_pyr__2,2.7742336031,-0.546228793,-0.41170347,-1.2846637914999999,1.586807102
tcs__wt_zncl2__1,-0.4637727312,-1.034137505,0.509402793,-0.8197582785,0.5992908720000001
tcs__wt_zncl2__2,-0.205817371,-1.030251514,0.377313051,-0.9198018515,0.6067851120000001
ros_tale__1_112_0pq__1,1.3893629533,-0.004000038,-1.671004493,-2.2131058125,0.385690382
ros_tale__1_112_0pq__2,0.8245985859,-0.298286875,-1.756724384,-2.1104281645,0.395483542
ros_tale__1_112_250pq__1,2.1558493104,-0.390843082,-0.760685127,-1.5516010224999999,0.821033152
ros_tale__1_112_250pq__2,1.4005639622000001,-0.357732802,-1.093481261,-1.6620210775,0.48740582200000004
ros_tale__1_112_750pq__1,1.4024678897,-0.113309328,-1.006939211,-1.6107359365,0.6522788820000001
ros_tale__1_112_750pq__2,1.8409069595,-0.344769418,-0.728125786,-1.8849882574999999,0.698912572
ros_tale__1_112_750pq__3,1.4329651576,-0.24647739000000002,-1.196004696,-2.1288456345,0.6330313320000001
ros_tale__3_76_0pq__1,1.2824519076,0.529609298,0.148874569,-0.8554140595,1.730569362
ros_tale__3_76_0pq__2,1.2503211586,0.48756842800000005,0.09972493800000001,-1.0307259295,1.731126742
ros_tale__3_76_0pq__3,1.3172643045,0.392257358,0.5592668230000001,-1.0543742515,1.682178662
ros_tale__3_76_0pq__4,1.2316880342,0.350241148,0.47280730600000004,-0.9881753885000001,1.717740542
ros_tale__3_76_250pq__1,1.0041693779,0.9029290280000001,-0.786256005,-2.0783476535,1.524751262
ros_tale__3_76_250pq__2,1.5246176615,0.609610548,-0.45289277200000005,-2.0746081035,0.856116462
ros_tale__3_76_750pq__1,1.3499770862,0.641891428,-0.522439691,-2.1275063915,0.655051432
ros_tale__3_76_750pq__2,0.6590534840000001,0.6362542680000001,-0.806993205,-2.3579970185,0.485958512
ros_tale__7_103_0pq__1,2.9556896132,-0.069928169,-0.5874531550000001,-1.8370052495,0.634709132
ros_tale__7_103_0pq__2,4.2749864077,-0.356938888,-0.261531471,-1.7173618165,0.524656542
ros_tale__7_103_0pq__3,2.482365855,-0.20300362200000002,-0.594706551,-1.7870395075,0.773720472
ros_tale__7_103_0pq__4,3.7695048772,-0.56719329,-0.269116583,-1.6567116115,0.6472917020000001
ros_tale__7_103_250pq__1,1.3907131488,0.176819585,-1.773628338,-2.4111822805,0.605508142
ros_tale__7_103_250pq__2,1.7702598841000001,-0.014051734000000001,-1.985994303,-2.2699596575,0.990139002
ros_tale__7_103_750pq__1,1.4366779512,0.16454690600000002,-1.973977349,-2.3179693285000003,0.408591482
ros_tale__7_103_750pq__2,1.2257004263,0.04942089,-1.786993941,-2.0950462525,0.5977885820000001
ros_tale__9_77_0pq__1,0.5753336054,1.140941988,-0.32164411200000004,-2.3321637485,1.730857472
ros_tale__9_77_0pq__2,-0.5117423768,1.045733608,-0.21660716100000002,-2.4009682345,1.7069542819999999
ros_tale__9_77_250pq__1,0.6971760166000001,1.687118618,-0.293617002,-2.9070275735,1.784431142
ros_tale__9_77_250pq__2,1.1713582652,1.924601218,-0.468685701,-2.7011237665000003,1.9958476520000001
ros_tale__9_77_750pq__1,0.1501761211,1.2535135880000001,-0.5844309400000001,-2.5270212165,1.542874952
ros_tale__9_77_750pq__2,0.4371597834,1.4200948580000001,-0.36072692300000003,-2.6169661445,1.534533042
ros_tale__11_83_0pq__1,3.1040025441,-0.029437925,0.7493539920000001,-1.7465379135,0.786947932
ros_tale__11_83_0pq__2,2.9901196899,0.023303834000000002,0.9435800860000001,-1.6270249325,0.757394302
ros_tale__11_83_250pq__1,3.6221292724,-0.12311351100000001,0.48144825,-1.8696774365,0.8782502320000001
ros_tale__11_83_250pq__2,3.8198954812,-0.25887170600000003,0.492367951,-1.8244539364999999,0.9175091620000001
ros_tale__11_83_750pq__1,3.7730635241,-0.12083388,0.306552146,-1.8934433285,1.404979642
ros_tale__11_83_750pq__2,4.1331932941,-0.140030082,0.436675315,-1.7726852085,1.211564372
ros_tale__13_87_0pq__1,2.1803545293,-0.746910359,0.613426321,-2.2244668655,-0.20712402400000002
ros_tale__13_87_0pq__2,1.3181117836,-0.46070500500000006,0.596874757,-2.3924394715,-0.193773294
ros_tale__13_87_250pq__1,2.8359126573,-0.561469801,0.555499211,-2.1940850795,0.08313350200000001
ros_tale__13_87_250pq__2,2.3693787231,-0.629128047,0.28139532300000003,-1.8264850235,0.21432803700000003
ros_tale__13_87_750pq__1,1.8214532987,-0.506875812,0.42652146700000004,-1.7433209995,0.299810982
ros_tale__13_87_750pq__2,2.0760738943,-0.46959708200000005,0.700414459,-2.1714816835,0.283518739
ros_tale__14_27_0pq__1,2.7339343931,-0.021811511000000002,-0.027962002000000003,-2.0453695115,0.116283754
ros_tale__14_27_0pq__2,2.9230727246,0.12091694500000001,0.114962304,-2.2734699154999998,0.15466231800000002
ros_tale__14_27_250pq__1,5.3626364609,0.583430698,-0.46159347300000003,-1.5536719335,0.752842482
ros_tale__14_27_250pq__2,3.5226234931000002,0.684444928,-0.41381142600000004,-1.5475424205000001,0.7440650520000001
ros_tale__14_27_750pq__1,2.8765379731,2.044364118,-0.130862229,-0.7174491485000001,2.678412222
ros_tale__14_27_750pq__2,2.8372681336000003,2.007240748,0.004959072,-0.9698444615,2.670276142
ros_tale__16_28_250pq__1,1.022159727,-0.44488061100000004,0.328752653,-0.7243672665,0.021450516000000003
ros_tale__16_28_250pq__2,1.0243588385,-0.566406158,0.418870469,-0.6857966615000001,0.12467335300000001
ros_tale__16_32_0pq__1,1.9947259214000002,-0.623195319,0.68404055,-1.4324124755,0.8053895320000001
ros_tale__16_32_0pq__2,1.6871452266,-0.482923786,0.6273619930000001,-1.6830125695,0.764711982
