,A,Fis,Crp,RpoS,ihfB
hu__hupAE34K_hupB_lag_pH7__1,0.0646517427,-0.0689418056,-0.0097311396,0.1802800029,-0.5737993512
hu__hupAE34K_hupB_lag_pH7__2,-1.1607764925,0.3746936563,-0.3293122911,0.0778207767,-0.3996532846
hu__hupAE34K_hupB_lag_pH7__3,0.0526378416,-0.7608564287,-0.3831059042,0.5343687421000001,0.6080325268
hu__hupAE34K_delhupB_lag_pH7__1,0.23471328900000002,-0.0869920052,-0.0190652403,0.0135547038,-0.1255185965
hu__hupAE34K_delhupB_lag_pH7__2,0.0049961833,0.022969023,0.10856884550000001,0.2293122333,-0.7386780321
hu__hupAE34K_delhupB_lag_pH7__3,0.1293359539,-0.7389180066000001,-0.250826488,0.5407124442,0.6323031777
hu__wt_lag_pH5__1,0.1454774449,0.4791797057,-0.8913190701,0.8095686286,0.41266472940000004
hu__wt_lag_pH5__2,0.1337365348,0.2768522707,-1.4459433789,1.2513711449,0.5379466454
hu__wt_lag_pH5__3,-0.0949011193,0.4107719428,-1.4845663116,1.548525294,0.917368182
hu__delhupA_lag_pH5__1,-0.0324905848,0.2936627287,-1.0651718251,0.8769834036,0.714406406
hu__delhupA_lag_pH5__2,-0.15335152030000002,0.3069653719,-0.7987644547,1.2547770457,0.48906684650000004
hu__delhupA_lag_pH5__3,-1.2712484639000001,0.8933818621,-1.2519211603,1.1842660553,1.106647775
hu__delhupAhupB_lag_pH5__1,0.8106958415000001,0.0821911966,-1.3554675684,1.1372458531,0.8958872998
hu__delhupAhupB_lag_pH5__2,1.0728719669,0.2544607079,-1.3336062681,1.1463289075,0.7264677902000001
hu__delhupAhupB_lag_pH5__3,0.1291802568,0.5337478762,-0.8925679957,1.7365144753,1.4966062456
hu__hupAE34K_hupB_lag_pH5__1,-0.6375603938000001,0.392014586,-1.1430168893000001,1.1354345071,0.4676500039
hu__hupAE34K_hupB_lag_pH5__2,-0.9825261456000001,0.7716121418,-1.4493752758,1.3896646958,0.9145932295
hu__hupAE34K_hupB_lag_pH5__3,-0.33259188440000004,0.574429488,-1.4050641086,1.7925796462,0.8961990470000001
hu__hupAE34K_delhupB_lag_pH5__1,-0.367325085,0.6561657774,-1.6123595908000001,1.4298720576,0.9549122993
hu__hupAE34K_delhupB_lag_pH5__2,0.523679851,0.10918116800000001,-1.226893919,1.5256808674,-0.0356378772
hu__hupAE34K_delhupB_lag_pH5__3,-1.4762093434999999,0.5678315908,-1.5448590486,1.7725243485000002,0.7947546427000001
hyperpersistence__low_GFP__1,0.16137708,-1.2296048182,-0.1459188516,0.8576281599000001,0.6483579828
hyperpersistence__wt__1,-0.011555383300000001,-0.0819279125,-0.0579075359,-0.0357922916,0.1013773724
hyperpersistence__high_GFP__1,-0.1524749716,-1.3519210233,-0.10275380890000001,1.0718098388,0.7561082961000001
hyperpersistence__pth_mut__1,0.6897901067000001,-0.12980234100000002,-0.0890509939,2.7106892852,0.4480533525
hyperpersistence__pth_mut__2,0.5293954899000001,-0.2494201341,-0.4156744168,2.5173608643,0.4746197462
hyperpersistence__metG_mut__1,0.5173826181,-0.0536076146,0.0988768356,2.0887380381,0.9323482898000001
hyperpersistence__metG_mut__2,0.7228774771,-0.3022908939,-0.2628324997,1.6333807607000002,0.5534249098
hyperpersistence__high_GFP__2,0.0343651134,-1.2008574747,-0.2208033278,1.8894668441,1.5819909601000002
hyperpersistence__wt__2,0.011555383300000001,0.0819279125,0.0579075359,0.0357922916,-0.1013773724
hyperpersistence__low_GFP__2,0.286573876,-1.2161106948,-0.2805843959,1.1493698707,1.5114326746
kan_efg__cpxAF218Y__1,1.1459054228,-0.7821384977,1.0841805474,0.1023595369,-0.22883507590000002
kan_efg__cpxAF218Y__2,1.5173931351,-0.932373954,1.1446573046,0.1403495972,-0.16930334090000002
kan_efg__cyaAN600Y__1,-0.6363042526,-1.221042918,0.9603956705000001,0.2159801222,-0.0495267151
kan_efg__cyaAN600Y__2,1.3744232069,-2.7069705654,1.5682706127000001,0.9006441864,-0.1082065834
kan_efg__fusAA608E__1,0.6878741114,0.287056627,-0.4755092777,0.2114957314,0.27176167630000003
kan_efg__fusAA608E__2,-0.5019613395,-0.0173445622,-0.1918949817,0.0341085542,0.1478877247
kan_efg__fusAA608E_cpxAF218Y__1,1.1454417282,0.0094257983,0.35721379940000003,0.0574789951,0.0989071549
kan_efg__fusAA608E_cpxAF218Y__2,0.6242710923,-0.1510938893,0.3103341766,0.1905253961,0.092265601
kan_efg__fusAA608E_cyaAN600Y__1,0.8198240713,-0.3868069602,0.8959768911,0.2715029668,-0.1910441595
kan_efg__fusAA608E_cyaAN600Y__2,0.2644938423,-0.5636522443,1.151414448,0.3383597293,-0.2720639669
kan_efg__fusAA608E_rpoDL261Q__1,0.4072268298,0.5248593509,0.5787595543,-0.0762878141,-0.10026415400000001
kan_efg__fusAA608E_rpoDL261Q__2,1.1984410713,0.6282254388,0.170452503,0.0644537729,0.1267075309
kan_efg__fusAA608E_topAS180L__1,-1.0035839372,0.7159548429,0.2993918273,0.4682717709,-0.0752220175
kan_efg__fusAA608E_topAS180L__2,0.3033600889,0.6182181113,0.3449252499,0.4622266492,-0.1755236102
kan_efg__rpoDL261Q__1,0.3865298196,0.22890917130000002,0.2963526906,0.10568250550000001,-0.167099086
kan_efg__rpoDL261Q__2,0.1402559299,0.109888472,0.8750640991,0.1224065695,-0.3144100777
kan_efg__wt__1,-0.3205618509,0.1527335719,-0.326898736,0.0291191404,-0.0172169932
kan_efg__wt__2,0.3205618509,-0.1527335719,0.326898736,-0.0291191404,0.0172169932
lrp__wt_min_log__1,0.17884404710000001,0.024414631500000002,-0.07878716350000001,-0.0916816194,-0.093145789
lrp__wt_min_log__2,-0.17884404710000001,-0.024414631500000002,0.07878716350000001,0.0916816194,0.093145789
lrp__wt_min_trans__1,-10.3809154705,-2.114763965,1.2078040582,2.344864249,0.1545839931
lrp__wt_min_trans__2,-9.5175452189,-1.3723149443,1.3633198144,2.4750359464000002,0.5016686799
lrp__wt_min_stat__1,3.7265326358,-3.7252923539,-2.4304975054,-1.3283950462,0.2930838522
lrp__wt_min_stat__2,3.4003694416,-2.4454115756,-1.9638896553,-0.7012450246,0.4443584974
lrp__wt_liv_log__1,-1.4892775151,0.0167388883,0.23973138100000002,-0.4062392875,0.1499765312
lrp__wt_liv_log__2,-1.23997288,-0.1957316187,0.1717381616,-0.34427511600000005,0.0832177955
lrp__wt_liv_trans__1,-8.3455621649,-1.080219651,0.08582733690000001,0.5652722018,0.1494158533
lrp__wt_liv_trans__2,-7.6536389724,-0.9871260732,-0.0164337809,0.3501828524,0.0520250297
lrp__wt_liv_stat__1,2.69344069,-4.4216831064,-2.9541291327,-0.80333658,-0.5083392594
lrp__wt_liv_stat__2,2.4832029055,-3.5486364850000003,-2.4056994769,-0.6902801887000001,-0.1052962085
lrp__wt_rich_log__1,-6.434372783,1.1319545576,-0.18704894200000002,-2.9091474858,-1.060972326
lrp__wt_rich_log__2,-6.5589347493,1.1840445128,-0.1143135745,-2.3521656947,-1.0260900458
lrp__wt_rich_trans__1,-6.0032272582,-2.3765078592,0.1036684385,0.47658346360000003,0.5162780332
lrp__wt_rich_trans__2,-9.4501646091,-2.2683924035,-0.5320317657,0.729636558,-0.1665471899
lrp__wt_rich_stat__1,-2.3998498266,-2.2786609437,-0.33952435410000004,0.7320597323,-0.25053451520000003
lrp__wt_rich_stat__2,-0.1972001656,-2.7231504102,-0.5029284707,0.5104468489,-0.2176500094
lrp__dellrp_min_log__1,-1.5862918027,-0.2182919466,0.051597773300000004,-0.0841837064,-0.1135008517
lrp__dellrp_min_log__2,-1.6576772276,-0.0242470402,0.1695436772,-0.0998972396,-0.1418917681
lrp__dellrp_min_trans__1,-10.4586577814,-0.9060973042,0.4016716534,1.9498139023,0.8887595407000001
lrp__dellrp_min_trans__2,-5.7928284440999995,-1.1547088198,0.0540830645,1.9358189895,0.9354712413
lrp__dellrp_min_stat__1,2.5165088834000002,-2.5432279332,-2.4044391384,-0.6457053986,-0.114380222
lrp__dellrp_min_stat__2,1.8852815652000001,-2.3935231091,-2.2572603749,-0.4989868059,-0.4618928782
lrp__dellrp_liv_log__1,-2.5962044193000002,-0.45812532250000004,0.15715905260000002,-0.1532633284,-0.1224464358
lrp__dellrp_liv_log__2,-2.4225980365,-0.2838028885,0.22238625250000002,-0.046939220100000005,0.2983490954
lrp__dellrp_liv_trans__1,-8.5976053974,-0.5891335045,0.029169605100000003,0.687795469,-0.24434000990000002
lrp__dellrp_liv_trans__2,-8.4191793336,-0.4693303165,0.3152681445,0.6605843735,0.0135024936
lrp__dellrp_liv_stat__1,1.6067635678999999,-3.61692264,-2.3922730427,-1.0321942078,-0.0888189655
lrp__dellrp_liv_stat__2,2.1096237884,-3.1070494255,-2.1205585644,-0.8593466625,0.0958785737
lrp__dellrp_rich_log__1,-7.206728227,1.2398870798,-0.14166017990000002,-2.7138238342000003,-1.0485301634
lrp__dellrp_rich_log__2,-7.1492227151,1.1984778804,-0.1285585019,-2.7299371422,-0.9506783407
lrp__dellrp_rich_trans__1,-8.9999724199,-1.2922345251,-0.41390028040000004,0.7771902454,0.0092334253
lrp__dellrp_rich_trans__2,-11.4565355991,-1.2026820878,-0.5311079492,0.797993669,0.24535617110000002
lrp__dellrp_rich_stat__1,-10.8258311055,-3.0266003764,0.7351458547,1.279288052,0.047163355000000004
lrp__dellrp_rich_stat__2,-10.8302743864,-2.4836285022,1.4053881684,1.7053157904,0.5261040576
mazF_circuit__t0__1,1.6071553074,0.033841533800000004,-0.004570969,0.1461162477,0.1562382721
mazF_circuit__t2__1,-6.0818008452,-0.049245688700000005,0.0653832305,-0.020551822,0.6331112553
mazF_circuit__t4__1,-3.4758044208,1.2225378398,0.3822852162,0.15772488810000002,0.6614788326000001
mazF_circuit__t6__1,-2.0881467496,2.2585122881,0.21028994880000001,0.3089530048,0.24987335840000002
mazF_circuit__t8__1,-2.6399605187,2.4230351901000002,-0.0570535506,0.2899842541,0.0917625044
mazF_circuit__t0__2,-1.6071553074,-0.033841533800000004,0.004570969,-0.1461162477,-0.1562382721
mazF_circuit__t2__2,-4.7248150847,-0.6864290104,0.051884897000000006,0.1798188618,0.0567651034
mazF_circuit__t4__2,-0.2691859097,1.3937637813000001,0.3721571684,0.2526851056,0.7709594122000001
mazF_circuit__t6__2,-4.6768287445,2.3149353142,0.12152566340000001,0.4086042501,-0.0509849852
mazF_circuit__t8__2,-1.5009000962,2.3375220159,-0.0765298296,0.3222732267,0.0225987589
mazF_ribo__emptyvec_mrna_5m__1,-0.383439364,-0.1157857421,0.020805030000000002,-0.07999675860000001,-0.0052523366
mazF_ribo__emptyvec_mrna_5m__2,0.383439364,0.1157857421,-0.020805030000000002,0.07999675860000001,0.0052523366
mazF_ribo__mazF_mrna_5m__1,-3.8853184008,0.5468728273,0.16600598560000002,2.21455483,0.570603653
mazF_ribo__mazF_mrna_5m__2,-4.3994648443,0.5533159695000001,0.1916775286,2.2086473136,0.6901759176000001
mazF_ribo__emptyvec_total_5m__1,-0.1689132898,0.2511092065,0.46786379100000003,1.0580199114,1.5424410397
mazF_ribo__emptyvec_total_5m__2,0.4877559661,0.131072302,0.5122323806,1.2026957582,1.5776798909
mazF_ribo__mazF_total_60m__1,-6.6755876272,-0.1818851726,-0.6219598177,2.6979928653,2.225918038
mazF_ribo__mazF_total_60m__2,-6.6602051563,0.2745521278,-0.6024762283,2.6302038766,1.9230280871
mercury__ctrl_t00__1,0.0655896525,0.07487801570000001,0.0292773526,-0.5337059959,-0.1894888166
mercury__ctrl_t10__1,0.6637353146,-0.6565833954,0.3087663784,-0.1635605399,-0.0070085912
mercury__ctrl_t30__1,-0.013123550400000001,-1.0427471952,0.7006973645,0.1325029659,0.1387935465
mercury__ctrl_t60__1,-2.4579891845,-1.0825620507,0.8951937533000001,0.8571396955,1.1480823992
mercury__hg_t10__1,-2.1637427146,-3.3187226575,1.5099593280999999,1.8040685218,0.553251837
mercury__hg_t30__1,-3.2462292583,-2.8191303764,1.6124665533,2.5588181405,2.2675264486
mercury__hg_t60__1,-3.4920887735,-1.9491554055,1.3859830142,2.1459085474,2.6073396528
mercury__pma_t10__1,-0.1627985411,0.0452324552,0.8754740065000001,3.5449880117,1.1005582828
mercury__pma_t30__1,-1.0626528279,-0.6609366898,0.7672332111,4.1241387708,1.4531342244
mercury__pma_t60__1,-4.3420297197,0.38973536070000003,0.2108640436,0.2977607853,0.3869285342
mercury__ctrl_t00__2,-0.115230023,-0.0583467747,0.0010693687,0.0968916092,0.06269682730000001
mercury__ctrl_t10__2,0.4938703451,-0.35616509550000003,0.25878484220000003,-0.284636787,0.0100486958
mercury__ctrl_t30__2,-1.1538633597,-1.3598627085000001,0.7206174857000001,0.3814882827,0.5188256616
mercury__ctrl_t60__2,-4.1991155847,-1.4208368562,0.9635479732000001,0.8690545116,1.1551031202
mercury__hg_t10__2,-2.1399979916,-3.072473064,1.4192736061,1.8463263833,0.9031231929
mercury__hg_t30__2,-3.3146296296,-2.7321624165,1.4553969738,2.4568582165,2.3014184749
mercury__hg_t60__2,-2.1788792898000002,0.9495502798000001,-0.0283162313,0.5165504453,0.8161729794
mercury__pma_t10__2,-0.21446937,0.0868147542,0.8151339384,3.5279899726,1.18477867
mercury__pma_t30__2,-1.8926401225,-0.3509444424,0.8881257601,3.7561546539,1.4069757974
mercury__pma_t60__2,-0.1947080199,-0.3757595366,0.41748972510000004,0.8064589602000001,0.4216682631
mercury__ctrl_t00__3,0.0496403704,-0.016531241000000002,-0.0303467213,0.4368143867,0.1267919893
mercury__ctrl_t10__3,0.6984001688,-0.3345950427,0.12400269800000001,-0.11785692700000001,0.0051995689
mercury__ctrl_t30__3,-2.0212100519,-1.4766177772,0.7564198440000001,1.1255933549,0.8339415168000001
mercury__ctrl_t60__3,-4.2908580115,-1.498266883,0.803622138,1.2018958327,0.9644064039
mercury__hg_t10__3,-1.8426206847,-3.2928138167,1.7832128196,1.0764145541,-0.8350756355000001
mercury__hg_t30__3,-2.9204578675,-2.4003570599,1.5344472761999999,2.708395189,1.9415273842
mercury__hg_t60__3,-2.4514681779,-0.0695999777,0.7437536825000001,1.2190296143000001,1.9147132720000002
mercury__pma_t10__3,-0.3762046902,0.1518163357,1.0075067504,3.5203569044,1.1322130394
mercury__pma_t30__3,-1.3809967817,-0.4200043473,0.9965341975,3.7505145403,1.5095176118
mercury__pma_t60__3,0.2519998865,-0.80639958,0.6395112446,0.9223888326,0.6635232554
ml_abx__az_lolcde__1,-0.373103978,-0.9386923667,0.3949028114,1.2813327857,0.48992119580000004
ml_abx__az_lolcde__2,-0.1579437076,-0.25215089490000003,0.0860060487,1.2918556638,0.3120800843
ml_abx__az_lolcde__3,-0.6220807245000001,-0.0785608581,0.3337373743,1.0617941999,0.1877009152
ml_abx__b01__1,-0.2646673632,-1.0350762236,0.5086181453,0.3899976357,0.0630767935
ml_abx__b01__2,-0.3620035132,-1.0935750268,0.4866754022,0.38265135850000004,0.0691725602
ml_abx__b01__3,0.04719426,-0.5778258191,0.48643220260000003,-0.5066040390000001,-0.1545204794
ml_abx__cro__1,-0.2135313965,-0.400132172,0.3779114022,0.4890193962,0.1929939407
ml_abx__cro__2,-0.3011921808,0.0676410445,-0.0306841953,-0.1720930533,0.0693341213
ml_abx__cro__3,0.34340551820000004,0.5454358936,-0.2753034439,-1.0793935658,-0.4425272645
ml_abx__chl__1,0.30463541780000003,-0.2553892776,-1.7807047438999999,-1.628562212,-1.2325982184
ml_abx__chl__2,0.0413598368,-0.2290453875,-1.6147351356000001,-1.8506553259,-0.9705946505
ml_abx__chl__3,0.4259879815,-0.2546924338,-1.7049606803000001,-1.9486581607,-1.0401167738
ml_abx__cip__1,0.1668325937,-0.24278614980000002,0.468238231,-0.3863526714,-0.1261411765
ml_abx__cip__2,0.12721571140000001,0.097818468,0.26436147200000004,-0.9344155819000001,-0.1977983036
ml_abx__cip__3,0.1701182212,0.9171291485,-0.3907059673,-1.8430642022,-0.5428522547
ml_abx__clr__1,-0.709721719,1.0829186649,-2.0145250609,-0.8777755761,-0.7008032636
ml_abx__clr__2,0.1893499692,1.0640088512,-1.8700479492,-1.3232566766,-0.9762081964
ml_abx__clr__3,0.18515828110000002,0.747261389,-1.9839799046,-1.7497224228000001,-1.2619941227
ml_abx__cst__1,-0.34628840120000004,-0.5577895195,0.4841423467,1.2737024227,0.2438998293
ml_abx__cst__2,-0.9660103297,-0.47252782720000003,0.1252630897,1.0669748566,0.26576712140000003
ml_abx__cst__3,-0.8584314855,0.1080499131,0.2504433165,0.637671764,0.0780191361
ml_abx__ctrl__1,0.0748874388,-0.4885816355,0.3181897135,0.5841203684,0.1598698194
ml_abx__ctrl__2,-0.3277279045,-0.2830253224,0.33640730560000004,0.4824521506,0.10642429290000001
ml_abx__ctrl__3,-0.0628378775,-0.25352381290000003,0.1284474774,0.1844250812,0.0510856679
ml_abx__ctrl__4,-0.29754241940000004,-0.010805184300000001,0.0423286529,0.22881093560000001,0.1552387405
ml_abx__ctrl__5,0.23802722610000002,0.5705837072000001,-0.3692971329,-0.7688513023,-0.26248649690000003
ml_abx__ctrl__6,0.37519353650000004,0.4653522479,-0.4560760166,-0.7109572334,-0.2101320238
ml_abx__dox__1,-0.1743160862,-0.3413493322,-2.1031438757,-1.3587263126,-0.9780117109
ml_abx__dox__2,0.09596930790000001,-0.4090680726,-1.9587539556,-1.5023786238999999,-1.1075124308
ml_abx__dox__3,-0.2559997529,-0.5037249561,-2.0893289722,-1.8185073468000001,-0.8407783841
ml_abx__glob__1,-0.5852932217,-0.8940291501000001,0.40077032360000003,1.6406304361,0.4302949447
ml_abx__glob__2,-0.4958782922,-0.4743960219,0.19451078430000002,1.4064873591,0.45006282140000003
ml_abx__glob__3,-0.41535094770000003,0.1873640392,-0.3027589365,0.8833531094,-0.0423093921
ml_abx__lvx__1,0.9449428355,-0.4584529664,0.8486849750000001,-0.2932550022,-0.0001481002
ml_abx__lvx__2,0.3767942242,0.0097164085,0.3938793786,-0.8542505494,-0.0816094765
ml_abx__lvx__3,1.0968453431,0.5664126064,0.148786522,-1.5023638337,-0.5324568165
ml_abx__mec__1,0.0860657858,-0.380567775,0.3369699572,0.40427102140000004,0.0603716803
ml_abx__mec__2,-0.4802877044,0.0383145068,0.013751511800000001,-0.2577374156,-0.0438065497
ml_abx__mec__3,-0.4485055611,0.6004540575,-0.22974107400000002,-0.9409997916,-0.148872566
ml_abx__mem__1,0.0275978592,-0.45391390810000004,0.35225783860000004,0.5837345436,0.0852196846
ml_abx__mem__2,-1.0272624809,0.1440548964,-0.0962918605,0.0902869364,0.2616348697
ml_abx__mem__3,0.0185397717,0.7034664111000001,-0.4193098364,-0.7698091765,-0.22487712710000002
ml_abx__nit__1,-0.6714026757,-0.8534728526,-0.4561378538,0.44197674950000004,-0.6054230973
ml_abx__nit__2,0.7968609242,-1.62382788,-0.3239561219,0.034000331200000004,-0.8637874091000001
ml_abx__nit__3,-0.0159884205,-1.5527619241,-0.5009096485,-0.137000533,-0.9109242801
ml_abx__ntx__1,2.2875398424,-2.3459602803,-1.0066348399,0.1485850829,-1.2585341307
ml_abx__ntx__2,2.4010727124,-2.539440609,-0.9472326698,1.0582931561,-0.8879509193
ml_abx__nor__1,0.7628696971000001,-0.46175122770000004,0.8071856029000001,-0.7087952087,-0.0597636964
ml_abx__nor__2,1.3840100344000001,-0.0564424648,0.4894051802,-1.2029033298,-0.28464656250000003
ml_abx__nor__3,2.0959977524,0.5121545871000001,0.12325169,-1.9240518601,-0.5346203111
ml_abx__pb__1,-0.9867011004,-1.1460088174,0.5965313259,2.0690177556,0.6518911327
ml_abx__pb__2,-1.3507759177,-0.8156570557,0.4467565101,1.6090559771000001,0.6072186340000001
ml_abx__pb__3,-1.2157713512,-0.9723627498,0.5066551433,1.5775247982,0.3657176294
ml_abx__tmp__1,0.2404099261,0.0408289547,-0.4180190307,-0.6240161282000001,-0.02917652
ml_abx__tmp__2,0.7226019738,0.6202926243,-1.1217666797,-1.9402690559,-0.23585785620000002
ml_abx__tmp__3,1.2459021955,0.6013987508,-1.5654300289,-2.132153923,-0.5612001768
mut_abx__del_mutS_000nor__1,0.21020403210000002,0.158320857,-0.10736737830000001,0.18580474060000002,0.060368359
mut_abx__del_mutS_000nor__2,-0.0209680189,-0.5197769799,-0.0089077731,-0.245199834,0.0980568742
mut_abx__del_mutS_000nor__3,-0.1892360132,0.361456123,0.1162751514,0.0593950934,-0.15842523320000002
mut_abx__del_mutS_125nor__1,-0.033610689400000004,0.2237555813,0.16900614320000001,0.1284205203,0.4819642736
mut_abx__del_mutS_125nor__2,0.0934783168,-0.31330570010000003,0.0010292434000000001,-0.1296258211,0.2029865342
mut_abx__del_mutS_125nor__3,-0.3305946312,-0.0298508741,-0.1128774423,-0.101794808,0.3828531532
mut_abx__del_mutS_250nor__1,-0.1839179049,0.6268526777,-0.0133986869,0.3329651382,0.4431344042
mut_abx__del_mutS_250nor__2,-0.5012205018,0.507980595,0.1636110552,0.3481114645,0.3142653859
mut_abx__del_mutS_250nor__3,-0.7033664209,0.1290958659,-0.331696997,-0.08103505130000001,0.353931784
mut_abx__del_mutS_375nor__1,-1.3159364111,0.26440007390000003,-0.038234619500000004,0.17400483800000002,0.9571972367
mut_abx__del_mutS_375nor__2,-1.5226581519,0.3160523384,0.0085680138,0.10058938390000001,0.8032238378000001
mut_abx__del_mutS_375nor__3,-1.1318790919,0.7149462841,0.11367215480000001,0.29491788220000004,0.7668903689000001
mut_abx__del_mutS_500nor__1,-0.802275273,1.3102525074,0.3878004733,0.52747549,0.5037775474
mut_abx__del_mutS_500nor__2,-1.3361696309,1.2980675492,0.3784077044,0.5450834841000001,0.7364907105
mut_abx__del_mutS_500nor__3,-0.8534005899,1.4722694407999999,0.6438706029,0.8761143504000001,0.6726571582
mut_abx__del_mutS_625nor__1,-0.36667579850000004,2.5269517421,1.4015203867000001,1.1550946162,0.5152526936
mut_abx__del_mutS_625nor__2,0.35863736230000004,1.9092943159,0.8077489953,0.8360120361000001,0.1153497319
mut_abx__del_mutS_625nor__3,-0.1705376881,1.3594071329,0.7167135879000001,0.8291963575,0.7243962992
mut_abx__del_mutS_750nor__1,0.5925848315000001,1.3575533039,0.8733453174,1.1040100908000001,0.7593061593
mut_abx__del_mutS_750nor__2,0.12956004670000001,1.5818000786000002,0.7318804379,0.8268015523000001,0.5242804382
mut_abx__del_mutS_750nor__3,0.1537994335,0.9010369595000001,0.7265351033,1.0060448172,0.9815566684
mut_abx__del_mutS_875nor__1,0.1251297556,2.3583454169999998,0.5601250011000001,0.8821868115,-0.0001521814
mut_abx__del_mutS_875nor__2,1.492266362,1.5072638329,1.1423196373,1.2472319873,0.5757985535
mut_abx__del_mutS_875nor__3,0.6088961934,2.1048721331,0.8770837162,1.4115921695,0.3371318185
