,A,GatR,Crp,ArcA
ERX1521041,-0.007550689,-0.0927032416,0.1631970502,0.5925125441
ERX1521042,0.9779283291,0.3877022598,0.1392690724,0.191028469
ERX1521043,3.2457185418,0.550177708,0.5908241112,0.0868822129
ERX1521044,1.9091653948,0.7048082515,0.1104686965,0.12093167490000001
ERX1521045,-1.9091653948,-0.7048082515,-0.1104686965,-0.12093167490000001
SRX621182,-4.7319849125,-0.784604068,-1.5681109031,-1.0591036869
SRX621183,-5.3021034551,-1.1427711475,-1.7787209304,-1.0120794948
SRX621184,-1.6023470562000002,0.3057551269,-2.3286332422,-1.4965225604
SRX621185,-1.7732625666000001,0.0264891553,-2.0720734261000002,-1.193941523
SRX621188,-0.6124837026000001,0.7477304552,-2.2153905101,-1.4967474998
SRX621189,-2.0200563803,0.087593262,-2.5455493469,-1.8797889081
SRX621190,-0.31092697810000003,-0.0481816142,0.0910120247,0.0614368063
SRX621191,0.31092697810000003,0.0481816142,-0.0910120247,-0.0614368063
SRX621192,-7.2450144271,-0.9955197117000001,-2.4304813555,-1.2240719898
SRX621193,-6.6446635989,-0.5834156043000001,-2.283345836,-0.9646090827
SRX6489436,-0.4900716485,-0.3283426378,-2.5610024343999997,-2.3862196642
SRX6489437,2.8636413489,0.7112541480000001,-1.7192127447,-1.2660276597
SRX6489438,0.3088943012,0.0649767804,-2.5656982779,-2.3724224758
SRX6489439,-0.4355326223,-0.1091441222,0.2181867704,0.011139977700000001
SRX6489440,-4.7008196757,-0.8124733553,-0.051637196,-0.2115586693
SRX6489441,5.136352298,0.9216174775,-0.1665495744,0.2004186917
SRX6489442,2.0238555252,0.8936856107000001,0.5013664708,0.2432724134
SRX6489443,-5.1055956305,-1.1143121463,-0.0310669673,-0.25783494830000003
SRX6489444,5.2649782312,0.8433459937000001,-0.0959832862,0.27401214690000003
SRX6489445,-5.2656401149,-1.0205133274,0.1827632689,0.043676152100000004
SRX6489446,-6.6567644871,-0.9895007054,-0.0362566025,-0.2864002101
SRX6489447,6.0826623285,0.6405386304,-0.13451388420000002,-0.1341877166
SRX6489448,2.7732104122,0.5917905319,-0.3668404044,-0.5771907675
SRX6489449,-3.0680567318,-0.769242835,-0.0648374225,-0.5073577501000001
SRX6489450,7.5661873546,1.7681782991000001,0.0483373318,-0.7561764232
SRX6489451,0.5165432975,0.4157428501,-0.0097311396,-0.139486361
SRX6489452,-4.1462836244,-0.9413609189000001,-0.3293122911,-0.7649544516
SRX6489453,5.676683839,0.9539215026000001,-0.3831059042,-0.2798375699
SRX6489454,1.7342688499999999,0.5430854823,-0.0190652403,-0.3225539216
SRX6489455,-2.9431280458,-0.8603284032,0.10856884550000001,-0.3566598492
SRX6489456,6.007952873,0.9952550469,-0.250826488,-0.16903673660000001
SRX6489457,5.1619015305,2.3465766565,-0.8913190701,-1.0507190625
SRX6489458,5.1981178728,3.0177558116,-1.4459433789,-1.3019793658
SRX6489459,5.7142384673,2.5249157045,-1.4845663116,-1.200284001
SRX6489460,3.949980516,2.1966712213,-1.0651718251,-0.692848533
SRX6489461,4.6197712947,2.5442865267,-0.7987644547,-0.721131519
SRX6489462,4.3961190368,1.8583173240000002,-1.2519211603,-1.1946762861
SRX6489463,4.398926888,2.2275168697,-1.3554675684,-1.1387573988
SRX6489464,3.8637155486,2.0122299621,-1.3336062681,-1.0754994254
SRX6489465,4.8805675592,1.911539609,-0.8925679957,-1.1412931212
SRX6489466,5.8141750539,2.3925829741999998,-1.1430168893000001,-1.3610413978
SRX6489467,6.4189152183000004,2.2909649638,-1.4493752758,-1.2445931649
SRX6489468,6.4327766833,2.5023796662,-1.4050641086,-1.0844773372
SRX6489469,6.4376995602000004,2.1546568849,-1.6123595908000001,-1.2057146664
SRX6489470,5.2684216395,2.6664566856,-1.226893919,-1.1663520224
SRX6489471,5.0938470670000005,2.2655180134,-1.5448590486,-1.3199865412
SRX6452027,-7.3728237794,-0.9083286583,-0.1459188516,1.3487612159
SRX6452029,0.6264715558,-0.1100729066,-0.0579075359,-0.1205748881
SRX6452030,-8.1519761773,-0.5875240859,-0.10275380890000001,1.3799665865000001
SRX6452031,-4.973949133,-0.40681985200000004,-0.0890509939,0.3409236023
SRX6452044,-5.0981740665,0.0691005147,-0.4156744168,0.21495707700000002
SRX6452045,-5.2667487138,0.0279805815,0.0988768356,0.5988323535
SRX6452046,-4.4489819482,-0.0576846305,-0.2628324997,0.17335244460000002
SRX6452047,-2.8737582893,-0.15624479,-0.2208033278,1.1378923818
SRX6452048,-0.6264715558,0.1100729066,0.0579075359,0.1205748881
SRX6452059,-1.5278800165000002,-0.3242091441,-0.2805843959,1.0703387567
SRX1828491,11.8413972371,1.7745627021,1.0841805474,0.9847594599
SRX1828492,12.2504995227,2.2838392292,1.1446573046,1.0641314952
SRX1828493,8.9943402744,0.5804600548000001,0.9603956705000001,0.4470775843
SRX1828494,11.7104790939,0.9874757483000001,1.5682706127000001,0.9888960972
SRX1828495,3.9522390661999998,0.3965683092,-0.4755092777,-0.3516493636
SRX1828496,3.721773572,0.4199392215,-0.1918949817,-0.0888831399
SRX1828497,1.3786490633000001,-0.48638183620000003,0.35721379940000003,0.6470682595
SRX1828498,3.5258839742,-0.4971965681,0.3103341766,0.5005750261
SRX1828499,6.0453816113,0.5161111505,0.8959768911,0.44943581320000003
SRX1828500,8.674737119,0.8057606096000001,1.151414448,0.6363389736
SRX1828501,2.2122986489,0.0557566481,0.5787595543,0.5226066503
SRX1828502,2.9084276947000003,0.7246104957,0.170452503,0.2223851306
SRX1828503,3.3176935194,-0.3088522848,0.2993918273,0.0892295235
SRX1828504,4.9148523155,1.0038793656,0.3449252499,0.2306965681
SRX1828505,-0.9424213359,0.41108835790000003,0.2963526906,0.2943102145
SRX1828506,3.1426352327,0.6097264997,0.8750640991,0.5272311071
SRX1828507,-1.0762835946,0.1056178462,-0.326898736,-0.11984394920000001
SRX1828508,1.0762835946,-0.1056178462,0.326898736,0.11984394920000001
SRX3796953,0.3284585681,0.0926951562,-0.07878716350000001,-0.0676967451
SRX3796954,-0.3284585681,-0.0926951562,0.07878716350000001,0.0676967451
SRX3796955,-4.5936616784,-2.3464490919,1.2078040582,0.1233067759
SRX3796956,-9.3488915744,-2.5144522398999998,1.3633198144,0.20364527300000002
SRX3796957,-8.133745156,-4.2201408933,-2.4304975054,1.6182345706999999
SRX3796958,-7.5665292032,-3.9911667136,-1.9638896553,1.594982006
SRX3796959,-3.2647812068,-0.7007908616,0.23973138100000002,0.0672035128
SRX3796960,-1.8107269701000002,-0.4699743604,0.1717381616,-0.0222688136
SRX3796961,0.676020484,-0.3039382204,0.08582733690000001,0.0424268426
SRX3796962,1.7667556164,-0.1598746241,-0.0164337809,-0.3133300406
SRX3796963,-6.9917519069,-4.9259354908,-2.9541291327,1.5958580575
SRX3796964,-7.4071858835,-4.238827561,-2.4056994769,1.7177042546
SRX3796965,-6.556042736,-3.0134868026,-0.18704894200000002,-1.0287892827
SRX3796966,-6.4462485705,-3.1058426584,-0.1143135745,-1.0047560455
SRX3796967,-0.8962510318,-1.4300623432,0.1036684385,0.3254800541
SRX3796968,1.8607009049,-0.466458733,-0.5320317657,0.1120321633
SRX3796969,1.564726903,0.6719089616,-0.33952435410000004,0.4894026192
SRX3796970,1.8146589889,1.129380333,-0.5029284707,0.6397665666
SRX3796971,-1.5384951659000001,-0.3411104994,0.051597773300000004,-0.0407208341
SRX3796972,-1.0092553362,-0.3580819638,0.1695436772,-0.014845037
SRX3796973,-8.7715809089,-3.3909700775,0.4016716534,0.5397192637
SRX3796974,-7.5102243237,-2.7087343229,0.0540830645,0.48378118270000003
SRX3796975,-8.2319487597,-4.3820553734,-2.4044391384,1.3182395307
SRX3796976,-8.4491743077,-4.5697124848,-2.2572603749,1.3320724377
SRX3796977,-2.7601397456,-0.5874850022,0.15715905260000002,0.4198393247
SRX3796978,-3.3594806043,-1.0584635432,0.22238625250000002,0.5218605334
SRX3796979,-0.4149928972,-0.697742533,0.029169605100000003,-0.12638412400000001
SRX3796980,-0.3487576718,-0.8843508459,0.3152681445,-0.1359480794
SRX3796981,-6.5318993302,-4.0560242723,-2.3922730427,1.2536283473
SRX3796982,-7.2612997546999996,-4.0477067282,-2.1205585644,1.4218786994000001
SRX3796983,-6.7682971926,-2.937012015,-0.14166017990000002,-0.7977188794000001
SRX3796984,-6.2604437739,-2.8722320928,-0.1285585019,-0.7443303324
SRX3796985,-1.8292002912,-1.978222308,-0.41390028040000004,0.7261719226000001
SRX3796986,-2.5139998796,-1.6313915965999999,-0.5311079492,0.8865826679000001
SRX3796987,-13.815019606,-3.5805005142,0.7351458547,-0.9243434027
SRX3796988,-15.7887376778,-4.424147967,1.4053881684,-0.4780419603
SRX2568270,-0.6520539118,-0.2553370109,-0.004570969,-0.0418893319
SRX2568271,2.4282090627,0.7281743147,0.0653832305,0.3591658249
SRX2568272,3.5048952095,1.1808698751,0.3822852162,-0.8304810236
SRX2568273,2.9204024107,1.0544613546,0.21028994880000001,-0.9492480625
SRX2568274,0.8065179977,0.7376042701000001,-0.0570535506,-0.7195329218000001
SRX2568275,0.6520539118,0.2553370109,0.004570969,0.0418893319
SRX2568276,2.4704440015,0.9172685293,0.051884897000000006,0.36484522820000004
SRX2568277,4.2123990001,1.2475310343000001,0.3721571684,-0.2926059744
SRX2568278,3.2688682916,1.3131234443,0.12152566340000001,-0.96780511
SRX2568279,0.4857106517,0.6987921451,-0.0765298296,-0.8880264464000001
SRX3421856,0.17943560220000002,-0.1298417799,0.020805030000000002,-0.0702595117
SRX3421857,-0.17943560220000002,0.1298417799,-0.020805030000000002,0.0702595117
SRX3421858,-4.1094163776,-1.1711737394,0.16600598560000002,0.9398787361000001
SRX3421859,-3.8198808463000002,-1.3009412577,0.1916775286,0.8303069123
SRX3421860,0.0407556177,-1.126962751,0.46786379100000003,0.946656288
SRX3421861,0.6971273747000001,-1.2032748296,0.5122323806,1.1842926666
SRX3421868,-21.2533429591,-3.1893496726,-0.6219598177,2.0597493091
SRX3421869,-19.3422091181,-2.4708529425,-0.6024762283,1.9871094608000002
SRX2606337,0.3742377577,0.0597374751,0.0292773526,-0.0109633621
SRX2606338,0.6961757836,-0.083285414,0.3087663784,0.1915417136
SRX2606339,0.18043607350000002,0.0243844504,0.7006973645,0.4382787508
SRX2606340,-0.9981759856,-0.1518059437,0.8951937533000001,0.8004866388
SRX2606341,-10.3462112054,-1.1777924308,1.5099593280999999,1.9152520917
SRX2606342,-12.7786119807,-0.3947579404,1.6124665533,1.1996490032
SRX2606343,-13.5320050401,-0.46303332500000005,1.3859830142,1.8380215310999999
SRX2606344,-10.1821662532,-0.7889077629,0.8754740065000001,2.6258083189
SRX2606345,-14.1111401487,-0.3014197716,0.7672332111,3.0698813737
SRX2606346,-5.4651350723,-0.9839606897000001,0.2108640436,0.1445234506
SRX2606347,-0.35002598360000003,-0.07634357950000001,0.0010693687,-0.054104921800000004
SRX2606348,0.4824902854,-0.113639877,0.25878484220000003,0.2699377164
SRX2606349,0.7416076225,-0.150934014,0.7206174857000001,0.555827049
SRX2606350,1.2911835888,-0.4334206534,0.9635479732000001,0.6926915157
SRX2606351,-10.0984220861,-0.9529916569,1.4192736061,1.4906963293
SRX2606352,-12.0350660835,-0.5406796508,1.4553969738,1.3683929035
SRX2606353,-5.9142263808,-0.5929843343,-0.0283162313,0.494319569
SRX2606354,-9.5768756397,-0.5577078882000001,0.8151339384,2.6405668813
SRX2606355,-13.6583452085,-0.6278512428,0.8881257601,3.0132033942
SRX2606356,2.6554801323,0.3859319285,0.41748972510000004,0.6155141427
SRX2606357,-0.0242117741,0.016606104400000002,-0.0303467213,0.0650682839
SRX2606358,0.5885240444000001,-0.06736345,0.12400269800000001,0.131948695
SRX2606359,-0.41172758610000004,0.0194976348,0.7564198440000001,0.718830944
SRX2606360,2.2939820294,0.2218803232,0.803622138,0.5866470260000001
SRX2606361,-8.476997582,-1.5485048279,1.7832128196,2.694957389
SRX2606362,-10.7781975394,-0.5376725251,1.5344472761999999,0.9684479897
SRX2606363,-10.7932512478,-0.47153670270000003,0.7437536825000001,1.3434742516
SRX2606364,-10.0089622278,-0.7069163465,1.0075067504,2.7551351866
SRX2606365,-14.3893237299,-0.2140526378,0.9965341975,3.1088214481
SRX2606366,2.0390465785,0.2677292589,0.6395112446,0.6884983213
SRX3648427,0.6719786271,0.04476519,0.3949028114,-0.20198363290000002
SRX3648428,-1.3462806377,-0.5758972197000001,0.0860060487,-0.3189827836
SRX3648429,-3.8209834899,-1.3015139584,0.3337373743,-0.12733909570000002
SRX3648430,2.0403649488,0.7220130966,0.5086181453,-0.0382179776
SRX3648431,1.9526465975,0.5912901876000001,0.4866754022,-0.0983834053
SRX3648432,-0.041694333800000004,-0.1647847069,0.48643220260000003,-0.5537662898
SRX3648433,0.6543478875000001,0.3322790022,0.3779114022,0.3127793779
SRX3648434,-0.2886889501,0.2416618268,-0.0306841953,-0.1031121172
SRX3648435,-2.3407998114,-0.9491552075,-0.2753034439,-0.2769198177
SRX3648436,-10.7033850255,-1.866193712,-1.7807047438999999,-0.7942616282
SRX3648437,-5.6119415581,-1.0092705996,-1.6147351356000001,-0.4111183861
SRX3648438,-10.8633575757,-1.6853362773,-1.7049606803000001,-0.6512181101
SRX3648439,1.5042020858,0.0249269454,0.468238231,-0.2328406334
SRX3648440,0.3781627345,-0.2590695307,0.26436147200000004,-0.4891983387
SRX3648441,-2.7206608834,-1.4293398667,-0.3907059673,-0.9858200194000001
SRX3648442,-14.690228633,-1.2973635463,-2.0145250609,-1.1611403616
SRX3648443,-6.1253526085,-0.4056722673,-1.8700479492,-0.4653461236
SRX3648444,-7.5569824389,-1.1351629446,-1.9839799046,-0.8506758078000001
SRX3648445,0.8375820514000001,0.317087514,0.4841423467,0.028131279000000002
SRX3648446,0.40298135,0.1647781136,0.1252630897,-0.1056551542
SRX3648447,-2.5596155602,-1.3363961909,0.2504433165,-0.37157694010000003
SRX3648448,1.0207677928,0.4297071455,0.3181897135,0.15086632020000001
SRX3648449,0.43483367910000004,0.1900993766,0.33640730560000004,0.222737346
SRX3648450,0.5351068306,0.30110967920000004,0.1284474774,0.110231593
SRX3648451,0.1245152521,0.0569423139,0.0423286529,0.1137296101
SRX3648452,-1.3084910162,-0.5321606031,-0.3692971329,-0.2725888385
SRX3648453,-0.8067325384,-0.4456979122,-0.4560760166,-0.3249760309
SRX3648454,-10.1747339925,-1.7513197222999999,-2.1031438757,-1.0704172995
SRX3648455,-2.7945505089,-0.209173364,-1.9587539556,-0.7081142331
SRX3648456,-7.3593678657,-1.1619311065,-2.0893289722,-0.6930128134
SRX3648457,0.6564934043,-0.0740187954,0.40077032360000003,-0.0883783216
SRX3648458,-0.314183255,-0.24234410050000002,0.19451078430000002,-0.099391956
SRX3648459,-2.0740178462,-0.865595109,-0.3027589365,-0.6044773846
SRX3648460,0.450255538,-0.0689283124,0.8486849750000001,0.1316656856
SRX3648461,0.6088473293000001,-0.37392276090000004,0.3938793786,-0.3193606792
SRX3648462,-1.4305309684,-1.3388031772,0.148786522,-0.6585030624
SRX3648463,0.9173917557000001,0.3374274578,0.3369699572,0.1392440415
SRX3648464,-0.3132885709,0.16556604700000002,0.013751511800000001,-0.0994532634
SRX3648465,-2.9111582792,-1.218734416,-0.22974107400000002,-0.480013075
SRX3648466,0.2062332778,0.26582264380000004,0.35225783860000004,0.1603490528
SRX3648467,0.3619073045,0.1973378727,-0.0962918605,0.1481114442
SRX3648468,-0.8824561391,-0.4303397846,-0.4193098364,-0.2173357595
SRX3648469,-18.3956110933,-2.6763146153,-0.4561378538,-1.7811438781
SRX3648470,-18.2910389489,-2.1155476317,-0.3239561219,-2.1307990097
SRX3648471,-20.1435734061,-2.2361153514,-0.5009096485,-2.1228927186
SRX3648472,-1.1344991980999999,-0.6262868476,-1.0066348399,-2.2152411398
SRX3648473,-1.6489183259,-0.6905700468,-0.9472326698,-1.7852927123
SRX3648475,0.48988175240000004,-0.7737107562000001,0.8071856029000001,0.0597515543
SRX3648476,-0.3718122021,-0.8452557351000001,0.4894051802,-0.43789696110000004
SRX3648477,-3.1602507885,-1.5345648611,0.12325169,-0.8230746571
SRX3648478,-3.3874304437,-0.8877720736,0.5965313259,-0.12524527800000002
SRX3648479,-1.1331442809,-0.3925021703,0.4467565101,0.0012504047000000001
SRX3648480,-1.8719775700999999,-0.5654807212,0.5066551433,-0.38562192500000003
SRX3648481,-1.4135130439,0.3668410096,-0.4180190307,-0.30334683100000004
SRX3648482,-3.5807421928,0.7463580677,-1.1217666797,-0.3516716362
SRX3648483,-10.848221737,-1.3142292428,-1.5654300289,-0.6353873038
SRX1429221,0.9130391064000001,-0.14249909930000002,-0.10736737830000001,-0.0732650834
SRX1429222,-0.9504174467000001,-0.46566471060000003,-0.0089077731,0.1451301475
SRX1429223,0.0373783403,0.6081638099000001,0.1162751514,-0.0718650641
SRX1429224,0.0996558745,-0.2427691602,0.16900614320000001,0.1429632599
SRX1429225,-0.1826875158,-0.6220340536,0.0010292434000000001,-0.0811107971
SRX1429226,0.45401075100000005,-0.2826198707,-0.1128774423,-0.0296220658
SRX1429227,1.1661556861,-0.2946741525,-0.0133986869,0.0344344757
SRX1429228,0.3412873024,-0.2382323401,0.1636110552,0.11639725370000001
SRX1429229,0.1093273319,-0.5269511993,-0.331696997,-0.0099816008
SRX1429230,1.7990236394,0.2106593695,-0.038234619500000004,0.027381407000000003
SRX1429231,1.0102421663,0.4000269843,0.0085680138,-0.0021052977
SRX1429232,2.7649959721,0.6668172708,0.11367215480000001,0.007675045100000001
SRX1429233,4.4708519118,1.2056797443,0.3878004733,-0.0219615704
SRX1429234,3.6494760842,1.0532841071,0.3784077044,-0.0384265959
SRX1429235,4.4143800807,1.0838140853,0.6438706029,0.0027122553
SRX1429236,4.8388521307,1.4668577865,1.4015203867000001,0.0488622045
SRX1429237,5.743099005,1.856589069,0.8077489953,-0.0521707852
SRX1429238,5.9307976984,1.7837591459,0.7167135879000001,0.0536458234
SRX1429239,5.3454132115,1.5581052093999999,0.8733453174,0.2102355732
SRX1429240,5.5213673945,1.8519084249,0.7318804379,0.0696474088
SRX1429241,5.4396941615,1.5552866162,0.7265351033,0.27220808020000004
SRX1429242,6.3863859172,1.9304521871,0.5601250011000001,-0.0391154083
SRX1429243,6.8664980981,1.8586588313,1.1423196373,0.1597704819
SRX1429244,7.1571982234,2.2245350687,0.8770837162,0.0795000183
ERX2339161,-0.27806285270000003,1.2284483737,-0.4060248421,-0.1884936433
ERX2339162,0.27806285270000003,-1.2284483737,0.4060248421,0.1884936433
ERX2339163,17.3340838184,-0.5211196055,-1.860802321,-1.7190140109
ERX2339164,14.3565192902,-1.9818791114,-1.9932080196,-1.2072022831
ERX2339165,4.9459056502,-0.8670338371,-3.95744986,-0.6177819627000001
ERX2339166,-0.20012009400000003,-1.7398981638,-2.376849187,0.26971364000000003
ERX2339167,0.5415939224,-0.4207823143,-2.4414347629,-0.22090745590000002
ERX2339168,0.5260870192,0.2879017544,-0.11143317250000001,0.3425865314
ERX2339169,0.29408075770000003,-1.1730451748,0.4939784118,0.5901344861
ERX2339170,17.6702836521,-0.5573930997000001,-1.9613924773,-1.6983132169
ERX2339171,15.6325265441,-1.8643615626,-2.2687520043,-1.3588102909
SRX7656012,-1.2570945265,0.5316624544,-0.0257376573,0.23653916330000002
SRX7656013,-0.4819408244,0.1056883099,0.0299666606,0.085487013
SRX7656014,-1.1976224605999999,-0.1327662004,-0.11910927560000001,0.41686511940000004
SRX7656015,-3.9260382895,0.117737771,-0.14152359080000002,1.0194685422
SRX7656016,-0.9191495794000001,-0.1190840221,-0.0528646626,0.4204358036
SRX7656017,-0.267918223,0.21657823750000002,0.0466087293,0.4085579958
SRX7656018,-1.3784556496,-0.12226049200000001,0.0888972367,0.27011051210000003
SRX7656019,-3.9740956536,0.1035058859,-0.1208458188,0.8941414236
SRX7656020,0.1903985182,0.1113343952,-0.1901082408,0.0156877098
SRX7656021,-1.8672859380000002,-0.7130162646,0.4066410972,0.5051920776000001
SRX7656022,-2.3776688134,0.1701841672,0.3008384148,0.5877604111
SRX7656023,-0.019576555000000002,-0.0002357469,0.1735871826,0.30915803750000004
SRX7656024,-5.2300050662,0.0260571606,-0.21953675190000002,0.9327927276
SRX7656025,-4.3684181884,-0.0317836279,-0.3706386875,0.4536204331
SRX7656026,-5.7279240058,-0.4049724892,-0.46689314190000003,0.5602036195
SRX7656027,-0.7729702978,-0.117769538,-0.0494673563,0.0909256163
SRX7656028,-1.3617061217,0.2439714054,0.0487355099,0.0884640688
SRX7656029,-0.7507587672,-0.6844919218000001,0.0882736573,0.1923271449
SRX7656030,-1.7030241697,0.3287968327,-0.125182064,0.48588744580000004
SRX7656031,-0.7084851512,-0.198500056,0.010558977,0.27600203360000003
SRX7656032,-0.9777045915,-0.2406825606,0.0951398358,0.21350687470000002
SRX7656033,-1.074770224,-0.21497800190000002,0.1194905215,0.1951776101
SRX7656034,-1.2600543495,0.24686989,0.2237150322,0.199062456
SRX7656035,-1.8622742502,-0.1133498787,-0.1184232803,0.4182409442
SRX7656036,-0.912009245,-0.2672838285,-0.0704396684,0.22426504860000002
SRX7656037,-1.1982462879,0.1227151115,-0.0825438107,0.1504918488
SRX7656038,-0.90237333,-0.0147494336,0.0036720471,0.2183913043
SRX7656039,-0.017645361000000002,-0.1306355214,0.0579740377,-0.0092459692
SRX7656040,-0.36752778610000003,-0.09124957310000001,-0.0560469805,0.116360898
SRX7656041,0.3851731472,0.22188509450000002,-0.0019270572,-0.1071149289
SRX7656042,5.6292333468999995,1.175378219,0.0772652949,-0.039059609200000005
SRX7656043,8.2135726322,1.0199422655000001,-0.0181962037,-0.054930333500000005
SRX7656044,4.5864193484,0.6931891814000001,0.29333133570000003,0.21852969390000002
SRX7656045,8.7042645164,1.8767780973,0.038003208600000005,-0.1943326615
SRX7656046,6.3552475851,1.1597434567,0.055199946900000005,-0.0943830518
SRX7656047,7.2056612474,1.0893169768,0.0970352661,-0.2434598614
SRX7656048,7.2301764125,1.3980255396,0.14530002960000002,-0.2931934637
SRX7656049,5.1784992811,0.8141372855,0.1482510961,-0.212712759
SRX7656050,3.7769224993,0.9338739459000001,0.22872318360000002,0.1472130576
SRX7656051,3.2015340142,0.4628292532,-0.1834415272,-0.23707851400000002
SRX7656052,5.5876121906,0.852067954,-0.291745723,-0.2859039242
SRX7656053,2.0055821495,0.5492928365,-0.2070583333,-0.337610083
SRX7656054,-2.6274929742,-0.1750242532,-0.28640995810000003,0.4890997312
SRX7656055,-2.804785313,0.3700706374,-0.2561673142,0.5009889858000001
SRX7656056,-2.0329735995,0.2271591764,-0.2033869971,0.5543321488
SRX7656057,-2.2226286764,-0.1330899828,-0.191489569,0.6101591093000001
SRX7656058,-1.8074354988999999,0.222631724,-0.29996488930000004,0.4789740021
SRX7656059,-2.3017724883,-0.2811373633,-0.2739975689,0.5165466381
SRX7656060,-2.5355689504,0.3276402343,-0.2739867065,0.4417161377
SRX7656061,-2.0858437474000002,-0.3363957293,-0.1411955001,0.4526815122
SRX7656062,-2.6646811801,-0.2285381829,-0.3968922552,0.5544041639
SRX7656063,-5.9473698104,-0.45072606800000004,-0.7714632805,-0.0884834688
SRX7656064,-5.3345886572,-0.29383129010000003,-0.9445177907000001,-0.0741714435
SRX7656065,-5.6297620979000005,-0.1676990659,-0.6936953239,0.0417403135
SRX7656066,-3.3705904220000003,0.103129551,-0.2741151042,1.2348558833
SRX7656067,-2.9594530874,-0.7838449062,-0.2107467671,1.1375740396
SRX7656068,-3.183373243,-0.21083808510000002,-0.2945587492,1.0816160664
SRX7656069,-2.8955066808,-0.1289600646,-0.14377662900000002,1.0179338555
SRX7656070,-3.105333297,0.7664243930000001,-0.1917551074,0.9822375756
SRX7656071,-3.6845329581,0.7695665184,-0.31899979570000003,0.8685840559
SRX7656072,-3.2971819671,-0.523817548,-0.1429422108,1.0186291381
SRX7656073,-3.4995930257,-0.1068155583,-0.1039371872,0.9619419754
SRX7656074,-4.3367303524,0.9856404354,-0.2057577352,0.9689489259
SRX7656075,-7.1593667404,-0.012033582400000001,-1.6721229036,-0.5507169554
SRX7656076,-6.9805705367,0.8183989712,-1.4822713578,-0.5128883775
SRX7656077,-6.4163837951,0.42999999600000005,-1.6233641556,-0.5507199287
SRX7656078,9.1287531566,1.9437994682,0.34011186720000003,-0.0017372771
SRX7656079,9.8619651421,2.1412997051,0.31661900600000004,-0.2253891458
SRX7656080,8.7899144722,2.4302264196,0.2924930122,-0.2253094873
SRX7656081,10.3938550762,2.4686709957,0.20629760900000002,-0.1950844514
SRX7656082,9.6880187749,2.7084385999,0.1434163886,-0.38321609770000004
SRX7656083,9.2215403872,2.1724681159,0.1449923987,-0.3281746144
SRX7656084,10.1472135649,2.319672138,0.2342972617,-0.2075052722
SRX7656085,10.6065772411,2.5007462336,0.1925245619,-0.2980292464
SRX7656086,7.033518957,2.5255836482,0.290042195,-0.20525045360000002
SRX7656087,5.8979718387,1.2849482417,-0.2225034427,-0.3935014968
SRX7656088,6.1016320715,1.2259656958,-0.3319244188,-0.2939316055
SRX7656089,6.6082240725,1.9035985704,-0.2142957861,-0.3581052254
SRX7656090,-0.9521811994,0.2816216894,-0.0727186524,0.0595775361
SRX7656091,-0.9580806147,0.29695396220000003,-0.1325552437,0.0305288252
SRX7656092,-0.2166406643,-0.0400681618,-0.0093774403,0.009163633400000001
SRX7656093,-0.5865494312,-0.8033926503000001,-0.0963017972,-0.045989096300000004
SRX7656094,-1.3381555382,-0.1474614254,-0.0690723906,-0.0767669512
SRX7656095,-1.0756049068,-0.3375348255,0.0350324265,-0.0643436574
SRX7656096,-0.6718028770000001,0.082163101,-0.10606712300000001,0.2997862374
SRX7656097,-1.0729077279,-0.2536693994,-0.08314191180000001,0.2287315863
SRX7656098,-0.3304062243,-0.5557185299,-0.030255880500000002,0.3750959031
SRX7656099,-5.553215878,-0.6271890981,-0.5907121801,0.1323316051
SRX7656100,-5.2545752162,-0.7988274332,-0.5373274114000001,0.11663640500000001
SRX7656101,-4.4499247516,-0.2988757808,-0.5783336185,-0.0232740238
SRX7656102,-1.1107977627,-0.3531404966,0.0407122211,0.223540442
SRX7656103,-0.6915385459000001,0.0706930286,-0.0296138498,0.2613960658
SRX7656104,-0.6884544822,-0.3420694466,0.0195569859,0.27626287850000003
SRX7656105,-4.9740877404,-0.0324079953,-0.7292056332,0.049997639100000005
SRX7656106,-4.9607896181,-0.0261856331,-0.696285915,0.0722391331
SRX7656107,-3.7190633705,-0.1778686638,-1.0564224947,-0.14921615200000002
SRX7656108,1.9179141473999999,0.357750982,-0.0794728993,-0.0294394678
SRX7656109,0.4959704044,-0.1391272503,-0.1805611668,0.2672901672
SRX7656110,1.2555052688,0.6049375469,-0.1544384115,-0.0787248516
SRX7656111,-0.5241201032,0.5558821849,-0.18919337260000002,0.44423051760000004
SRX7656112,-0.38248220650000003,-0.2408611511,-0.29911423600000003,0.3099130599
SRX7656113,1.4936586257,0.1873297327,-0.163664422,-0.0743932271
SRX7656114,2.3296757846,0.7137733557,-0.1706452057,-0.23124170230000002
SRX7656115,0.5580878217,0.046614312500000005,-0.0065019301,0.0582030097
SRX7656116,1.7281646241000002,-0.1521564926,-0.18035648640000002,-0.3375194963
SRX7656117,-5.1542929924,0.0319622055,-1.1344697468,-0.0309933135
SRX7656118,-4.9652973929,-0.0875324345,-0.9830774505000001,-0.2579601595
SRX7656119,-3.4429295528,0.5244103677,-1.1040875946,-0.3064693972
SRX7656120,-0.5986997505,-0.1426757467,-0.0633550417,0.36746614920000004
SRX7656121,-1.0343501018,-0.0639575867,-0.0233358193,0.2961635037
SRX7656122,-0.8570227144,-0.11830686550000001,-0.0186793965,0.2408168843
