,A,MetJ,HypT
hns_stpA__evo100G12_delhns_delstpA__1,-6.3070701764,-3.0935050985,0.1046926609
hns_stpA__evo100G12_delhns_delstpA__2,-6.2344535812,-2.6250891941,-0.3982167914
hns_stpA__delhns_delstpA_delrpoS__1,-5.6920177927,-3.1971450262,-0.6171477200000001
hns_stpA__delhns_delstpA_delrpoS__2,-5.5126206281,-3.4187831886,-0.148856092
hns_stpA__wt__1,-0.5670152202000001,-0.0446052957,0.2059812107
hns_stpA__wt__2,0.5670152202000001,0.0446052957,-0.2059812107
hns_stpA__delhns_delstpA__1,-3.7821539079,-2.1798548596,0.6136508913000001
hns_stpA__delhns_delstpA__2,-4.1249753014,-2.1140459498,0.8029683892
hu__wt_log_pH7__1,1.0836723029,0.3857778712,-0.5447572230000001
hu__wt_log_pH7__2,0.9703335194,0.33415692620000004,-0.1355409587
hu__wt_log_pH7__3,0.7461131295,0.14217560370000001,0.1294859107
hu__wt_lag_pH7__1,0.1523672137,0.0605306423,-0.13261124030000002
hu__wt_lag_pH7__2,0.1819568642,-0.1258063511,0.08535414990000001
hu__wt_lag_pH7__3,-0.3343240779,0.0652757088,0.0472570904
hu__delhupA_lag_pH7__1,-0.3112467981,0.19855633120000002,0.3849426918
hu__delhupA_lag_pH7__2,0.7313206710000001,0.5285186353,-0.0270215642
hu__delhupA_lag_pH7__3,-0.09115822180000001,-0.0276942311,0.25090596330000003
hu__delhupB_lag_pH7__1,0.24575796190000002,0.3101087258,0.0839406021
hu__delhupB_lag_pH7__2,0.6162522128,0.23579587670000002,-0.0341594977
hu__delhupB_lag_pH7__3,-0.09941995370000001,0.0926653644,0.0550917774
hu__delhupAhupB_lag_pH7__1,-0.16527462210000002,0.42580230280000003,0.1856471993
hu__delhupAhupB_lag_pH7__2,0.9329481261,0.7112077564,0.1203123507
hu__delhupAhupB_lag_pH7__3,-1.360971337,0.5330717446000001,0.20365509850000002
hu__hupAE34K_hupB_lag_pH7__1,0.30281252670000003,-0.0242933166,0.0049690713
hu__hupAE34K_hupB_lag_pH7__2,0.7918639992000001,-0.0471157186,0.1571090214
hu__hupAE34K_hupB_lag_pH7__3,-0.1069068781,-0.1047326325,0.0090224634
hu__hupAE34K_delhupB_lag_pH7__1,-0.1255941466,-0.0163549843,-0.11856854480000001
hu__hupAE34K_delhupB_lag_pH7__2,0.36197282950000004,0.0082359366,-0.107581305
hu__hupAE34K_delhupB_lag_pH7__3,-0.3483305474,0.059376956300000006,0.135548219
hu__wt_lag_pH5__1,2.8599842923,0.2672390459,-0.0764437282
hu__wt_lag_pH5__2,1.6383767415000001,0.030937310800000003,0.4826242288
hu__wt_lag_pH5__3,2.4157616514,0.3299151491,0.1106612443
hu__delhupA_lag_pH5__1,1.9637118666000002,0.0753850464,-0.1086523014
hu__delhupA_lag_pH5__2,2.0728624084,0.1735491926,0.1654786975
hu__delhupA_lag_pH5__3,2.7188461247999998,0.4870371565,0.0258330139
hu__delhupAhupB_lag_pH5__1,1.6276715273,-0.058926085700000005,-0.1086608933
hu__delhupAhupB_lag_pH5__2,1.7221015009,0.2611450127,0.0325980754
hu__delhupAhupB_lag_pH5__3,3.0986740962,0.7868633183,0.1785065093
hu__hupAE34K_hupB_lag_pH5__1,2.4172359247,0.12558574790000002,-0.1738448455
hu__hupAE34K_hupB_lag_pH5__2,3.0971813878,0.5446911949000001,-0.0589785944
hu__hupAE34K_hupB_lag_pH5__3,2.8728508795,0.3655644621,0.1141233182
hu__hupAE34K_delhupB_lag_pH5__1,2.7342519963000003,0.33524472250000004,-0.0313359773
hu__hupAE34K_delhupB_lag_pH5__2,2.1501649416,-0.1772571721,0.2429473023
hu__hupAE34K_delhupB_lag_pH5__3,2.891615948,0.3774345101,0.0299843378
hyperpersistence__low_GFP__1,-3.3068360939,-0.8443831804,-0.043284105600000004
hyperpersistence__wt__1,-0.1955251204,-0.1198139336,-0.1222166249
hyperpersistence__high_GFP__1,-4.832179707,-1.0080817457,-0.1374440369
hyperpersistence__pth_mut__1,-2.744039171,-0.22011162350000002,-0.0728140495
hyperpersistence__pth_mut__2,-3.2626793982,-0.5988742675000001,-0.1396159997
hyperpersistence__metG_mut__1,-3.287047045,-0.2391731981,0.0291503203
hyperpersistence__metG_mut__2,-2.9604885619,0.1315522787,-0.0867965307
hyperpersistence__high_GFP__2,-4.5907388378,-0.8944717148,-0.24428868350000002
hyperpersistence__wt__2,0.1955251204,0.1198139336,0.1222166249
hyperpersistence__low_GFP__2,-3.5894190764,-0.6561553895000001,-0.28956949390000003
kan_efg__cpxAF218Y__1,-1.3472187589,-0.1695142777,0.1681347676
kan_efg__cpxAF218Y__2,-1.9885476627,-0.40616500440000003,0.1754072483
kan_efg__cyaAN600Y__1,-0.4189256121,-0.5077965223,0.2315169362
kan_efg__cyaAN600Y__2,-1.7341471216,-0.23595631600000003,0.0156146835
kan_efg__fusAA608E__1,-0.1822205882,-0.343437877,0.1079457931
kan_efg__fusAA608E__2,-0.2800209604,-0.596325765,0.5694529656
kan_efg__fusAA608E_cpxAF218Y__1,0.323483758,-0.5401629648,0.8729674034
kan_efg__fusAA608E_cpxAF218Y__2,-0.2521969249,-0.5988436368,0.7690894140000001
kan_efg__fusAA608E_cyaAN600Y__1,-0.7765375987,-0.4079726971,0.33041408640000003
kan_efg__fusAA608E_cyaAN600Y__2,-1.2304710334,-0.5634333819,0.2558657687
kan_efg__fusAA608E_rpoDL261Q__1,-0.40168223070000003,0.05457817500000001,0.6138526654
kan_efg__fusAA608E_rpoDL261Q__2,-0.8258334944,0.1407979521,0.6268684504
kan_efg__fusAA608E_topAS180L__1,0.5643956957,-0.4720652671,0.3773835325
kan_efg__fusAA608E_topAS180L__2,0.1972268432,-0.6218617240000001,0.22057648540000002
kan_efg__rpoDL261Q__1,-0.098731918,0.09866420270000001,0.29074182200000004
kan_efg__rpoDL261Q__2,-0.2741629429,0.2715223942,0.6589383917
kan_efg__wt__1,-0.1443356611,0.07073463840000001,-0.1970299715
kan_efg__wt__2,0.1443356611,-0.07073463840000001,0.1970299715
lrp__wt_min_log__1,0.1177237946,-0.0278657923,-0.18235901910000002
lrp__wt_min_log__2,-0.1177237946,0.0278657923,0.18235901910000002
lrp__wt_min_trans__1,-9.2932673128,-0.5242150124,0.6300790249
lrp__wt_min_trans__2,-9.8041197327,-0.7441428996,0.4373676395
lrp__wt_min_stat__1,-12.4924510918,-1.4943236742,-0.893911518
lrp__wt_min_stat__2,-8.1773923158,-0.3409216365,-1.4468560364
lrp__wt_liv_log__1,-3.6578431182999998,-0.0750239872,0.5348873321000001
lrp__wt_liv_log__2,-3.8207864852,-0.306543547,0.23552950560000002
lrp__wt_liv_trans__1,0.6737236199000001,0.556649916,0.8197451568
lrp__wt_liv_trans__2,0.7811081809,0.0617412966,0.7816569600000001
lrp__wt_liv_stat__1,-12.1573184416,-1.2562738099,-2.1971071848
lrp__wt_liv_stat__2,-10.8978825041,-1.0558826273,-1.7558975272000001
lrp__wt_rich_log__1,-5.7589520756,-0.0030920597,0.2777166792
lrp__wt_rich_log__2,-5.9886614822,-0.08595696,0.11639038330000001
lrp__wt_rich_trans__1,-1.9187858016,0.5440488408,-0.0163692031
lrp__wt_rich_trans__2,11.1976384416,2.1640219742,1.4277751047
lrp__wt_rich_stat__1,-11.2466518996,-1.4875295698,0.24334580690000002
lrp__wt_rich_stat__2,2.1006876121999998,0.5718315299,0.6309460613
lrp__dellrp_min_log__1,0.8105993920000001,0.0008470196000000001,0.17527165590000002
lrp__dellrp_min_log__2,0.1444716171,0.0715630453,0.35011447700000004
lrp__dellrp_min_trans__1,-3.8426151126,-0.1803222662,0.9236502073
lrp__dellrp_min_trans__2,-4.0168975632,-0.2828742117,1.0743646548
lrp__dellrp_min_stat__1,-11.3762578507,-0.9925443019,-1.5998909208
lrp__dellrp_min_stat__2,-10.897236242,-1.3700501465000001,-1.2919718665
lrp__dellrp_liv_log__1,-4.2826593094,-0.143958593,0.40341221260000004
lrp__dellrp_liv_log__2,-4.2284800611,-0.052456870100000004,0.3295353318
lrp__dellrp_liv_trans__1,0.7284008236,0.4511023684,0.9029865878000001
lrp__dellrp_liv_trans__2,-1.8340878568,-0.0998584783,0.5846685982000001
lrp__dellrp_liv_stat__1,-10.6613094448,-1.2353036042,-1.2369325955
lrp__dellrp_liv_stat__2,-12.9333821677,-1.6279434135000002,-1.6273406907
lrp__dellrp_rich_log__1,-6.5413244538,0.0104075404,0.18718655150000002
lrp__dellrp_rich_log__2,-5.928853832,-0.15355593550000002,0.057773610100000004
lrp__dellrp_rich_trans__1,1.2345928813,0.9348224224,0.8619437695000001
lrp__dellrp_rich_trans__2,6.7314999929,1.6537612355,1.4404611394
lrp__dellrp_rich_stat__1,-13.3868955122,-1.1906714404,0.2037656948
lrp__dellrp_rich_stat__2,-12.9885567711,-1.1623400528,-0.4495829934
mazF_circuit__t0__1,-0.0026921154000000003,0.21193858840000002,-0.0908574159
mazF_circuit__t2__1,-2.6524592658,-0.7365512922,-0.3634748112
mazF_circuit__t4__1,-2.1869607099,-0.9632979901000001,-0.4645233857
mazF_circuit__t6__1,-0.2826040184,-0.7117324746,0.2503787824
mazF_circuit__t8__1,0.4547780387,-0.9391198385,0.3138279905
mazF_circuit__t0__2,0.0026921154000000003,-0.21193858840000002,0.0908574159
mazF_circuit__t2__2,-2.4001437084,-0.0847807057,-0.300933206
mazF_circuit__t4__2,-1.9935141378,-1.2000185914000001,-0.521938499
mazF_circuit__t6__2,0.1678839623,-1.1464488801,0.34380879880000004
mazF_circuit__t8__2,0.45433431950000003,-0.8549982413,0.21716315700000002
mazF_ribo__emptyvec_mrna_5m__1,-0.057394844,0.0430640668,-0.0363558859
mazF_ribo__emptyvec_mrna_5m__2,0.057394844,-0.0430640668,0.0363558859
mazF_ribo__mazF_mrna_5m__1,2.0102288266,0.29058572850000003,0.6359942864
mazF_ribo__mazF_mrna_5m__2,2.0192056009,0.3773992651,0.6291852983
mazF_ribo__emptyvec_total_5m__1,3.1036507619,0.8825946369000001,-1.6338767445
mazF_ribo__emptyvec_total_5m__2,2.4014929607,0.8690280491,-1.1975395453
mazF_ribo__mazF_total_60m__1,9.9104043668,2.0142661294,0.43675289710000004
mazF_ribo__mazF_total_60m__2,10.2883843093,2.053493336,0.5256292803
mercury__ctrl_t00__1,-1.3902516870000001,-0.397937902,-0.118078233
mercury__ctrl_t10__1,-1.3936537515,-0.4800227268,-0.23198536560000002
mercury__ctrl_t30__1,-4.0989822862,-0.8543861439,0.1755199542
mercury__ctrl_t60__1,-7.0207720448,-0.7218113833,0.1148452913
mercury__hg_t10__1,7.6621381582,1.225319295,-0.8980585795
mercury__hg_t30__1,1.2501248156,0.41207063120000004,0.0979701869
mercury__hg_t60__1,-1.5763555736,-0.0881494929,0.3813575496
mercury__pma_t10__1,-10.7229329363,-0.1315445385,-0.3560616392
mercury__pma_t30__1,-8.6789424912,-0.0939999499,-0.0642420551
mercury__pma_t60__1,2.8768383835,0.41019076530000004,0.0349392314
mercury__ctrl_t00__2,1.0240752683,0.2200909326,-0.11511632690000001
mercury__ctrl_t10__2,-0.667251684,-0.3006122731,-0.1466126387
mercury__ctrl_t30__2,-7.5669266605,-0.8808510193,-0.06887670580000001
mercury__ctrl_t60__2,-6.9570021845,-0.5415325554,-0.2253657776
mercury__hg_t10__2,5.6861207477,0.7816306820000001,-0.8565143283000001
mercury__hg_t30__2,-0.2656472458,0.1454850483,0.018206026
mercury__hg_t60__2,1.4053779928,-0.0366298128,-0.064261816
mercury__pma_t10__2,-10.7114105302,-0.1593967855,-0.5367486137
mercury__pma_t30__2,-8.0490539277,-0.3118018809,0.11441115630000001
mercury__pma_t60__2,-6.9635515896,-0.7646399613,-0.072828908
mercury__ctrl_t00__3,0.3661764186,0.17784696930000002,0.23319455990000001
mercury__ctrl_t10__3,-0.1519415193,-0.1900846126,-0.11008125390000001
mercury__ctrl_t30__3,-7.1205927634,-0.7812191547,0.2203286152
mercury__ctrl_t60__3,-4.260031039,-0.2119257851,0.2806301317
mercury__hg_t10__3,10.9466884565,2.4857323004,-0.9941522871
mercury__hg_t30__3,4.2559094808,1.1310956975,-0.238879694
mercury__hg_t60__3,3.7941177669,0.8708717168000001,0.2745219339
mercury__pma_t10__3,-10.3080879686,-0.10087039980000001,-0.14819441020000002
mercury__pma_t30__3,-8.9958012931,-0.10476975820000001,0.035358646
mercury__pma_t60__3,-7.2977382644,-0.8358620515,-0.0921257645
ml_abx__az_lolcde__1,-2.4955772634,-0.4776533868,0.4386734949
ml_abx__az_lolcde__2,-0.5572284096,-0.08595554600000001,0.16747659380000002
ml_abx__az_lolcde__3,-0.5479417649,0.5290824127,0.2272427404
ml_abx__b01__1,-2.8013790552,-0.34656956580000003,0.24359570160000002
ml_abx__b01__2,-2.6009937315,-0.3248460375,0.20497177
ml_abx__b01__3,-2.6349327538000002,-0.20506315660000002,0.380560671
ml_abx__cro__1,-0.6242407062,0.0436756562,0.0194331888
ml_abx__cro__2,0.1106885539,0.027648481000000003,-0.11950079740000001
ml_abx__cro__3,0.9928458357000001,0.0760636656,-0.1261521609
ml_abx__chl__1,1.6043408849,-0.7227220584,0.2350398401
ml_abx__chl__2,1.5386009241,-0.5923849303000001,0.1135832563
ml_abx__chl__3,3.1924165071,-0.7288430991,0.1416352019
ml_abx__cip__1,-1.2061459612,-0.0738479118,0.0191938635
ml_abx__cip__2,-0.0803601773,0.1185926238,0.0967447386
ml_abx__cip__3,0.8934892079000001,-0.0472368455,-0.2255897933
ml_abx__clr__1,3.4817100864,-0.0236468351,0.6754476877000001
ml_abx__clr__2,2.3739379624,-0.0419196079,0.3062162068
ml_abx__clr__3,3.6506045802,-0.1441612631,0.18406924630000002
ml_abx__cst__1,-1.9209347948,-0.18312334200000002,0.2366714765
ml_abx__cst__2,-1.0688260585,-0.1726648295,-0.0324566255
ml_abx__cst__3,-1.1378976222000001,-0.0464181472,0.2776939021
ml_abx__ctrl__1,-0.8251559395,-0.1305170862,-0.036338481900000004
ml_abx__ctrl__2,-0.8828533673000001,-0.009276231900000001,0.1640048141
ml_abx__ctrl__3,-0.08175219780000001,0.0997429497,0.1717052953
ml_abx__ctrl__4,0.0297658132,0.0927123256,-0.0187986591
ml_abx__ctrl__5,0.7789546643,-0.0446351277,0.0351026373
ml_abx__ctrl__6,0.9810410270000001,-0.0080268296,-0.31567560570000003
ml_abx__dox__1,2.9869338648,-0.4022264532,0.4251609013
ml_abx__dox__2,2.3074812494,-0.20761770440000002,0.014665127000000002
ml_abx__dox__3,4.1322715868,-0.078645169,0.1236163094
ml_abx__glob__1,-1.2911604451,-0.1686297688,0.2562471469
ml_abx__glob__2,-0.8674819772,0.0385221231,0.1107108525
ml_abx__glob__3,-0.7804925438,-0.3413651197,-0.2269846983
ml_abx__lvx__1,-1.0239247346,-0.1141535412,-0.3243627921
ml_abx__lvx__2,-0.21247142800000002,0.0493262103,-0.2185119067
ml_abx__lvx__3,0.20802501210000002,-0.0006240291,-0.489158081
ml_abx__mec__1,-1.050766918,0.1131140025,0.1208587465
ml_abx__mec__2,0.2775974429,0.0185234837,0.1472033381
ml_abx__mec__3,0.2700718596,-0.1198223001,0.1754731005
ml_abx__mem__1,-0.9943401021,-0.1464112485,0.0778707927
ml_abx__mem__2,0.0508494352,0.0229905956,0.0468489762
ml_abx__mem__3,0.9411186844,0.0388641278,0.037159064400000004
ml_abx__nit__1,-0.6581571433,-1.6919494261999999,0.1045060512
ml_abx__nit__2,-0.5874861607,-1.7933226209000002,-0.0037354001000000003
ml_abx__nit__3,-0.1452964394,-1.8154119779000002,-0.2072688863
ml_abx__ntx__1,-0.7158956666,-0.5223742469,0.8072375616
ml_abx__ntx__2,-0.6973654132,-0.7324543241,0.6930472390000001
ml_abx__nor__1,-1.0611888398,-0.043325567700000005,-0.3594537835
ml_abx__nor__2,-0.3751641765,0.245873307,-0.1621379038
ml_abx__nor__3,0.043759077800000004,0.062429816900000004,-0.30498700830000003
ml_abx__pb__1,-1.4967528057,-0.3263559978,0.4746249374
ml_abx__pb__2,-1.3926579803,-0.2254915629,0.2831185905
ml_abx__pb__3,-1.4281879295,-0.2289038545,0.3222307488
ml_abx__tmp__1,-1.3604204842,-0.24064389560000002,0.42240212320000003
ml_abx__tmp__2,-0.2256836664,-0.1472895709,0.6989117072000001
ml_abx__tmp__3,1.5017047976,-0.2375324442,0.6869066267
mut_abx__del_mutS_000nor__1,-0.39353527250000003,-0.1204631909,-0.09518040430000001
mut_abx__del_mutS_000nor__2,-0.3066491047,-0.0288857722,-0.10556733360000001
mut_abx__del_mutS_000nor__3,0.7001843773,0.1493489631,0.2007477379
mut_abx__del_mutS_125nor__1,-0.3511447072,0.0290298131,-0.2359243541
mut_abx__del_mutS_125nor__2,-0.8069895999000001,-0.2422324817,-0.5761278227000001
mut_abx__del_mutS_125nor__3,-0.7140464467000001,-0.1908758548,-0.5362206788
mut_abx__del_mutS_250nor__1,-0.3437496843,0.163114546,-0.5361297627
mut_abx__del_mutS_250nor__2,-0.2354426447,-0.09055821430000001,-0.0837026091
mut_abx__del_mutS_250nor__3,-0.6001197811,0.3330544152,-0.8581921406
mut_abx__del_mutS_375nor__1,0.3744432971,0.5677716665,-0.7022689622
mut_abx__del_mutS_375nor__2,0.833900889,0.6111766809,-0.2976405854
mut_abx__del_mutS_375nor__3,0.5830878977,0.40382303880000003,-0.5126631405000001
mut_abx__del_mutS_500nor__1,1.2067630033,0.4167969186,-0.2698112855
mut_abx__del_mutS_500nor__2,1.0737306319,0.43706119060000004,-0.5106765608
mut_abx__del_mutS_500nor__3,1.142214442,0.29411868210000003,-0.2545163053
mut_abx__del_mutS_625nor__1,1.3517110570000002,0.5008017472,-0.046063491000000005
mut_abx__del_mutS_625nor__2,0.88151366,0.5045790803,-0.2710894928
mut_abx__del_mutS_625nor__3,0.8374944418,0.7053339501,-0.3004283289
mut_abx__del_mutS_750nor__1,0.8787251084000001,0.5704313439,-0.25642694720000003
mut_abx__del_mutS_750nor__2,1.0485980015,1.1145308585,-0.09985060080000001
mut_abx__del_mutS_750nor__3,0.7068479367,0.8363799377000001,-0.5096241567
mut_abx__del_mutS_875nor__1,2.329314501,1.059624577,-0.0514328088
mut_abx__del_mutS_875nor__2,0.9828435461,0.9667276745000001,-0.2523691334
mut_abx__del_mutS_875nor__3,1.4532151397,0.7569382882,-0.0599196343
nit_yeaG__wt_Nminus__1,1.3254453917,0.008327352,0.3214437077
nit_yeaG__wt_Nminus__2,-1.3254453917,-0.008327352,-0.3214437077
nit_yeaG__wt_Nplus__1,12.2720513872,1.1170022209,-0.2173352809
nit_yeaG__wt_Nplus__2,13.405405526100001,2.4324110339000002,-0.5730151646
nit_yeaG__del_yeaG_Nminus_24h__1,21.2893148522,2.6128163212,0.09987702
nit_yeaG__del_yeaG_Nminus_24h__2,23.1176316309,5.8603107211,-0.5635905205
nit_yeaG__del_yeaG_Nminus_24h__3,22.034692734,4.4696344605,0.6173401405
nit_yeaG__del_yeaG_Nminus__1,0.1309316624,0.14525076250000002,-0.0880438662
nit_yeaG__del_yeaG_Nminus__2,-0.9343736157,0.007379880300000001,-0.3629119275
nit_yeaG__del_yeaG_Nplus__1,11.689752355,1.1576935233,-0.0030503344
nit_yeaG__del_yeaG_Nplus__2,12.1714612154,2.2080954434,-0.8574110330000001
opex__amp__1,-1.1533243025,-0.2441645328,0.3178062258
opex__amp__2,-0.12585735210000001,-0.26497994410000003,-0.018848043000000002
opex__amp__3,-1.8742594154,-0.4144830111,0.1737872078
opex__bak_amp__1,2.0221419322,0.0690724936,-0.06028241
opex__bak_amp__2,-3.9548288935,-0.9544569872,0.0463365018
opex__bak_amp__3,-2.5923533982,-0.5816838103,0.3629558345
opex__bak_kan__1,-3.7759517154,-0.8118124098,0.1424705984
opex__bak_kan__2,2.1378990393,-0.1469255263,0.2028623832
opex__bak_kan__3,-2.3306727027,-0.48931836830000003,0.363454926
opex__bak_nor__1,-3.7721762018,-0.8530105158,0.0653541363
opex__bak_nor__2,-4.2159485609,-1.063747245,0.0755772214
opex__bak_nor__3,-2.5289085996000003,-0.5352475987,0.4229577722
opex__bak_rif__1,1.4650021601,-0.5247193405,-0.5574660882
opex__bak_rif__2,-2.6548388089,-1.0764784388,0.0803542916
opex__bak_rif__3,-0.0900314185,-0.5834164012,-0.3219279431
opex__chx_amp__1,1.3981748471,-0.0127942972,0.0337559637
opex__chx_amp__2,0.2542704688,-0.2066631227,0.3939492981
opex__chx_amp__3,1.8002091052,0.1616666165,-0.0924431052
opex__chx_kan__1,2.3541801506,-0.1258482076,0.325060375
opex__chx_kan__2,0.554222377,-0.2358849945,0.0632090287
opex__chx_kan__3,-0.4653219669,-0.41503257990000003,0.0376796192
opex__chx_nor__1,-0.1595745405,-0.2610256593,-0.23427099680000002
opex__chx_nor__2,-0.6448160736,-0.29590197230000004,0.0165677909
opex__chx_nor__3,2.9624234363,0.00626548,-0.18897157520000002
opex__chx_rif__1,0.9670528349,-0.1980961674,0.0575270998
opex__chx_rif__2,0.7316536789,-0.0963380139,0.3193779726
opex__chx_rif__3,1.4540121025000001,0.044986011400000005,-0.20570597540000002
opex__ctrl__1,0.4612318761,0.26523622820000003,-0.0024571875
opex__ctrl__2,-0.3181298817,-0.3297361736,0.1590892156
opex__ctrl__3,-0.1431019943,0.06449994540000001,-0.1566320282
opex__etoh_amp__1,0.23269433920000002,0.44389368440000004,0.3528031903
opex__etoh_amp__2,0.2142335608,0.38547016310000004,0.2882966126
opex__etoh_amp__3,1.9636859829,0.6170896562,0.15281484350000002
opex__etoh_kan__1,1.0959567854,0.5409903736,0.3129715067
opex__etoh_kan__2,1.4242301267,0.4813273266,-0.0180990582
opex__etoh_kan__3,0.537016912,0.325117806,0.0231786748
opex__etoh_nor__1,0.062322188900000006,0.4220253741,-0.0836406401
opex__etoh_nor__2,1.6579878549,0.5777995306,0.36522224480000004
opex__etoh_nor__3,0.1746267085,0.4614212743,0.5265420797
opex__etoh_rif__1,2.5743353739,0.1428730533,-0.1097582119
opex__etoh_rif__2,0.6445321156,0.1999064666,-0.3829655849
opex__etoh_rif__3,0.9247254636000001,0.3125811707,-0.0383433792
opex__glual_amp__1,0.1916327196,-0.5207076479,0.1775192298
opex__glual_amp__2,-0.0134929911,-0.17532768040000002,-0.257010843
opex__glual_amp__3,0.8837744422,-0.2342751662,0.0056850450000000005
opex__glual_kan__1,1.0009952965,-0.4188954534,0.12220855080000001
opex__glual_kan__2,-0.10422615390000001,-0.4707568346,0.0992196303
opex__glual_kan__3,0.6851262279,-0.3537343459,-0.12381636160000001
opex__glual_nor__1,0.7390809096000001,-0.38075203630000004,0.0856803393
opex__glual_nor__2,-0.0059755549,-0.5199210918,0.3593226168
opex__glual_nor__3,1.3524886845,-0.2807447159,0.2094723359
opex__glual_rif__1,-1.2859216339000001,-1.2846878649,-0.1883402161
opex__glual_rif__2,-1.0558192369,-1.1746293658,-0.313229411
opex__glual_rif__3,-2.061632287,-1.2196687952,-0.18860534610000002
opex__h2o2_amp__1,2.5885036542,1.0433525291,0.223202491
opex__h2o2_amp__2,2.3425931906,0.9914470262,0.2667664454
opex__h2o2_amp__3,3.0613850484,0.9411907458000001,0.39246505200000004
opex__h2o2_kan__1,2.3961140893,1.0125551361,0.32465479070000003
opex__h2o2_kan__2,1.7775763427,0.9179946026,0.21111068870000002
opex__h2o2_kan__3,0.7259993175,1.0418888125,0.5480843269
opex__h2o2_nor__1,2.7617488176,1.1016622587,0.12130736900000001
opex__h2o2_nor__2,2.480732991,1.1129355208,0.3073449066
opex__h2o2_nor__3,0.8372290314,1.0822308649,0.193831109
opex__h2o2_rif__1,-1.7168124495,-1.0904498814,-0.998007151
opex__h2o2_rif__2,-2.8793192746000003,-0.7129325622,0.2116899825
opex__h2o2_rif__3,-2.2488973797,-0.8757453995000001,-0.1873776118
opex__ippoh_amp__1,-1.1006489778,0.09234844290000001,0.4214953314
opex__ippoh_amp__2,-0.9253499491,0.1240807995,0.464097466
opex__ippoh_amp__3,-2.1161226416,0.025926392700000002,0.3671603916
opex__ippoh_kan__1,-0.2589622117,0.3126316944,0.2949042827
opex__ippoh_kan__2,-2.5124231286,0.1320924764,0.470799558
opex__ippoh_kan__3,0.11598013750000001,0.1903724116,0.3800140986
opex__ippoh_nor__1,-1.8903847557,-0.0160549712,0.5927063179000001
opex__ippoh_nor__2,-0.41664146300000005,0.0784004506,0.4258302534
opex__ippoh_nor__3,-3.9538732850000002,0.08667654080000001,0.8354035972
opex__ippoh_rif__1,2.1370697123,0.1197888642,-0.5891247962
opex__ippoh_rif__2,1.4805066235,-0.0889867725,-0.3927806005
opex__ippoh_rif__3,0.7831046703000001,-0.1328018263,-0.475883286
opex__kan__1,-0.20222910330000002,-0.09184570110000001,0.2075011926
opex__kan__2,-0.6438575962,0.0021364959000000003,-0.0038608179
opex__kan__3,-1.1160376413,-0.3526005303,-0.1773551441
opex__nor__1,-0.1237043802,-0.23333445120000001,-0.0871229637
opex__nor__2,-1.8782546818,-0.2174821131,0.0644721721
opex__nor__3,-0.6426077067,-0.0090770507,0.1114207962
opex__paa_amp__1,2.1097123334,0.22932537660000002,-0.2094829459
opex__paa_amp__2,1.1380245166,-0.1036429992,-0.0010406311
opex__paa_amp__3,1.654236038,-0.0020532591,0.0999388279
opex__paa_kan__1,-1.1032805226,-1.077916312,-0.39483376670000003
opex__paa_kan__2,-2.2495842064,-1.394952919,-0.06336840960000001
opex__paa_kan__3,0.036899962200000004,-0.9428547608000001,-0.3890906483
opex__paa_nor__1,-0.6158203,-0.5141499088,0.0021465011
opex__paa_nor__2,0.1591915482,-0.5040547695,-0.11486559710000001
opex__paa_nor__3,-0.5355116703,-0.4010283687,-0.019762419
opex__paa_rif__1,0.3795738919,-0.9812213602000001,-0.0885910629
opex__paa_rif__2,0.11605171630000001,-0.6520841642,-0.4122689732
opex__paa_rif__3,1.3459711234,-0.5601403374,-0.4825359897
opex__phenol_amp__1,-3.573480442,-0.3570401107,0.393287072
opex__phenol_amp__2,-2.9087905882,-0.2153654512,-0.4207931925
opex__phenol_amp__3,-4.4286401682,-0.31248227170000004,0.1061354827
opex__phenol_kan__1,-0.9123495094,0.1931302369,0.0567064358
opex__phenol_kan__2,-0.505105166,-0.19447495650000002,-0.0063765582
opex__phenol_kan__3,-3.9887750218,-0.2818407546,0.2261375629
opex__phenol_nor__1,-4.0831979655,-0.5027665537,0.3998995644
opex__phenol_nor__2,-3.474145591,-0.39597374500000004,0.1390307214
opex__phenol_nor__3,-4.6588956375,-1.0486988806,0.0801390444
opex__phenol_rif__1,-0.9916055415,-0.794931197,-0.3554720911
opex__phenol_rif__2,-1.0079684141,-0.9650288496,-0.07487153590000001
opex__phenol_rif__3,-1.2237157238,-1.0533029128,-1.0480278551
opex__pvpi_amp__1,0.5789115186,0.0400161214,-0.09893201780000001
opex__pvpi_amp__2,0.5137093769000001,-0.1917424133,0.0003737107
opex__pvpi_amp__3,0.9990606686000001,0.0325087665,-0.09557331820000001
opex__pvpi_kan__1,-0.5442343384,-0.0419646485,0.1645431356
opex__pvpi_kan__2,0.0736317128,0.1086294971,-0.1289128579
opex__pvpi_kan__3,-0.7507081437,-0.0502046008,0.11778166030000001
opex__pvpi_nor__1,0.39019534370000003,-0.1042833625,0.4074696671
opex__pvpi_nor__2,0.2165304522,0.0788181847,0.0314618343
opex__pvpi_nor__3,-0.1389875977,-0.0374556751,-0.1628227623
opex__pvpi_rif__1,-1.3662335877,-1.2047190124,-0.1691925302
opex__pvpi_rif__2,-1.7530542690000002,-0.9455867344000001,-0.5363871646
opex__pvpi_rif__3,-2.1605818205,-1.1170800137,-0.7503121039
opex__rif__1,-2.2264407593,-1.2437537918000001,-0.23588636600000001
