,A,PspF
SRX254751,-0.5481723793000001,-1.116205024
SRX254752,0.2451190093,-0.5921349833
SRX254753,0.5249758964,-1.1287263964
SRX254754,0.5964648108,-0.6465210498
SRX254755,0.8804094287,-1.5336968859
SRX254756,-0.0196006504,-1.2159305615
SRX254757,1.4976213779,-2.754577765
SRX254758,1.9222407219000002,-2.7942732307
SRX254759,0.1407755275,-2.7415915861
SRX254760,-0.1653373943,-0.9904847744
SRX254761,0.1842113736,-1.3987103944000001
SRX254762,0.3312497733,-1.178504368
SRX254763,0.9349213682,-0.9126592250000001
SRX254764,0.8043096513,-2.2379993388
SRX254765,0.7993205186,-1.40388186
SRX254766,1.4123630064000001,-1.6933410783
SRX254767,0.9770313661000001,-2.906768208
SRX254768,0.0350786525,-2.7854429341999998
SRX254772,1.6769980178,-0.6304727473
SRX254773,-1.7668965642,-0.5942646942
SRX254774,-0.7424598294,-0.5967945299
SRX254775,0.37378311210000004,-0.1331849896
SRX254776,1.7489735646,-0.9432210342
SRX254777,-0.45528445980000004,1.5838245699
SRX254778,-1.1037571633,0.5721510218
SRX254779,-1.3774960975,-0.15084128900000002
SRX254780,-0.9357278928,-0.3668533362
SRX254781,-0.7679608263000001,1.5680238611
SRX254782,-0.9503963634,0.6354691203
SRX254783,-0.7229394497,1.5401255733
SRX254784,-0.5623231357,1.6971082173
SRX254785,-0.5287516343,0.853626741
SRX254786,-0.5595738325,0.5837801614
SRX7136401,-0.1483665911,-0.3240577029
SRX7136403,0.0048978038,0.2866922992
SRX7136405,-2.9926072228000002,0.1681712571
SRX7136407,-1.9024157751000002,0.7676996583
SRX7136409,-1.0754402577,0.5610241862
SRX7136411,0.1434687873,0.0373654037
SRX3754949,0.1547088596,-0.0422574521
SRX3754950,0.1696111987,0.0025522735
SRX3754951,-0.3243200583,0.0397051785
SRX3754952,0.33640739740000003,0.1918202627
SRX3754953,0.3497034919,0.1029078068
SRX3754954,-0.4261758013,0.0816999352
SRX3754955,-6.2449341757,-1.3272722238
SRX3754956,-6.2219387937,-1.2728335813
SRX3754957,-6.2692789315,-1.3071021391
SRX3754966,-0.3618726446,-0.191289536
SRX3754967,0.0001479791,-0.0867937673
SRX3754969,-0.2869625805,-0.237083485
SRX1424798,-0.048728719100000005,-0.15608812630000002
SRX1424799,0.048728719100000005,0.15608812630000002
SRX1424800,0.3399724163,-0.0219042071
SRX1424801,0.6247786958,-0.0155833116
SRX1424802,0.5210836640000001,0.8445344354000001
SRX1424803,0.4986331725,0.7106923961
SRX1424804,2.4256907643,0.7579580797000001
SRX1424805,3.3301745591,0.6396479951
SRX1424806,0.9913217405,1.1650502347
SRX1424807,0.9281705029,1.3501273977000001
SRX1424808,0.16159439790000002,-0.5101666145
SRX1424809,0.037995109400000004,-0.3652485838
SRX1424816,-0.0030531973000000002,0.3735774114
SRX1424817,-0.403884756,0.6907660825
SRX1424818,1.7997961732,-0.7361310958
SRX1424819,1.4621391119,-0.8616673753
SRX1424824,2.0138968402,-0.1923980764
SRX1424825,2.4614441611,-0.26734858310000004
SRX1424826,3.2306825193,-0.1793891007
SRX1424827,3.3477550672,-0.0854695567
SRX1424828,2.9220019982,-0.7664626868000001
SRX1424829,2.7265532452,-0.6766813094
SRX1424830,2.7936478248,-0.1474209233
SRX1424831,2.2496971193,-0.6713747936000001
SRX1424834,2.6508220894,-0.5727938391
SRX1424835,2.160453939,-0.11515985840000001
SRX1424840,4.6202957344,-0.3612264177
SRX1424841,4.8117736616,0.1324318518
SRX1424842,4.3890263133000005,-0.2215121673
SRX1424843,4.5851118288,-0.6616316112
SRX1424844,2.9942716822,0.5033348472
SRX1424845,3.3111724707,0.27524722430000004
SRX1424846,7.4428707766,-0.7889404484
SRX1424847,6.196625489,0.17761340450000002
SRX5060277,-0.5297693963,0.1608994021
SRX5060279,0.9070380325,-1.2932017226
SRX5060281,0.5297693963,-0.1608994021
SRX5060283,0.8799443720000001,-1.5134087185
SRX5936089,-0.1753150397,0.045724859400000005
SRX5936090,-0.5739221177,0.18259346210000002
SRX5936091,-0.1728181672,0.07754875600000001
SRX5936092,0.9220553246000001,-0.30586707750000003
SRX5936093,2.5296249523,-0.6146952098
SRX5936094,3.9256567582,-0.9228965395000001
SRX5936095,4.4164002206,-0.3353996977
SRX5936096,2.9959153935,-0.6850045171
SRX5936097,2.235293913,-1.1939380383
SRX5936098,2.9979500327,-0.8163600854
SRX5936099,3.5668605706000003,-0.8784606331
SRX5936100,3.7949576235,-0.9010580335
SRX5936101,5.0872271242,-1.5419394094
SRX5936102,4.3156344244,-1.1475881991999999
SRX5936103,5.7160583553,-1.0890882174
SRX5936104,5.2422654332,-1.1362995802
SRX5936105,5.6826942851,-1.8006565116000002
SRX5936106,6.2208269811,-1.4875125669
SRX5936107,6.3990153741,-1.4747505387
SRX5936108,7.0821318111,-1.6887588446000001
SRX5936109,6.7958858314,-1.6564483579
SRX5936110,7.3581905437,-1.366310991
SRX5936111,7.0507440259,-1.6005503346
SRX5936112,6.6494905214,-1.7501320593
SRX5936113,7.9146365167,-1.5107013648
SRX5936114,7.980795438,-1.7289397658999999
SRX5936115,7.7859312353,-1.1571391899
SRX5936116,8.1468041621,-1.296959978
SRX5936118,7.9666566577,-1.1288573313
SRX5936119,8.6680326134,-1.4760309214
SRX5936121,9.314977556,-1.0484752666
SRX5936122,9.4910763189,-1.0499244342
SRX5936123,12.8242185419,-1.3777428434
SRX5936124,12.6977802227,-0.9149551050000001
SRX5936125,12.8205621912,-1.3373346016
SRX5936126,12.6639939101,-1.3137326098
SRX5936128,8.6165976839,-0.7868264715000001
SRX5936129,8.5001928446,-0.8275446875
SRX5936130,8.0484685918,-0.8898633272
SRX5936131,7.9311916207,-0.8538827408
SRX5936132,7.779675296,-0.4685261415
SRX5936133,9.0971530409,-0.5049975143000001
SRX5936134,8.2473580574,-0.4316387088
SRX5936135,6.9438981204,-0.6275846692
SRX5936137,7.4303610147,-0.7013761083000001
SRX5936138,6.9746721435,-0.35800347990000003
SRX5936139,7.7742084612,-0.665509966
SRX5936140,7.5449275676,-0.9150507629
SRX5936141,7.601932489,-0.3175498525
SRX5936142,6.7796736681,-0.5736677014
SRX5936143,6.8550649426,0.1312892256
SRX5936144,6.7267099471,-0.0550323526
SRX8557650,-0.040286798000000006,-0.0442049092
SRX8557651,0.288043845,0.0026742839000000003
SRX8557652,-0.247757047,0.0415306253
SRX8557653,0.6159486382,-0.9995829569
SRX8557654,0.7370138525000001,-0.994269166
SRX8557655,0.7996403161000001,-0.9704587168000001
SRX8557656,5.1471786826,-0.9789494671000001
SRX8557657,5.502450326,-0.38972846780000003
SRX8557658,5.6169496538,-1.4670571197
SRX8557659,6.9962207085,-0.6464664606
SRX8557660,7.885295227,-1.1001483267
SRX8557661,8.0517743043,-0.9017429522
SRX8557662,1.6825885018000002,-1.2733661535
SRX8557663,3.1309053956,-1.6942423781
SRX8557664,4.1414423006,-1.7719281476000002
SRX8557665,5.1632167604,-1.7751644162
SRX8557666,3.5698197202,-1.5931273845
SRX8557667,3.4373715515,-1.7227758621
SRX3405147,0.3167406812,-0.0611626512
SRX3405148,0.46082831890000003,-0.2541228471
SRX3405149,-0.7775690002000001,0.3152854982
SRX3405150,-0.6438230933,-0.1594597016
SRX3405151,-1.0820493305,-0.5517421195000001
SRX3405152,-0.9496426851,-0.07152474810000001
SRX3405153,0.27833968060000003,0.5939422924000001
SRX3405154,2.4822268811,-0.1599671756
SRX3405155,2.3762660047,-0.3340478221
SRX3405156,-0.6400143340000001,0.0565790788
SRX3405157,3.0777187884,-0.30182796910000004
SRX312063,2.2361951609,-0.5819616325
SRX312064,2.5899934255,-0.5898183549
SRX312065,3.7254709539,-1.0742953273
SRX312066,2.6296705365,-0.7464922653
SRX312067,2.6812243209,-0.6334749541
SRX312068,5.5285236221,-1.2736608781
SRX312069,5.5651429066,-1.2768919459
SRX312070,0.029010161000000003,-0.0111893897
SRX312071,-0.029010161000000003,0.0111893897
SRX312072,-0.4820292047,-1.4588073745
SRX312073,-0.48134410990000004,-1.5207736774
SRX312074,0.9958421797,-2.0806975852
SRX312075,1.405659354,-2.2146398743
SRX312076,1.9733616808,-3.1074418964
ecoli_00001,0.1110780215,-0.083283112
ecoli_00002,-0.1110780215,0.083283112
ecoli_00003,1.9832908686000001,0.203830637
ecoli_00004,2.5317987242999997,0.11085262200000001
ecoli_00005,1.0777265845,-0.23105941400000002
ecoli_00006,1.2340163464,-0.096244466
ecoli_00007,1.5801035158999999,-0.0032069750000000004
ecoli_00008,1.6574068501,-0.23210683000000001
ecoli_00009,1.10249224,-0.014860477
ecoli_00010,1.5775936853,0.045123739
ecoli_00011,1.5542454888,0.251061009
ecoli_00012,1.6597151748,0.272666334
ecoli_00014,1.2413447508,0.184489379
ecoli_00015,1.8687752146,0.19103762300000002
ecoli_00016,1.47645176,0.121011452
ecoli_00017,1.1649231081,0.369708727
ecoli_00018,1.4856979312,0.14910642300000002
ecoli_00019,2.9256826934999998,0.604992704
ecoli_00020,3.078166162,0.56096857
ecoli_00021,1.6634712154,0.283605908
ecoli_00022,1.8291888208,0.24482039800000002
ecoli_00023,3.6360293354,0.408850178
ecoli_00024,3.6610463623,0.498401172
ecoli_00025,3.2098272377,0.666404541
ecoli_00026,3.2591160211,0.584651531
ecoli_00027,2.4411866257,-0.185847181
ecoli_00028,2.0906498767,0.06882711400000001
ecoli_00029,2.1936366331,-0.007426355000000001
ecoli_00030,2.3126523718,0.308951566
ecoli_00031,3.1048298978,0.7310820960000001
ecoli_00032,3.0759224717,0.229841537
ecoli_00033,3.5338880281,0.09650227900000001
ecoli_00034,3.9567729357,-0.049380176000000005
ecoli_00035,3.4693295707000003,0.29320609000000003
ecoli_00036,3.6221068352,0.306515384
ecoli_00037,3.3088073458,0.490068117
ecoli_00038,3.6824544443000002,0.6475787980000001
ecoli_00039,1.7228425726,0.315069492
ecoli_00040,2.1437558752,0.09419097200000001
ecoli_00041,1.8790180533,0.16287784800000002
ecoli_00042,1.8434883158000002,-0.061250751000000006
ecoli_00043,2.5241902859,0.014857749000000002
ecoli_00044,2.7483050653000003,0.239576849
ecoli_00045,2.7011596337,0.07602905
ecoli_00046,2.6914640922,-0.134124709
ecoli_00047,2.3533482616,0.133560916
ecoli_00048,2.2547384887,0.13831092
ecoli_00049,3.8477728915,0.37877904700000004
ecoli_00050,0.3600642041,0.8524491200000001
ecoli_00051,0.4158457896,1.023283139
ecoli_00052,0.41017265900000005,0.633948677
ecoli_00053,0.7998227895000001,0.44277443800000005
ecoli_00054,-0.8678225467,1.564602837
ecoli_00055,-0.8956522276000001,1.4608274460000001
ecoli_00056,4.1486193364,0.03155357
ecoli_00057,3.5030665784,0.24253618700000001
ecoli_00058,2.826800886,0.13439061300000002
ecoli_00059,2.8987075604,0.11352265800000001
ecoli_00060,1.8671783684,0.27840900700000004
ecoli_00061,1.8949955032,0.35836902800000003
ecoli_00062,4.0186878537,-0.019881967
ecoli_00063,4.1248128103,0.088863675
ecoli_00064,2.130253901,0.612741642
ecoli_00065,2.2512805035,0.41034225900000004
ecoli_00066,7.2704695025,0.18563494
ecoli_00067,7.4498067764,0.34690908600000003
ecoli_00068,0.7692335627,0.547471429
ecoli_00070,0.8294066039,-0.13446139000000001
ecoli_00071,1.0653551324,-0.346968055
ecoli_00072,1.0976602268,-0.095137285
ecoli_00073,0.5680236491,0.11234563500000001
ecoli_00074,0.7556526236000001,0.189093803
ecoli_00075,0.7705437259,0.26581206900000004
ecoli_00077,1.3592392612,0.6129034120000001
ecoli_00078,0.2379199209,0.023217831
ecoli_00079,0.999256774,0.38751082400000003
ecoli_00080,1.0769128115,-0.360458873
ecoli_00081,2.2171673446,-0.17574820700000002
ecoli_00082,0.2813277045,0.549963784
ecoli_00083,-0.015541546500000001,0.56395814
ecoli_00084,0.0780802947,0.677186123
ecoli_00085,0.297485954,0.886656984
ecoli_00086,2.8253554368,0.179105066
ecoli_00087,2.4134952558,0.096971865
ecoli_00088,2.2046362101,-0.014042926
ecoli_00089,1.6304512185000002,0.126897585
ecoli_00090,2.0658105426,0.05477487700000001
ecoli_00091,1.9737724299,0.150957329
ecoli_00092,3.3466090398,0.380386108
ecoli_00093,3.6003322704,-0.15602279300000002
ecoli_00094,3.0624348896,0.364222078
ecoli_00095,3.3207640923,0.001484213
ecoli_00096,4.0211308265,0.287076663
ecoli_00097,3.7681264266000003,0.10451196
ecoli_00098,2.5852022202000002,0.34194195400000005
ecoli_00099,2.8041214106,0.46837223400000005
ecoli_00100,2.699871667,0.12462606400000001
ecoli_00101,0.014204626500000001,-0.998665035
ecoli_00102,0.7289122476000001,-0.842065606
ecoli_00103,1.6906107103,-0.5386245040000001
ecoli_00104,2.0490478377,-0.685603406
ecoli_00105,2.0950869307,-0.24782525700000002
ecoli_00106,2.2881539193,-0.12939445600000002
ecoli_00107,2.5469450371,-0.249605705
ecoli_00108,2.6883272897,0.8171258180000001
ecoli_00109,3.4051570598,0.8996127610000001
ecoli_00110,1.2010075055,0.29162182400000003
ecoli_00111,1.6751552264,-0.043012054
ecoli_00112,2.1946659812,-0.032757637
ecoli_00113,2.6963592997,0.41684843200000005
ecoli_00114,2.4564009666,0.374419068
ecoli_00115,1.899909875,0.04753602
ecoli_00116,2.7228811547,-0.206410426
ecoli_00117,2.5000152636,0.081900522
ecoli_00118,2.4588409117,0.065302442
ecoli_00119,2.1435636436,-0.076508639
ecoli_00120,1.6937199794,-0.10487528800000001
ecoli_00121,1.7652539530000002,0.246519864
ecoli_00122,1.7546522355,-0.10534249700000001
ecoli_00123,1.5976716946,-0.35140571
ecoli_00124,2.2518971191,0.07336704200000001
ecoli_00125,0.5246616884,1.3174258110000001
ecoli_00126,1.3198572546,0.251197245
ecoli_00127,0.3060954582,-0.196745207
ecoli_00128,0.9852712170000001,-0.527002692
ecoli_00129,1.3598022162,1.273929607
ecoli_00130,1.0270052017,1.059266991
ecoli_00131,0.6513743798,1.001654338
ecoli_00132,1.6638988509,0.5133606780000001
ecoli_00133,0.9294825908000001,0.574649362
ecoli_00134,1.1652941125,0.284955203
ecoli_00135,0.7795857420000001,0.282503534
ecoli_00136,1.1147015877,1.4325263480000001
ecoli_00137,0.9210978537000001,0.23463370400000003
ecoli_00138,-0.2915344662,0.42552356900000005
ecoli_00139,-0.0440704454,1.170399714
ecoli_00140,1.1934648476,0.30035493300000005
ecoli_00141,-0.3387599255,0.928292285
ecoli_00142,1.3468709815,-0.29367311100000004
ecoli_00143,0.1024252778,0.14919816400000002
ecoli_00144,-0.4818293008,-0.3179691
ecoli_00145,-0.271115479,0.15718779400000002
ecoli_00146,2.098395529,0.263299098
ecoli_00147,1.6557631594000002,0.53302244
ecoli_00148,0.47305780070000003,0.530538211
ecoli_00149,2.1939145336,0.569574589
ecoli_00150,0.2967576739,0.39291015700000004
ecoli_00151,0.28167256160000004,0.12017973
ecoli_00152,1.0133384837,0.204216956
ecoli_00153,0.2471683648,0.6517739300000001
ecoli_00154,0.09998082870000001,0.154488698
ecoli_00155,1.4629176644,0.00720414
ecoli_00157,1.5005657005000002,0.41282000100000005
ecoli_00158,1.8006024525000002,0.20349239100000002
ecoli_00159,1.9397270546,0.076166811
ecoli_00160,2.0980272465,0.028251476
ecoli_00169,2.255966787,-0.258033053
ecoli_00170,1.9602568757,-0.23350756600000003
ecoli_00171,1.7365972444,-0.091780579
ecoli_00172,2.1042966496,0.10873561500000001
ecoli_00173,1.9121121455,0.057509202
ecoli_00174,2.2154018323,-0.13162916
ecoli_00175,2.0716020665,0.029453888
ecoli_00176,1.6395097582,0.09371368100000001
ecoli_00177,6.2451193574,-0.324463597
ecoli_00178,6.3023663586,-0.8938847240000001
ecoli_00179,1.7302797431,-0.110588692
ecoli_00180,1.0461293446,-0.027513503
ecoli_00181,1.5520501156000002,-0.580888574
ecoli_00182,1.8304348558,-0.725792588
ecoli_00183,1.1265928729,0.09461394000000001
ecoli_00184,1.7147807121,0.26553532900000004
ecoli_00185,1.1800144432,-0.385382691
ecoli_00186,0.8094330596,-0.41005690800000005
ecoli_00187,1.8082437451,0.01530562
ecoli_00188,2.1564102338,-0.077998328
ecoli_00189,1.1810491208,-0.20141772200000002
ecoli_00190,1.3174777977,-0.19853160800000003
ecoli_00191,2.3797125218,-0.31657242
ecoli_00192,2.8394704028,-0.12380582500000001
ecoli_00193,2.1844595333,0.18939656500000002
ecoli_00194,2.1186070881,0.151889348
ecoli_00195,2.1454166605,-0.39614354
ecoli_00196,2.4516169815,0.03984747
ecoli_00197,2.3005567485,0.219948895
ecoli_00198,2.0755471911,-0.31634406
ecoli_00199,2.2986714094,0.308953662
ecoli_00200,2.7768556654000003,0.613754106
ecoli_00201,1.5814139216,0.542473636
ecoli_00202,1.6144987943,0.6254842310000001
ecoli_00203,2.2465745171,0.262106958
ecoli_00204,2.107131342,0.26321167900000003
ecoli_00205,2.3747895864,0.39139699800000005
ecoli_00206,2.437654025,0.43632645000000003
ecoli_00207,2.3645152223,0.598857422
ecoli_00208,2.4295341427,0.5582294050000001
ecoli_00209,1.5679991318000002,0.20468280700000002
ecoli_00210,1.4727168737,0.06736253
ecoli_00211,2.3023122555,-0.032829084
ecoli_00212,1.7588078449,0.028592084
ecoli_00213,2.1893413214,0.398451265
ecoli_00214,1.9463739261000002,0.53588481
ecoli_00215,1.4394230898,-0.023113393000000003
ecoli_00216,1.3048474058,0.002321412
ecoli_00217,2.4360764599999998,0.7352529680000001
ecoli_00218,2.3987238269,0.701325721
ecoli_00219,2.2182084629,-0.09385858200000001
ecoli_00220,1.8330044596000001,-0.182149316
ecoli_00221,2.4780793139,0.04685238
ecoli_00222,2.9938746420999998,-0.068896732
ecoli_00223,1.9407152064000002,0.46354615
ecoli_00224,1.6598025478,0.544369804
ecoli_00225,1.8355874599000002,0.393662139
ecoli_00226,1.6315355821000002,0.5004644220000001
ecoli_00227,1.9942467675,-0.171906946
ecoli_00228,2.3100089872,-0.047802703
ecoli_00229,1.9215107253,-0.004064135
ecoli_00230,2.4633556918,-0.136682953
ecoli_00231,2.3307914657,0.144858693
ecoli_00232,2.5058781687,-0.023486807000000002
ecoli_00233,2.50477735,0.187890929
ecoli_00234,2.2381460122,0.048589511
ecoli_00235,2.5765969584,-0.256674765
ecoli_00236,2.9381818373,-0.16754777
ecoli_00237,2.3575743348,-0.16807932
ecoli_00238,2.6415619427,-0.083328835
ecoli_00239,3.2862748008000002,-0.23314484400000002
ecoli_00240,2.4783121461,-0.147690109
ecoli_00241,1.4635241449,-0.126164302
ecoli_00242,1.5070124485,0.21789875600000003
ecoli_00243,1.5885287334,0.08863372300000001
ecoli_00244,1.4615414253,-0.235007819
ecoli_00245,1.9797163792,-0.21593588700000002
ecoli_00246,2.1490123191,0.23029479400000002
ecoli_00247,2.1521600974,-0.16405534200000002
ecoli_00248,1.525929392,0.313544777
ecoli_00249,2.1131275273,-0.20172942800000002
ecoli_00250,2.4928103459,0.256342746
ecoli_00251,1.7757433173,-0.49827600200000005
ecoli_00252,1.3126553626,-0.207421022
ecoli_00253,-0.3661353086,0.342405134
ecoli_00254,-0.2041856247,0.7241548440000001
ecoli_00255,3.1070779615,-0.06397575
ecoli_00256,3.4758148249,-0.012248862000000001
ecoli_00257,2.5603500760999998,0.181995085
ecoli_00258,2.5830668512,0.31333308600000004
ecoli_00259,1.1635665985,0.105939612
ecoli_00260,2.2961245107,-0.18419226700000002
ecoli_00261,1.5691578603,-0.18126693500000002
ecoli_00262,1.7824466331000002,-0.197819979
ecoli_00263,1.5800476090000002,-0.16500572700000002
ecoli_00264,1.2716804789,-0.060268574000000005
ecoli_00265,2.1264808496,0.046698162
ecoli_00266,2.2613918737,0.07604543300000001
ecoli_00267,1.346931546,0.408833092
ecoli_00268,1.0056745346,0.266246753
ecoli_00269,1.5813315419,0.649775583
ecoli_00270,1.1861057584,0.855815356
ecoli_00271,1.3862870862,0.114248626
ecoli_00272,1.1497004127000001,0.10694139999999999
ecoli_00273,1.5431445373,0.054119429000000004
ecoli_00274,1.6305297194000001,0.303961813
ecoli_00275,1.8476261165999999,0.19429415300000002
ecoli_00276,2.0277807029,0.023774669000000002
ecoli_00277,2.4764005707,0.17759702700000002
ecoli_00278,2.3731922822,0.214553872
ecoli_00279,1.6767267585,-0.10190526700000001
ecoli_00280,1.3070439872000001,-0.050375899
ecoli_00281,7.5170811388,-0.864961003
ecoli_00282,6.4498085018,-0.7753624530000001
ecoli_00283,1.3934700683,0.35018291100000004
ecoli_00284,1.8171813422,0.47090155400000006
ecoli_00285,1.8997966951,0.040667111000000006
ecoli_00286,1.6230731886,0.138613333
ecoli_00287,2.1512733819,0.269678079
ecoli_00288,2.4833386439,-0.074566874
ecoli_00289,1.6325321363,0.164196492
ecoli_00290,1.9938727672,0.067710249
ecoli_00291,1.5303596501999999,0.24945098300000002
ecoli_00292,1.9493145172,0.18650048700000002
ecoli_00293,1.1242877641,0.175622451
ecoli_00294,1.5779820301,0.151878232
ecoli_00295,2.0929750984,0.18714651100000002
ecoli_00296,2.6740288246,0.271821959
ecoli_00297,1.9985267116,0.069155705
ecoli_00298,1.9576343526,0.288607955
ecoli_00299,2.2163389743,-0.188850775
ecoli_00300,2.4139074955,-0.42512074600000005
ecoli_00301,1.7317752718000001,0.10205148900000001
ecoli_00302,1.24694085,0.867578736
ecoli_00303,1.9802635087,-0.06000181500000001
ecoli_00304,1.5839722817,0.104947837
ecoli_00305,1.9425804098000001,0.623622395
ecoli_00306,1.8739665093000002,0.466767721
ecoli_00307,1.7588569879,0.654186495
ecoli_00308,1.294292748,0.49706197300000005
ecoli_00309,0.44592217170000004,0.336245198
ecoli_00310,0.6843259826,0.37659370400000003
ecoli_00311,1.5559829605000002,0.333138038
ecoli_00312,1.5947042015,0.5330231750000001
ecoli_00313,1.8463690084,0.19468696800000002
ecoli_00314,1.6578663420000002,0.064843627
ecoli_00315,0.8455772754,0.137714456
ecoli_00316,0.5203406139,-0.054755608000000004
ecoli_00317,0.5736655252,0.41253554600000003
ecoli_00318,0.26986786,0.301724989
ecoli_00319,1.639536297,-0.03251477
ecoli_00320,1.0622823548,-0.568482683
ecoli_00321,2.0253101962,0.5223276020000001
ecoli_00322,1.5422928376,0.562743565
ecoli_00323,2.2796847532,-0.18603043300000002
ecoli_00324,2.3576513634,-0.12245786700000001
ecoli_00325,2.2342107282,-0.323205256
ecoli_00326,2.4943611745,0.28329132500000004
ecoli_00327,1.6707263448,0.718994317
ecoli_00328,2.1969795764,0.47537334700000006
ecoli_00329,2.7492208417,0.544164443
ecoli_00330,2.7712086379,0.7224076070000001
ecoli_00331,2.3710102186,0.681506826
ecoli_00332,2.8104437665,0.700140815
ecoli_00333,2.2488989312,0.5852645430000001
ecoli_00334,2.4769132519,0.34984537800000004
ecoli_00335,2.5425168389,-0.09002346400000001
ecoli_00336,2.5582861843,-0.123314744
ecoli_00337,2.6505876156,0.701920526
ecoli_00338,2.8095999195,0.692548634
ecoli_00339,2.5392633654,0.074046207
ecoli_00340,2.5055530503,-0.08431245100000001
ecoli_00341,2.6722688035,-0.117376462
ecoli_00342,2.1851696744,0.026718129
ecoli_00343,2.5658397472,0.613684585
ecoli_00344,2.585372016,0.340882104
ecoli_00345,2.5046284966,0.557081487
ecoli_00346,2.858264469,0.45521661300000005
ecoli_00347,2.0780500043,-0.09151174100000001
ecoli_00348,1.9919224348000002,-0.055650541000000005
ecoli_00349,2.0584111092,0.055426037000000004
ecoli_00350,1.9243347227,0.024156959000000002
ecoli_00351,1.2484580574,-0.002915393
ecoli_00352,1.9117680351000002,0.090147241
ecoli_00353,1.9271715696,0.178805755
ecoli_00354,1.9509550051,0.134813121
ecoli_00355,2.0217259089,0.337128468
ecoli_00356,2.0493115986,0.364203025
ecoli_00357,1.5508489637,0.361970656
ecoli_00358,1.8139505057,0.270929923
ecoli_00359,2.2621992017,0.538304878
ecoli_00360,1.9147632190000001,0.302768443
ecoli_00361,2.2319618534,0.396890179
ecoli_00362,2.1782305109,0.446059653
ecoli_00363,0.9620552449,-0.305749278
ecoli_00364,1.9000257305,-0.32984836700000003
ecoli_00365,2.6885002874,-2.016832925
ecoli_00366,2.4381167175,-1.5281764500000001
ecoli_00367,0.5781904752,-1.582285768
ecoli_00368,-0.4194904452,-1.848177686
ecoli_00369,1.8510726833,-0.752830462
ecoli_00370,1.3792674932,-0.7156689460000001
ecoli_00371,1.5760369541,-2.240094089
ecoli_00372,1.8266757613,-1.635160447
ecoli_00373,0.663049161,-2.876157381
ecoli_00374,0.6427296666,-2.361751674
ecoli_00375,0.7700567643,-0.40622275300000005
ecoli_00376,0.9210817237000001,-0.48259462100000006
ecoli_00377,1.9096908943000002,-1.471984821
ecoli_00378,1.1386528291,-1.547937474
ecoli_00379,0.1697142992,-1.130838623
ecoli_00380,-0.2078633104,-1.123806333
ecoli_00381,1.1350660827,-0.7295209890000001
ecoli_00382,1.4148436831,-0.62391708
ecoli_00383,0.9149189664,0.45935951300000005
ecoli_00384,0.9812711594,0.609272782
ecoli_00385,-0.39444209999999996,-0.137308476
ecoli_00386,-0.4027080757,-0.26326193600000003
ecoli_00387,0.5314524714000001,-0.8811623740000001
ecoli_00388,0.4896952858,-1.194755164
ecoli_00389,0.38110296330000004,-0.7515354110000001
ecoli_00390,1.0856992285,-0.9674803940000001
ecoli_00391,0.26143443720000004,-2.532985817
ecoli_00392,0.5173788951,-2.597777849
ecoli_00393,1.7116780656000001,-0.15782569999999999
ecoli_00394,1.3177178398,-0.433146454
ecoli_00395,2.6403223424,0.297052541
ecoli_00396,2.4233157488,0.143513951
ecoli_00397,2.4852071133,0.943651506
ecoli_00398,2.2412497906,0.638197619
ecoli_00399,1.1893308784,0.246153523
ecoli_00400,0.3671828144,0.29567819900000003
ecoli_00401,2.2189111737,0.351656328
ecoli_00402,2.2687564773,0.273779736
ecoli_00403,2.3744482268000002,0.28474021800000004
ecoli_00404,2.1577947454,0.498058759
ecoli_00405,1.6427512374000002,0.218741825
ecoli_00406,2.6503680321000003,0.31177172000000003
ecoli_00407,2.7119288407,0.31523693
ecoli_00408,2.155445818,0.15585369100000002
ecoli_00409,3.8425021357,0.391753617
ecoli_00410,3.6430508539,0.43353327100000005
ecoli_00411,1.7510787613,0.011295607000000001
ecoli_00412,1.5679775819000001,-0.248508165
ecoli_00413,2.4086893291,-0.12071368800000001
ecoli_00414,2.4182720643,0.24418012800000002
ecoli_00415,1.3875357302,0.512761902
ecoli_00416,2.6264698968999998,0.5762305630000001
ecoli_00417,1.2999413579999999,0.050284946000000004
ecoli_00418,1.5883768093000001,0.041737761000000005
ecoli_00419,2.0990192234,0.247940384
ecoli_00420,1.7358435059000001,0.223295766
ecoli_00421,1.6755729462,0.8990653940000001
ecoli_00422,1.6429368286,0.72981996
ecoli_00423,1.9775424774,0.006323199000000001
ecoli_00424,1.4084474958,0.054935092000000005
ecoli_00425,1.9131275417,-0.417153529
ecoli_00426,2.2788948385,-0.33966217200000004
ecoli_00427,1.7015760098000001,0.220556778
ecoli_00428,1.9209877097999999,0.225507263
ecoli_00429,2.7201779493,0.33495597
ecoli_00430,2.8897044119,0.330079277
ecoli_00431,1.521887709,0.47261490600000006
ecoli_00432,2.0552856301,0.56198684
ecoli_00433,1.9763980209,0.562288894
ecoli_00434,2.4325024108,0.588914845
ecoli_00435,2.6758101979,0.168838505
ecoli_00436,2.9787944776,0.32889455900000003
ecoli_00437,3.752875196,0.19307658600000002
ecoli_00438,3.5404059949,0.12914724
ecoli_00439,2.3578969332,0.350430909
ecoli_00440,2.6052774249,0.606011643
ecoli_00441,1.9929815139,0.16623004600000002
ecoli_00442,1.6257049994,0.12759925900000002
ecoli_00443,1.7569537868,0.103779668
ecoli_00444,1.4742664772,0.258817469
