,A,NtrC,RpoS,ArgR,RpoN
SRX5388326,0.46737716370000004,0.3774091391,-0.0464676976,-0.3743351771,0.0879038506
SRX5388327,0.3988849122,0.8794521782,0.1525079147,-0.6212105640000001,0.5254282196
SRX8708326,-0.035242559300000004,0.4751223436,1.1489238172,-1.1268637191,-0.1132155326
SRX8708328,-0.39346846420000003,-0.8661353770000001,-0.9535574264000001,-0.7996221434,-0.6911328299
SRX8708335,0.6832861031,0.2690389141,0.3214886424,0.4140522484,0.1277066992
SRX8708336,-0.179194391,0.3463365336,0.37595319400000005,0.1745738255,0.23094460190000002
SRX8708337,-0.1106232479,0.2507599293,0.25611559,0.2109960695,0.33248152880000004
SRX8708338,0.3346470899,0.2506397535,1.0791934899,0.4064304775,0.035980982
SRX8708339,0.6521272636000001,0.1190404698,1.0597051539,0.3348567709,0.026138008400000003
SRX8708340,0.48945781330000004,0.1210923596,1.1381206653,0.1258577735,-0.0135982142
SRX8708365,13.1541103379,0.5426513779000001,1.622170755,0.6524133399,0.43979642480000003
SRX8708366,13.9802225244,0.5765343429,1.630328173,0.6028947911,0.43952099450000004
SRX8708368,13.5335992161,0.6966647930000001,1.6636496689,0.6272665371,0.4562739089
SRX8708369,0.0302638829,0.3797138467,1.0504523488,0.5339858035,0.1861763673
SRX8708370,2.0143667023,0.2590236841,1.6193279718,0.5002285998,0.40567538470000003
SRX8708371,0.19108877030000002,0.3124270448,0.9067179905,0.29109611690000003,0.1728360484
SRX4166001,0.0424563216,0.3344522064,-0.0149436359,0.036749252600000004,0.0186700901
SRX4166002,0.1828570226,-0.0380588862,0.11154571810000001,-0.0566146519,-0.026457978
SRX4166003,-0.22531334420000002,-0.29639332020000003,-0.09660208220000001,0.0198653994,0.0077878879
SRX4166004,-0.6954850878000001,-0.3999509567,-0.3209949751,0.0807022795,0.1000772972
SRX4166005,-0.43306759250000004,-1.0439841127,-0.02566001,-0.1047828457,0.2272173763
SRX4166006,-0.3764205452,-0.9413859649,0.1234103822,-0.09274741730000001,0.0186607107
SRX4166007,1.1180516976,-0.3226391293,0.0821916754,0.4751906503,-0.16397664920000002
SRX4166008,-0.9478207492,-0.2774397025,-0.2718369396,0.3504715668,-0.0818088515
SRX4166009,-0.6420650067,-0.7964217394,-0.465081438,0.3556453007,-0.23920815480000002
SRX4166010,-0.1556828955,-1.6826768914999999,0.1704232693,0.3834577662,-0.12765023150000002
SRX4166011,2.0846764189,-0.5837374907,0.4081537698,0.6704300612,-0.042669784700000005
SRX4166012,1.9883255605,-1.3794818433,0.6330009816000001,0.6454187164,-0.2116397693
SRX5000481,-0.6653819064000001,-0.0807994457,-0.2433138481,-0.010217712,0.1421779399
SRX5000482,-0.1050614195,0.1508926441,-0.1459609459,-0.0766429396,0.0231040225
SRX5000483,0.3448610253,0.8995975177000001,0.5062158229,-0.40919817480000004,0.3685423819
SRX5000484,-0.41005501120000004,0.35739205220000003,0.24062372440000002,-0.3688199841,0.2093361313
SRX5000485,-0.45036137610000004,0.3373809358,0.5763279917,-0.2222874078,0.31002720300000003
SRX5000486,0.5745244375,0.9828552917000001,0.4344159165,-0.3144966122,0.21135853070000002
SRX5000487,-0.3388176216,0.3987143469,-0.0340645841,0.1252833326,0.1504054015
SRX5000488,-0.1536790132,0.4039068179,0.1373673007,-0.1576997551,0.29685191310000003
SRX5000489,-0.2596122657,0.6360230337,0.1618500966,-0.24439702600000002,0.21970407860000002
SRX5000490,-0.039988767200000004,0.8219060343,0.23008524330000002,-0.41219192390000003,0.23234581640000002
SRX5000491,-0.6212743558,0.5221253626,0.11888536670000001,-0.0240419771,0.2388865048
SRX5000492,2.3837888842,1.7099270965,2.2058783281,-0.6486988238,0.9779298992000001
SRX5000493,0.26972680190000003,0.9099303959,1.5463929589,-0.6789374029,0.7329910784
SRX5000494,0.5081996723000001,0.8771269552000001,1.5465523339,-0.6797419631,0.7106926615
SRX5000495,2.4504720841,1.8744289337,2.1491733149,-0.7120433032,1.0221013278
SRX5000496,3.2783689328,2.0430482866,2.1329357684,-0.7056322180000001,1.0354200718
SRX5000497,0.1169457077,-0.0206573528,0.0210148894,-0.047462752000000004,0.0056550354
SRX5000498,0.1258747805,0.078957026,-0.0068872937,-0.015386583,-0.0366215577
SRX5000499,0.4873800165,1.0881578187,1.4982614116000001,-0.66417763,0.7401836005
SRX5000500,-0.2428204883,-0.0582996733,-0.0141275957,0.062849335,0.0309665223
SRX5000501,0.0816886627,0.3471453585,-0.1514425049,-0.1045618756,0.0201608474
SRX5000502,0.18950572200000002,-0.134384331,-0.2520101652,-0.0031275078,-0.0990623285
SRX5000503,-0.3638257997,0.28262730140000003,-0.2119717838,-0.0480229395,-0.0159438682
SRX5000504,-0.3868595295,-0.0999288457,-0.2789532087,0.012843585400000001,-0.0845836091
SRX5000505,-0.2423009378,-0.10226267080000001,-0.3180199752,0.0468093879,-0.1271983207
SRX5000506,0.0301623964,-0.1920903022,-0.3447651923,-0.0964832377,-0.1509171923
SRX5000507,-0.2935662477,0.41115256910000003,-0.1675624218,0.3003504533,0.010462676
SRX5000508,-0.3521102185,0.0861682642,-0.13752596250000002,0.1596635422,-0.0457804432
SRX5000509,-0.11656006860000001,0.0220258456,-0.39964953610000004,-0.1172774231,-0.036417566400000004
SRX5000510,0.0771303638,-0.1637682295,-0.33649330590000004,-0.1898840608,-0.0024655355
SRX5000511,-0.1158253161,-0.25312048800000003,-0.4368011885,0.015506933300000001,-0.17237837550000001
SRX5000512,-0.5854816906,0.3732335331,-0.00044558360000000003,-0.1161504091,0.3454423003
SRX5000513,-0.38904431700000003,-0.0055359508,-0.0794965262,-0.0369351365,0.1661023492
SRX5000514,-0.2335538064,-0.0203645818,-0.27334394170000004,-0.2633853798,0.0069233189
SRX5000515,-0.6326780565,0.5094362118,-0.18113965310000002,-0.0706114467,0.0078759402
SRX5000516,0.035500766,0.19101115570000002,-0.31204513370000003,-0.15231188210000002,-0.0371029941
SRX4124772,0.543440915,-0.43884914680000003,-0.49517866,0.29564346280000003,-0.4889311209
SRX4124773,-0.4329550324,0.0155606358,-0.6850216894000001,0.3958733112,-0.3461274985
SRX4124774,-0.9559113088000001,-0.0840307327,-0.0589104713,0.0975523437,0.0295405662
SRX4124775,0.9559113088000001,0.0840307327,0.0589104713,-0.0975523437,-0.0295405662
SRX5323946,0.6604549798,0.17992838220000001,-0.0021173035000000002,-0.17488993500000002,-0.11171068790000001
SRX5323947,-0.6604549798,-0.17992838220000001,0.0021173035000000002,0.17488993500000002,0.11171068790000001
SRX5323948,2.2777817561,0.5423977039,0.016984035,0.24971090580000002,0.10587440520000001
SRX5323949,1.4041014509,0.7810829503000001,0.35789443460000003,0.34154927,0.3526639172
SRX5323950,3.0203550862,1.1225528848,-0.1741824068,0.0730655976,0.0891209219
SRX5323951,2.6159127828,1.1249195331,-0.0020415394,0.0234178869,0.0793209252
SRX5323952,1.0916385397,0.6859875539,-0.15829524220000002,-0.3250900134,0.0505224396
SRX5323953,1.0969960539,0.8573149614000001,0.1624624264,-0.2177717924,0.2609849798
SRX5323954,1.3664044459,0.8893339320000001,0.1004713727,-0.045876971,0.2690268468
SRX5323955,0.7957871178,0.5452346729,0.16673926790000002,0.1356113662,0.2883648219
DRX093856,1.1729663002,0.0505813819,0.4140839995,-0.12782398620000002,-0.14451331480000001
DRX093857,8.9901670087,0.0290500248,2.399324073,-0.0344435811,0.5829581314
DRX093858,9.1963336361,-0.1384159473,2.2966458556,-0.25441495540000003,0.7507589913
DRX093859,6.7025317300000005,0.43653877150000003,1.7371900122000001,-0.6313751590000001,0.6338411391000001
DRX093860,0.23285538630000002,1.0253136336,0.6600899788,-0.5026560831,0.1012491726
DRX093861,-0.7274853183000001,-0.0425570511,-0.1946585503,0.09687072990000001,0.0210343274
DRX093862,9.5068570475,-0.1537010341,2.4262228295,-0.3912878709,0.8027361321
DRX093863,8.548718334,-0.32235385990000004,2.1541754593,-0.1634162861,0.7326511170000001
DRX093864,4.3594177183,0.21175527230000002,2.1176443595,-0.037392645,0.45745643490000004
DRX093865,0.41626495890000004,0.5249782559,0.4308034315,-0.8743154317,-0.1492108814
DRX093866,-0.445480982,-0.0080243308,-0.2194254492,0.030953256300000002,0.1234789874
DRX093867,9.0258724189,-0.2336130466,2.3681153355,-0.15008812330000001,0.8153860677
DRX093868,9.1955315761,-0.3783608744,1.8514521350000002,-0.5594707636,0.8763282136
DRX093869,8.3516417844,-0.1241543091,1.821659723,-0.5003500699,0.3383038715
DRX093870,1.6013683858999999,0.050440259800000005,0.5715693014000001,-0.5998332357,-0.3248396114
SRX6366242,1.9774327584,0.5117486325,-0.1459378677,-0.0043077378,0.2608885671
SRX6366243,1.5239056539,0.3025371016,-0.13052813970000002,-0.062491652,0.037284704
SRX6366244,-2.864145453,1.1070047135,-0.001747276,-0.3647736057,0.7574380166
SRX6366245,1.3629161948,0.4693224908,-0.0193306954,0.2278418854,0.1340741125
SRX6366246,2.0682747987,0.2798058637,-0.2676889966,-0.0716365778,0.0846833166
SRX6366247,-2.9212509393,0.8515738485000001,-0.27012411740000003,-0.07631006700000001,0.6506468641
SRX6366248,0.8043528326,-0.15024010340000002,-0.0430051467,0.0643245482,0.1590394486
SRX6366249,2.1537424497,-0.07860156360000001,-0.3205679647,-0.3807577781,0.2606291857
SRX6366250,1.6876922852,-0.13521967710000002,-0.2565512454,0.0290385641,0.052808795000000006
SRX6366251,2.3605097795,-0.106641339,-0.3164682401,-0.1803886265,0.0054158345
SRX6366252,0.4717782245,-0.1977708314,0.10509101900000001,-0.028666019100000002,-0.11346479940000001
SRX6366253,-0.4717782245,0.1977708314,-0.10509101900000001,0.028666019100000002,0.11346479940000001
SRX254739,-5.9406812532,-1.6935764723000002,-2.373244374,-0.20078887650000002,-0.3370845417
SRX254740,-5.5475219098,-1.6044681283000002,-2.4959513933,-0.3993142826,-0.4163181777
SRX254741,-5.8426871235,-1.653901184,-2.4748125282,-0.608310778,-0.2960953123
SRX254742,-5.4833895815,-1.5713331567000002,-2.4691800849,-0.3646350935,-0.441816786
SRX254743,-5.5218413991,-1.5125947111,-2.4427920557,-0.3975050698,-0.38243818890000003
SRX254744,-5.8637055248,-1.5121067153,-2.4424174764,-0.4449510419,-0.2122287609
SRX254745,-5.8653198243,-0.8820263563,-2.7333867357,-0.07612928120000001,-0.46056945530000004
SRX254746,-6.38337209,-1.2596514185,-2.569872578,-0.21267070670000002,-0.2002519023
SRX254747,-5.8659337772,-0.8693659848,-2.466104563,0.1473823547,-0.6068786716
SRX254748,-5.2974311726,-0.4156273022,-1.5646125638,-0.15733076340000002,0.2052890535
SRX254749,-6.2860509658,-0.7161752059000001,-1.1485833326,-0.053910844900000005,0.09581908930000001
SRX254750,-6.4828793917,-1.1492017235,-1.7206434247,0.4284555043,-0.0617932567
SRX254751,-5.3939453976,-0.7031005050000001,-0.2783557541,0.08828843530000001,0.5721951426
SRX254752,-6.4859841913,-0.8857290454000001,-0.4467517999,-0.1216297528,0.7016635309
SRX254753,-6.649772814,-0.7931126774,-0.19843931880000001,0.26975149,0.4294089581
SRX254754,-6.1693635672,-0.1069644193,0.0860430848,1.034173142,0.9029021683
SRX254755,-6.4448640455,0.2208133787,-1.0350482357,1.1601626266,0.8219234442000001
SRX254756,-6.7901097352,0.2161023354,-1.0095980318,0.9977755186,0.719545192
SRX254757,-4.8511759016,-1.7094372758,-0.9143233439,-0.5233710021,-0.2866902405
SRX254758,-5.4716809206,-1.660543928,-3.0304844096,-0.0805511496,-0.4654027885
SRX254759,-5.6809176758,-1.7078807395000002,-2.3502445857,-0.207465207,-0.6213628487
SRX254760,-5.6239051375999995,-0.6422934197,-0.8860022938000001,0.39604699790000003,0.0857823655
SRX254761,-6.7516609602,-1.2379177005,-1.1232635512,0.3038518316,0.25966465380000003
SRX254762,-5.5094830706,-1.0200571978,-0.9246950864000001,0.4555909657,0.3059426476
SRX254763,-5.3520285644,-0.6359007161,-0.36130519450000004,0.41952600300000004,0.6988776733000001
SRX254764,-5.4389622158,-0.8005499525,-1.4953407894000001,0.4823855395,0.4924719739
SRX254765,-7.2246720287,0.0393483996,-1.5915028724,0.6427004012,0.325882691
SRX254766,-4.764213874,-1.8737527976,-1.8000524281999999,-0.0787301833,-0.3932828266
SRX254767,-5.5299413955,-1.4514311872,-2.666803664,0.0657179429,-0.4713993386
SRX254768,-4.149288705,-1.3966289554,-2.7083049772,0.0913375497,-0.42365575180000004
SRX254772,-0.7472802578000001,0.08502783100000001,1.7195673503000002,-0.3086488148,0.9263845730000001
SRX254773,-1.7541073282,0.0961479001,2.4021301992,0.21482747770000002,0.5931826556
SRX254774,-0.9754823121,0.10156417370000001,2.2073355249,0.24822844970000002,0.44072321010000004
SRX254775,1.2047270337,0.24866030990000001,0.7896476372,-0.385919848,0.3332806425
SRX254776,1.2413614943,-0.1070050347,1.188102589,-0.3801262036,0.4064985734
SRX254777,2.2601915313,0.9890080207,0.8891834466,-0.1272192145,-0.1569107627
SRX254778,-0.5316352379,0.2638274402,1.621948329,0.7766834174,0.46660565140000004
SRX254779,-0.5260039765,0.09807511170000001,1.9996245905,0.4490480295,0.4245937487
SRX254780,-0.9380758252,0.179118267,1.9175695834000002,0.3948643765,0.5396885728
SRX254781,1.5437997827999999,0.7172349769,0.817009371,0.2740025893,0.4019713749
SRX254782,1.285170081,0.3889528165,1.1626846606,0.09346660130000001,0.4813216382
SRX254783,1.9339621071000002,0.9552678596,0.6022353714,0.0081420927,0.32214521630000004
SRX254784,2.0308031985,1.0270914613,0.2890922358,0.22564059120000002,-0.1661223011
SRX254785,1.4938543764,0.3657221571,0.9195535796000001,0.062203318800000004,-0.1354554259
SRX254786,1.4495743694,0.136880373,0.5176521782,0.1514847635,-0.1983910386
SRX7136401,-0.1115344084,0.0525827632,0.0174765734,-0.0572164682,0.0874676175
SRX7136403,-0.46249650880000004,0.0034218602,-0.009966389800000001,0.1133607492,-0.0857522954
SRX7136405,-0.23881428370000002,0.1507584449,1.0669382807,1.3628484388,-0.1024873978
SRX7136407,-0.1793813834,-0.0867166911,0.9450229699,1.104969759,0.31734865500000004
SRX7136409,0.07522910590000001,0.260672607,0.9527041690000001,1.2713132087,-0.2245563314
SRX7136411,0.5740309172,-0.0560046234,-0.0075101835,-0.0561442811,-0.0017153221
SRX3754949,0.0373261292,0.07803436200000001,0.0565770898,-0.1015461228,-0.018965397000000002
SRX3754950,0.17251479890000002,0.0243031545,0.0280506574,-0.0516350402,-0.0492457992
SRX3754951,-0.20984092810000002,-0.1023375165,-0.0846277472,0.1531811629,0.0682111962
SRX3754952,-0.0820251592,-0.0267189125,0.0888582535,0.1291745798,-0.1678841442
SRX3754953,-0.0965545543,0.0516918633,0.0564971266,-0.038853907,-0.0740861689
SRX3754954,-0.502607891,-0.136596948,-0.0300399885,0.3227149733,-0.0508847833
SRX3754955,-21.4542118049,-2.0889366323,-2.745274184,0.9642281407000001,-0.0467724942
SRX3754956,-21.5710384959,-2.1762248131,-2.7439041613,0.8021454272,-0.026263383600000002
SRX3754957,-21.2997133876,-2.2011125004,-2.7750574036,0.7226770254,0.0049325761
SRX3754966,0.8437270599000001,0.5336346793,-0.1260632258,-0.2910362208,0.2329668605
SRX3754967,0.8519772736000001,0.3956691795,-0.09416479030000001,-0.3988127571,0.2143701607
SRX3754969,1.1361517857,0.602275368,-0.3154801144,-0.5465348019,0.35140598040000004
SRX1424798,-0.5275506584,-0.1684254858,0.0691230146,-0.0996517143,-0.0237999084
SRX1424799,0.5275506584,0.1684254858,-0.0691230146,0.0996517143,0.0237999084
SRX1424800,-0.014411452100000001,0.21210151060000001,0.1863535608,0.1746065285,0.0206088237
SRX1424801,0.25070646480000003,0.45615289740000003,-0.2782638174,0.06442434770000001,-0.1809677224
SRX1424802,-0.7993677909,0.6146140241,0.5575771193,0.9487200697,0.7520447617
SRX1424803,-0.4831282496,0.5093143856,0.3338455225,1.020864847,0.2798066743
SRX1424804,2.9626415685,3.094851706,1.4601972966,0.5216479619000001,0.4695287676
SRX1424805,3.5938816611,3.4143861681,1.6889628481,0.8486069361,0.5068352231000001
SRX1424806,1.8111433376,0.2505885852,-5.5813733639,1.2280101391,0.6602232619
SRX1424807,1.3318036100000001,0.1720184562,-5.7257479064,1.2280573517,1.0244395902
SRX1424808,1.6472582924,0.18333416400000002,0.9577946779000001,-0.0598657139,0.5121632686
SRX1424809,2.2121131578,0.3690677773,1.036078499,-0.1044986834,0.5204034738000001
SRX1424816,2.5943974328,0.4836005748,-2.6363265456000002,-0.0868384095,1.0226028269
SRX1424817,3.98920263,0.750901526,-3.4468190392,0.1873223483,1.0646386190000001
SRX1424818,5.9558275399,2.2911059124,0.3304707254,-0.3530712471,0.2127955362
SRX1424819,6.0640225804,2.3596903135,0.43215976640000003,-0.3160612398,0.366356687
SRX1424824,7.9155900857,2.3561514652,1.9877141265,0.18145559190000002,0.4550598357
SRX1424825,7.643063003,2.3500957145,2.06780527,0.2746433877,0.5087376131
SRX1424826,7.5597663162,2.5341390109,-5.6119542399,0.4814354877,0.7794213024000001
SRX1424827,7.9846624806,2.8811579709,-5.8423347759,0.5739179351,0.8893153026
SRX1424828,3.7974529357,1.253216465,0.5579692054000001,-0.0107351289,0.41899030530000003
SRX1424829,4.2257918123,1.2957473632,0.4616365456,-0.0048251182,0.3981715483
SRX1424830,4.5168016275,1.6208812503,0.5051351337000001,-0.1662379541,0.6297174367
SRX1424831,4.2504905779,1.4833166807,0.5051997424,-0.07419871360000001,0.2917655292
SRX1424834,5.8756254848000005,0.4336714244,1.5527850871000002,0.3027384803,0.38022894900000004
SRX1424835,6.007286098,0.597694165,1.437596027,0.3196063565,0.3411568961
SRX1424840,2.6815377277,-0.06475023270000001,1.0307075964,0.6491218681,-1.2905609049
SRX1424841,2.8914237647,0.2591223538,0.693432622,0.7671281729,-1.4970035948
SRX1424842,3.8537904139,-0.34803647190000003,0.802391139,0.4253741474,-1.0817071935
SRX1424843,3.3164384776,-0.6555785639,0.3138153546,0.2039493993,-1.4462539848
SRX1424844,7.793718281,1.3456823967,2.8254353854,0.6567057943,0.182428791
SRX1424845,7.9692616436,1.0686283277,3.1626229327,0.43843455870000003,0.024659175300000002
SRX1424846,10.4918977536,1.6527143061,-4.1650761082,-0.2329487755,-0.4386811816
SRX1424847,10.1837547283,2.0362249353,-3.0448556455,0.0134894878,-0.1024198662
SRX5060277,6.7342724041,0.1771750983,0.6057656301000001,0.18592664450000002,0.2386640975
SRX5060279,8.9504071815,-0.9845441624000001,0.9964218241,-1.0704593448,-0.1684187218
SRX5060281,-6.7342724041,-0.1771750983,-0.6057656301000001,-0.18592664450000002,-0.2386640975
SRX5060283,7.9972763594,-0.9556601069,0.9005725640000001,-0.7314577696,-0.0228829942
SRX5936089,0.0636662003,-0.1856001259,-0.0494246002,0.08395170040000001,-0.0196198639
SRX5936090,-0.09314671000000001,0.0063938806,0.3250839017,-0.0678148906,-0.0318401436
SRX5936091,-0.0612038258,-0.0316129078,-0.044937484900000005,0.2713622337,-0.0963327343
SRX5936092,0.0906843355,0.21081915310000002,-0.2307218167,-0.2874990436,0.14779274180000002
SRX5936093,1.8107734574,0.8683278892,1.4132503523,-0.6352340332,-0.3344968054
SRX5936094,1.0197334898,0.8443056101,1.8310143856,-0.7017542591,-0.5353306447
SRX5936095,14.8127342061,0.8184947765,1.9834829578000002,-1.6559519948,-0.2716575495
SRX5936096,14.8402690395,0.9704443069,1.8564867267,-1.5950664521,-0.5129026357
SRX5936097,16.4417646894,0.8186846406,1.5082118495999999,-1.3708551155,-0.47169586820000003
SRX5936098,16.7225034406,0.8903360643,1.7303818525999999,-1.3283941183,-0.3484217052
SRX5936099,17.2351034631,0.7567492948000001,1.0139271353,-1.715450267,-0.3339154837
SRX5936100,17.8925846881,0.8741828972000001,1.4665190075,-1.8744076763000002,-0.514760847
SRX5936101,16.7189520379,0.700188318,1.1059995785,-0.9205129436,-0.5037713858
SRX5936102,16.9158452798,0.8641339290000001,1.3754092768000001,-1.0400780235,-0.38828733860000003
SRX5936103,16.0487552928,0.6965667615000001,0.8201197469,-0.5443535824,-0.34540403670000003
SRX5936104,15.8756836404,0.9094394986000001,0.6407955769,-0.16771922520000002,-0.3384829186
SRX5936105,17.2118847309,0.4939117806,0.1793634335,-0.32827089400000004,-0.5963331741
SRX5936106,17.7422329483,0.8000068395000001,0.5665861573000001,-0.2985874563,-0.4496439264
SRX5936107,18.4001216367,0.6577255359,0.26519346850000003,-0.21794244910000002,-0.3109148447
SRX5936108,19.0105296501,0.7968740626,0.3958972737,-0.34373601130000003,-0.4887972379
SRX5936109,19.7922700494,0.5498264517,0.5883044162000001,-0.250355388,-0.3804162424
SRX5936110,19.5805559885,0.5619486118,0.21102673260000002,-0.175986538,-0.5454419843
SRX5936111,20.1102793546,0.5376795037000001,-0.09207658610000001,-0.0009321419,-0.4447907135
SRX5936112,20.0477955341,0.7437556466,0.24790343380000002,0.1284732187,-0.38208444
SRX5936113,20.6113030326,0.7001970200000001,0.32098143830000003,0.3551537824,-0.3208361008
SRX5936114,20.6048188643,0.56472256,0.40802398440000004,0.3138831252,-0.2116956213
SRX5936115,19.7677806102,0.1210281134,-0.4077978564,0.2361405832,-0.6679325271000001
SRX5936116,20.4291562207,0.4108415896,0.0439626796,0.1411055709,-0.6049533577
SRX5936118,19.7926633052,0.1554765374,0.3715201365,0.3868091879,-0.5161301915000001
SRX5936119,20.1146328834,0.2761398685,0.8854455315,0.35325792440000003,-0.3197055133
SRX5936121,19.7705321858,-0.0366575684,1.0418731134,0.23976465870000002,-0.4674273114
SRX5936122,19.6291358361,-0.1274630128,0.9789681670000001,0.0998144328,-0.6544568592000001
SRX5936123,18.4058655258,-0.1685984151,1.1670302936,0.2078477285,-0.4640836266
SRX5936124,19.1731584386,0.1733217826,1.4096692552,0.1276466665,-0.3064939101
SRX5936125,17.8144988882,0.0342149987,1.1502919242,0.20038844460000002,-0.5921948133
SRX5936126,17.7782684247,-0.008513370400000001,0.8564049618,0.1068135957,-0.9063604909
SRX5936128,-1.5543603802,2.3625705407,0.13144351340000002,0.4324036925,-0.1769799193
SRX5936129,-1.4742286123000001,2.7688034749,0.30361481970000004,0.4158994549,-0.1587743147
SRX5936130,-3.1749443184,0.3214169955,0.2744457372,0.3403600088,-0.3253366042
SRX5936131,-2.8552670151,0.2614912306,0.5152601946,0.0098049995,-0.27587328110000003
SRX5936132,0.1168875694,-0.7759305651,1.448017448,-1.204096339,-0.0937495083
SRX5936133,-0.1976966776,-0.6063998877,1.7789350446,-1.9013763349000001,0.0329290037
SRX5936134,-1.2004289616000001,-0.3095967233,0.752750196,-0.2218729421,0.1279006758
SRX5936135,-1.4078999368,-0.35865885270000003,0.8383092132000001,-0.4249788568,0.1680574896
SRX5936137,-1.168207201,1.6756138367,1.2310382207,0.0198262579,0.19543445280000002
SRX5936138,-0.5565467867,1.8953942374000001,1.3411167455,-0.3286158818,0.21514563020000002
SRX5936139,-1.115342777,1.5914926195999999,0.9260980699,0.43735568550000004,-0.0651376319
SRX5936140,-0.7902176581,1.711333068,1.2464128133,0.2047598465,-0.12907360680000002
SRX5936141,-1.6343417019,1.603128204,0.6961181696000001,0.1335527792,-0.1443487743
SRX5936142,-1.9009835485000002,1.5803617182,0.7406392183,0.1295266868,-0.23335580220000002
SRX5936143,-1.3295664448,1.1231767097,0.6015873578,0.5309625342000001,-0.28970901660000004
SRX5936144,-1.1179454739,1.0543174883,0.7457973137,0.2963663965,-0.12608012470000002
SRX8557650,-0.4147520389,-0.0456591576,-0.0398104293,0.0065998436,-0.0205066946
SRX8557651,0.1989195376,0.0311985161,-0.020420220700000002,0.1096299818,-0.0220815172
SRX8557652,0.2158325013,0.0144606416,0.060230650100000005,-0.1162298254,0.042588211800000005
SRX8557653,5.3516975423,-0.18791973750000002,1.6937650467,-0.0996234322,0.47437197870000003
SRX8557654,6.4302342406,-0.09743634570000001,1.7596999202,-0.1505127993,0.4525355659
SRX8557655,5.7416789756,-0.1569063459,1.7635603349000002,-0.09435456240000001,0.4707823245
SRX8557656,16.400934198,0.5979392729,0.8397813479,1.0068509813,-0.2985842556
SRX8557657,16.016481962,0.6558071481000001,0.9857593877,1.2580888789,-0.0492220041
SRX8557658,15.9298388564,0.5741087149,0.8998909789,1.1791020958,-0.27260432090000003
SRX8557659,10.0031433481,0.11386218120000001,1.129107084,1.1706239018,0.8113999308000001
SRX8557660,11.5069392896,0.040539735300000004,1.2479993710000001,0.7829336087000001,0.8187878441
SRX8557661,11.142052551,0.2851976658,1.1740592282,0.9264619753000001,0.7680344932000001
SRX8557662,12.5988184048,-1.2716269058,1.9708670199,-0.814671236,0.5140600312
SRX8557663,11.5424545261,-1.1685377812,2.0312513763,-0.4718972488,0.6282260733
SRX8557664,11.2733985913,-0.8392483969000001,2.0099909478,-0.46551384290000003,0.6578425466000001
SRX8557665,11.2996253434,-0.5775118180000001,1.732054207,0.0003881094,0.6570961086
SRX8557666,9.0342894087,-0.8225024032,2.0926971505,-0.23266692730000002,0.6601336963000001
SRX8557667,11.1291407284,-0.5115700595,1.1477630258,-0.1988889221,0.813550663
SRX3405147,-0.5952310341,-0.2273082686,-0.0066568021,0.1302439642,-0.1160962755
SRX3405148,0.687691448,-0.1150642327,-0.0094798624,-0.0235058037,-0.0964764298
SRX3405149,-0.092460414,0.3423725013,0.0161366646,-0.1067381605,0.21257270520000002
SRX3405150,-1.1513548003,0.8173455114,-1.1042657157,-0.0882216098,0.0288556136
SRX3405151,-0.20451387170000002,0.9839092908,-2.2618533364,-0.6972723854,0.1738443362
SRX3405152,-1.2667790411,0.5202668477,-1.7348352055,-0.6874457734,0.5938840013000001
SRX3405153,0.1907156901,0.1853915089,-0.9940964981,-0.4763328839,0.011123134000000002
SRX3405154,0.7795665593000001,0.1632923611,-1.2027550962,-0.8463166126,-0.053689956500000004
SRX3405155,0.4556213859,0.043659217300000004,-1.1673185763,-0.7671224258,-0.038231370800000004
SRX3405156,-1.7084766953,0.3145469434,-2.497326525,-1.0552201913,0.5493162095
SRX3405157,1.1331036877,0.4013281031,-1.689505862,-0.9515982021,0.2779002582
SRX312063,-0.7655061976,-1.8363391972,0.9765796421,1.3169589791,-1.4424899761
SRX312064,-0.4018290464,-2.0481130932,1.0117880238999999,1.2937915059,-1.3521513710000002
SRX312065,-1.0468328982,-2.1151271017,1.0681569503,1.4106223278,-1.2438902417
SRX312066,0.5529256131,-3.2954457216,0.2214826281,0.5020368406,-1.5393815517
SRX312067,0.2348932236,-3.1594502934,0.2100340125,0.4051898913,-1.5013119048
SRX312068,0.8838091742,-2.8972149974,0.0684716985,-0.0078872947,-1.9001854265
SRX312069,0.9709525399000001,-2.9003775488,0.0715059245,-0.011234483200000001,-1.9001019703000002
SRX312070,0.0821520728,-0.0366947455,-0.00920911,0.0149424293,-0.008820183300000001
SRX312071,-0.0821520728,0.0366947455,0.00920911,-0.0149424293,0.008820183300000001
SRX312072,-1.6177490934,-2.1310460823,0.9121735129,0.8199987628000001,-0.3058829711
SRX312073,-2.0688904185,-2.1061363339,0.8854798024,0.7821039550000001,-0.2804556458
SRX312074,-1.4887640061,-1.8690055766,1.5371796020000001,0.7479150304000001,-0.29909998930000004
SRX312075,-1.0604609696,-1.8794296319,1.5392718386,0.6200975223,-0.3293867962
SRX312076,-1.8010009466999999,-2.3123267799000002,0.8901228577,0.7193939297,-1.104978856
ecoli_00001,-0.3477686841,-0.0663149515,-0.049727751,0.050759305500000004,-0.0046102245
ecoli_00002,0.3477686841,0.0663149515,0.049727751,-0.050759305500000004,0.0046102245
ecoli_00003,3.2319484416,-0.9027221265,1.650326502,-0.3664174665,0.7030172055
ecoli_00004,3.9230734530999998,-0.8100453285,1.6437026920000002,-0.4930214825,0.8161369585
