,A,SgrR,DksA
hns_stpA__delhns_delstpA_delrpoS__1,-0.1563009011,-1.2913462751,-2.4607235254
hns_stpA__delhns_delstpA_delrpoS__2,0.1244736785,-1.6843157376,-2.1626817049
hns_stpA__wt__1,-0.0350887243,0.5492421769,0.058993369600000005
hns_stpA__wt__2,0.0350887243,-0.5492421769,-0.058993369600000005
hns_stpA__delhns_delstpA__1,-0.8681253805,-1.8299385457000001,-1.2043720085
hns_stpA__delhns_delstpA__2,-0.9186179065000001,-1.7352625895,-1.0030115669
hu__wt_log_pH7__1,1.3280368217,-0.0791297977,1.3730350564
hu__wt_log_pH7__2,1.192995998,-0.041550634100000004,1.093095781
hu__wt_log_pH7__3,1.8207509558,0.1125935396,0.9309803722000001
hu__wt_lag_pH7__1,0.49138986230000004,-0.0897967886,-0.40904221350000003
hu__wt_lag_pH7__2,0.76874538,-0.43207780910000004,-0.7230018094
hu__wt_lag_pH7__3,-1.2601352423,0.5218745977,1.132044023
hu__delhupA_lag_pH7__1,0.3165264604,-0.0894821097,0.7212907246
hu__delhupA_lag_pH7__2,0.8243118314000001,-0.7610831774,0.232643008
hu__delhupA_lag_pH7__3,-0.8459934313,0.45132237420000004,1.3474372136000001
hu__delhupB_lag_pH7__1,0.8076468986,0.1104635328,-0.3803001304
hu__delhupB_lag_pH7__2,0.8979529248,-0.0653497049,-0.5832884081
hu__delhupB_lag_pH7__3,-0.7610613612,0.437919932,1.5479567936
hu__delhupAhupB_lag_pH7__1,0.6008316543000001,-0.0234313199,1.3991117273
hu__delhupAhupB_lag_pH7__2,0.8498890143000001,-0.2798001338,0.23977434930000002
hu__delhupAhupB_lag_pH7__3,0.521554625,0.7560038856,1.8278457465
hu__hupAE34K_hupB_lag_pH7__1,0.7530671959,0.1350269509,-0.6892603243000001
hu__hupAE34K_hupB_lag_pH7__2,0.8814531435,-0.28957849880000003,-0.6501959321
hu__hupAE34K_hupB_lag_pH7__3,-1.0194111841,0.4893450968,0.5784791775
hu__hupAE34K_delhupB_lag_pH7__1,0.5517182495,-0.1375783918,-0.4049387384
hu__hupAE34K_delhupB_lag_pH7__2,1.0193837044,-0.705850135,-0.8823834504
hu__hupAE34K_delhupB_lag_pH7__3,-1.1571079859,0.7024403489000001,0.9443380087000001
hu__wt_lag_pH5__1,-0.11611457950000001,0.5876825394,-0.5932866450000001
hu__wt_lag_pH5__2,0.2126068572,0.6630804039,-0.7581349198
hu__wt_lag_pH5__3,-0.303343495,0.7845150711000001,0.3160843168
hu__delhupA_lag_pH5__1,0.1430063423,0.5524453786,-0.4562509826
hu__delhupA_lag_pH5__2,0.2801186872,0.5371978593,-0.7538521799
hu__delhupA_lag_pH5__3,0.3257192801,0.7054692125,0.18290475790000002
hu__delhupAhupB_lag_pH5__1,-0.2346058942,0.7306978183,-0.5575266830000001
hu__delhupAhupB_lag_pH5__2,0.0721742611,0.6828862422,-0.5880696659
hu__delhupAhupB_lag_pH5__3,0.209461482,1.2116673421,0.6665196614000001
hu__hupAE34K_hupB_lag_pH5__1,-0.34019368380000004,0.2200579685,-0.6483506995
hu__hupAE34K_hupB_lag_pH5__2,0.7720737152,0.8754460248,0.3249828327
hu__hupAE34K_hupB_lag_pH5__3,0.3283495524,0.6043619305,0.3364440817
hu__hupAE34K_delhupB_lag_pH5__1,0.4122174329,0.6363234088,0.30989083900000003
hu__hupAE34K_delhupB_lag_pH5__2,0.1766891514,0.3410572971,-1.0373620768
hu__hupAE34K_delhupB_lag_pH5__3,0.1578659539,0.49743334770000003,0.2390791828
hyperpersistence__low_GFP__1,-0.7636694804,-1.8463230764,-0.5841812732
hyperpersistence__wt__1,0.1614238931,0.0119479852,-0.1786517087
hyperpersistence__high_GFP__1,-0.0739674896,-1.9890201226,-0.6594080027
hyperpersistence__pth_mut__1,2.2114427798,-0.1988211716,-0.1155159999
hyperpersistence__pth_mut__2,2.585902774,-0.2930142804,-0.5268853962
hyperpersistence__metG_mut__1,2.2817279151,-0.3394887862,-0.16629270540000002
hyperpersistence__metG_mut__2,2.1482029781,-0.5034871119000001,0.29063504700000004
hyperpersistence__high_GFP__2,-0.1243834218,-1.4152756421000001,-0.5214144718
hyperpersistence__wt__2,-0.1614238931,-0.0119479852,0.1786517087
hyperpersistence__low_GFP__2,-0.8059937604,-1.5062304403,-0.6167597737
kan_efg__cpxAF218Y__1,-1.8707677205,0.3656530897,0.1110920135
kan_efg__cpxAF218Y__2,-1.8748095759,0.2043132335,0.0498633049
kan_efg__cyaAN600Y__1,-0.9077183945,0.12120037460000001,-0.2714510757
kan_efg__cyaAN600Y__2,-2.6099339135,0.47809309980000003,0.1179569339
kan_efg__fusAA608E__1,1.0768089892,-0.0664459778,0.20633050690000002
kan_efg__fusAA608E__2,0.5635829509,0.09361268240000001,0.16896461100000001
kan_efg__fusAA608E_cpxAF218Y__1,-0.19627856470000002,0.048320393600000004,-0.19513902060000002
kan_efg__fusAA608E_cpxAF218Y__2,0.5521025137000001,0.39089219340000003,0.0827600864
kan_efg__fusAA608E_cyaAN600Y__1,0.7591608554,0.2571875008,-0.2747088748
kan_efg__fusAA608E_cyaAN600Y__2,-0.23662238200000002,0.4407330056,-0.2349414732
kan_efg__fusAA608E_rpoDL261Q__1,-0.0292670275,0.7474691925,-0.1466194891
kan_efg__fusAA608E_rpoDL261Q__2,0.5840031381,0.38919163830000003,-0.0532749834
kan_efg__fusAA608E_topAS180L__1,-0.6574102517,-0.12346235600000001,-0.6209428823
kan_efg__fusAA608E_topAS180L__2,-0.1343258097,-0.18073053560000002,-0.43346970770000004
kan_efg__rpoDL261Q__1,-0.6816879225,0.21567763820000002,-0.4527488253
kan_efg__rpoDL261Q__2,-0.6720282425,0.6296385685,-0.4059949994
kan_efg__wt__1,0.0946389487,-0.0942618492,0.0656022316
kan_efg__wt__2,-0.0946389487,0.0942618492,-0.0656022316
lrp__wt_min_log__1,0.5291150573,0.0709054465,-0.0268025954
lrp__wt_min_log__2,-0.5291150573,-0.0709054465,0.0268025954
lrp__wt_min_trans__1,-5.7939922334,0.052141064300000005,0.08259417000000001
lrp__wt_min_trans__2,-6.2476170276,0.0520429319,0.0950613495
lrp__wt_min_stat__1,-4.0014501876,-1.5652195470999999,0.9495088774
lrp__wt_min_stat__2,-4.0009629568,-0.3219576912,0.9955627720000001
lrp__wt_liv_log__1,-0.5540848602,-0.0485995518,0.0191289911
lrp__wt_liv_log__2,-0.3200200816,-0.010235098500000001,-0.2106103278
lrp__wt_liv_trans__1,-1.2111508251,0.3030963514,-0.29668370720000004
lrp__wt_liv_trans__2,-0.1595650493,0.444004724,-0.2514261246
lrp__wt_liv_stat__1,-2.8746476396,-1.8139773161,0.7414834172
lrp__wt_liv_stat__2,-3.8979657268,-1.5396422787000001,0.8100682606
lrp__wt_rich_log__1,-2.7106578127,-0.26154023120000003,0.1433613251
lrp__wt_rich_log__2,-2.6525699145,-0.3269908465,-0.18515552070000002
lrp__wt_rich_trans__1,-4.2531699759,-0.0602094309,0.5641862997
lrp__wt_rich_trans__2,-4.6262820043,-0.0696810616,-0.2171257556
lrp__wt_rich_stat__1,-7.8503986038,-0.8681532123,-0.8921132734
lrp__wt_rich_stat__2,-6.7508382819,-1.2838396385,-0.44584042500000004
lrp__dellrp_min_log__1,-0.49360554980000004,-0.0193529092,0.0578697215
lrp__dellrp_min_log__2,-0.2541355761,0.07563449230000001,0.0240714357
lrp__dellrp_min_trans__1,-2.6037664373,0.11173352360000001,0.8964839072
lrp__dellrp_min_trans__2,-1.5328767765,0.5135174943,0.1064106446
lrp__dellrp_min_stat__1,-5.1276813586,-0.9939664772000001,0.6637121296
lrp__dellrp_min_stat__2,-3.9407002193,-0.7536958377,0.8217703412
lrp__dellrp_liv_log__1,-0.4806550794,0.2489007667,-0.34245132040000004
lrp__dellrp_liv_log__2,-0.7537035782,-0.25556768280000003,0.0269660029
lrp__dellrp_liv_trans__1,-0.1984233225,0.1711015559,-0.0410352942
lrp__dellrp_liv_trans__2,-0.4447255061,0.2788885038,-0.0974975795
lrp__dellrp_liv_stat__1,-3.8867497233,-0.9483173797000001,0.3277773833
lrp__dellrp_liv_stat__2,-3.5645910954,-0.6485726926000001,0.5023693823000001
lrp__dellrp_rich_log__1,-2.2319101775,-0.149659536,0.1612183244
lrp__dellrp_rich_log__2,-2.5633276753,-0.0541745182,-0.0386578774
lrp__dellrp_rich_trans__1,-3.5345079661,-0.17270883,0.38943956900000004
lrp__dellrp_rich_trans__2,-4.7920664684,-0.1353318663,0.1304697907
lrp__dellrp_rich_stat__1,-4.3989796105,-1.2313011745,-0.4458577547
lrp__dellrp_rich_stat__2,-3.5861748351,-0.8734534456,-0.3284246349
mazF_circuit__t0__1,0.7296715264,0.3167873979,-0.0742074398
mazF_circuit__t2__1,0.16076639980000001,-0.1114235727,-0.1755129835
mazF_circuit__t4__1,-1.8771370251000001,-0.29313598500000004,-0.5007406089
mazF_circuit__t6__1,0.8146283475,-0.2638876947,-1.1973610484
mazF_circuit__t8__1,-0.8721296779000001,0.29613583590000003,-1.3620510373
mazF_circuit__t0__2,-0.7296715264,-0.3167873979,0.0742074398
mazF_circuit__t2__2,1.6519777636000001,0.11598449250000001,0.0776342017
mazF_circuit__t4__2,-0.8187956780000001,-0.6150071667,-0.5578875325
mazF_circuit__t6__2,2.022014054,0.211171349,-1.4392177387
mazF_circuit__t8__2,1.2494896877000001,0.10216707130000001,-1.4079410474
mazF_ribo__emptyvec_mrna_5m__1,0.08243897,-0.0563688834,-0.0699856143
mazF_ribo__emptyvec_mrna_5m__2,-0.08243897,0.0563688834,0.0699856143
mazF_ribo__mazF_mrna_5m__1,-3.5404888935,0.0694147128,0.1015273248
mazF_ribo__mazF_mrna_5m__2,-3.4505152056,-0.008076323,0.2154992416
mazF_ribo__emptyvec_total_5m__1,-0.4020024931,0.30769312660000003,-1.4227168609
mazF_ribo__emptyvec_total_5m__2,0.0128271752,-0.07264053420000001,-1.3408819515000001
mazF_ribo__mazF_total_60m__1,-2.8081082572,1.141759597,-1.1597846568
mazF_ribo__mazF_total_60m__2,-3.6404432326,0.5852760999000001,-1.3027741020999999
mercury__ctrl_t00__1,-0.0042572239,0.0065535101,-0.0486645935
mercury__ctrl_t10__1,0.39697999310000004,-0.17875859100000002,-0.1826609055
mercury__ctrl_t30__1,0.48909068240000003,0.5396647161,-0.14564287680000002
mercury__ctrl_t60__1,-1.103552071,0.34367526600000003,-0.3214967917
mercury__hg_t10__1,1.0121897482,1.3841516161,1.0275288213
mercury__hg_t30__1,1.9882856906000002,0.6530710504,1.9086307643
mercury__hg_t60__1,-0.7161657609000001,1.4107523866,1.880687977
mercury__pma_t10__1,-2.1251963473,0.11626090430000001,1.5041241933
mercury__pma_t30__1,-2.4678896803,0.6034131814,1.9985867245
mercury__pma_t60__1,0.46700655750000003,0.4399428225,-0.133925968
mercury__ctrl_t00__2,0.093961006,0.1318011458,0.051541222000000005
mercury__ctrl_t10__2,0.8425533571,-0.0244001146,-0.1692032534
mercury__ctrl_t30__2,-0.4513256869,0.4420869824,-0.3389365261
mercury__ctrl_t60__2,-1.3960767583,0.5455727138,-0.3166062492
mercury__hg_t10__2,1.1233792967,1.106609777,0.9479355297000001
mercury__hg_t30__2,1.2883050404,0.3890162594,1.8297983074
mercury__hg_t60__2,0.1378567695,0.42089551810000003,-0.1494338893
mercury__pma_t10__2,-2.0683032276,0.0494138165,1.5929826335000001
mercury__pma_t30__2,-2.4837464907,0.7972572172,2.0889801962
mercury__pma_t60__2,-0.0741779087,0.2584948164,-0.0551676332
mercury__ctrl_t00__3,-0.0897037821,-0.13835465600000002,-0.0028766285
mercury__ctrl_t10__3,0.4627929509,0.0883931891,-0.21532003700000002
mercury__ctrl_t30__3,-0.7278127745,0.5918303575,-0.2209854582
mercury__ctrl_t60__3,-0.6165730146,0.4322383836,-0.49306437410000004
mercury__hg_t10__3,0.9324904637,1.3766476052,1.1544339475
mercury__hg_t30__3,1.3353229162,0.5078994326,1.7838002134000002
mercury__hg_t60__3,-0.8948128206,1.1932832633000001,0.7054778514000001
mercury__pma_t10__3,-2.2252915012,0.14622037070000002,1.6304650456
mercury__pma_t30__3,-2.3271504527999998,0.7722556122,2.1751766926
mercury__pma_t60__3,-0.4294621971,0.5318223969,-0.1596804214
ml_abx__az_lolcde__1,-0.6959067658,-0.22252170870000001,0.48830455920000004
ml_abx__az_lolcde__2,1.7525724230000002,-0.1996483149,0.14585818420000002
ml_abx__az_lolcde__3,-0.495612936,-0.3279961789,0.9960923780000001
ml_abx__b01__1,-0.7736543422000001,-0.0529891215,0.1498634801
ml_abx__b01__2,-0.6155662007,-0.0783378897,0.21706254600000002
ml_abx__b01__3,-1.0134635603,-0.4649897396,-0.054004005300000005
ml_abx__cro__1,-1.2193621209,0.0557351732,0.2646818966
ml_abx__cro__2,1.3338521653,-0.3583911864,-0.11037055870000001
ml_abx__cro__3,-0.6765862841,-0.2896656184,-0.1813249792
ml_abx__chl__1,0.5004559572,-0.9355080028,-1.1722176896
ml_abx__chl__2,1.7666411468,-0.8317405878,-1.2701145969
ml_abx__chl__3,0.4358496522,-1.1770430892000001,-1.2669649214
ml_abx__cip__1,-0.9901957482,-0.8622311965,-0.0327333987
ml_abx__cip__2,1.1425231923,-0.9421040893,-0.34968602190000003
ml_abx__cip__3,-0.4842046352,-1.1241677734,-0.98112637
ml_abx__clr__1,0.3592637084,-1.1778472886,-1.6012007255
ml_abx__clr__2,1.9491937642,-0.7676285251,-1.2136746464
ml_abx__clr__3,0.1129751789,-0.6690285708,-1.5563247291
ml_abx__cst__1,-0.5758602354,0.2065260086,0.4190333351
ml_abx__cst__2,2.3469339458,0.0091939493,0.2579162601
ml_abx__cst__3,0.1119107112,-0.06438228010000001,0.325653615
ml_abx__ctrl__1,-0.9254879384,0.2752447625,0.201563868
ml_abx__ctrl__2,-0.7781211636,0.36191456800000005,0.1993365318
ml_abx__ctrl__3,1.1739335756,0.0122174519,-0.09391944540000001
ml_abx__ctrl__4,0.9945281982,-0.1858028853,0.0633401472
ml_abx__ctrl__5,-0.4517368735,-0.1822828031,-0.1360379509
ml_abx__ctrl__6,-0.0131157983,-0.2812910941,-0.2342831508
ml_abx__dox__1,-0.6914744275,-1.1288954413,-0.8526955707
ml_abx__dox__2,0.2475795359,-0.9081416991000001,-0.7068839503000001
ml_abx__dox__3,-0.7703690654,-0.9679881161,-0.7530062255000001
ml_abx__glob__1,0.0909211656,0.0339922141,0.4065567044
ml_abx__glob__2,1.9353442140000001,0.0350774996,0.2320070227
ml_abx__glob__3,0.3864732111,-0.3018588698,-0.1185042416
ml_abx__lvx__1,-0.3726129462,-0.7412987103,0.2333516914
ml_abx__lvx__2,2.3392134769,-1.0319021432,-0.3640196751
ml_abx__lvx__3,0.0522471986,-1.1097847241,-0.3700488817
ml_abx__mec__1,-1.1302793256,-0.1055466073,0.0998633691
ml_abx__mec__2,1.0816690501,-0.3842126055,-0.1871357603
ml_abx__mec__3,-0.7723961234000001,-0.4834970793,-0.3610121563
ml_abx__mem__1,-0.8157432867000001,0.2912137153,0.2165209582
ml_abx__mem__2,1.4216257266,-0.0793220626,-0.2689460635
ml_abx__mem__3,-0.043188836800000005,-0.2222588145,-0.4331614247
ml_abx__nit__1,1.9850197827,-0.009493778000000001,-0.2959968709
ml_abx__nit__2,3.2118439485,0.3047716821,-0.6210608005
ml_abx__nit__3,2.4361655816,0.1738168363,-0.8387198083
ml_abx__ntx__1,-1.4654015550000001,2.1824787238,-0.49165770470000003
ml_abx__ntx__2,-1.303995739,2.4379146671000003,-0.256884961
ml_abx__nor__1,0.1916563017,-0.8654465429,0.2439435656
ml_abx__nor__2,1.4587788789,-0.9385844666000001,-0.059528517100000004
ml_abx__nor__3,0.0830625911,-1.2419144294,-0.3163815622
ml_abx__pb__1,0.0183068657,0.6123637143,1.058466966
ml_abx__pb__2,1.7454062322000001,0.3974217517,0.6072410276
ml_abx__pb__3,0.1074905441,0.3179859619,0.8517887109000001
ml_abx__tmp__1,-0.9914257890000001,-0.7230559713,-0.24391604090000002
ml_abx__tmp__2,0.7355766813,-0.9948764091000001,-0.9802669303
ml_abx__tmp__3,-0.2158892984,-0.9934424641,-1.2671328943
mut_abx__del_mutS_000nor__1,0.2063684261,-0.48414865630000004,-0.00160873
mut_abx__del_mutS_000nor__2,-0.37685426180000003,0.1081568455,0.017170248200000002
mut_abx__del_mutS_000nor__3,0.1704858357,0.3759918108,-0.0155615182
mut_abx__del_mutS_125nor__1,-1.2589684661,-0.3882807508,-0.1175427575
mut_abx__del_mutS_125nor__2,-1.1317743366,-0.4533789615,-0.10282323110000001
mut_abx__del_mutS_125nor__3,-1.1512178135,-0.4735718142,-0.1921377267
mut_abx__del_mutS_250nor__1,-0.8700039717,-0.3041240478,-0.1371937078
mut_abx__del_mutS_250nor__2,-1.2921623107,-0.2439789015,-0.173419982
mut_abx__del_mutS_250nor__3,-0.9440818153,-0.5701875993000001,0.1126014666
mut_abx__del_mutS_375nor__1,-0.070166885,-0.25501749960000003,0.1032943624
mut_abx__del_mutS_375nor__2,0.26332696910000003,0.1945670341,-0.0786109846
mut_abx__del_mutS_375nor__3,-0.3300942603,-0.4779141462,-0.1556603929
mut_abx__del_mutS_500nor__1,0.23152832110000002,-0.16281495510000002,-0.220226902
mut_abx__del_mutS_500nor__2,0.2698340032,-0.2852742769,-0.24385888600000002
mut_abx__del_mutS_500nor__3,0.16831020530000002,0.0073639929000000005,-0.3619031156
mut_abx__del_mutS_625nor__1,0.5853386917,0.1546215466,-0.6053958044000001
mut_abx__del_mutS_625nor__2,0.7994566098,-0.0604958435,-0.3515929949
mut_abx__del_mutS_625nor__3,0.5797269223,0.06633593460000001,-0.2261197779
mut_abx__del_mutS_750nor__1,-0.12065395770000001,-0.0371554932,-0.0689901465
mut_abx__del_mutS_750nor__2,0.8156100216000001,-0.1592004257,-0.0418361744
mut_abx__del_mutS_750nor__3,0.08380834570000001,-0.0768222533,-0.014491626700000001
mut_abx__del_mutS_875nor__1,1.4909310376,-0.2072875483,-0.0471158703
mut_abx__del_mutS_875nor__2,1.1734393712,0.1079488861,0.0381341856
mut_abx__del_mutS_875nor__3,1.2576438377999999,0.0025621097,-0.29410583300000004
nit_yeaG__wt_Nminus__1,-0.23058416310000002,0.0543115601,-0.3041894678
nit_yeaG__wt_Nminus__2,0.23058416310000002,-0.0543115601,0.3041894678
nit_yeaG__wt_Nplus__1,9.3745635622,-0.7849705268,-0.008649717500000001
nit_yeaG__wt_Nplus__2,9.9500514879,-1.2272380181,0.22782986360000002
nit_yeaG__del_yeaG_Nminus_24h__1,4.7460599336,-1.2077412688,-1.7078284903
nit_yeaG__del_yeaG_Nminus_24h__2,7.3090694832,-0.7501349662,-0.0362465484
nit_yeaG__del_yeaG_Nminus_24h__3,3.4200392434999998,-0.9630253618000001,-0.7073060206
nit_yeaG__del_yeaG_Nminus__1,-1.1960529518,0.2163177632,0.1586592786
nit_yeaG__del_yeaG_Nminus__2,0.0944636508,-0.044329210300000005,0.39331885
nit_yeaG__del_yeaG_Nplus__1,9.6697776103,-0.6436309018,0.1270891271
nit_yeaG__del_yeaG_Nplus__2,10.2343614156,-1.3971888033,0.06538747510000001
opex__amp__1,-0.6315759233,0.4959639672,-0.14920972230000001
opex__amp__2,0.1917191256,0.1656645165,0.1684560679
opex__amp__3,0.0266524746,0.0059798716000000005,-0.0138108577
opex__bak_amp__1,-0.1307192619,0.1340246494,0.0738655315
opex__bak_amp__2,0.9461592709000001,0.32396473330000003,0.0587175632
opex__bak_amp__3,0.8124011648,0.3797133284,-0.0213809295
opex__bak_kan__1,0.3875207104,0.4213340668,0.0087696719
opex__bak_kan__2,-0.1138935675,0.27985036690000004,0.0626687041
opex__bak_kan__3,0.5868632662000001,0.3519973489,0.032203568
opex__bak_nor__1,0.7315583646,0.19436231480000002,0.0076592454
opex__bak_nor__2,0.2570134808,0.38651699100000003,0.07649434370000001
opex__bak_nor__3,0.1750120711,0.0436055972,-0.0498992118
opex__bak_rif__1,1.5454369204,0.1365072725,0.41493836580000004
opex__bak_rif__2,1.4811850059,0.8622238503,0.6462799265
opex__bak_rif__3,1.2665173406,0.2450712135,0.3232742084
opex__chx_amp__1,0.7401342577000001,-0.009568904100000001,-0.1808639802
opex__chx_amp__2,-0.0864649299,0.290038258,-0.23778444340000002
opex__chx_amp__3,0.3490078507,0.0293285255,-0.1440012863
opex__chx_kan__1,0.8638972225,0.3645163435,-0.2353309871
opex__chx_kan__2,0.5065732133,0.1926136631,-0.045597052900000004
opex__chx_kan__3,0.7295871011,0.29977415490000003,-0.0694409069
opex__chx_nor__1,0.6407205871,-0.1040177249,-0.0919584266
opex__chx_nor__2,0.45357669920000004,0.1300255705,-0.12343428960000001
opex__chx_nor__3,0.9557805177,0.0461020713,-0.2777148208
opex__chx_rif__1,0.2837212579,0.18776351800000002,-0.1474576108
opex__chx_rif__2,0.9034253704,0.25129869390000004,-0.1675932399
opex__chx_rif__3,0.419868069,0.2988120539,-0.0168797701
opex__ctrl__1,0.2888288538,0.0648068426,0.0688687198
opex__ctrl__2,-0.10871370150000001,-0.2058240312,-0.021596554900000002
opex__ctrl__3,-0.1801151523,0.1410171886,-0.047272165000000005
opex__etoh_amp__1,-0.7551632671,-0.0533844237,-0.692365719
opex__etoh_amp__2,-0.8980807933,0.0243043379,-0.7091964793000001
opex__etoh_amp__3,-0.6569047898,-0.0501999142,-0.5600418516
opex__etoh_kan__1,-0.7262504375000001,-0.0198421568,-0.6296615443
opex__etoh_kan__2,-0.2064912947,0.1620855815,-0.537828258
opex__etoh_kan__3,-0.69160667,-0.2994643235,-0.5979225316
opex__etoh_nor__1,-0.7424746877,-0.1553858051,-0.5142232639000001
opex__etoh_nor__2,-0.6725486287,0.22906967050000002,-0.6414992124000001
opex__etoh_nor__3,-0.9234012183,0.34400940900000004,-0.5368282167
opex__etoh_rif__1,1.3463704209,0.0445969863,-0.6291837755
opex__etoh_rif__2,1.3376447231,0.12981112890000002,-0.4284827122
opex__etoh_rif__3,0.30269132190000003,0.086992251,-0.6106725635
opex__glual_amp__1,0.8921034870000001,-0.0897143609,-0.2427337165
opex__glual_amp__2,0.3168829761,0.4043017257,-0.3538813652
opex__glual_amp__3,0.5725026694,-0.0206597053,-0.1654909288
opex__glual_kan__1,0.9234613761,0.2701404998,-0.24088044900000002
opex__glual_kan__2,0.3585698668,0.18158958220000002,-0.19740612470000002
opex__glual_kan__3,0.4022938531,-0.1752125135,-0.2417302836
opex__glual_nor__1,-0.454883755,0.1991544311,-0.2494761429
opex__glual_nor__2,0.430255107,0.0082642975,-0.2632280769
opex__glual_nor__3,0.294572176,-0.0945050952,-0.25832488400000003
opex__glual_rif__1,1.7687322028999999,0.0196466388,0.23761241290000001
opex__glual_rif__2,1.8492908217,0.6291819475,0.3982193758
opex__glual_rif__3,0.8646916003,0.3859024372,0.3349172771
opex__h2o2_amp__1,-0.8251234655,-0.3194211329,0.1280432428
opex__h2o2_amp__2,-0.8527063471,0.3088268455,0.1976098382
opex__h2o2_amp__3,-0.4353591325,-0.3582067417,0.0678275271
opex__h2o2_kan__1,-0.7940420176,-0.06892508500000001,0.18981664850000002
opex__h2o2_kan__2,-1.2205868919,-0.1153629909,0.1251375333
opex__h2o2_kan__3,-1.1837447954,0.0140836521,-0.0906698944
opex__h2o2_nor__1,-1.1022254465,-0.36579685440000004,0.0629049628
opex__h2o2_nor__2,-0.5474212871,-0.32443657060000003,0.0684380523
opex__h2o2_nor__3,-1.3791271324,-0.1528131763,-0.06578227140000001
opex__h2o2_rif__1,0.9703451689,0.3902149896,0.16665672
opex__h2o2_rif__2,-0.3229086672,0.55240757,0.2670365188
opex__h2o2_rif__3,-0.0414581309,0.2895717633,0.3815551387
opex__ippoh_amp__1,0.027056039900000002,0.1691301409,-0.6396049920000001
opex__ippoh_amp__2,-0.08475528900000001,0.3589804093,-0.4576781829
opex__ippoh_amp__3,-0.3795409978,0.5973684801,-0.7216041201000001
opex__ippoh_kan__1,0.071531178,0.14484517460000002,-0.5047220323
opex__ippoh_kan__2,-0.7963395689,0.3877370952,-0.5681869222
opex__ippoh_kan__3,-0.0388659798,-0.0495637926,-0.4562390575
opex__ippoh_nor__1,0.0094924519,0.1308041322,-0.3798006613
opex__ippoh_nor__2,-0.341975315,0.39925261310000004,-0.4295500236
opex__ippoh_nor__3,-1.4456207403,0.6950178097,-0.5468274316
opex__ippoh_rif__1,1.7821517139,0.0226825526,-0.454520431
opex__ippoh_rif__2,1.5903663784000002,0.1167371011,-0.5516692915
opex__ippoh_rif__3,1.951655906,0.3026837934,-0.4031056166
opex__kan__1,-0.4434082455,0.2757923827,0.18883443660000002
opex__kan__2,-0.8012659551,0.25560956360000003,0.1658788047
opex__kan__3,-0.0791815918,0.19978717610000002,0.19019358760000002
opex__nor__1,-0.1770208274,0.1314879782,0.08208173240000001
opex__nor__2,-1.1982518846,0.0629173301,0.09839666350000001
opex__nor__3,-0.7357708209,0.3467435058,0.1197777904
opex__paa_amp__1,-0.0040712428,-0.1412295413,0.0169426664
opex__paa_amp__2,0.8902048927,0.2260631749,-0.0955342046
opex__paa_amp__3,1.4826151096,0.3241900036,-0.046395747200000004
opex__paa_kan__1,1.0001746842,0.4564986194,0.47499622280000003
opex__paa_kan__2,1.5085334604,0.5206398706,0.5859908741000001
opex__paa_kan__3,1.6217948564,0.0673194448,0.3780722238
opex__paa_nor__1,0.9100382925,0.0128472415,-0.2658670752
opex__paa_nor__2,1.0907216347,0.24537352070000001,0.012517373
opex__paa_nor__3,0.8887974714,0.4138877655,-0.141468791
opex__paa_rif__1,1.8225956856,0.44703970870000004,0.5756003962
opex__paa_rif__2,1.5327352644,0.45767812220000004,0.5820578587
opex__paa_rif__3,1.4917396924,0.14444317380000002,0.4177542072
opex__phenol_amp__1,0.7562744416,-0.016435989300000002,-0.0786953896
opex__phenol_amp__2,0.0856733546,-0.2498467873,-0.0722698328
opex__phenol_amp__3,0.5469626148,-0.4947105579,-0.0874449409
opex__phenol_kan__1,0.11586550420000001,-0.2097169547,-0.1072767345
opex__phenol_kan__2,0.9268998273,-0.7037574232,-0.1330446771
opex__phenol_kan__3,0.2824877051,0.2698047331,-0.0524164494
opex__phenol_nor__1,-0.0519209294,-0.42732954570000004,-0.2035817245
opex__phenol_nor__2,0.9555719246000001,-0.4331922385,-0.1638081357
opex__phenol_nor__3,-0.3708201701,0.2476811907,-0.43762674690000003
opex__phenol_rif__1,1.279186957,-0.0346371406,0.52686415
opex__phenol_rif__2,0.5491086134000001,0.0050697803,0.5948597418
opex__phenol_rif__3,0.3173801321,0.6986876449,0.5568071862
opex__pvpi_amp__1,0.2735659838,-0.0759111423,0.0713249833
opex__pvpi_amp__2,0.2411004558,-0.1096244257,-0.0064291575
opex__pvpi_amp__3,0.3387451655,0.0462996675,0.09313514860000001
opex__pvpi_kan__1,-0.6056345947,0.0797209541,0.1069597637
opex__pvpi_kan__2,-0.039211494,0.6507938748000001,0.1174165914
opex__pvpi_kan__3,0.0110001599,0.43690119850000003,0.054185045200000004
opex__pvpi_nor__1,-0.227353411,0.0285089816,0.0642958683
opex__pvpi_nor__2,0.1489896214,0.46532475970000003,-0.005093085000000001
opex__pvpi_nor__3,-0.9655980507,-0.31456015530000003,-0.0340463978
opex__pvpi_rif__1,0.4034385084,0.2897925729,0.6520145587
opex__pvpi_rif__2,-0.1616389628,0.40010191980000004,0.7728143423
opex__pvpi_rif__3,-0.030335225400000002,0.4895552255,0.7580063892000001
opex__rif__1,0.06273377200000001,0.5794523742000001,0.8934353452
opex__rif__2,-0.0228453055,0.543927528,0.8865879616000001
opex__rif__3,0.29256111220000003,0.5247525455000001,0.6320701071
