,A,LsrR,RpoS,Crp
pcoli__BRCAswap__1,1.1490624387,0.3083761485,1.180860802,0.502758963
pcoli__BRCAswap__2,1.2814466862,0.3282294995,1.316103432,0.5975511530000001
pcoli__btAANAT__1,0.181919052,0.18153372850000002,0.867514882,0.44156927300000004
pcoli__btAANAT__2,0.6233667404000001,0.3967473875,0.9655816920000001,0.593116823
pcoli__btASMT__1,0.1576319307,-0.1610666455,0.939073072,0.526768513
pcoli__btASMT__2,0.3189092959,0.0498181875,0.9392079120000001,0.43985790300000005
pcoli__CC1__1,2.0644148968,0.7582290455,1.299081872,0.525016043
pcoli__CC1__2,1.5893006976000001,-0.0219799405,1.276132952,0.7535511330000001
pcoli__ccCOMT__1,0.4675789449,0.32913176850000003,0.676725562,0.324298403
pcoli__ccCOMT__2,0.6344221757,0.34809229950000004,0.6239913220000001,0.324672993
pcoli__ckDDC__1,2.7027214648999998,1.2025940445,0.9195953720000001,0.44124815300000003
pcoli__ckDDC__2,3.6475565956000002,1.3730729255,1.070828622,0.327799773
pcoli__CNTF_belt__1,0.4567701884,0.1508219765,0.907281302,0.45389948300000005
pcoli__CNTF_belt__2,-0.0063537761,-0.17537325650000002,1.014560852,0.769870103
pcoli__cobPNMT__1,0.8966043338,0.15594979250000002,0.648728662,0.319938133
pcoli__cobPNMT__2,0.8240506523000001,0.1821250255,0.6310093720000001,0.31512674300000004
pcoli__cvPhhB__1,0.1491145651,0.6398234955000001,0.260359279,0.310797363
pcoli__cvPhhB__2,0.1506752123,0.5887630875000001,0.337925702,0.447846893
pcoli__ggAANAT__1,-0.2501707362,0.11627464850000001,0.5832992720000001,0.307534513
pcoli__ggAANAT__2,0.0556258959,0.3217214715,0.536610012,0.222644383
pcoli__ggTPH__1,0.6036076881,0.2899941665,0.7844718420000001,0.341263333
pcoli__ggTPH__2,0.8124803811,0.36062247950000004,0.5880848120000001,0.27857460300000003
pcoli__hsAANAT__1,3.7147999382,0.6313546745,1.6502528120000002,0.729185823
pcoli__hsAANAT__2,2.7251923700000003,0.0622161855,1.605420772,0.851554463
pcoli__hsASMT__1,0.6436118881,0.47167686550000004,0.738394282,0.358384973
pcoli__hsASMT__2,0.46524614680000004,0.5787143255,0.758771582,0.436830013
pcoli__hsPNMT_mb__1,0.5470504944,0.4497043315,0.817985662,0.303904393
pcoli__hsPNMT_mb__2,1.0190697012,0.41645532350000003,0.7961451820000001,0.315796993
pcoli__hsTPH__1,-0.3955362899,-0.1313442235,0.14390909999999998,0.05462642
pcoli__hsTPH__2,-0.5990356539,0.4603934045,0.268901973,0.23617991300000002
pcoli__hsTPH_E2K__1,-0.0546134972,0.3069691355,1.286770342,0.708976563
pcoli__hsTPH_E2K__2,0.4471482724,0.6705499675000001,1.396164682,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,0.054426282000000006,-0.12055905850000001,0.434391552,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,0.419668867,0.6010646265,0.369242772,0.048706611000000004
pcoli__hsTPH_N158trunc__1,1.343092489,1.2222731755,1.281037232,0.450496543
pcoli__hsTPH_N158trunc__2,0.9197514683,1.3367560575000001,1.2743906520000001,0.38589769300000004
pcoli__hsTPH_N174trunc__1,-0.2901995946,0.2562380635,1.038756942,0.383639033
pcoli__hsTPH_N174trunc__2,0.5232234643,0.7919855985,1.039930542,0.653379393
pcoli__hsTPH_Ntermtrunc__1,3.2183877499,1.6533074925,1.647250302,0.507616873
pcoli__hsTPH_Ntermtrunc__2,2.2221750148,0.5824961955,1.699236672,0.580596903
pcoli__hsTPH1__1,1.4573623053,0.1990986625,1.321080842,0.525567793
pcoli__hsTPH1__2,1.5488712142,0.1906710825,1.337915162,0.541530923
pcoli__MBP__1,1.2171140255,0.5790288515,0.585122592,-0.3459771
pcoli__MBP__2,0.8726465437,0.32018221150000004,0.9447356020000001,0.026489270000000002
pcoli__msCOMT__1,0.6012317665,0.8138138315000001,0.401728872,-0.10757295
pcoli__msCOMT__2,0.2234174921,0.34183379950000004,0.347043152,-0.092380891
pcoli__ocAANAT__1,0.0315102445,-0.15742079150000002,0.5440581320000001,0.31963151300000003
pcoli__ocAANAT__2,0.1416928346,0.013946350500000001,0.567509232,0.29391968300000004
pcoli__osTDC_K374H__1,1.5173973445,0.43324763050000004,1.8341525920000001,0.686319663
pcoli__osTDC_K374H__2,1.9193338987000002,0.3592825885,1.939742772,0.6933763230000001
pcoli__osTDC_K374L__1,0.3473156431,0.5843228775,0.6613088420000001,-0.030107003
pcoli__osTDC_K374L__2,0.426302838,0.6427985875000001,0.717844762,0.15281107300000002
pcoli__osTDC_K374Q__1,0.8849983538,-0.06304786750000001,1.164276552,0.448557103
pcoli__osTDC_K374Q__2,0.9302134820000001,-0.0103615175,1.244606692,0.464314863
pcoli__osTDC_L360V__1,0.22247595720000002,0.30111452250000004,0.613336202,0.296624173
pcoli__osTDC_L360V__2,0.5057313308,0.6843077145,0.764384932,0.38201686300000004
pcoli__pmTPH__1,-0.7166281031,-0.2514976465,-0.046391769000000006,-0.100263604
pcoli__pmTPH__2,-0.7821128278,0.34170124550000003,0.10538008600000001,0.082263955
pcoli__RFC__1,-0.2147813231,0.3602165365,0.342216642,0.068137152
pcoli__RFC__2,-0.2798834488,0.1064453385,0.36331122200000004,0.008882816
pcoli__RFCctrl__1,3.8391198382000002,0.5179291345,1.538991512,0.452268993
pcoli__RFCctrl__2,3.6644848022,0.5656972515,1.658506142,0.516558493
pcoli__RFCnopause__1,3.3116729996,0.6562535055000001,1.485949062,0.670868723
pcoli__RFCnopause__2,3.6847552345,0.7753019535,1.585049412,0.6748039730000001
pcoli__RFCpluspause__1,4.6383267212,1.3152283605,1.462841342,0.764061093
pcoli__RFCpluspause__2,6.2572046641,2.0110509595,1.192064092,0.521421413
pcoli__rnCOMT_sol__1,3.3867892467000003,0.4167713665,1.719680742,0.8270174130000001
pcoli__rnCOMT_sol__2,3.9071381418,0.5198280185,1.610427042,0.6395325230000001
pcoli__rnPNMT__1,-0.0914744314,0.33986901350000004,0.48229885200000006,0.16358693300000002
pcoli__rnPNMT__2,-0.9479635894,0.1100881365,0.38756987200000004,0.07451194300000001
pcoli__rnTDC__1,0.2182717228,0.4655849555,0.569808832,0.087983618
pcoli__rnTDC__2,0.34861990670000004,0.14415996650000001,0.5878713320000001,0.171146073
pcoli__rnTDC_trunc__1,0.6070562414,0.5416075415,0.748215262,0.30755714300000003
pcoli__rnTDC_trunc__2,0.0377892415,0.9431775885,0.772745432,0.43504015300000004
pcoli__saCOMT_T2A__1,0.4396421699,0.5812646275000001,0.550518202,0.333583893
pcoli__saCOMT_T2A__2,-0.0498693869,0.4151417035,0.563995832,0.403870763
pcoli__sfCOMT__1,-0.1641319305,-0.3839103555,0.401711162,0.157244413
pcoli__sfCOMT__2,-0.3700821448,-0.1727814955,0.22758527,0.06503750800000001
pcoli__sgAANAT_D63G__1,0.3574838292,0.5942354255,0.671752252,0.18900217300000002
pcoli__sgAANAT_D63G__2,-0.2721074927,-0.1233817885,0.614882872,0.430522603
pcoli__ssDDC__1,1.0428117501,0.4196938395,0.8383157120000001,0.20759201300000002
pcoli__ssDDC__2,1.002323346,0.8044652795,0.953487402,0.325140303
pcoli__TP53B__1,1.4968952141,0.6460249955,0.964090352,0.423739103
pcoli__TP53B__2,1.0133038827,0.7042204015,0.901377312,0.44374538300000005
pcoli__WT__1,2.7503231939,0.9496600985,1.718903732,0.547181673
pcoli__WT__2,2.7617808063,0.9568860545000001,1.351313052,0.433431683
cck__glu_ale4__1,-1.3780812906,0.2210872845,0.106695308,0.10431546100000001
cck__glu_ale4__2,-1.1249256175,-0.2602382325,0.141060303,0.212229043
cck__cck_ale1__1,-1.6854426227000001,-0.0708040895,-0.230745355,0.14875797300000002
cck__cck_ale1__2,-1.142659259,-0.31182605150000003,-0.146208637,0.21173196300000002
cck__cck_ale2__1,-1.5131087467,-0.6937278015,-0.153329452,0.24320085300000002
cck__cck_ale2__2,-1.7489537915,-0.1468111805,-0.157571648,0.21966280300000002
cck_pgi__gmos_delpgi__1,2.1953232744,0.9059168375000001,1.635612032,0.6099491930000001
cck_pgi__gmos_delpgi__2,3.703026513,1.0541605695,1.622138852,0.5151660730000001
cck_pgi__pgi_ale1__1,0.09798426900000001,0.2833990985,0.106107449,0.087196909
cck_pgi__pgi_ale1__2,-1.0395797809,0.2889469545,0.524486572,0.47036157300000003
cck_pgi__pgi_ale2__2,0.46700919890000003,0.3023070915,1.2533454320000001,0.645027843
cck_pgi__pgi_ale3__1,-0.6256688246000001,0.2286787415,0.143984317,0.257702043
cck_pgi__pgi_ale3__2,-2.076139182,-0.16411280250000002,0.525939852,0.527121343
cck_pgi__pgi_ale4__1,-1.5753422665999999,-0.0037111765000000002,-0.05823077,0.02567041
cck_pgi__pgi_ale4__2,-2.3332257955999998,-0.3442944465,0.114430689,0.149264913
cck_pgi__pgi_ale4__3,-1.510346143,0.0156693865,0.073392837,0.23104943300000003
cck_pgi__pgi_ale5__1,-0.1989176621,0.5456036015,0.42039634200000003,0.264446703
cck_pgi__pgi_ale5__2,-0.4620411749,0.2577146345,0.548322022,0.491011093
cck_pgi__pgi_ale6__1,0.079105834,0.7240926825,0.622492342,0.40659345300000005
cck_pgi__pgi_ale6__2,-0.2128277527,0.3059525475,0.20184136100000002,0.629358233
cck_pgi__pgi_ale7__1,0.1448306038,1.0240415205,0.8692270320000001,0.41980537300000004
cck_pgi__pgi_ale7__2,-0.5071780271,0.2978715645,0.6974166620000001,0.725253033
cck_pgi__pgi_ale8__1,-0.8301256098,0.1449927195,0.07791659100000001,0.29002768300000004
cck_pgi__pgi_ale8__2,-1.4593580195,-0.1239774525,0.158465929,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,1.1846838715999999,0.5761323955000001,0.9537564220000001,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,-0.2519976501,0.6795736875,0.9814993820000001,0.829896053
cck_sdh__sdh_ale1__1,-0.3495102764,0.2114712225,0.851815082,0.544071473
cck_sdh__sdh_ale1__2,-1.0822857007,0.2037846505,0.805688422,0.5592394930000001
cck_sdh__sdh_ale2__1,-1.5787904195,0.08575067950000001,0.49241269200000004,0.47991167300000004
cck_sdh__sdh_ale3__2,-0.6043354867,-0.16131043550000002,0.517062142,0.556417913
cck_sdh__sdh_ale3__1,-1.0694533824,-0.1665946445,0.528303952,0.493899293
cck_sdh__sdh_ale3__3,-1.1932945549,0.23543193850000002,0.573257302,0.485328093
cck_pts__gmos_delptsHIcrr__2,9.6150523989,1.4669631465,1.5288345520000002,0.464496883
cck_pts__gmos_delptsHIcrr__1,10.5120792996,1.2418421465,1.247999062,0.649161093
cck_pts__pts_ale1__2,0.062405753,-0.2479414365,0.9376607320000001,0.32947587300000003
cck_pts__pts_ale1__1,0.0008957304,-0.2372042425,0.8732817420000001,0.296778353
cck_pts__pts_ale2__2,-2.5001281628000003,-0.33402609450000004,0.270418667,0.201890953
cck_pts__pts_ale2__1,-2.7783668672,-0.3031378705,0.209615396,0.275129713
cck_pts__pts_ale3__2,-0.8191460615,-0.8415999265,0.675028442,-0.445342181
cck_pts__pts_ale3__1,-0.7280451037,-0.8321804325000001,0.801770202,-0.14552193800000002
cck_pts__pts_ale4__2,-1.2819092858,-0.0854994375,-0.557170091,0.420678743
cck_pts__pts_ale4__1,-1.8894628314,-0.2935966825,-0.416391233,0.387503033
cck_gnd__gmos_delgnd__1,1.130968834,0.7766127435,0.662849232,0.515541103
cck_gnd__gmos_delgnd__2,2.83639655,0.5152191455,0.8956378920000001,0.419079603
cck_gnd__gnd_ale1__1,-2.2508321418,-0.38632206550000003,-0.16321665600000002,0.113228532
cck_gnd__gnd_ale1__2,-1.8002135845,-0.3524826265,-0.29974473300000004,0.145492598
cck_gnd__gnd_ale2__1,-2.0861371411,-0.34993259050000003,-0.18690598600000002,0.057324061
cck_gnd__gnd_ale2__2,-2.4530286128,-0.5124782705,-0.027747274000000002,0.051602317
cck_gnd__gnd_ale3__1,-1.3453107044000001,-0.025062011500000002,0.034659745,0.047017895000000004
cck_gnd__gnd_ale3__2,-2.0436802247,-0.3376408675,-0.031113969000000002,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,6.3382630763,1.0916120725,2.785352722,0.554945433
cck_tpiA__gmos_deltpiA__2,5.8428000489,1.4697356665,3.009075552,0.648474443
cck_tpiA__tpiA_ale1__1,1.5890981672,0.4806073255,0.9025170320000001,0.5753141230000001
cck_tpiA__tpiA_ale1__2,1.1284436648,0.2684029825,0.861155212,0.5862271530000001
cck_tpiA__tpiA_ale2__1,1.9929615364000002,0.5892095545,1.043320932,0.693161793
cck_tpiA__tpiA_ale2__2,1.5236218622000002,0.8269717285,1.034550672,0.48257620300000004
cck_tpiA__tpiA_ale3__1,0.27222124270000003,0.37647517550000004,1.160442362,0.44486670300000003
cck_tpiA__tpiA_ale3__2,0.47451515720000004,0.36330335950000003,1.357744682,0.424267453
cck_tpiA__tpiA_ale4__1,1.4685725944,0.3511532445,0.8815165420000001,0.227203863
cck_tpiA__tpiA_ale4__2,1.1173134134,0.2272721155,0.8068994620000001,0.196128253
acid_tale__acid_ale1_pH7__1,-0.1227580999,-0.2607015015,-0.46818323500000003,0.152688973
acid_tale__acid_ale1_pH7__2,-0.23991890340000002,-0.09921764150000001,-0.504733132,0.12606668000000001
acid_tale__acid_ale1_pH5__1,-0.9094100571,-0.40848641150000004,-0.568459668,0.7941495230000001
acid_tale__acid_ale1_pH5__2,-0.44165518070000004,-0.1026119115,-0.40645875600000003,0.815270033
acid_tale__acid_ale2_pH7__1,-1.3020948125,-0.2995366595,-0.5666004250000001,0.338840073
acid_tale__acid_ale2_pH7__2,-1.3563551714,-0.17676816350000002,-0.618132993,0.323054463
acid_tale__acid_ale2_pH5__1,-1.828335609,-0.9884837365,-0.261739756,0.432644723
acid_tale__acid_ale2_pH5__2,-0.8235766616,-0.9190387125,-0.12966528100000002,0.485480993
acid_tale__low_Mg_ale_pH7__1,-2.0530695644,-0.6592934925,-0.524940594,0.300746703
acid_tale__low_Mg_ale_pH7__2,-1.4490879961,-0.4160345085,-0.7528981960000001,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,-2.2467029588,0.1118695985,0.328525112,0.608588733
acid_tale__low_Mg_ale_pH5__2,-1.4129347955,0.040380782500000004,0.216529764,0.557231563
acid_tale__MES_ale_pH7__1,-1.7912846332,-0.08739485050000001,-0.45060715500000004,0.430531873
acid_tale__MES_ale_pH7__2,-1.853518383,-0.13257235850000001,-0.34063654800000004,0.47473322300000004
acid_tale__MES_ale_pH5__1,-1.1957901716000001,-0.6675275705,0.08479708100000001,0.475017483
acid_tale__MES_ale_pH5__2,-1.8084065398,-0.4129826375,0.475393002,0.709374983
acid_tale__gmos_pH7__1,-1.5297608475,-0.3278983835,-0.35326148100000004,0.42960406300000004
acid_tale__gmos_pH7__2,-1.3636815746,-0.27603533950000003,-0.380653725,0.444629313
acid_tale__gmos_pH5__1,-1.3369982698,-0.28956082650000003,0.36044262200000005,0.650228023
acid_tale__gmos_pH5__2,-1.9221294773,0.0059822425,0.331702712,0.7174304530000001
adnB__wt_adn__1,-3.5219661567,0.6872984745,0.19266828200000002,-0.41595584700000005
adnB__wt_adn__2,-2.0094039053,0.2150338215,0.5997283720000001,0.229595813
adnB__delydhB_adn__1,-2.3165004575,-0.5018322855,0.227307742,-0.53031891
adnB__delydhB_adn__2,-2.2997171431,0.5069014575,0.612511522,-0.264506101
ytf2__wt_glc__1,-0.46878634010000003,0.6812365525,1.3332109920000002,0.207994233
ytf2__wt_glc__2,-0.1101786963,0.5574263705,1.280275182,0.253845453
ytf2__ybcM_glc__1,0.5486118448,0.5553900695,1.756563822,0.49687887300000005
ytf2__ybcM_glc__2,0.3343346833,0.3377686045,1.789561882,0.5496294230000001
ytf2__ydhB_glc__1,1.0610765416,0.2335944435,1.7383771920000002,0.326151603
ytf2__ydhB_glc__2,0.8021684446,0.2933460175,1.656277972,0.395503043
ytf2__yfeC_glc__1,0.0954666316,-0.044215526500000005,1.607751292,0.20829614300000002
ytf2__yfeC_glc__2,-0.6620372223000001,0.1016495655,1.653060862,0.37606821300000004
ytf2__yciT_glc__1,-0.5212461489,0.4051761955,1.2814093020000001,0.459934233
ytf2__yciT_glc__2,-0.0784994836,0.37838085250000003,1.281068312,0.517486403
ytf2__ydiZ_glc__1,-1.3988487012,0.18624809450000002,1.0339006020000001,0.28184425300000004
ytf2__ydiZ_glc__2,-1.0384850926,0.2502501505,1.0135920920000001,0.281401713
ytf2__ynfL_glc__1,-0.6192735642,0.3130383735,1.542635782,0.510756223
ytf2__ynfL_glc__2,-0.5654537527,0.4200704095,1.552532362,0.523190413
misc2__dellon_glc__1,0.31559847620000003,0.31280549150000003,1.851431072,0.48724811300000004
misc2__dellon_glc__2,0.7552948232000001,0.3609165305,1.957580102,0.21544195300000002
ytf3__wt_glc2__1,0.8071293256000001,0.5515211255,1.415156502,0.456262873
ytf3__wt_glc2__2,0.24477022240000001,0.4510554995,1.3531878019999999,0.5116651830000001
ytf3__wt_pH7_lactate__1,0.6959641694,0.29174080750000003,1.498717262,0.560872303
ytf3__wt_pH7_lactate__2,0.6096171248000001,0.5101170405000001,1.560191642,0.553273863
ytf3__wt_pH55_lactate__1,0.9867819010000001,0.2735080755,1.521477682,0.778064203
ytf3__wt_pH55_lactate__2,1.0282044903,0.6578125835,1.600326662,0.7423117130000001
ytf3__wt_pH55_HCl__1,0.7432458308000001,0.48165006050000003,1.514438652,0.615049543
ytf3__wt_pH55_HCl__2,0.9905389566,0.3617361535,1.4329907020000001,0.6014201330000001
ytf3__dyieP_pH7__1,0.6509067566,0.48047729850000004,1.370709192,0.47916943300000003
ytf3__dyieP_pH7__2,0.9684114937,0.37981983550000004,1.300769352,0.424966693
ytf3__dyieP_pH55__1,0.3605795135,0.4093311785,1.313243352,0.439007113
ytf3__dyieP_pH55__2,0.26216142070000004,0.11382041150000001,1.440201662,0.623551333
