,A,FecI,Crp,PdhR,Fur,HypT,Nac
ytf__wt_glc__2,-1.1066214259,-0.27981364000000003,0.487174103,-0.94009765,-0.12107829,-1.3355884580000001,0.13060047
ytf__delyafC__1,-2.3987988044,-3.119574119,0.518280163,-2.29715568,-0.40942488,-0.721633476,1.6565648190000002
ytf__delyafC__2,-1.6690678038,-2.681776139,0.5586262230000001,-2.16231755,-0.317496799,-0.891103741,1.061693217
ytf__delyeiE__1,-1.3991028452,-2.8467877660000003,0.452821843,0.26891713100000003,-0.131432835,-0.794770987,1.029775412
ytf__delyeiE__2,-2.368469554,-3.174558369,0.36938018300000003,0.037812604,-0.201141808,-1.101506786,-0.941805195
ytf__delyiaJ__1,-2.91218063,-3.449354143,0.49007886300000003,-2.461437255,-0.32715426000000003,-1.051131636,0.008804778000000001
ytf__delyiaJ__2,-2.9027228969000003,-3.230973947,0.474334523,-2.138384469,-0.177771805,-0.88672474,-0.19748837600000002
ytf__delyieP__1,-0.7060436872,-1.293511035,0.830611623,-1.864297304,0.06414507800000001,-0.773712536,0.142214169
ytf__delyieP__2,-0.7974535453,-1.187755636,0.7498248230000001,-1.7261591840000001,-0.029952843000000003,-0.9668899310000001,0.30161080500000004
ytf__wt_ph5__1,0.3965027386,-0.091517967,0.39857596300000003,-0.5507407430000001,-0.02597042,-1.106503346,0.331631799
ytf__wt_ph5__2,0.2671684676,-0.22499933300000002,0.474739703,-0.422834837,0.104815375,-1.040177756,0.35297229900000004
ytf__wt_ph8__1,1.9396749604,1.007727576,0.27564292300000004,-0.795913442,-0.058305663,-1.180345684,-1.544666002
ytf__wt_ph8__2,1.8037541903,1.136305546,0.268154863,-0.7453301950000001,-0.056770984000000003,-1.103604212,-1.8064700390000001
ytf__delybaO__1,-2.6584692667,-3.340487236,0.582376183,-2.263317002,-0.399775176,-0.715369066,0.905745647
ytf__delybaO__2,-1.518698234,-2.685363439,0.636744023,-2.324673142,-0.10475038,-0.679952754,0.903975583
ytf__delybaQ__1,-1.0186633841,-0.745929501,0.332940493,-0.41909880200000005,0.017150949000000002,-1.1115244930000001,-0.735885247
ytf__delybaQ__2,-1.0771672003,-0.850645987,0.32368551300000004,-0.39352652400000004,0.026472562,-1.162017042,-0.84652233
ytf__delybiH__1,1.6962274131,0.697839619,0.636331983,-2.023556134,-0.21315872700000002,-1.569015928,-0.157392484
ytf__delybiH__2,1.2235743503,1.291920081,0.554671843,-2.566578347,-0.154431641,-1.215910187,-0.14598782200000002
ytf__delydcI_ph5__1,-0.1032410675,-0.48402315700000004,0.36809995300000004,-0.5856428840000001,-0.040899528000000004,-0.96437328,1.081453561
ytf__delydcI_ph5__2,-0.0917875912,-0.585624637,0.422601483,-0.622365169,0.11847004400000001,-1.097889791,1.022221057
ytf__delydcI_ph8__1,1.9794766219,1.407342797,0.363195763,-0.66611771,0.05858913,-0.7103797740000001,-2.070954701
ytf__delydcI_ph8__2,1.1210298711,0.7792378790000001,0.30711134300000004,-0.791099136,0.016115785,-0.95925137,-2.07481487
ytf__delyddM__1,-2.0564546641,-2.123767889,0.8218948030000001,-0.496892702,0.07278404100000001,-0.920621122,-1.219589188
ytf__delyddM__2,-1.9181192206,-1.890086465,0.832054603,-0.617469516,0.20655213400000003,-0.9147790750000001,-1.413693311
ytf__delyheO__1,-3.0878849968,-3.265235164,0.596168643,-2.689296058,-0.450623278,-0.9076054480000001,0.32833632500000004
ytf__delyheO__2,-1.3426568629,-2.909370058,0.633656513,-2.476333394,-0.24639368900000003,-0.816549206,0.155887739
fps__bw_glc__1,-1.1326744873,-1.0252929100000001,0.23073483300000003,-0.373094046,0.17435339400000002,-0.7382423050000001,-1.358233387
fps__bw_glc__2,-1.3571994927,-1.04046122,0.160408733,-0.635333437,-0.023085952,-0.96213615,-0.978424822
fps__fps_thrA_ale1__1,-1.7629923184,-1.241813589,0.33273120300000003,-0.728702261,0.062007343000000006,-0.796332455,-1.68342813
fps__fps_thrA_ale1__2,-1.6947377579,-1.348134707,0.351625083,-0.998921644,-0.030022829,-0.9727219920000001,-1.05207019
fps__fps_thrA_ale2__1,-2.0325273022,-1.41899934,0.22966762300000002,-1.034767433,-0.099545278,-0.911516027,-2.162587055
fps__fps_thrA_ale2__2,-1.9440552631,-1.43239524,0.288967533,-0.9729484460000001,-0.15577379300000002,-0.882158215,-1.695667234
fps__fps_serB_ale1__1,-1.4212046284,-0.923205253,0.263027813,-1.205482094,0.085860289,-0.8178806310000001,-2.020706613
fps__fps_serB_ale1__2,-1.3134271094,-0.8373428770000001,0.38965776300000005,-1.189910353,0.137285174,-0.8543728380000001,-1.634012821
fps__fps_serB_ale4__1,-0.1636800958,-0.650402099,0.20591431300000002,-1.647507902,0.508434594,-1.058093365,-1.573260123
fps__fps_serB_ale4__2,-0.2589019625,-0.347150067,0.360213693,-1.320851554,0.5725869640000001,-0.785465105,-1.2293238610000001
fps__fps_ptsI_ale1__1,-2.3104115256,-1.765617083,0.045779202000000005,-1.352098323,0.178700084,-1.456968771,-1.786929587
fps__fps_ptsI_ale1__2,-2.0541141195,-1.626312671,0.144864783,-1.258441252,0.13076157400000002,-1.230669258,-1.7341974420000001
fps__fps_ptsI_ale3__1,-2.2589420338,-1.734531347,0.252590313,-1.099172056,0.000418054,-1.000509403,-1.9826086630000002
fps__fps_ptsI_ale3__2,-2.4903154844,-1.796494226,0.223236343,-1.031647847,-0.000360632,-1.687409614,-2.023838102
pal__lyx_ale2_f6__1,-1.4103956157,-0.407227039,0.33342218300000004,-1.123379359,0.06253874,-1.097268013,-1.492832946
pal__lyx_ale2__1,-1.2834903926,-0.981627452,0.264908103,-0.73085081,-0.038381135000000004,-1.447498132,-1.883665835
pal__lyx_ale2__2,-1.1750010625,-1.164571336,0.307141653,-0.666017803,-0.015371658000000002,-1.064350249,-1.8062686810000002
pal__lyx_ale4__1,-1.2376166867,-1.218623637,-0.057655873,-0.7106436690000001,-0.08324728,-1.0429729,-2.056574272
pal__lyx_ale4__2,-1.4085708112,-1.1259518210000001,-0.070605865,-0.739725607,-0.22919684,-1.06768123,-2.019620365
pal__5drib_ale10_f18__1,-0.9798529197,-1.082465171,-0.069139537,-0.936467511,-0.083564707,-0.525240396,-0.45378550100000004
pal__5drib_ale10_f18__2,-0.9970181341000001,-1.515235701,-0.022394787000000003,-0.9544426130000001,-0.024886867,-0.363094642,-0.636143758
pal__5drib_ale10__1,-0.2200775808,-0.714706626,0.401836273,-1.019503323,0.258599744,-0.7254306020000001,-0.411496925
pal__arab_ale14_f9__1,-0.19279148070000002,-0.580836833,0.24554710300000002,-0.309376195,0.24741131400000002,-1.006863008,-1.494909044
pal__arab_ale14_f9__2,-0.09918634970000001,-0.660414213,0.412722073,-0.49927486,0.23385870400000003,-1.157992159,-1.354573366
pal__arab_ale14__1,-0.38472231370000004,-1.69098598,0.376783933,-0.216828863,0.043847517,-1.380901348,-1.6270685550000001
pal__arab_ale14__2,0.1054430677,-1.197354312,0.375609213,-0.186955578,0.0018530730000000002,-1.177275504,-2.132434197
pal__arab_ale16__1,0.6635073052,-0.05750579200000001,0.029854537,-0.15383191400000001,-0.14171461900000001,-0.032928507,0.24337127200000003
pal__arab_ale16__2,0.4405616171,-0.225282587,0.109766425,-0.24937134400000002,-0.22532452,0.15948668900000001,-0.26574851
pal__tartr_ale26_f10__1,1.8295769374000002,-0.32621028,0.311947293,-1.090220602,0.049591953,-1.150215772,-0.9086823350000001
pal__tartr_ale26_f10__2,1.892343425,-0.111237522,0.19927317300000003,-1.283426173,0.07991116300000001,-0.881844311,-1.356490184
pal__tartr_ale26__1,0.9770463976,-0.350548299,0.385079333,-0.9001692800000001,-0.06977634,-1.217729908,-1.908421378
pal__tartr_ale26__2,1.6650621821,-0.06306703100000001,0.334463263,-0.953176121,-0.115456971,-1.138927376,-1.5716821470000002
pal__tartr_ale28_f10__1,-1.000693033,-1.171798487,-0.0037122770000000004,-1.005312544,0.234523954,-1.669587791,-1.423394303
pal__tartr_ale28_f10__2,-0.391626772,-0.547902549,-0.098690551,-1.074814698,0.24684139400000002,-1.266462224,-0.980608439
pal__tartr_ale28__1,-0.4697340882,-1.4254801910000001,0.272968543,-0.487256972,0.18696500400000002,-1.094790713,-1.4071498
pal__tartr_ale28__2,0.026561307000000003,-1.421767347,0.268494893,-0.7282015770000001,0.387008094,-0.7547083760000001,-1.894256133
efeU__delmenFentC_citr__1,7.6965234475,-1.338684276,0.422197943,-0.09160627,-0.018641953000000003,-1.638696144,-0.145784447
efeU__delmenFentC_citr__2,7.2690883938,-1.662255048,0.567725263,-0.707630113,-0.01502615,-1.486171928,-0.22694596400000003
efeU__delmenFentC__1,5.6564499614,1.8574853550000001,0.6961985230000001,0.260449302,0.24310651400000002,-1.155155149,-1.8203770160000001
efeU__delmenFentC__2,5.2140957846,1.941226955,0.736210653,0.344960934,0.35714260400000003,-1.236360083,-1.4218572200000001
efeU__menFentC_ale39__1,-1.5891621301,-3.336332618,0.5420487930000001,-3.298160627,-0.082820525,-1.380891652,-0.991280421
efeU__menFentC_ale39__2,-1.098487031,-3.224286237,0.5730386230000001,-3.484022611,-0.10374983700000001,-1.223113072,-1.048821509
efeU__menFentC_ale29__1,7.6649486027,-0.870935503,0.911502773,0.45327316500000003,2.274600604,-1.767446842,-1.572485066
efeU__menFentC_ale29__2,7.9009309775,-0.858111842,0.943276293,0.5422813470000001,2.295301694,-1.847388115,-1.427926678
efeU__menFentC_ale30__1,6.2007961872,-2.294464388,0.106685208,-0.252921928,1.091283144,-1.066291785,-1.3257883719999999
efeU__menFentC_ale30__2,6.810431555,-1.572933291,0.063971556,0.011021498000000001,1.177537604,-1.142804709,-1.911597016
efeU__menFentCubiC_ale36__1,2.2373093454,1.299835651,0.821857583,0.20791636400000002,-0.056687889000000005,-0.784554783,-1.62220082
efeU__menFentCubiC_ale36__2,1.4574567991,1.190283305,0.648169773,0.079968838,-0.09964408500000001,-0.691981986,-1.7660818690000002
efeU__menFentCubiC_ale37__1,2.5350441593,1.46329826,0.843077653,0.06602191,0.041715499999999996,-0.647161941,-1.285758096
efeU__menFentCubiC_ale37__2,2.3596090338,1.292270847,0.8884085730000001,0.089638459,-0.010025734000000001,-0.669037341,-1.232647401
efeU__menFentCubiC_ale38__1,-0.26898648480000004,-2.381480754,0.348438943,0.249462549,0.219338364,-1.15494451,-1.477746548
efeU__menFentCubiC_ale38__2,0.5424727016,-1.166375799,0.309908293,0.173526896,0.124435004,-1.4748047,-1.5138569849999999
misc2__salc_glc__1,-0.7034796843000001,-1.758391615,-0.030941686000000003,0.145992384,-0.020682337000000002,-1.538130367,-0.49971858900000005
misc2__salc_glc__2,-0.0528533878,-1.098158136,-0.041858422,0.378556371,0.057284294000000006,-1.698151325,-1.486988704
misc2__dbcn_glc__1,0.9104052380000001,0.057742261,-0.41418928400000005,0.048979734000000004,-0.242724028,-2.300861275,-2.770332727
misc2__dbcn_glc__2,-0.7679253733,-0.9983116790000001,-0.322180379,-0.5600760060000001,-0.08124758500000001,-1.724092811,-3.247913347
misc2__tyr_glc__1,1.2567709312,0.406927238,0.482338413,-0.15122301300000002,0.062323277,-0.8821904690000001,-2.201766166
misc2__tyr_glc__2,0.870345307,0.39573523,0.519726133,-0.080484764,0.037503944000000004,-0.772681026,-1.850828756
misc2__arg_cytd__1,-0.5154388759,-1.5469686440000001,0.10509646700000001,-0.08212654,-0.223585778,-1.11036944,-2.740672314
misc2__arg_cytd__2,-0.6224264854,-1.591130366,0.09710128400000001,-0.32822497900000003,-0.202252126,-1.107994078,-1.973612932
misc2__delyheO_pyr__1,-2.4125465408,-2.403866106,1.000412783,1.20226276,0.017324416000000002,-0.98976789,-1.396271108
misc2__delyheO_pyr__2,-2.3846311885,-2.67891852,1.013481493,1.173732087,0.170248434,-1.133606243,-1.4403978830000002
nquinone__delubiC__1,-0.8390011814,-0.27085987100000003,0.44647993300000005,0.407193063,-0.14495148600000002,-1.007593903,-2.444293789
nquinone__delubiC__2,-0.2732371866,-0.524592438,0.618285233,0.143653486,-0.01509344,-0.92467835,-2.027146531
nquinone__ubiC_ale1__1,-1.3171981121,-0.988737677,0.46214110300000005,1.5172365939999999,-0.13617436200000002,-0.7231208840000001,-1.656287287
nquinone__ubiC_ale1__2,-1.9753918538000002,-1.381265762,0.518639853,1.069980192,-0.015491682000000001,-1.135492416,-1.4960252010000001
nquinone__ubiC_ale2__1,-2.2629693246,-1.656525773,0.47472340300000004,-0.030177858000000002,-0.059682626,-1.212028099,-1.5551476860000002
nquinone__ubiC_ale2__2,-2.2695591734000002,-1.296238014,0.429799533,0.09151695200000001,-0.08582724400000001,-1.043440701,-1.866179959
nquinone__ubiC_ale3__1,-0.25182829970000004,-0.18086848800000002,0.026469302,0.6866338350000001,-0.13988984100000001,-1.294732403,-2.241205935
nquinone__ubiC_ale3__2,-0.3520602049,-0.5236742790000001,0.09906102300000001,0.7666301630000001,-0.149769561,-1.243498495,-2.6205333580000003
nquinone__ubiC_ale4__1,-2.2629510569,-1.7312712330000002,0.49321258300000004,0.06831342600000001,0.049095628,-1.033570183,-1.919867666
nquinone__ubiC_ale4__2,-1.9257296698,-1.623196816,0.508607923,0.22075549900000002,-0.014408758,-1.117982603,-1.520161489
nquinone__delpdhR__1,0.6437061624,-1.9106349690000002,0.38566819300000005,-7.947651277,-0.257609396,-1.209643817,0.9977503870000001
nquinone__delpdhR__2,0.9306390649,-1.803407395,0.362990173,-7.6742505990000005,-0.232478168,-1.5128216399999999,0.87347483
quinone__glu_ale4__1,-0.2771350845,-2.794674547,0.36842613300000004,0.22426493900000002,-0.018799261,-1.511439392,-2.699766705
quinone__glu_ale4__2,-0.7976312843000001,-3.351493281,0.736125773,-3.136137764,-0.16800786,-1.277417601,-2.553309664
quinone__delmenF__1,-0.8596051306,-1.561700402,0.553279673,-0.555176517,0.09755469100000001,-1.003481689,-0.096285431
quinone__delmenF__2,-1.0183551508,-1.5429007110000001,0.42430167300000005,-0.429820965,-0.09873353,-1.332952565,-0.849898971
quinone__menF_ale5__1,-1.0899716257,-0.819219879,0.904530523,-2.82769242,0.20066824400000002,-1.383824083,-1.247637534
quinone__menF_ale5__2,-1.2912997237,-1.332559172,0.929254393,-2.98840969,0.198687894,-1.294791878,-1.562727691
quinone__menF_ale6__1,-0.7242300285000001,-1.4011359190000001,0.9289372330000001,-3.484742543,0.147271054,-1.2262419580000001,-1.465059359
quinone__menF_ale6__2,-1.6582964150000001,-1.37997516,0.9358953230000001,-3.42756823,0.19961309400000002,-1.508764696,-1.6547814230000002
quinone__menF_ale7__1,-1.1157081689,-3.547904212,0.8647486830000001,-3.494878684,0.314659224,-1.266753879,-1.375778336
quinone__menF_ale7__2,-1.07621252,-2.6100080119999998,0.829767083,-3.604571799,0.214827854,-1.394941297,-1.3744260050000001
quinone__menF_ale8__1,-2.3695515290999998,-4.062088144,1.000233243,-3.4599619710000002,0.120816004,-1.184498075,-0.8407915130000001
quinone__menF_ale8__2,-1.6457427565,-1.5643212750000002,0.9954071830000001,-3.025227246,0.369381294,-1.079646672,-0.517451584
quinone__delmenFubiC__1,0.5826343954000001,0.32004202200000004,0.503242803,0.129738969,-0.13553742700000002,-0.793142027,-1.553374985
quinone__delmenFubiC__2,-0.0038866656000000003,0.140469966,0.5733612730000001,0.08619411,-0.144602477,-0.720105788,-1.370391717
quinone__menFubiC_ale1__1,-0.681948699,-2.756030666,0.688985203,-2.259269158,-0.414547961,-1.2531380410000001,-0.23697979100000002
quinone__menFubiC_ale1__2,-0.8970780013,-3.240988376,0.689163233,-2.357896422,-0.422223938,-1.21821015,-0.178362459
quinone__menFubiC_ale2__1,-0.7627933564,-3.079839478,0.566404903,-2.612905733,-0.404878646,-1.329142116,-1.4078763840000001
quinone__menFubiC_ale2__2,-0.6491769819000001,-2.996956291,0.587592463,-2.40261834,-0.48235188500000004,-1.423640612,-1.592102074
quinone__menFubiC_ale3__1,-0.8233570486,-1.206462691,0.10847917900000001,0.396130142,-0.23587729300000002,-1.023412202,-1.560968206
quinone__menFubiC_ale3__2,-0.9770485878,-0.912775435,0.14360144,0.33490203300000004,-0.18887362300000002,-0.9647130260000001,-1.455880616
quinone__menFubiC_ale4__1,-2.531430033,-1.141591314,1.042582673,-2.5579925,-0.06039287,-1.355973284,-0.85131308
quinone__menFubiC_ale4__2,-2.4649962604,-0.454515314,1.027989663,-2.736455229,0.059578161000000004,-1.231834256,-1.227447348
oxyR__wt_glc__1,-1.2372927053,-1.507463706,0.09382866100000001,-0.5939216310000001,-0.398396226,-1.212845118,-1.4175156
oxyR__wt_glc__2,-1.724227372,-2.101416781,0.13043923,-0.7293935410000001,-0.41860494000000004,-1.104284064,-1.5348472910000002
oxyR__wt_h2o2__1,-1.2930364973000001,-1.371577087,0.057576022000000004,-0.5367757470000001,-0.40217951700000004,-1.149501001,-1.713738202
oxyR__wt_h2o2__2,-1.910561397,-2.202947285,0.46187418300000005,-0.9360822160000001,-0.20283868900000002,-0.9224831830000001,-1.284468236
oxyR__glu_ale4__1,-1.1897977812,-2.223128597,0.7723290730000001,0.8295831760000001,-0.041962642,-0.88580692,-2.024386201
oxyR__glu_ale4__2,-1.0601633437,-2.426200813,0.495795953,0.012154792000000001,-0.49531299900000003,-1.050760489,-1.970096307
oxyR__glu_ale4_h2o2__1,-0.6207837533,-1.879392299,0.621328373,-1.354143334,-0.24189199400000003,-0.795345386,-1.7201331990000002
oxyR__glu_ale4_h2o2__2,-0.5041084479,-1.47006342,0.486348433,0.5555508650000001,-0.457263821,-0.965653292,-1.448091929
oxyR__oxyR_ale17__1,-1.6426042111,-2.695482987,0.13801763,0.16553516100000001,1.6546413640000002,-0.6917885290000001,-1.401006304
oxyR__oxyR_ale17__2,-1.7391998399,-2.361419384,0.15520324300000002,0.30774985,1.513558554,-1.071299585,-1.6137084860000002
oxyR__oxyR_ale17_h2o2__1,-2.3084477753,-2.8968803,0.211227453,-0.902962028,1.579185924,-0.945399179,-1.381374208
oxyR__oxyR_ale17_h2o2__2,-2.1610627963,-3.011456917,0.156206473,1.014623436,1.914808684,-0.889157269,-1.398573968
oxyR__oxyR_ale18__1,-0.7260126399,-1.463695918,-0.23326590800000002,-0.47982876700000004,0.583810734,-1.305632626,-2.413176006
oxyR__oxyR_ale18__2,-1.3001079417999999,-2.476548467,-0.08594182800000001,-0.8939865810000001,1.003154944,-1.356507664,-2.084699996
oxyR__oxyR_ale18_h2o2__1,-1.2916028376,-1.9410059140000002,0.027939159,-0.102343453,0.988247564,-0.7695463,-1.986988603
oxyR__oxyR_ale18_h2o2__2,-1.6038964303,-2.83006157,0.095125363,-0.20313905200000001,0.850537614,-0.68935921,-1.725412034
oxyR__oxyR_ale19__1,-1.1009801919,-1.805841908,-0.186683067,-0.54316451,1.385596604,-1.4671068520000001,-2.021510088
oxyR__oxyR_ale19__2,-1.0852266886,-2.25906579,-0.08065952300000001,-0.82206313,1.4068350440000001,-1.17233389,-1.7762034720000002
oxyR__oxyR_ale19_h2o2__1,-0.8871700141000001,-1.720387286,-0.32169368600000003,-0.909391699,1.361037814,-1.3926599290000001,-1.825608662
oxyR__oxyR_ale19_h2o2__2,-1.4082650846,-1.4578346150000001,-0.22926116100000002,-0.8193251840000001,1.391978414,-1.300260689,-1.8463277200000001
oxyR__oxyR_ale20__1,-2.151188275,-4.913110613,-0.29073972200000003,0.524929694,1.9791220040000002,-0.740667301,-1.240710627
oxyR__oxyR_ale20__2,-2.2911088111,-5.113277505,-0.328630297,0.645414418,2.012504234,-0.7099681240000001,-1.465169672
oxyR__oxyR_ale20_h2o2__1,-1.2391597906,-2.549348278,-0.103214605,0.343467493,1.9179022940000001,-0.8708640950000001,-1.600083686
oxyR__oxyR_ale20_h2o2__2,-1.4628192067999999,-2.871900078,-0.05797147800000001,0.241879226,1.906355264,-0.770310131,-1.5383975360000002
svns_pgi__BmePgi24_15__1,-1.7519231131000002,-1.987642297,0.20789728300000002,-0.724573279,-0.27828637700000003,-0.9767893620000001,-0.038276091000000005
svns_pgi__BmePgi24_15__2,-1.8200076238,-1.7902962530000002,0.288214413,-0.742232921,-0.176623005,-0.850835152,0.169640609
svns_pgi__BmePgi24_26__1,-2.1234700305,-2.291232299,0.16856253300000001,-0.748127348,-0.171722799,-1.05901501,-1.043367143
svns_pgi__BmePgi24_26__2,-2.2218353605,-1.9940351490000001,0.144982372,-0.635808012,-0.060313785,-0.780579533,-0.9901545410000001
svns_pgi__BmePgi24_41__1,-2.2899089274,-2.943960094,0.495849313,-0.6767706490000001,0.132826624,-0.8858965040000001,-0.277084475
svns_pgi__BmePgi24_41__2,-1.397957011,-1.508579165,0.08223337900000001,-0.6055919120000001,-0.08904284,-0.881615412,-0.528506102
svns_pgi__BmePgi24_52__1,-1.9851400426999999,-2.167816643,0.260077643,-0.7855442810000001,-0.250898801,-1.019280822,-0.950716556
svns_pgi__BmePgi24_52__2,-1.8596697073000001,-1.5826811219999999,0.110092349,-0.67683176,-0.17881162,-1.058481447,-0.512665621
svns_pgi__PaePgi2_34__1,-1.0453854107,-1.588359739,0.946417433,-1.043414398,0.09023732400000001,-1.057394722,-1.586117605
svns_pgi__PaePgi2_34__2,-0.8849806821,-1.6835215319999999,0.980365153,-1.109772646,0.186593734,-0.7822174470000001,-1.5147966670000002
svns_pgi__PaePgi2_63__1,-1.2703912502999999,-1.499631289,0.9986914830000001,-1.007537784,0.183535574,-0.705773934,-1.203738435
svns_pgi__PaePgi2_63__2,-1.0870115942,-1.5320885510000002,0.9749593430000001,-0.9655840550000001,0.178282134,-0.953782852,-1.065470334
svns_pgi__PaePgi24_54__1,-1.9240971305999999,-1.453349875,0.830338573,-0.783204278,0.07998654,-0.7805411999999999,-1.835310553
svns_pgi__PaePgi24_54__2,-2.356988716,-1.514534638,0.926503413,-0.582004533,0.180509194,-0.7907048,-1.658484993
svns_pgi__PaePgi24_90__1,-1.7000448126,-1.875411603,0.8096897230000001,-0.280198852,0.237700244,-0.971934744,-1.5885701939999999
svns_pgi__PaePgi24_90__2,-1.7204809394,-1.439691533,0.9991721830000001,-0.263591599,0.398123934,-0.8415068250000001,-1.422476577
abx_media__m9_ctrl__1,-1.6487427413,0.207726711,-0.219087253,0.423971606,-0.21254789600000001,-1.3718110430000001,-0.6578084550000001
abx_media__m9_ctrl__2,-1.1155843685,0.385924588,0.06872793,0.780867806,-0.060902873,-1.6969023710000002,-1.131614761
abx_media__rpmi_ctrl__1,-2.0022786673,-1.044985598,0.181883243,-0.439964352,-0.24266487900000003,-1.406097259,-3.5989071089999998
abx_media__rpmi_ctrl__2,-0.9498049331,-0.913605348,0.46045822300000006,0.10277367700000001,-0.341907147,-1.1549701190000001,-3.440138096
abx_media__camhb_ctrl__1,8.4988449826,-0.14086816800000002,-1.466715649,1.158534188,-0.640836599,-1.451573533,-3.044593221
abx_media__camhb_ctrl__2,8.1858143473,-0.593030127,-1.564214307,1.09290761,-0.714088546,-1.341730129,-3.43841523
abx_media__m9_mero__1,-1.6068635438999999,0.44337969200000005,0.10006032100000001,0.044264288000000006,0.33459056400000003,-1.601625643,-0.9565940270000001
abx_media__m9_mero__2,-0.8857484013,0.35777735400000005,-0.24440689100000001,0.579536759,-0.073301092,-1.649209068,-1.06957716
abx_media__rpmi_mero__1,-0.163888755,-0.7418100160000001,-0.15585906600000002,0.140526554,-0.205419399,-1.350604554,-3.336513214
abx_media__rpmi_mero__2,-0.7825287160000001,-0.979220167,0.12222331400000001,-0.286777544,-0.17358025200000002,-1.367958959,-4.003030846
abx_media__camhb_mero__1,10.0928378082,0.041345151000000004,-2.568928611,0.61626311,-0.606942002,-1.9147838890000002,-2.81151666
abx_media__camhb_mero__2,10.583458425,0.14269330700000002,-2.37205329,0.694032402,-0.7505141150000001,-1.7719695290000002,-3.207312052
abx_media__m9_trisulf__1,0.135428699,-0.358405311,-0.13952741600000002,0.368088615,-0.044335219,-1.465351286,-1.292704918
abx_media__m9_trisulf__2,0.1278538052,-0.6646595470000001,-0.121563182,0.30728888200000004,-0.222996152,-1.403582359,-0.9868490630000001
abx_media__rpmi_trisulf__1,-0.9546611372,-3.050622449,-1.138543574,1.769628133,-0.116637474,-1.032928753,-2.73106236
abx_media__rpmi_trisulf__2,-1.188241061,-2.876067309,-1.125744815,1.832649208,-0.129974022,-1.186077195,-3.055437771
abx_media__camhb_trisulf__1,10.3280315728,0.9407817650000001,-0.616348749,1.7068177599999999,-0.450904393,-0.6439484400000001,-2.723295231
abx_media__camhb_trisulf__2,10.1574454498,0.843281449,-0.651084973,1.633953771,-0.540652111,-0.831048168,-2.59023387
abx_media__m9_cef__1,-0.6009997422000001,-0.9395689890000001,-0.424559634,0.38607178400000003,-0.12820725300000002,-1.342803996,0.079482283
abx_media__m9_cef__2,-0.38103896870000004,-1.166099042,-0.35219075800000005,0.571381302,-0.278000794,-1.7640411440000001,-0.173825275
abx_media__rpmi_cef__1,0.0530620461,-1.053082637,0.17718560300000002,2.341774193,-0.49087938200000003,-0.701387057,-3.087214477
abx_media__rpmi_cef__2,-0.43818370970000003,-0.9194695930000001,0.253641923,2.404960983,-0.500481724,-0.7294267010000001,-2.853723419
abx_media__camhb_cef__1,11.5991448289,0.490197519,-0.8382274850000001,1.442652509,-0.9149892780000001,-1.123997536,-2.700986069
abx_media__camhb_cef__2,11.1346682529,0.288608074,-0.903455694,1.472209093,-0.9595740020000001,-1.14861555,-2.679645087
abx_media__m9_cipro__1,0.242358595,0.203929469,-0.296102011,0.763134123,-0.36009651200000004,-1.5935496150000001,-0.9634334360000001
abx_media__m9_cipro__2,-0.12170416070000001,0.11565020200000001,-0.23094071100000002,0.5357338340000001,-0.425519831,-1.5547319540000002,-1.266058354
abx_media__rpmi_cipro__1,0.15194101840000002,-3.754232263,-0.708797459,1.5724305040000002,-0.7925083110000001,-0.7761592230000001,-2.713785296
abx_media__rpmi_cipro__2,0.7160723355,-3.232904465,-0.968107711,1.535231684,-0.177744751,-0.5735734180000001,-2.930085909
abx_media__camhb_cipro__1,11.9028769777,1.066806649,-1.356589447,1.372365839,-0.393128615,-1.421893453,-3.843229678
abx_media__camhb_cipro__2,12.0264940718,1.120506804,-1.123683673,1.313462394,-0.43113716500000004,-1.173041814,-3.319483844
hot_tale__42c_ale3_30c__1,-2.3272035634,-2.139923754,0.062207968,0.274980385,0.055907798,-0.74613056,-1.172067267
hot_tale__42c_ale3_30c__2,-2.4872135372,-2.379201884,0.01735881,0.31697594500000004,0.077587798,-0.737542366,-0.800300216
hot_tale__42c_ale3_37c__1,-0.8131688609000001,-1.4100674450000001,0.43556652300000004,0.300487826,0.316737274,-0.839202485,-1.467531117
hot_tale__42c_ale3_37c__2,-0.4854229974,-1.868409259,0.40063680300000004,0.257246939,0.263806364,-1.020933287,-1.786098149
hot_tale__42c_ale3_44c__1,1.1886519694,-1.018752671,0.37188534300000003,0.012720654000000001,-0.20920929900000002,-0.20067954000000002,-0.866624414
hot_tale__42c_ale3_44c__2,0.8069651653000001,-1.066441297,0.35534419300000003,0.003710034,-0.20608352300000002,-0.438793965,-0.6779199060000001
hot_tale__hot_ale3_mid_30c__1,-2.8888117163,-3.376899753,0.739618883,0.23912079100000003,0.058708176,-0.5299705410000001,-1.698867554
hot_tale__hot_ale3_mid_30c__2,-1.8878247141000002,-2.2734293020000003,0.562500333,-0.033805023000000003,0.21249558400000002,-0.361554474,-1.3117745
hot_tale__hot_ale3_mid_37c__1,-0.8677977999,-1.611953653,0.5847484430000001,-0.149227513,0.38055584400000003,-0.7806988610000001,-2.099983317
hot_tale__hot_ale3_mid_37c__2,-1.1159230699,-1.251341192,0.18943374300000002,-0.46164692700000004,0.15306718400000002,-0.8872694170000001,-2.503323088
