,A,FecI,Crp,PdhR,Fur,HypT,Nac
truHMM__phos_2h__2,-4.9287720248,-0.2689543036,-0.4930876744,-1.7345328375,-0.8731930271,1.4506417887,0.6214222273000001
truHMM__phos_4h__1,-4.9560054925,0.9896797213,-1.5109077319000002,-2.873596016,-0.7454877937000001,2.8117344571,1.3619027134000001
truHMM__phos_4h__2,-4.9862758005,0.6912903461000001,-1.546671549,-3.3452781531999998,-0.8026738972,2.761671985,1.1755529614
truHMM__phos_4h__3,-4.0828657419,0.539769081,-1.7910974918,-4.5784109725,-1.7308900119000001,1.0031962669,-0.09620500030000001
control__wt_glc__1,-0.0508808102,-0.090237279,0.012478646000000001,-0.076205824,-0.05856442,-0.046360254000000004,-0.122012726
control__wt_glc__2,0.0508808102,0.090237279,-0.012478646000000001,0.076205824,0.05856442,0.046360254000000004,0.122012726
fur__wt_dpd__1,5.3562780935,2.7307349160000003,0.077574131,0.388628517,-0.195719219,-1.154529342,-1.69991428
fur__wt_dpd__2,4.8394225275,2.765842927,-0.090682171,0.5117209730000001,-0.214364089,-1.398484405,-1.9387699550000002
fur__wt_fe__1,-0.35025669660000003,-0.7815619730000001,-0.030513673,-0.39308108900000005,-0.127927685,-0.677891107,0.523530873
fur__wt_fe__2,-0.3064562919,-0.968169378,0.05819072,-0.349306495,-0.036050093000000005,-0.5761767870000001,0.257487532
fur__delfur_dpd__1,4.5216087013,2.66799601,-0.105981984,0.481353731,-9.893921886,-1.179335525,-1.602536528
fur__delfur_dpd__2,4.3381341636,2.374256679,-0.22346684100000003,0.6873811950000001,-9.018917863,-1.095414058,-1.724549783
fur__delfur_fe2__1,4.387717458,2.553371131,0.436429913,-0.20407438200000003,-9.893921886,-0.433067731,-0.7173395530000001
fur__delfur_fe2__2,4.4255298596,2.585844679,0.367563393,-0.21128722100000003,-9.893921886,-0.6619204080000001,-0.808297919
acid__wt_ph5__1,0.3134744964,-0.15703518200000002,0.345522573,-0.297045391,-0.38185324400000004,-0.8880807540000001,-0.741450971
acid__wt_ph5__2,0.6660929376,-0.32185403300000004,0.343136463,-0.311904088,-0.429145386,-1.045654266,-0.525057889
acid__delgadx_ph5__1,-0.3535307649,-0.707227991,0.33938771300000004,-0.326083807,-0.37117846200000004,-0.753542618,-0.54736522
acid__delgadw_ph5__1,-0.5949509116,-2.071091928,0.383863793,-0.34906235500000005,-0.452975416,-0.864948464,-0.607067223
acid__delgadw_ph5__2,-0.3164413541,-1.835890167,0.33986178300000003,-0.42781822900000005,-0.39381758800000005,-0.7619691310000001,-0.511348461
acid__delgade_ph5__1,0.1314088478,-0.364478852,0.43240872300000005,-0.260539318,-0.353113338,-0.783625753,-0.392057808
acid__delgade_ph5__2,-0.3547136959,-0.35208778500000004,0.482436193,-0.354291301,-0.38769100100000004,-0.776747945,-0.574728315
oxidative__wt_pq__1,1.101513418,1.9377858360000002,0.17662370300000002,-0.457837302,0.358912004,-1.100758231,-1.44188698
oxidative__wt_pq__2,1.623740921,2.107944456,0.24038529300000003,-0.47875083900000004,0.424605604,-1.006957437,-1.467999853
oxidative__deloxyr_pq__1,0.0263204447,1.698460072,0.513155013,-0.709217136,0.7270403440000001,-0.723957476,-1.5416115910000001
oxidative__deloxyr_pq__2,0.4927083413,1.6406555250000001,0.536337303,-0.635146658,0.680972684,-0.854244267,-1.328150785
oxidative__delsoxr_pq__1,1.8772065835,2.34937465,0.334672533,-0.699666961,-0.46000364200000005,-1.199642409,-2.395016924
oxidative__delsoxr_pq__2,1.9426528938,2.330260426,0.387059873,-0.762532084,-0.471555094,-1.162339431,-1.948205151
oxidative__delsoxs_pq__1,1.7830404444,2.291982436,0.513462963,-0.873888734,-0.492841931,-0.9642149630000001,-1.627599484
oxidative__delsoxs_pq__2,1.5420049611,2.165663233,0.5104807530000001,-0.9755214550000001,-0.53716116,-1.238829855,-1.268693053
nac_ntrc__wt_csn__1,0.0154892816,-0.225706293,-0.07279683,-0.034281075,0.35313890400000003,-0.309939034,7.520987127
nac_ntrc__wt_csn__2,0.10236478660000001,0.177984682,-0.093243951,-0.107742839,0.217593104,-0.306882666,7.504085217
nac_ntrc__wt_cytd__1,0.0649302927,0.260339366,-0.043119613,-0.10149343200000001,0.346499224,-0.257784962,7.005102877
nac_ntrc__wt_cytd__2,0.030612053700000003,0.304547287,-0.07348926,-0.32041271200000004,0.345243954,-0.285177583,7.055380747
nac_ntrc__wt_gln__1,-0.9462379091,-0.981706226,0.16383650300000002,0.286259751,-0.107863365,-0.123625363,7.640281807
nac_ntrc__wt_gln__2,-0.9959053406,-1.061807972,0.11651884600000001,0.151075181,-0.193602928,-0.142338153,7.552225147
nac_ntrc__bw_delnac_csn__1,1.170627597,0.34048453900000003,0.16921202300000002,-0.42536776800000003,0.189864784,-0.513995195,-4.725505623
nac_ntrc__bw_delnac_csn__2,2.5906473422,0.8935634450000001,0.03216219,-0.20802858600000002,0.311143514,-0.6474618590000001,-4.725505623
nac_ntrc__bw_delnac_cytd__1,0.2261192391,-0.36296213800000005,0.29367586300000004,-0.32793236400000003,-0.02804138,-0.8767138600000001,-4.570227487
nac_ntrc__bw_delnac_cytd__2,0.2441591237,-0.440953446,0.22863865300000003,-0.331221871,-0.165441159,-0.9652249700000001,-4.725505623
nac_ntrc__bw_delnac_gln__1,0.8651119961,0.314862594,0.505105143,-0.040888055,-0.358506798,-0.8840331870000001,-4.725505623
nac_ntrc__bw_delnac_gln__2,1.1160495215,0.37582149400000003,0.563775123,0.0760518,-0.237658523,-0.5497361860000001,-4.025620359
nac_ntrc__bw_delnac_nh4__1,-0.7327790415000001,-0.344152163,0.339165103,-0.11536692700000001,-0.48028834600000003,-0.762026415,-4.725505623
nac_ntrc__bw_delnac_nh4__2,-0.055639821400000004,-0.41698991300000005,0.360235063,-0.131267398,-0.45890349,-1.179164139,-4.725505623
misc__wt_no_te__1,3.7033894634999998,2.447852791,0.32216916300000004,-0.724696478,-0.380946999,-0.912693555,-1.3961649600000001
misc__wt_no_te__2,3.8091252053,2.458868205,0.315987593,-0.40118576100000003,-0.424414491,-0.861922127,-1.23681461
misc__bw_delcbl__1,1.1473734569,0.39534203300000004,0.30577407300000004,-0.15397062,-0.46137134300000004,-0.9472493340000001,-0.757840182
misc__bw_delcbl__2,1.0787530841,0.524391138,0.322569413,-0.105016302,-0.424360053,-0.692325584,-0.5660527710000001
misc__bw_delfabr__1,0.1524653856,-0.5228517970000001,0.194465293,-0.004561769,-0.5693764170000001,-0.980730639,-0.9718758310000001
misc__bw_delfabr__2,-0.0139038114,-0.5014012520000001,0.13385438500000002,-0.045542941,-0.613082707,-1.337215371,-0.794775156
misc__bw_delfadr__1,1.9800771927,1.183407527,0.325118883,-0.085391515,-0.44849048700000005,-0.6564786720000001,-1.680478966
misc__bw_delfadr__2,2.1641049862,1.283514489,0.343466333,-0.22761072200000002,-0.440752898,-0.829600992,-1.264995389
misc__nitr_031__1,0.9366416823,0.182788521,0.215598863,-0.250583428,-0.50327982,-0.765662245,6.552016787
omics__wt_glu__1,0.5889109813,-1.220165939,0.348125933,0.06452674600000001,-0.630133567,0.144855683,-0.899102147
omics__wt_glu__2,-0.0040919287000000006,-1.5786422390000001,0.319898823,0.18223065,-0.588191276,0.151512102,-0.792330761
omics__wt_gly__1,0.5260726182000001,-0.7034868280000001,0.31218181300000003,0.103512423,-0.904279075,-0.306115523,2.542336378
omics__wt_gly__2,0.6378100702,-0.863565801,0.348980073,-0.068761445,-0.918647058,-0.460349065,2.498725851
omics__wt_thr__1,1.7046360712,-1.8407800120000002,0.883560683,-0.9391882020000001,-0.50309914,0.452139491,1.311510065
omics__wt_thr__2,1.620474496,-1.5193264910000002,1.1275514229999999,-1.457824235,-0.609504574,0.606219999,1.556613354
omics__bw_ac__1,-0.37404893440000003,-0.468166509,0.46435899300000005,-0.388006059,-0.059433047,-0.166450487,-2.000452962
omics__bw_ac__2,-0.7031791517,-0.284752129,0.46188222300000004,-0.39242139600000003,-0.031227748000000003,-0.35226731,-1.525135401
omics__bw_fum__1,-0.5467368925,-0.576986446,0.44664785300000004,0.31977420500000003,-0.005709301,-0.6606909480000001,-1.8242871040000002
omics__bw_fum__2,-0.41848185320000003,-0.594914075,0.49525865300000005,0.42238204500000004,0.06492178400000001,-0.585602311,-1.969805032
omics__bw_glc__1,0.6370297796000001,-0.075358253,0.319951353,0.062792558,-0.011917744000000001,-0.7879236580000001,-0.506795945
omics__bw_glc__2,0.48762552810000004,0.029376452,0.360933593,-0.021043047000000002,0.042641122000000004,-0.741027266,-0.437756199
omics__bw_pyr__1,1.2031773465,-0.42248438400000005,0.8061810030000001,1.9707059550000001,-0.189724267,-0.2607567,-1.7601444370000001
omics__bw_pyr__2,-0.3319964281,-0.596019054,0.764467493,1.936045304,-0.117464833,-0.043957952,-1.31210616
ompr__wt_nacl__1,2.0278315038,1.587196861,-0.686581477,-0.201235614,-0.400303825,-1.726232822,-1.49281383
ompr__wt_nacl__2,2.2744147200000002,1.7312793929999999,-0.620927,-0.139287985,-0.504065686,-1.7931432580000002,-1.181235928
ompr__bw_delompr_nacl__1,1.0752994933,-0.259396936,-1.046248202,-0.517795405,-0.632963179,-1.873689178,-1.595691583
ompr__bw_delompr_nacl__2,1.6294264040000002,-0.005216186,-1.071490687,-0.39214284200000005,-0.543296344,-2.115011157,-1.530409774
minspan__wt_ade__1,-2.0285997418,-1.352267261,-0.09169608400000001,-0.09057951800000001,0.19507696400000002,-0.6910292210000001,-0.956261935
minspan__wt_glc__1,-1.8068747852,-1.751459729,-0.171476714,-0.103345219,-0.5062775780000001,-1.114902062,-1.083873052
minspan__wt_glc__2,-1.9003541245000002,-1.5132533910000001,-0.216511799,-0.257543374,-0.44786492600000005,-0.796342783,-0.9017149630000001
minspan__wt_glc__3,-1.4110999826000001,-1.387125033,-0.237794143,-0.37063785600000004,-0.415952254,-0.616593685,-1.241777547
minspan__wt_glc_anaero__1,-0.42310370220000004,-3.272549941,0.097308024,-1.44621782,-0.8732856050000001,0.253395193,-2.0951654570000002
minspan__wt_glc_anaero__2,0.6999396599000001,-3.381254552,0.0007891440000000001,-1.157033806,-1.157357443,0.45499225400000004,-1.911124331
minspan__wt_trp__1,-3.2753609755,-4.093445861,0.37930993300000004,-2.865476355,-0.868235834,-0.679556861,-0.084408861
minspan__bw_delcra_glc__1,-2.7135919171,-3.852284257,0.207746483,-2.943334047,-0.918542673,-0.52965792,-0.35977291100000003
minspan__bw_delcra_trp__1,-3.0956276248,-3.885309299,0.245706203,-3.076467355,-1.00502228,-0.28544134400000004,0.575442271
minspan__bw_delmntr__1,-1.7126478811,-3.606658775,0.395080543,-1.7770054540000002,-0.6837856210000001,-0.6740051290000001,0.048987219000000005
minspan__bw_delnac_ade__1,-2.3222300433,-0.17046502200000002,0.005806082000000001,-0.559075934,-0.107717401,-1.072739569,-4.725505623
minspan__bw_delnac_glc__1,-2.4567238624,-2.53821284,0.19238992300000002,0.621589324,-0.467616242,-0.8608182190000001,-4.430515828
cra_crp__wt_ac__1,1.1928984167,0.373572995,0.7848307330000001,-0.525702854,-0.418468514,0.084015606,-1.6374726750000002
cra_crp__wt_ac__2,1.5725981354,0.655017006,0.774460393,-0.538083434,-0.483728046,-0.0078799,-1.352660093
cra_crp__wt_fru__1,0.17193205720000002,-0.5600884230000001,0.31349375300000004,-0.11232684500000001,-0.592770205,-0.20396223500000002,-1.37473244
cra_crp__wt_fru__2,-0.33589499570000003,-0.623870129,0.373244063,-0.09817233,-0.568478295,-0.114550225,-1.174600821
cra_crp__delcra_ac__1,2.4388171912,2.510103107,0.205353913,-1.00686102,-0.24041298600000002,-0.6682998490000001,-1.638441996
cra_crp__delcra_ac__2,2.0540731116,2.652395388,0.159225273,-0.9991410660000001,-0.248563267,-0.695849277,-1.96445885
cra_crp__delcra_fru__1,3.0480423302,1.917287417,0.12650519300000002,0.260383686,-0.480410486,-0.749588817,-0.9699533260000001
cra_crp__delcra_fru__2,3.1206356767,2.080063578,0.163147493,0.192564855,-0.45491749600000003,-1.025858965,-1.078082742
cra_crp__delcra_glc__1,0.6249886204,0.027646551000000002,0.046791002000000005,-0.10144881600000001,-0.504451831,-0.920352747,-1.068559011
cra_crp__delcra_glc__2,0.2937204415,-0.018255189,-0.014761104,-0.141349147,-0.5782221740000001,-0.7762687930000001,-1.005362379
rpoB__wt_031__1,-1.5685276678,-1.250851075,0.271760703,-1.017922743,-0.06396236200000001,-0.9059368120000001,4.863024772
rpoB__wt_044__1,-0.38091484330000003,-0.609529576,0.20485867300000002,-0.308965633,-0.48135177,-1.099469331,5.019825411
rpoB__wt_lb__1,8.6189291891,-1.460300804,0.24727295300000002,-1.75095554,-0.40970317,-0.9688285230000001,-2.23039253
rpoB__wt_lb__2,8.4897862917,-1.274850198,0.204154523,-1.774719565,-0.439755649,-1.063969491,-2.187601614
rpoB__rpoBE546V_031__1,-1.2282987299,-1.177011826,0.45717146300000006,-0.8199488580000001,-0.028183715,-1.211474889,6.050529497
rpoB__rpoBE546V_044__1,-1.3528578182,-0.502360009,0.376256283,-0.42890291100000005,-0.123194439,-0.961791355,5.991430347
rpoB__rpoBE546V_lb__1,7.5896885123,-1.316879272,0.11748048200000001,-0.6087523020000001,-0.354521452,-0.811088255,-2.644579213
rpoB__rpoBE546V_lb__2,7.8099155526,-1.165726964,0.125422963,-0.51266319,-0.336211197,-1.096358231,-2.57741294
rpoB__rpoBE546V_glc__1,0.043788909200000004,-0.026163330000000002,-0.004082425000000001,0.026276332000000003,-0.32011369,-0.634880353,-0.01704733
rpoB__rpoBE672K_glc__1,-0.20709983410000002,-0.46010014400000004,-0.66628918,0.022425782000000002,-0.38510412600000005,-1.6822919170000001,-0.162803771
rpoB__rpoBE672K_glc__2,-0.4431939677,-0.48516152300000004,-0.570898456,0.212855711,-0.29302495700000003,-1.240753592,-0.062835234
rpoB__rpoBE672K_lb__1,0.8131027495,-1.993016977,-0.228845183,0.319954736,-0.5939588210000001,-1.3083530730000001,-4.273104867
rpoB__rpoBE672K_lb__2,1.0993250516,-1.888380476,-0.18410035800000002,0.38965814600000004,-0.634140758,-1.231432232,-3.294696074
crp__wt_fru__1,-1.1261258403,-0.48819728900000003,-0.134837475,-0.032701140000000004,-0.260037938,-0.6979689210000001,-1.419126774
crp__wt_glyc__1,-1.4990038769,-1.107752159,-0.06971342200000001,-0.5084280800000001,-0.322197604,-0.870032243,-2.331375942
crp__wt_glyc__2,-1.4093328792,-0.9314725650000001,0.000271048,-0.405594972,-0.287365826,-0.727074954,-1.8351906480000002
crp__delar1_glyc__1,0.45954055260000004,0.593016191,0.768482663,-3.127014431,-0.469120586,-0.6397379470000001,-1.111878346
crp__delar1_glyc__2,0.6396561855,0.711727478,0.980974663,-3.8436888590000002,-0.348731532,-0.725281189,-0.8678945680000001
crp__delar1ar2_glyc__1,0.0204085431,-0.762967336,0.29165508300000004,-1.016586504,-0.127367114,-0.803369887,-2.018645712
crp__delar1ar2_glyc__2,0.1294668935,-0.594564763,0.25672264300000003,-0.895830247,-0.207661863,-0.840983865,-2.08533772
crp__delar1ar2_glyc__3,-0.022669865100000002,-0.321192868,0.37124749300000004,-0.829477012,-0.21472747900000003,-0.6777207940000001,-2.057777957
crp__delar2_glyc__1,-1.5644092786,-1.73594359,1.429825303,-3.958226429,-0.40980044600000004,-1.219872726,-1.25134123
crp__delar2_glyc__2,-1.6268135024,-2.059700585,1.300445483,-4.231994271,-0.317628098,-0.9834894340000001,-1.502031525
crp__delar2_glyc__3,-1.4268487843,-2.137373553,1.236903523,-4.5432915529999995,-0.21726345500000002,-0.8688194290000001,-1.415299276
crp__delcrp_fru__1,0.007604107400000001,0.144327652,-9.852476477,-0.736886252,-0.356106085,-0.5493007710000001,-1.214525928
crp__delcrp_fru__2,-0.3542822939,-0.12411693300000001,-9.107951936,-0.863483387,-0.412112491,-1.371987826,-1.770729264
crp__delcrp_fru__3,-0.1052369608,0.06315645,-9.852476477,-0.8450574620000001,-0.368307158,-0.801670471,-1.398485756
crp__delcrp_glc__1,1.186673013,0.28335259,-9.025871704,-0.89865973,-0.310786963,-0.6093527360000001,-1.770199173
crp__delcrp_glc__2,1.0568552549,0.266969167,-9.566616581,-0.92614951,-0.203130993,-0.83611091,-1.94036139
crp__delcrp_glc__3,1.2978127942,0.267001191,-9.852476477,-0.884908311,-0.113717757,-0.490824501,-1.531417795
crp__delcrp_glyc__1,2.4588995828,1.809395219,-9.852476477,-0.5202971160000001,-0.31081626300000004,-0.7023668590000001,-1.899223153
crp__delcrp_glyc__2,2.3071892183,1.63437689,-9.852476477,-0.537574407,-0.272416987,-0.709294662,-2.037462752
crp__delcrp_glyc__3,2.1088909715,1.6246162640000001,-9.852476477,-0.510853515,-0.172980614,-0.747602003,-2.379560199
glu__glu_ale3__1,0.1514564566,-1.017246011,1.438555163,-2.312111833,-0.11348783900000001,-1.397628612,-2.00322572
glu__glu_ale4__1,1.2378496029,-0.202267564,0.12370463300000001,0.6054965330000001,-0.404231708,-1.000069308,-2.776772561
glu__glu_ale5__1,0.4161232349,-0.26321926100000004,0.23737495300000003,0.47653446600000005,-0.541371818,-0.71354555,-1.822011142
glu__glu_ale6__1,0.9527237933,-1.964687902,-0.266972174,0.31308926200000003,-0.510735197,-1.441982521,-1.691231525
glu__glu_ale8__1,-0.506011757,-1.069266467,1.5517659030000002,-2.388974876,-0.174249173,-1.421496628,-2.192874935
glu__glu_ale9__1,-0.4431845977,-0.7167399710000001,0.736260553,-1.391385412,-0.448683669,-0.9358186530000001,-2.229247024
glu__glu_ale10__1,-0.2929852361,-1.8052679340000002,1.248499963,-2.380753987,-0.341837171,-1.667328466,-1.778692268
42c__wt_42c__1,0.6537266256,-0.18281554,-0.022893763,0.5160822420000001,-0.6408752710000001,-0.6991508200000001,-1.6272171850000001
42c__42c_ale1__1,0.6275165466,-2.5297849450000003,0.578078713,-2.040921134,-0.334999313,-0.9375377560000001,-1.966118301
42c__42c_ale2__1,2.6705989955,0.6307474820000001,-0.001157444,-0.23655378900000001,-0.700050626,-0.811191061,-2.434200137
42c__42c_ale3__1,1.7769369701,0.25651698300000003,-0.163650862,0.515202438,-0.42708929100000004,-0.37547776800000005,-1.388438963
42c__42c_ale4__1,2.0701928376,1.500385458,0.18829674300000002,-2.280331935,-0.444465149,-0.119961776,-1.445537732
42c__42c_ale5__1,2.4852598155,-0.177369784,-0.255090408,-0.012643003000000002,-0.481719369,-0.10859191300000001,-2.2187326450000002
42c__42c_ale6__1,2.4431966536,-1.651595809,0.584709813,-5.02955347,0.29714986400000004,-0.965341482,-2.336357608
42c__42c_ale8__1,1.1105198869,1.023965103,0.898060053,-2.982538775,0.200874984,0.07362584,-1.972562557
42c__42c_ale9__1,2.7156173534,0.14041208800000002,0.234450913,0.312500951,-0.52844176,-0.286663775,-1.6342439450000001
42c__42c_ale10__1,2.3702288457,1.11790988,0.5824345430000001,-3.55566022,0.188756154,-0.369790652,-1.891036626
ssw__wt_ac__1,1.8934337469,1.373600931,0.155824183,-1.680577916,-0.30963029400000003,-0.7866136020000001,-1.611062371
ssw__wt_glc__1,-0.0406300896,-0.299001008,0.08995910700000001,-0.7518898970000001,-0.262425489,-0.5263474610000001,-1.440486776
ssw__wt_glyc__1,-0.9005976368,-2.306027858,0.264629563,-0.042397767,-0.340352881,-0.589675699,-0.865227956
ssw__wt_xyl__1,-0.795830236,-0.479982491,0.615108903,-1.207930679,0.022620157000000002,-1.165970673,-1.020020557
ssw__glc_ale1__1,-1.4742025625,-2.9001073,0.311997713,0.130216027,-0.334013147,-0.7463348470000001,-1.550488041
ssw__glc_ale2__1,-1.8489450344,-3.802378402,0.5353218630000001,-2.02569111,-0.30422876200000004,-1.123461816,-1.301002387
ssw__glc_ale3__1,-0.8926252164,-3.163735268,0.445484003,-1.8397629850000001,-0.069263481,-0.782458219,-0.15318652500000002
ssw__glyc_ale1__1,-0.9788103950000001,-2.840123186,0.29887890300000003,0.5207037290000001,-0.500832661,-0.553907004,-1.61000612
ssw__glyc_ale2__1,-1.1325204858,-3.531475148,0.302115623,-2.484053839,-0.24338409100000002,-0.36431584100000003,-0.21536180700000002
ssw__xyl_ale1__1,0.5735591275,-1.6558122100000001,-0.214788422,0.48066751,-0.042690987,-0.515876679,-1.057384247
ssw__xyl_ale2__1,-0.3280316681,-0.5052823280000001,0.026451149,0.8242152650000001,-0.175974286,-0.281051735,-1.370628079
ssw__xyl_ale3__1,1.5216102623999999,-0.5487937190000001,-0.313835929,0.364211679,-0.457388622,-0.178886449,-0.424110835
ssw__glc_ac_ac2__1,-2.684974008,-4.02567613,0.506935123,-3.558344767,-0.462616623,-1.070313309,0.036478666
ssw__glc_ac_glc1__1,2.9529663135,0.7844389310000001,-0.42053636400000005,0.595155249,-0.09846648200000001,-0.338888513,-1.197447021
ssw__glc_glyc_glc__1,-1.6389475401,-1.359770031,0.565682133,-1.071632177,-0.35146302500000004,-1.219335169,-1.4471025690000001
ssw__glc_glyc_glyc__1,-0.5294178948,-0.8359810910000001,0.307042493,-0.888787671,-0.365654229,-1.3147030640000001,-2.347733326
ssw__glc_xyl_glc__1,-1.6656664363,-2.829864744,0.029020072,-0.459066719,-0.30815267100000004,-1.5145692830000002,-2.089136542
