,A,TyrR
ml_abx__clr__2,2.3894355978,-0.8151901024
ml_abx__clr__3,2.8381702163,-0.788292996
ml_abx__cst__1,0.3584928488,0.21204865080000002
ml_abx__cst__2,0.0883771654,-0.0158107007
ml_abx__cst__3,0.4734567215,-0.10562537350000001
ml_abx__ctrl__1,-0.0796057725,0.2178860002
ml_abx__ctrl__2,-0.12048728460000001,0.2438002655
ml_abx__ctrl__3,0.0785653328,0.07475206770000001
ml_abx__ctrl__4,-0.0807235822,-0.0668821093
ml_abx__ctrl__5,-0.1206826794,-0.2483289687
ml_abx__ctrl__6,0.322933986,-0.2212272553
ml_abx__dox__1,2.778473473,-1.192592609
ml_abx__dox__2,2.0678584256,-0.946326482
ml_abx__dox__3,2.4561460508,-0.9064389099
ml_abx__glob__1,0.3375336913,0.0846378348
ml_abx__glob__2,0.1314012541,-0.1393916678
ml_abx__glob__3,0.4565101,-0.3852135255
ml_abx__lvx__1,-1.475699222,-0.0646732165
ml_abx__lvx__2,-1.4193365502,-0.5842867019
ml_abx__lvx__3,-1.1739921622,-0.6748615864
ml_abx__mec__1,-0.228427395,0.1201402369
ml_abx__mec__2,-0.2874534118,-0.17169661790000001
ml_abx__mec__3,-0.1535964938,-0.4782824311
ml_abx__mem__1,-0.0763006397,0.151804834
ml_abx__mem__2,-0.0506990601,-0.1800722475
ml_abx__mem__3,0.1948888436,-0.34097637950000004
ml_abx__nit__1,0.7534477135000001,-0.8883777595000001
ml_abx__nit__2,0.7403365879,-0.8073265174
ml_abx__nit__3,0.8002282178,-0.5443607048
ml_abx__ntx__1,0.9877319328,-1.2619795934
ml_abx__ntx__2,0.6502376595,-0.9286875431
ml_abx__nor__1,-1.2260674565,-0.30769649050000003
ml_abx__nor__2,-1.5936808051,-0.5318358228
ml_abx__nor__3,-0.8509286535,-0.7354771956
ml_abx__pb__1,1.4220216172,0.3114338821
ml_abx__pb__2,0.8813048024000001,0.2070253219
ml_abx__pb__3,0.8134018138,0.198259965
ml_abx__tmp__1,-0.5173781664,-0.5253404834000001
ml_abx__tmp__2,-0.2579330495,-0.8268335969
ml_abx__tmp__3,0.9249858479,-0.7639629475
mut_abx__del_mutS_000nor__1,0.41988696200000003,-0.0662258719
mut_abx__del_mutS_000nor__2,-0.3498824063,-0.0712495781
mut_abx__del_mutS_000nor__3,-0.0700045557,0.13747545
mut_abx__del_mutS_125nor__1,-0.0884141705,0.1486115363
mut_abx__del_mutS_125nor__2,-0.12255724850000001,-0.0120633114
mut_abx__del_mutS_125nor__3,0.209229297,0.21329169450000002
mut_abx__del_mutS_250nor__1,0.39369450500000003,0.5234465618
mut_abx__del_mutS_250nor__2,-0.32080311780000004,0.4986482613
mut_abx__del_mutS_250nor__3,0.07468583,0.4350443708
mut_abx__del_mutS_375nor__1,0.7423328487,1.0170348386
mut_abx__del_mutS_375nor__2,-0.0079582391,0.8177722769
mut_abx__del_mutS_375nor__3,0.5608709744,0.9033509710000001
mut_abx__del_mutS_500nor__1,0.7610919041,0.7795190660000001
mut_abx__del_mutS_500nor__2,0.7233263241,0.775658955
mut_abx__del_mutS_500nor__3,1.0940769298,0.8998341838
mut_abx__del_mutS_625nor__1,1.5393900417,0.6760217968000001
mut_abx__del_mutS_625nor__2,0.6777971878,0.6792500084
mut_abx__del_mutS_625nor__3,0.5457105233,0.7900320939000001
mut_abx__del_mutS_750nor__1,0.23822251300000002,0.8108684673000001
mut_abx__del_mutS_750nor__2,0.2620616944,0.7205781867000001
mut_abx__del_mutS_750nor__3,0.11907921140000001,0.9232310398
mut_abx__del_mutS_875nor__1,1.4741337763,0.24759687160000002
mut_abx__del_mutS_875nor__2,0.5235918328,0.6398848551
mut_abx__del_mutS_875nor__3,0.7691154646,0.6941769764
nit_yeaG__wt_Nminus__1,-0.7845564034,-0.2645238276
nit_yeaG__wt_Nminus__2,0.7845564034,0.2645238276
nit_yeaG__wt_Nplus__1,1.9794752283000001,-1.7689808348
nit_yeaG__wt_Nplus__2,2.2581004396,-1.4267907331
nit_yeaG__del_yeaG_Nminus_24h__1,6.5211603844,-1.0382309147
nit_yeaG__del_yeaG_Nminus_24h__2,6.1846828911,0.5341000858
nit_yeaG__del_yeaG_Nminus_24h__3,6.6434735187000005,-0.0418153417
nit_yeaG__del_yeaG_Nminus__1,0.1398262882,-0.2212549811
nit_yeaG__del_yeaG_Nminus__2,1.1591504001,0.1775884774
nit_yeaG__del_yeaG_Nplus__1,2.2211564852,-1.8274884978000001
nit_yeaG__del_yeaG_Nplus__2,2.2515405985,-1.7520017209
opex__amp__1,-0.2988788556,0.21214991860000001
opex__amp__2,0.36119880330000004,-0.043677212300000004
opex__amp__3,-0.5410841251,-0.086453948
opex__bak_amp__1,3.3630751432,0.2552809972
opex__bak_amp__2,0.040688780300000005,-0.11294410810000001
opex__bak_amp__3,-0.15923646830000002,-0.0756257635
opex__bak_kan__1,-0.7143036156,-0.1636174371
opex__bak_kan__2,4.1857979065,0.261230344
opex__bak_kan__3,0.145181521,-0.056455045700000005
opex__bak_nor__1,0.8927697759000001,-0.3895236982
opex__bak_nor__2,-0.11223935480000001,-0.28135185300000004
opex__bak_nor__3,-0.54798132,-0.3113475495
opex__bak_rif__1,2.3545088183000003,-0.0008606871
opex__bak_rif__2,-0.6891169367000001,-0.27424672850000004
opex__bak_rif__3,1.1503548022,-0.1198722007
opex__chx_amp__1,1.3541722066,0.1097678128
opex__chx_amp__2,0.3033999439,-0.0302626398
opex__chx_amp__3,1.5478939316,-0.0061854199
opex__chx_kan__1,2.9788128155,0.1862954892
opex__chx_kan__2,1.869944905,0.0380784043
opex__chx_kan__3,1.8283509285,-0.08925208650000001
opex__chx_nor__1,1.5757631437000001,-0.1086337586
opex__chx_nor__2,1.3195421232,-0.16652317160000002
opex__chx_nor__3,3.4730469693,0.0106376852
opex__chx_rif__1,1.7975930408,0.1294516256
opex__chx_rif__2,1.8121215029000002,0.1298803688
opex__chx_rif__3,2.0954558406,0.1840623889
opex__ctrl__1,0.0104979724,-0.0280816709
opex__ctrl__2,0.1604400473,0.0262862448
opex__ctrl__3,-0.1709380197,0.0017954261
opex__etoh_amp__1,-0.1106921939,0.1058311869
opex__etoh_amp__2,-0.9026316497,0.0360270161
opex__etoh_amp__3,0.42230640150000004,0.12050046930000001
opex__etoh_kan__1,-1.9083284777,0.0514315845
opex__etoh_kan__2,0.9855902590000001,0.1540234707
opex__etoh_kan__3,0.1871976659,0.1910620988
opex__etoh_nor__1,0.09707079040000001,0.0905789187
opex__etoh_nor__2,0.43326963760000003,-0.0146344626
opex__etoh_nor__3,-0.1884712741,0.11372529170000001
opex__etoh_rif__1,-0.0798078867,-0.3518025166
opex__etoh_rif__2,-0.4452930223,-0.3938382105
opex__etoh_rif__3,-0.9688666339,-0.3696837062
opex__glual_amp__1,3.2936242496,0.197848942
opex__glual_amp__2,2.323394813,0.2301519727
opex__glual_amp__3,2.8436475818,0.2745072981
opex__glual_kan__1,3.8201992528,0.2561538713
opex__glual_kan__2,2.7878382721,0.2534695937
opex__glual_kan__3,3.2757794913,0.1353659411
opex__glual_nor__1,3.601781146,0.2213786921
opex__glual_nor__2,3.4087144727,0.1053594816
opex__glual_nor__3,4.1898798525,0.2008690364
opex__glual_rif__1,0.9216549544,-0.4866910581
opex__glual_rif__2,1.2474160006,-0.5490092435
opex__glual_rif__3,1.1308338801,-0.31322232720000004
opex__h2o2_amp__1,-9.1112469258,-0.1141303642
opex__h2o2_amp__2,-8.4471037903,-0.0708255247
opex__h2o2_amp__3,-9.1472224124,-0.2766641797
opex__h2o2_kan__1,-7.660485026,-0.0885797572
opex__h2o2_kan__2,-9.1320921575,-0.1667658219
opex__h2o2_kan__3,-10.0228503814,-0.0914002392
opex__h2o2_nor__1,-9.0652289196,-0.15734362600000001
opex__h2o2_nor__2,-9.5932118476,-0.3699252491
opex__h2o2_nor__3,-9.8928691861,-0.2517988457
opex__h2o2_rif__1,-6.2750655413,-1.0191569519
opex__h2o2_rif__2,-6.9266618825,-0.8505811549000001
opex__h2o2_rif__3,-5.6976334649,-0.8659905840000001
opex__ippoh_amp__1,-6.5167990015,0.0696134893
opex__ippoh_amp__2,-6.9572157354,0.151137913
opex__ippoh_amp__3,-6.3722190743,0.2006393763
opex__ippoh_kan__1,-4.8554584966,-0.029332382100000002
opex__ippoh_kan__2,-7.4999010509,-0.0170786216
opex__ippoh_kan__3,-6.5564974871,0.043000627900000005
opex__ippoh_nor__1,-7.1792658539,0.0001943116
opex__ippoh_nor__2,-7.2127314886,0.0028621021
opex__ippoh_nor__3,-9.3355015858,0.0309221766
opex__ippoh_rif__1,-4.6220290742,-0.33257649980000004
opex__ippoh_rif__2,-6.1204102422,-0.2240026203
opex__ippoh_rif__3,-7.0532432692,-0.3907958166
opex__kan__1,-0.9442415927000001,0.046366237500000004
opex__kan__2,-0.58365987,0.0445501065
opex__kan__3,-0.2189729289,-0.0634051535
opex__nor__1,-0.3063733046,-0.2031636983
opex__nor__2,-1.1026942805,-0.0483635274
opex__nor__3,-0.6196747642,-0.019696857300000002
opex__paa_amp__1,1.8088006098,0.1952384561
opex__paa_amp__2,1.4961764636,0.14324289510000002
opex__paa_amp__3,1.7112071805,0.0282342436
opex__paa_kan__1,0.2805320499,-0.42755976910000004
opex__paa_kan__2,0.42520826040000004,-0.695773704
opex__paa_kan__3,0.4834312287,-0.6244931331
opex__paa_nor__1,1.551377161,-0.0773061053
opex__paa_nor__2,2.0127815246,-0.008479409700000001
opex__paa_nor__3,0.6123911848,-0.0141778178
opex__paa_rif__1,-0.46493810290000004,-0.6797542059
opex__paa_rif__2,0.2249067921,-0.4718383618
opex__paa_rif__3,-0.9252425867,-0.8412344154
opex__phenol_amp__1,-4.5276775478,-0.3242403312
opex__phenol_amp__2,-4.9047241509,-0.0460040596
opex__phenol_amp__3,-6.3472950309,-0.058474228
opex__phenol_kan__1,-5.7325833386,-0.3598238815
opex__phenol_kan__2,-2.5820459033,-0.23509332330000002
opex__phenol_kan__3,-5.8353662955,-0.1489695157
opex__phenol_nor__1,-5.588938541,-0.3287356508
opex__phenol_nor__2,-6.6137019641,-0.3342445255
opex__phenol_nor__3,-4.155043676,-0.1483828716
opex__phenol_rif__1,-5.3947761399,-0.8366066638
opex__phenol_rif__2,-4.4559370245,-0.7777501919
opex__phenol_rif__3,-3.9756126611,-0.7756464253
opex__pvpi_amp__1,1.4747266035,0.1461805095
opex__pvpi_amp__2,1.6109412390000002,0.08389216520000001
opex__pvpi_amp__3,1.0479969405,-0.0609494738
opex__pvpi_kan__1,-0.5509081447,0.1064451762
opex__pvpi_kan__2,-0.0333714388,0.0839218144
opex__pvpi_kan__3,1.3827487957,0.10113758460000001
opex__pvpi_nor__1,0.9781713418,-0.19847823050000002
opex__pvpi_nor__2,0.41793058380000003,-0.3370307882
opex__pvpi_nor__3,0.0773385359,-0.20381090570000002
opex__pvpi_rif__1,-1.0149427127,-0.6773735231
opex__pvpi_rif__2,-0.9761085016000001,-0.7537304456
opex__pvpi_rif__3,-0.8258591396,-0.5130813741
opex__rif__1,-1.7508617711,-0.6749277882
opex__rif__2,-1.3768276899,-0.6002123984000001
opex__rif__3,-1.2811623854,-0.7414658376000001
opex__naocl_amp__1,-5.3583688586000005,0.0310682037
opex__naocl_amp__2,-3.6353850756,-0.1100141008
opex__naocl_amp__3,-3.7751580869,-0.0266319757
opex__naocl_kan__1,-5.3489661523,-0.0818991739
opex__naocl_kan__2,-5.2024289494,0.0590212903
opex__naocl_kan__3,-4.7363986593,-0.1223605766
opex__naocl_nor__1,-3.8197801012,-0.43687770530000003
opex__naocl_nor__2,-4.4434488584,-0.33066209700000004
opex__naocl_nor__3,-4.7057914982,-0.1596820427
opex__naocl_rif__1,-1.1092811577,-0.4765775541
opex__naocl_rif__2,-1.4702086511,-0.5082553737000001
opex__naocl_rif__3,-0.8373831357,-0.5752114122
phage_lysogen__wt_ctrl__1,0.4042350711,-0.0287175656
phage_lysogen__wt_ctrl__2,0.0525440764,-0.1407856963
phage_lysogen__wt_ctrl__3,-0.45677914750000004,0.1695032619
phage_lysogen__O104_H4__1,0.47304375190000003,0.028368549000000003
phage_lysogen__O104_H4__2,0.0403384506,0.39315775940000003
phage_lysogen__O104_H4__3,-0.6214430659,0.9490120064
phage_lysogen__O157_H7_PA8__1,0.5178263732,0.037718720500000004
phage_lysogen__O157_H7_PA8__2,-0.41022613360000004,0.5966837596
phage_lysogen__O157_H7_PA8__3,-0.7944437568,1.2624502352
phage_resist__ygbE_oe__1,1.0581603724,0.1547903263
phage_resist__wt__1,1.2937237727,-0.7771893632
phage_resist__wt__2,-0.0516987672,0.1246008135
phage_resist__wt__3,-0.5856913195,0.28794329560000004
phage_resist__wt__4,-0.6563336860000001,0.36464525410000004
phage_resist__ygbE_oe__2,0.17790345400000002,-0.0049008811
phage_resist__ygbE_oe__3,0.18044188190000002,-0.0107604526
phage_resist__ygbE_oe__4,0.3222948878,0.0537627004
phage_resist__yahA_oe__1,1.8890468869,-0.6160126659
phage_resist__yahA_oe__2,2.0416016432,-0.5628167634
phage_resist__yahA_oe__3,2.0168588273,-0.6000910367
phage_resist__yrfF_ko__1,-0.7309325102,0.23360185560000002
phage_resist__yrfF_ko__2,-0.9055108804,0.3568485321
phage_resist__yrfF_ko__3,-0.7842827287,0.28052350930000003
pollution__wt_ctrl__1,0.9527104794000001,0.0223363091
pollution__wt_ctrl__2,-1.038755483,-0.0289428937
pollution__wt_ctrl__3,0.0860450036,0.0066065845
pollution__wt_urban__1,4.1859263852,0.11118015960000001
pollution__wt_urban__2,4.4377954243,0.1899836434
pollution__wt_urban__3,3.1124713274,0.0812264417
pollution__wt_diesel__1,0.4219611901,-0.4382444293
pollution__wt_diesel__2,1.871131694,0.1419070543
pollution__wt_diesel__3,2.1232541839,0.0712984794
pollution__evo_diesel__1,4.2821594415,-0.3259719808
pollution__evo_diesel__2,-0.5916876968,-0.3233529384
pollution__evo_diesel__3,2.5544617147,-0.5883782076
ppGpp__wt_relAtrunc_00m__1,-0.2588659683,-0.2141002391
ppGpp__wt_relAtrunc_00m__2,0.1569357578,0.0452403084
ppGpp__mut_delrelA_10m__1,-1.982534854,0.46570833580000004
ppGpp__mut_delrelA_05m__1,-1.6268548031,0.1549350482
ppGpp__mut_delrelA_10m__2,-1.6662211497000001,0.2558870811
ppGpp__mut_delrelA_10m__3,-1.8685612045000002,0.2536097986
ppGpp__mut_delrelA_00m__1,-1.3215893707,0.2065008188
ppGpp__mut_delrelA_00m__2,-1.5778939406,0.27522268710000003
ppGpp__mut_delrelA_05m__2,-1.6103692315,0.2818413416
ppGpp__mut_delrelA_05m__3,-1.6073655905000002,0.3409303607
ppGpp__mut_delrelA_00m__3,-1.4949631813,0.1920831238
ppGpp__wt_delrelA_10m__1,-0.9690710543000001,0.5926189552000001
ppGpp__wt_delrelA_05m__1,-0.2774660955,0.3381435812
ppGpp__wt_delrelA_05m__2,-0.6103695836,0.45858197580000004
ppGpp__wt_delrelA_10m__2,-1.0060813565,0.6158881464
ppGpp__wt_delrelA_10m__3,-0.8595593398,0.5963429129000001
ppGpp__wt_delrelA_00m__1,-0.2234306694,0.044400895
ppGpp__wt_delrelA_00m__2,0.0444001801,0.0376225316
ppGpp__wt_delrelA_05m__3,-0.7320017158000001,0.5085081679
ppGpp__wt_delrelA_00m__3,0.1790304893,-0.0820234266
ppGpp__mut_relAtrunc_10m__1,-1.2593229775,0.1897145629
ppGpp__mut_relAtrunc_05m__1,-1.0394315933,-0.1277755484
ppGpp__mut_relAtrunc_05m__2,-0.9955387868000001,0.0734782581
ppGpp__wt_relAtrunc_10m__1,-0.0636510215,-0.0808908688
ppGpp__wt_relAtrunc_10m__2,0.3724400302,-0.0179446705
ppGpp__wt_relAtrunc_10m__3,0.052834594000000006,-0.0801307094
ppGpp__mut_relAtrunc_00m__1,-1.5487236596,0.12512514930000002
ppGpp__wt_relAtrunc_00m__3,0.1395919375,0.0220235386
ppGpp__wt_relAtrunc_05m__1,-0.022434818800000002,-0.0152335935
ppGpp__wt_relAtrunc_05m__2,0.1342886222,-0.2057129351
ppGpp__wt_relAtrunc_05m__3,-0.0725676464,-0.13944324090000002
ppGpp__mut_relAtrunc_00m__2,-1.3156330192,0.1742175163
ppGpp__mut_relAtrunc_00m__3,-0.9518349757000001,0.0171789506
ppGpp__mut_relAtrunc_10m__2,-0.8766050037,0.06210862600000001
ppGpp__mut_relAtrunc_05m__3,-1.3407563122,0.0431120933
ppGpp__mut_relAtrunc_10m__3,-0.9684433037,0.1698151686
pressure__high_pressure__1,0.277771696,-0.9331822975
pressure__high_pressure__2,0.46096490510000004,-0.8830725219000001
pressure__low_pressure__1,0.19011351880000002,0.029047585100000002
pressure__low_pressure__2,-0.19011351880000002,-0.029047585100000002
quantum_dots__ctrl__1,-0.133317973,-0.1168540963
quantum_dots__ctrl__2,0.133317973,0.1168540963
quantum_dots__cdte_light__1,0.4921465117,0.0474052098
quantum_dots__cdte_light__2,1.2592164446,0.2465409987
quantum_dots__cdte_dark__1,0.8450589707,-0.22251409360000002
quantum_dots__cdte_dark__2,0.6872144409000001,-0.1357965548
quantum_dots__cdse_light__1,0.8175489752,-0.1627611105
quantum_dots__cdse_light__2,1.0719226698,0.1575625622
quantum_dots__cdse_dark__1,1.8198576750000002,0.0246136737
quantum_dots__cdse_dark__2,1.0289274751,0.0570338801
raman__wt__1,0.5794533033,-0.2107526322
raman__del_cyaA__1,0.0104418072,-0.22744490820000002
raman__del_cyaA_01mM__1,0.5853308070000001,-0.1498247957
raman__del_cyaA_05mM__1,1.5079311728,-0.0581668638
raman__del_cyaA_1mM__1,-0.1728629473,0.0140689114
raman__wt__2,-0.2707336947,-0.0832506915
raman__del_cyaA__2,0.5588630634,-0.2070384425
raman__del_cyaA_01mM__2,0.5312721765,-0.1597842304
raman__del_cyaA_05mM__2,0.4528376384,-0.0249872994
raman__del_cyaA_1mM__2,-0.0565494816,-0.2496538522
raman__wt__3,-0.3087196085,0.2940033237
raman__del_cyaA__3,0.5020166244,-0.16037803080000002
raman__del_cyaA_01mM__3,1.149201947,-0.1943684246
raman__del_cyaA_05mM__3,1.0570853361,-0.2937663954
raman__del_cyaA_1mM__3,0.7293672497,-0.37719044630000004
rand_barrel__mut_nanE__1,-1.6959603761,-0.3840773354
rand_barrel__mut_nanE__2,-1.8123232151000002,-0.24717691390000002
rand_barrel__mut_nanE__3,-3.9126284041,0.212940758
rand_barrel__mut_pdxJ_1__1,2.601045157,0.2501878949
rand_barrel__mut_pdxJ_1__2,-1.3273736319,0.0217139883
rand_barrel__mut_pdxJ_1__3,3.3832358817,0.47849300840000003
rand_barrel__mut_pdxJ_2__1,-1.8933283684000002,-0.1499897473
rand_barrel__mut_pdxJ_2__2,-1.7334456293,0.014693698600000001
rand_barrel__mut_pdxJ_3__1,-1.68877338,0.0524014946
rand_barrel__mut_pdxJ_3__2,-2.8063945341,-0.0947307181
rand_barrel__del_serB__1,0.2545898082,-0.07913113320000001
rand_barrel__del_serB__2,-0.2545898082,0.07913113320000001
rockhopper__CV104_pHDB3__1,1.1578632507,-1.0334395716
rockhopper__CV104_pHDB3__2,1.0524119372,-0.7485453602000001
rockhopper__CV104_pHDB3__3,0.7714337796,-0.8242442003
rockhopper__CV104_pLCV1__1,0.7933068718,-0.8704063421
rockhopper__CV104_pLCV1__2,0.8421377495,-0.8128695164
rockhopper__CV104_pLCV1__3,0.7741306277000001,-0.7532052450000001
rockhopper__wt_lb__1,0.1894777837,-0.6765836537000001
rockhopper__wt_lb__2,0.6670575606,-0.5623260417
rockhopper__wt_lb__3,0.4377105544,-0.5127667658
rockhopper__wt_lb_aMG__1,-0.6128431569,-0.3569232652
rockhopper__wt_lb_aMG__2,-0.1673112945,-0.6865242602
rockhopper__wt_lb_aMG__3,0.6788340571,-0.6576317858
rockhopper__del_sgrR_lb_aMG__1,-0.3625226567,-0.30958081660000003
rockhopper__del_sgrR_lb_aMG__2,-0.6531523271,-0.1388971247
rockhopper__del_sgrR_lb_aMG__3,-0.15283912800000002,-0.2238571784
rockhopper__del_sgrS_glyc_aMG__1,-0.8838876996,-0.2034364823
rockhopper__del_sgrS_glyc_aMG__2,-0.49178541480000004,-0.0367731379
rockhopper__del_sgrS_glyc_aMG__3,-0.9531445642,-0.2525580633
rockhopper__del_sgrS_glyc__1,0.1822954665,-1.1172834316
rockhopper__del_sgrS_glyc__2,0.0211731502,-0.9034565538
rockhopper__del_sgrS_glyc__3,-0.13198100070000002,-0.9759318790000001
rockhopper__wt_lb_aMG__4,-0.6460434641,-0.2490557591
rockhopper__wt_lb_aMG__5,-0.2599375201,-0.31856247590000003
rockhopper__wt_lb_aMG__6,-0.5435561829000001,-0.2156002992
rockhopper__wt_glyc_aMG__1,-0.8281395535,-0.5778223333
rockhopper__wt_glyc_aMG__2,-1.505188398,-0.3950820855
rockhopper__wt_glyc_aMG__3,0.1810620067,-0.4005887564
rockhopper__wt_glyc__1,0.1411830819,-0.9122603312
rockhopper__wt_glyc__2,0.31291609130000003,-0.8178178875000001
rockhopper__wt_glyc__3,0.22378797800000003,-0.7562602088
rockhopper__CV108_glyc_aMG__1,0.5953821763,-0.0426722397
rockhopper__CV108_glyc_aMG__2,-1.0318867265,0.1859604713
rockhopper__CV108_glyc_aMG__3,1.5588107018000001,0.2466534233
rockhopper__wt_glyc__4,1.7145338302000002,-0.4021118929
rockhopper__wt_glyc__5,2.0892461136,-0.5420973276000001
rockhopper__wt_glyc__6,-0.8909576346,0.6584258346
rockhopper__wt_glyc_aMG__4,0.2912908487,0.2465111412
rockhopper__wt_glyc_aMG__5,0.4912004989,0.2281379137
rockhopper__wt_glyc_aMG__6,1.3940606865,0.40789701300000003
rockhopper__wt_glyc__7,-0.9586508060000001,0.6320549183
rockhopper__wt_glyc__8,0.3684933453,0.6842882706
rockhopper__wt_glyc__9,-1.0357493626,0.6968702082
rockhopper__wt_glyc__10,-1.1768834039,0.4377126605
rockhopper__wt_glyc__11,-0.21533938630000002,0.1860422643
rockhopper__wt_glyc__12,-0.5725798467000001,0.1351534916
rpoD__wt__1,-0.2588054486,-0.1253955116
rpoD__wt__2,-0.1608489378,-0.060799117400000005
rpoD__rpoD_mut__1,-2.2380467943,-0.5381311972
rpoD__rpoD_mut__2,-0.5388594867000001,-0.7797221104000001
rpoD__rpoD_mut__3,-1.4303085938,-0.7390605977
rpoD__wt__3,0.4196543864,0.186194629
rpoN_peptide__ctrl__1,0.1103689535,0.056317138200000005
rpoN_peptide__ctrl__2,0.1247699751,-0.0085929564
rpoN_peptide__ctrl__3,-0.23513892860000002,-0.0477241818
rpoN_peptide__nminus__1,0.025400622,0.0081931182
rpoN_peptide__nminus__2,0.0257388734,0.0130427806
rpoN_peptide__nminus__3,-0.4220170133,-0.0033962685
rpoN_peptide__nplus__1,0.7391391055000001,-1.4264890906
rpoN_peptide__nplus__2,0.9101221046,-1.4743214211
rpoN_peptide__nplus__3,0.9493637306,-1.4866522118
rpoN_peptide__s54_wt__1,-0.0312099023,-0.009636903
rpoN_peptide__s54_wt__2,-0.0254641562,-0.0605273011
rpoN_peptide__s54_wt__3,-0.0420726134,-0.0908984303
rsd__wt_ee__1,-0.3347841749,-0.15334713
rsd__wt_ee__2,0.3347841749,0.15334713
rsd__del_rsd_ee__1,-0.0551367979,0.0229376001
rsd__del_rsd_ee__2,0.2602780461,0.1074526549
rsd__del_ssrS_ee__1,0.5675140777000001,0.401757595
rsd__del_ssrS_ee__2,0.5036046512,0.2821014578
rsd__del_rsd_ssrS_ee__1,-0.1336045129,-0.028853625400000003
rsd__del_rsd_ssrS_ee__2,0.2074373626,-0.2078678673
rsd__del_rpoS_ee__1,2.2144248654,0.6680088134000001
rsd__del_rpoS_ee__2,2.1253600613,0.7149630228
rsd__wt_me__1,0.47759021230000004,0.040262022
rsd__wt_me__2,0.3484345585,0.1367153649
rsd__del_rpoS_me__1,-0.43821042790000003,0.4416326199
rsd__del_rpoS_me__2,-0.6889551467,0.4755642097
rsd__wt_ts__1,2.4094098022,-0.5320877936
rsd__wt_ts__2,4.0759620984,-0.20946139930000002
rsd__del_rsd_ssrS_ts__1,0.8440266420000001,-0.0714148591
rsd__del_rsd_ssrS_ts__2,1.1170956245,-0.1433044023
rsd__del_rpoS_ts__1,-0.4519822666,0.0080614736
rsd__del_rpoS_ts__2,-0.21646905,-0.051976280900000005
rsd__wt_s__1,3.6659572324000003,-0.9468269604
rsd__wt_s__2,3.8578301574,-0.7161337394
rsd__del_rsd_s__1,3.5374858531999998,-0.7284710855000001
rsd__del_rsd_s__2,3.6280048522,-0.7655396998
rsd__del_rsd_ssrS_s__1,4.3095752715,-0.4223530628
rsd__del_rsd_ssrS_s__2,3.993913603,-0.38363056770000004
rsd__del_rsd_ls__1,-0.6200677164,-1.4944861891
rsd__del_rsd_ls__2,-0.598570849,-1.4934915932
rsd__del_ssrS_ls__1,-0.0558997862,-1.836072948
rsd__del_ssrS_ls__2,-0.213296116,-1.718714957
rsd__del_rsd_ssrS_ls__1,2.4075680657,-0.4071369361
rsd__del_rsd_ssrS_ls__2,2.333258651,-0.5602205279
rsd__del_rpoS_ls__1,-2.3381630228,-1.7272377576
rsd__del_rpoS_ls__2,-1.4437200664,-1.2375636744
sdsR_ryeA__wt_3h__1,0.2379292093,-0.076808239
sdsR_ryeA__wt_8h__1,0.5589127852,-0.40761216910000003
sdsR_ryeA__wt_3h__2,-0.2379292093,0.076808239
sdsR_ryeA__wt_8h__2,0.6234793422,-0.2356165123
starve_series__t00_growth1__1,-0.11783425980000001,-0.07076648590000001
starve_series__t00_growth1__2,0.15515191250000002,-0.015667996400000002
starve_series__t00_growth1__3,-0.5230482879,-0.0197331782
starve_series__t00_growth1__4,0.4857306353,0.10616766050000001
starve_series__t01_starve__1,1.035333008,0.1798873488
starve_series__t01_starve__2,0.7907934063000001,-0.0383324148
starve_series__t02_starve__1,-3.9236112628,0.5059055650000001
starve_series__t02_starve__2,-4.0399740178,0.5689627903
starve_series__t03_starve__1,-4.9150292092,0.8394512548
starve_series__t03_starve__2,-4.5122673228,0.8942939315
starve_series__t04_starve__1,-4.7505907974,0.9937708919
starve_series__t04_starve__2,-4.5558738921,1.1102558882
starve_series__t05_starve__1,-4.4301793477,1.1247301972
starve_series__t05_starve__2,-4.719230894,1.199382566
starve_series__t06_starve__1,-4.8698086899,1.1930321371
starve_series__t06_starve__2,-4.5273445681,1.3193225384
starve_series__t07_starve__1,-4.2149042062,1.1056650895
starve_series__t07_starve__2,-4.4942580185,1.3082329233
starve_series__t08_starve__1,-4.1812937041,1.4353060973
starve_series__t08_starve__2,-4.0659440769,1.4283353411
starve_series__t09_starve__1,-4.029381796,1.3616343364999999
starve_series__t09_starve__2,-4.1228206266,1.3827853612
starve_series__t10_starve__1,-4.1515202492,1.3992880618
starve_series__t10_starve__2,-3.8495054974,1.4690570437
starve_series__t11_starve__1,-3.8964821198,1.4528799444
starve_series__t11_starve__2,-3.661232585,1.3750824335
starve_series__t12_starve__1,-3.6988737475,1.2005745786
starve_series__t12_starve__2,-3.2163347363,1.2795756605
starve_series__t14_starve__1,-3.6467867286,1.078093736
starve_series__t14_starve__2,-3.2524573497,1.1112010985
starve_series__t16_starve__1,-3.5809571873,0.8751537817
starve_series__t16_starve__2,-3.8068353724,0.8691283944
starve_series__t17_starve__1,-3.6379294684,0.7737076938
starve_series__t17_starve__2,-3.3829625765999998,0.8505246675
starve_series__t18_starve__1,-3.8224435632000002,0.80246826
starve_series__t18_starve__2,-3.960469184,0.8120226185
starve_series__t20_starve__1,-6.137958275,-0.6857577148
starve_series__t20_starve__2,-5.4675323462,-0.5264429394
starve_series__t21_growth2__1,-5.9330727709,-0.8404298363
