,A,Fis,PurR,ihfB,ArgR,PepA,RutR
opex__pvpi_rif__1,3.563725176,2.0417182489,-0.4357504448,0.7554847077,0.0630165811,-0.0724405167,0.32860447
opex__pvpi_rif__2,3.3336681289,2.0602563744,-0.5779461479,0.7890987312000001,-0.0393994513,-0.0572291916,0.4930794053
opex__pvpi_rif__3,3.9789509593,2.0621100145,-0.4379700123,0.6352844664,0.024639347500000002,-0.0664222056,0.6783345283000001
opex__rif__1,3.2557062393000002,2.0385861757,-0.30027482650000004,0.7496321689000001,-0.4808506651,-0.0234340087,0.77006149
opex__rif__2,2.5180319465,1.7348079667,-0.4677203046,0.7750268969,-0.0444044836,0.1281581738,0.5417313643
opex__rif__3,4.0960831762,2.2258016382,-0.3737452981,0.7101493076000001,0.1240328167,0.0571875528,0.5954415707
opex__naocl_amp__1,-0.1275588741,-0.0348688222,-0.3337314765,-0.1732709832,0.2731643857,0.0838375117,-0.0138478605
opex__naocl_amp__2,-0.4410970361,0.029804262800000002,-0.3551678386,0.0125798188,0.08473672530000001,0.0643194244,-0.1025479926
opex__naocl_amp__3,-0.859447559,-0.0969163918,-0.347221475,-0.12569989680000002,0.0028692905,-0.0656672585,0.0194848921
opex__naocl_kan__1,-0.9627692264000001,0.2610054791,-0.0723505877,-0.0024633896,0.0177962947,0.0471383145,-0.050884034200000004
opex__naocl_kan__2,-0.5689369898000001,0.1561213528,0.106155367,-0.107284845,0.0870940491,0.063693927,-0.0504011997
opex__naocl_kan__3,-0.6023732113,0.2889994125,0.0502064915,-0.0378164496,0.2254649198,-0.055693872000000005,0.2212380435
opex__naocl_nor__1,0.13016398510000002,0.3265769888,-0.2774777945,-0.1266555151,0.1024404282,0.0824555401,-1.0436642883
opex__naocl_nor__2,-0.6160739352,0.207254134,-0.36788750870000003,-0.18342158690000002,0.3516139703,0.162445837,-0.34679613060000003
opex__naocl_nor__3,0.5155811971,0.7210841665000001,-0.2063333524,-0.286782287,0.2253243888,0.0920344902,-0.21643899590000001
opex__naocl_rif__1,3.2335659447,1.769784875,-0.4958400261,0.5930766829,-0.10653061280000001,0.06374328850000001,0.3615159435
opex__naocl_rif__2,2.6686431247,1.7030705576,-0.55350216,0.6294067863,-0.2829522479,0.1161475163,0.8865077821
opex__naocl_rif__3,2.7933184643,1.7906398595000002,-0.3656664847,0.7170134595000001,-0.025653032500000002,0.2883202009,-0.022866167200000002
phage_lysogen__wt_ctrl__1,-0.31145997140000004,0.3462066548,0.20125672260000002,-0.0260689406,0.1692148454,0.042236971500000005,-0.1506545126
phage_lysogen__wt_ctrl__2,-0.10606986210000001,0.1500091676,0.1655847617,0.055185875700000005,0.2242892089,-0.0158266224,-0.12269766600000001
phage_lysogen__wt_ctrl__3,0.4175298335,-0.4962158223,-0.3668414842,-0.0291169351,-0.3935040543,-0.0264103491,0.2733521786
phage_lysogen__O104_H4__1,-0.8041930938,0.6240327585000001,0.4523997712,0.2378195673,0.3685095164,0.0649963265,-0.4070838184
phage_lysogen__O104_H4__2,-0.4622701877,0.15761307630000002,0.3199707431,-0.1466596712,-0.19730162310000002,0.1364570351,0.1222275553
phage_lysogen__O104_H4__3,0.0227160733,-1.0796243875,-0.4470036966,-0.07116623100000001,-0.611873956,0.0656392673,0.49136071010000004
phage_lysogen__O157_H7_PA8__1,-0.9172403176,0.5387312161,0.4023516603,0.2144886863,0.235638972,-0.11542922970000001,-0.2066417164
phage_lysogen__O157_H7_PA8__2,0.11824813940000001,-0.4798199603,-0.1874569083,-0.1162119773,-0.3743351771,-0.0434382077,0.1541092549
phage_lysogen__O157_H7_PA8__3,-0.1518953973,-1.3796729212,-0.6267126003,0.0478665062,-0.6212105640000001,0.0482999805,0.4204425731
phage_resist__ygbE_oe__1,-1.1905774637,-0.5986132886000001,-0.9316274678,0.48151793810000004,-1.1268637191,-0.6023741513,-0.4064336612
phage_resist__wt__1,1.7188211218,0.9678712744,-0.2224982053,-0.1774550813,-0.7996221434,-0.7111750966,-1.232752161
phage_resist__wt__2,0.0737242483,-0.0467544987,0.2116348557,0.0316978985,0.4140522484,0.31714701300000003,0.3503706025
phage_resist__wt__3,-0.8322960058000001,-0.4961688642,-0.0120852198,0.1096698247,0.1745738255,0.22692930500000003,0.3420053247
phage_resist__wt__4,-0.9602493643000001,-0.4249479114,0.0229485694,0.0360873582,0.2109960695,0.16709877850000002,0.5403762338
phage_resist__ygbE_oe__2,0.13540174,0.2235366648,0.2743882299,0.4008465332,0.4064304775,0.2331618664,0.4773459209
phage_resist__ygbE_oe__3,-0.013034895500000001,-0.17320149510000002,0.1742883958,0.2016586973,0.3348567709,0.2286561412,0.2279944818
phage_resist__ygbE_oe__4,-0.2227299344,-0.3976694403,0.1285635,0.20863877560000002,0.1258577735,0.2273904955,0.35113523290000004
phage_resist__yahA_oe__1,2.8317062338000003,-0.271260151,0.1793194185,0.8103400045,0.6524133399,-0.0866532502,1.0824731912
phage_resist__yahA_oe__2,3.0916915244,-0.3856698168,0.2342321192,0.79434764,0.6028947911,-0.11703174720000001,1.1040887277
phage_resist__yahA_oe__3,3.076953399,-0.3748424758,0.251925287,0.7890265787,0.6272665371,-0.1046557974,1.1976760322
phage_resist__yrfF_ko__1,-0.128692468,-0.3368956211,0.12482241790000001,0.1941040265,0.5339858035,0.18682885470000002,0.5464418484
phage_resist__yrfF_ko__2,-0.3303318695,-0.6195434666,-0.0006035264,0.1621654823,0.5002285998,0.5161572035,0.7784190914
phage_resist__yrfF_ko__3,-0.6000672278,-0.5305273591,-0.0060564127,0.2351319325,0.29109611690000003,-0.0009987438000000001,0.6709721863
pollution__wt_ctrl__1,0.5076492586,0.0090743764,0.1884618237,-0.2052052727,0.036749252600000004,-0.0269118335,0.08809607
pollution__wt_ctrl__2,-0.4045181123,-0.1474606062,-0.2210203657,-0.15748279610000002,-0.0566146519,-0.0463850746,-0.3349880217
pollution__wt_ctrl__3,-0.1031311463,0.1383862298,0.032558542,0.3626880689,0.0198653994,0.0732969081,0.2468919517
pollution__wt_urban__1,1.8424015399,0.0958843592,-0.0872697426,0.0205539034,0.0807022795,0.3996740647,0.4711474109
pollution__wt_urban__2,0.8463443372,-0.1943269192,0.0711702832,-0.0847331674,-0.1047828457,0.0814240465,0.0022978712
pollution__wt_urban__3,0.5189604128,-0.5633154372,-0.0391097895,0.10179796170000001,-0.09274741730000001,-0.3214084264,0.3303868001
pollution__wt_diesel__1,3.8381229918,0.34932742110000004,-0.0696644299,0.3283769753,0.4751906503,0.2856391982,0.7121984948
pollution__wt_diesel__2,-0.0825574268,0.052595198100000004,0.1605875966,0.42943714510000003,0.3504715668,0.15212582090000001,0.3444825427
pollution__wt_diesel__3,0.5227327527,0.13483453310000001,-0.30232627840000004,0.40175518200000004,0.3556453007,0.1696399244,0.2873698438
pollution__evo_diesel__1,2.060060612,0.3732131782,-0.8416801454,0.1621942794,0.3834577662,-0.7665996282,0.30351951720000003
pollution__evo_diesel__2,1.0639189905,-0.2646294097,-0.5549555102,-0.0929989714,0.6704300612,-0.5124798668,0.3219271611
pollution__evo_diesel__3,1.3471398584,0.1507713049,-1.3041400428,-0.0052199476,0.6454187164,-0.8059971619,0.3506965671
ppGpp__wt_relAtrunc_00m__1,0.1039040873,0.1291562064,-0.0895024827,0.1509588755,-0.010217712,-0.1711170017,0.1440703938
ppGpp__wt_relAtrunc_00m__2,0.5848236194,0.043625080100000005,-0.0771853417,-0.1528181404,-0.0766429396,0.1298836847,-0.09094624030000001
ppGpp__mut_delrelA_10m__1,1.3768318254,-0.5922833958,-0.9178179664,0.43248006790000004,-0.40919817480000004,0.40404545740000003,1.1708546746
ppGpp__mut_delrelA_05m__1,1.5095154016999999,0.09290664450000001,-0.7582177569,0.34433113330000004,-0.3688199841,-0.0797598471,0.6202333819
ppGpp__mut_delrelA_10m__2,1.1828007288,-0.5635506412,-1.3302085737,0.5380630456000001,-0.2222874078,0.0635253097,0.8405451178000001
ppGpp__mut_delrelA_10m__3,0.8844922303,-0.435273085,-1.0890255159,0.5843706258,-0.3144966122,0.2441146533,1.1535549548
ppGpp__mut_delrelA_00m__1,0.9424252742,0.3457459599,-0.3231950317,0.1253951864,0.1252833326,-0.15126442,0.5119937627
ppGpp__mut_delrelA_00m__2,1.5188864066,0.1662819322,-0.4600648208,0.0565486674,-0.1576997551,-0.0528155334,0.45247225160000004
ppGpp__mut_delrelA_05m__2,1.1354001979,0.0749518054,-0.7908332423000001,0.289905114,-0.24439702600000002,0.027839926900000003,0.5952552177
ppGpp__mut_delrelA_05m__3,1.7243115052,0.0533637204,-0.6524892237000001,0.2330789077,-0.41219192390000003,0.06921206490000001,0.7775147035000001
ppGpp__mut_delrelA_00m__3,1.3243652940000001,0.2156995827,-0.3745224883,0.07099494790000001,-0.0240419771,-0.0213656469,0.4792092201
ppGpp__wt_delrelA_10m__1,-0.2091551157,-3.4951634047,-2.7987990199,1.6693473817000002,-0.6486988238,1.1783241843,1.6864355337
ppGpp__wt_delrelA_05m__1,-0.23997603580000001,-0.9033991029,-1.4927915776,0.8851842496000001,-0.6789374029,0.9812605365,1.2891380466
ppGpp__wt_delrelA_05m__2,0.1820919554,-0.8275438988,-1.4476121985,0.9921615799000001,-0.6797419631,0.9651130452000001,1.2186057817
ppGpp__wt_delrelA_10m__2,-0.24736791730000002,-3.5074096086,-2.693491748,1.5982408098,-0.7120433032,1.3388213409,1.7407410499
ppGpp__wt_delrelA_10m__3,-0.19809628240000002,-3.617631853,-2.6663681278,1.7096626457,-0.7056322180000001,1.3383859346,1.6119411328000002
ppGpp__wt_delrelA_00m__1,-0.0786473409,0.0360899349,0.057737721400000004,0.1352618145,-0.047462752000000004,0.018214741,0.0811384884
ppGpp__wt_delrelA_00m__2,0.1658144869,-0.029779829400000003,0.0441149489,-0.1884152095,-0.015386583,0.07858562470000001,0.0742128277
ppGpp__wt_delrelA_05m__3,-0.0505718776,-0.9816522696000001,-1.4144367125000001,0.9359447872000001,-0.66417763,1.1165138895,1.3272750316
ppGpp__wt_delrelA_00m__3,-0.087167146,-0.0063101055000000005,-0.1018526703,0.053153395000000006,0.062849335,-0.09680036560000001,-0.15535131600000002
ppGpp__mut_relAtrunc_10m__1,1.0782334344,0.22240025600000002,-0.5203546827000001,0.0460408297,-0.1045618756,-0.3342880941,0.42490853310000004
ppGpp__mut_relAtrunc_05m__1,0.7453102912,0.39208360540000003,-0.6302737973,0.14534769620000001,-0.0031275078,-0.6312348971,0.2769473478
ppGpp__mut_relAtrunc_05m__2,0.7818781808,0.351290906,-0.4795427667,-0.0030341261000000003,-0.0480229395,-0.3457136947,0.3613108144
ppGpp__wt_relAtrunc_10m__1,0.1656239659,-0.0958234418,-0.25289483630000004,-0.061938696,0.012843585400000001,-0.2318119308,-0.0441825826
ppGpp__wt_relAtrunc_10m__2,-0.2628298658,-0.030740934100000002,-0.0862728697,-0.1364298561,0.0468093879,-0.16924592300000002,0.12040760800000001
ppGpp__wt_relAtrunc_10m__3,0.0039149454000000005,-0.13959982170000002,-0.1348681471,-0.0056751697000000005,-0.0964832377,-0.2737712764,0.026717929100000003
ppGpp__mut_relAtrunc_00m__1,1.1185962367,0.5101882075,-0.39900124260000003,0.2627756382,0.3003504533,-0.0890255576,0.4015485942
ppGpp__wt_relAtrunc_00m__3,-0.3295243137,0.1370520284,-0.0458831514,-0.0011724178,0.1596635422,-0.1216769186,0.0301691569
ppGpp__wt_relAtrunc_05m__1,-0.036098151,-0.0668591941,-0.121047631,-0.0574220695,-0.1172774231,-0.2713296649,-0.3242526439
ppGpp__wt_relAtrunc_05m__2,0.009126709700000001,-0.0222878479,-0.1971928466,-0.0927367623,-0.1898840608,-0.4580085642,-0.28773245950000004
ppGpp__wt_relAtrunc_05m__3,-0.3436195919,-0.023639298700000002,-0.063776122,-0.1534841357,0.015506933300000001,-0.3402933593,-0.1538102724
ppGpp__mut_relAtrunc_00m__2,1.5129892571,0.1996762671,-0.6684344119,0.118872763,-0.1161504091,-0.2262561676,0.230954865
ppGpp__mut_relAtrunc_00m__3,1.1624186333,0.3180145914,-0.5760069136,0.10202931650000001,-0.0369351365,-0.33254767220000003,0.2922129804
ppGpp__mut_relAtrunc_10m__2,0.8025743395,0.2575609265,-0.6887439793,0.09872908180000001,-0.2633853798,-0.5398967873,0.2660705172
ppGpp__mut_relAtrunc_05m__3,1.0334614206,0.2960840973,-0.4142243392,0.0882035146,-0.0706114467,-0.28916701310000004,0.35229941670000003
ppGpp__mut_relAtrunc_10m__3,0.7643237231000001,0.23211505100000002,-0.47135913420000003,-0.032574997,-0.15231188210000002,-0.3265783326,0.6180717419
pressure__high_pressure__1,1.7136725008,1.2948194296,1.0159750175,-0.0463168558,0.29564346280000003,-0.2324194292,-0.11581903900000001
pressure__high_pressure__2,0.8996668860000001,0.9923866048000001,0.70721895,-0.1397976692,0.3958733112,-0.1951457294,-0.0969863183
pressure__low_pressure__1,-0.061501589200000005,0.0554789903,0.1103005187,0.1255194803,0.0975523437,-0.022136684,0.3375235099
pressure__low_pressure__2,0.061501589200000005,-0.0554789903,-0.1103005187,-0.1255194803,-0.0975523437,0.022136684,-0.3375235099
quantum_dots__ctrl__1,-0.0948140464,0.19299417030000002,0.06653015720000001,0.014975651000000001,-0.17488993500000002,-0.0316580853,0.1418760927
quantum_dots__ctrl__2,0.0948140464,-0.19299417030000002,-0.06653015720000001,-0.014975651000000001,0.17488993500000002,0.0316580853,-0.1418760927
quantum_dots__cdte_light__1,-0.8102369492,-0.1566585705,0.0696742028,0.1079358901,0.24971090580000002,0.3530917455,0.4859515365
quantum_dots__cdte_light__2,-0.8181287557,-0.5234540044,0.2335586455,0.1775328618,0.34154927,0.6313521298,0.5188369214
quantum_dots__cdte_dark__1,-0.121081297,0.23512352620000002,0.37836892400000005,-0.0035074409,0.0730655976,0.23384775270000002,0.24962339860000002
quantum_dots__cdte_dark__2,-0.3228971222,0.31142464810000003,0.459471153,0.3295633576,0.0234178869,0.325307626,0.3019212056
quantum_dots__cdse_light__1,-0.4157718841,0.0452058008,0.0639574963,-0.2629699505,-0.3250900134,0.08415014850000001,0.1921530318
quantum_dots__cdse_light__2,-0.7263670842000001,-0.4719622457,0.18394850470000002,-0.0911446687,-0.2177717924,0.3455531639,0.21231017470000002
quantum_dots__cdse_dark__1,-0.5441267421,-0.0963130764,0.5627329008,0.15730825040000002,-0.045876971,0.5911058437,0.4865818387
quantum_dots__cdse_dark__2,-1.2640779449,0.1438637236,0.508098861,0.4345820031,0.1356113662,0.49242120240000004,0.2776413585
raman__wt__1,0.3073172319,0.32390488240000004,-0.052692288100000005,-0.0932291424,-0.12782398620000002,0.26730982540000003,-0.0037066064
raman__del_cyaA__1,1.3916236627,-0.5137846317,0.154904403,1.3919837032,-0.0344435811,0.578013297,0.826852934
raman__del_cyaA_01mM__1,1.6331688507000002,-0.3017799452,0.6056919945,1.022943121,-0.25441495540000003,0.586079513,0.9930790136000001
raman__del_cyaA_05mM__1,2.7842053178,0.0746564698,0.7973221438,0.2335715588,-0.6313751590000001,1.0374747102,0.28059096980000003
raman__del_cyaA_1mM__1,2.2413789244,0.6909678567,0.8738255865000001,-0.2969916814,-0.5026560831,0.293374102,0.0051448292
raman__wt__2,0.1235455246,0.05264703900000001,0.1746618056,-0.0234537654,0.09687072990000001,-0.0830005446,0.0983721097
raman__del_cyaA__2,1.5366804564,-0.5430984053,0.3957203016,0.498289709,-0.3912878709,0.6439256821,0.8730780635000001
raman__del_cyaA_01mM__2,1.3439095332,-0.18264780930000002,0.7829571379,0.6882567693,-0.1634162861,0.35681183050000004,1.1835533782
raman__del_cyaA_05mM__2,1.9903964946000001,0.0924027817,0.44394149310000003,0.8733193997,-0.037392645,0.8203184591,0.44512021970000004
raman__del_cyaA_1mM__2,3.5703157387999997,0.9621512969,0.9297690402000001,-0.4289033246,-0.8743154317,0.4249618324,0.2596816427
raman__wt__3,-0.4308627565,-0.3765519214,-0.1219695175,0.11668290790000001,0.030953256300000002,-0.1843092808,-0.09466550330000001
raman__del_cyaA__3,1.3112997967,-0.5471846868,0.5001040605,0.7175371547,-0.15008812330000001,0.43376159000000003,0.7802561713
raman__del_cyaA_01mM__3,2.0004675811,0.48515093200000003,0.9799370433000001,0.21154773270000002,-0.5594707636,0.4806056222,0.7832423457000001
raman__del_cyaA_05mM__3,2.2634179182,0.1266839205,0.8232227625,0.2329742796,-0.5003500699,0.8682415602,0.3766383052
raman__del_cyaA_1mM__3,2.9455469245,1.0602432242,0.8893096083,-0.1106573044,-0.5998332357,0.3667824315,0.23261478730000001
rand_barrel__mut_nanE__1,-0.028397000300000003,-0.3118793136,0.26212236180000004,0.49663871260000003,-0.0043077378,-0.0368755783,0.8387917875
rand_barrel__mut_nanE__2,-0.2463897645,-0.2205822906,0.3406441396,0.4909406082,-0.062491652,-0.1613774489,-0.032097273600000004
rand_barrel__mut_nanE__3,-4.6849493775,-0.8193608079,-0.7425956142,0.27310776130000003,-0.3647736057,-0.6799138988,-0.0049740204
rand_barrel__mut_pdxJ_1__1,-0.6689605884000001,-0.5997014154,0.3227195854,-0.1468615685,0.2278418854,0.0906044277,0.596250676
rand_barrel__mut_pdxJ_1__2,-1.2688166519,-0.0729656482,0.0441250226,0.24300281110000002,-0.0716365778,0.0559209894,0.2468860606
rand_barrel__mut_pdxJ_1__3,-6.3188733237,-0.5369566521,-0.4047007688,-0.25940531910000003,-0.07631006700000001,-0.8998633238,0.4239578685
rand_barrel__mut_pdxJ_2__1,-0.5542529989,-0.0382048267,0.1960055413,0.2552602858,0.0643245482,-0.035091087800000004,0.41473996290000004
rand_barrel__mut_pdxJ_2__2,0.6157021570000001,-0.0745687413,0.2626125039,0.2871462172,-0.3807577781,-0.1170574892,-0.9224091564
rand_barrel__mut_pdxJ_3__1,-0.13896069590000001,-0.2022446518,0.0446752461,0.26152956580000003,0.0290385641,0.13169616550000002,-0.4901133459
rand_barrel__mut_pdxJ_3__2,-1.3685691466,-0.3069023796,0.0055875423000000006,0.26997426,-0.1803886265,0.0485547172,-1.404954296
rand_barrel__del_serB__1,-0.2983424351,-0.042170493600000004,-0.0545820957,-0.0421165336,-0.028666019100000002,0.0160153938,-0.2367769237
rand_barrel__del_serB__2,0.2983424351,0.042170493600000004,0.0545820957,0.0421165336,0.028666019100000002,-0.0160153938,0.2367769237
rockhopper__CV104_pHDB3__1,3.6870190502,2.3015311473,0.17002505580000002,-0.2434317712,-0.20078887650000002,-0.5065566498,-1.0306647704
rockhopper__CV104_pHDB3__2,3.8595030574,1.9737251058,0.0879373896,-0.6880546294000001,-0.3993142826,-0.4401896789,-0.8049345357000001
rockhopper__CV104_pHDB3__3,3.9954231176,1.9660711981999999,-0.0743938484,-0.47614016270000004,-0.608310778,-0.4025914035,-1.0003059386
rockhopper__CV104_pLCV1__1,3.2634032634,2.016554287,-0.8322562210000001,-0.5452630615,-0.3646350935,-0.3888197144,-1.0716356822
rockhopper__CV104_pLCV1__2,3.9227853517,2.0244462644,-0.7341729752,-0.6133102,-0.3975050698,-0.3009871448,-1.0435301996
rockhopper__CV104_pLCV1__3,4.3185568746,1.9419073304,-0.8436687477,-0.3823272017,-0.4449510419,-0.3193948795,-0.9714126387
rockhopper__wt_lb__1,1.2524376738,1.8679287144,-0.4139051379,-0.5017878330000001,-0.07612928120000001,-0.3280422599,-1.5586003834
rockhopper__wt_lb__2,0.5487325863,1.2921998969000001,-0.2024856941,-1.3002220611,-0.21267070670000002,-0.4854080817,-0.8390651012
rockhopper__wt_lb__3,2.6265620123,1.8917936764,-0.42811316250000003,-0.38011492290000004,0.1473823547,-0.4335010205,-1.7251289505
rockhopper__wt_lb_aMG__1,2.3375630763,0.5395643603,-1.7730855678,-0.4312594853,-0.15733076340000002,-0.10877114110000001,-1.1529804762
rockhopper__wt_lb_aMG__2,2.4043733555,0.9906916870000001,-1.3766979158,-0.6546793405,-0.053910844900000005,-0.45156340240000004,-0.7905884476
rockhopper__wt_lb_aMG__3,2.3635173926,1.3703669651000001,-1.3274422006,-0.6564689762,0.4284555043,-0.5883183666,-0.859307299
rockhopper__del_sgrR_lb_aMG__1,1.2423210312,0.5734681935,-0.8579776732000001,-0.6385376221,0.08828843530000001,-0.30393592680000003,-0.1314172838
rockhopper__del_sgrR_lb_aMG__2,0.6971372529000001,0.2499518641,-0.9107729191,-0.6645585173,-0.1216297528,-0.1918291293,-0.1090894959
rockhopper__del_sgrR_lb_aMG__3,0.8551554211,0.5164904485,-0.7320738228,-0.6027240562,0.26975149,-0.3067031108,0.037923550800000004
rockhopper__del_sgrS_glyc_aMG__1,5.7665997613,-0.582680288,-1.3286142252,-0.5497863012,1.034173142,0.4782008648,0.0657940156
rockhopper__del_sgrS_glyc_aMG__2,8.2284088044,-0.992035898,-1.6631942817,-0.8844349788,1.1601626266,0.4803614947,-0.0675485334
rockhopper__del_sgrS_glyc_aMG__3,8.240302214,-0.82092612,-1.8640533646000002,-0.7323984494,0.9977755186,0.562315753,-0.1248640408
rockhopper__del_sgrS_glyc__1,1.9061840120000002,1.1855093645,-0.3268149622,-1.0765882832,-0.5233710021,-0.43587451320000004,-1.9209444835
rockhopper__del_sgrS_glyc__2,2.6165575512,1.6497003332,-0.1746196941,-1.2737457653,-0.0805511496,-0.6466491802000001,-1.4227025616
rockhopper__del_sgrS_glyc__3,1.5320220706,1.5533210611000001,-0.2764160611,-1.0661014702,-0.207465207,-0.6322081357,-1.9379752747
rockhopper__wt_lb_aMG__4,1.1948156088,1.0327964961,-1.5244378482,-0.0022261433,0.39604699790000003,-0.10444280600000001,-1.277008156
rockhopper__wt_lb_aMG__5,1.3711404394,0.6311239495000001,-1.4356186813,-0.6233404330000001,0.3038518316,-0.3593592875,-0.4928055143
rockhopper__wt_lb_aMG__6,1.1466635678000001,0.8201260326,-1.7262414028,-0.5674820865,0.4555909657,-0.3456583784,-0.5878596238
rockhopper__wt_glyc_aMG__1,4.4523037923,0.23113696620000002,-1.3637091037,-0.3722030261,0.41952600300000004,0.0299975839,-0.35029808100000004
rockhopper__wt_glyc_aMG__2,7.0137081441,0.092688142,-1.7078728039,-0.7656051362,0.4823855395,0.20636586810000002,-0.9229202093000001
rockhopper__wt_glyc_aMG__3,7.7494981395,0.1864078501,-1.6570601537,-0.8154694804,0.6427004012,0.1036609982,-1.1218518623
rockhopper__wt_glyc__1,1.0536652131,1.3913280626,-0.0124510356,-1.1263483433,-0.0787301833,-0.4698382064,-1.5630187515
rockhopper__wt_glyc__2,1.9321895433,1.8801914265000002,-0.1045419229,-1.0507258242,0.0657179429,-0.6415761683,-1.4963685903
rockhopper__wt_glyc__3,2.8361852074,1.8233975957,-0.1203508201,-1.4642462689,0.0913375497,-0.6093675816,-2.1881727976
rockhopper__CV108_glyc_aMG__1,4.3428912609,-0.2035763635,0.0594578038,1.3629742903,-0.3086488148,0.4336175929,-1.0182277374
rockhopper__CV108_glyc_aMG__2,1.2989970176,-0.997274482,0.026797267000000003,1.6888523696000002,0.21482747770000002,0.7823580026,-0.5396277859
rockhopper__CV108_glyc_aMG__3,2.3600218135,-0.7825957539,0.2898400357,1.447236262,0.24822844970000002,0.6173818581,-0.7319513074
rockhopper__wt_glyc__4,1.8414581996,-0.1164091949,0.0967689755,0.3468954117,-0.385919848,0.0371729071,0.10751650630000001
rockhopper__wt_glyc__5,3.8206588992,-0.4347953531,0.062340632800000004,0.2900535789,-0.3801262036,0.2509399034,-0.6796950272000001
rockhopper__wt_glyc__6,-1.6622289446,-0.6036823822,-0.0371807793,-0.22690032810000002,-0.1272192145,-0.0409722993,1.5581047844
rockhopper__wt_glyc_aMG__4,0.23672438510000002,-0.5832233137,-0.0853554663,0.9829650128,0.7766834174,0.640420188,0.2143497702
rockhopper__wt_glyc_aMG__5,1.5320051602,-0.5893179781,-0.20122508390000002,0.8410876139,0.4490480295,0.7490082534,-0.3960097795
rockhopper__wt_glyc_aMG__6,1.2360488536,-1.3449960646,-0.0578871808,1.2263269173,0.3948643765,0.7094849142,-0.6314687923
rockhopper__wt_glyc__7,-2.5487385046,-1.2967251452,-0.1485328085,1.0358727271000001,0.2740025893,0.35152512900000005,0.8377215957
rockhopper__wt_glyc__8,-2.5784268395,-1.5836493801,0.047542992000000006,1.3521651373,0.09346660130000001,0.7630792515,0.3078773821
rockhopper__wt_glyc__9,-2.0130687842,-1.1114614148,-0.2424960552,0.4469906174,0.0081420927,0.27914356900000004,1.3064745059
rockhopper__wt_glyc__10,-1.5468700244,-0.2708470256,-0.1579365334,-0.145904202,0.22564059120000002,-0.18281569820000002,1.2003790954
rockhopper__wt_glyc__11,-0.6321501953,0.1532474732,0.2330850335,0.3585189499,0.062203318800000004,0.037743428600000004,0.5106556925
rockhopper__wt_glyc__12,-0.50267377,0.16940533800000002,0.3837523211,0.1836285442,0.1514847635,0.2249657653,0.09852560440000001
rpoD__wt__1,-0.0392179323,-0.31751411490000003,0.028379855000000002,0.37080809610000004,-0.0572164682,0.0444523397,0.0225691103
rpoD__wt__2,-0.390421493,0.3577599574,-0.0424899605,-0.1472996254,0.1133607492,-0.1147461419,-0.036922915800000004
rpoD__rpoD_mut__1,-1.0393907958,3.1030835766,1.0721894612,-0.1075567976,1.3628484388,1.0774420303,0.2138344905
rpoD__rpoD_mut__2,-1.8466722911,3.4643144453,1.0956752052,-0.0643227189,1.104969759,0.8082890228,-0.34181029160000004
rpoD__rpoD_mut__3,-1.2982676039,2.7622962092,0.9377770938000001,0.0005808492,1.2713132087,1.1729853806000001,-0.4642300327
rpoD__wt__3,0.4296394253,-0.040245842500000004,0.0141101056,-0.22350847070000002,-0.0561442811,0.0702938022,0.0143538055
rpoN_peptide__ctrl__1,0.3692058742,0.0007950103000000001,0.0065409788000000005,0.0637044503,-0.1015461228,0.0728585842,0.11725838050000001
rpoN_peptide__ctrl__2,0.2904955061,-0.1171505754,-0.057686396800000005,0.0156690406,-0.0516350402,0.035638493800000004,-0.061902731100000004
rpoN_peptide__ctrl__3,-0.6597013803,0.11635556500000001,0.051145417900000004,-0.0793734909,0.1531811629,-0.10849707800000001,-0.0553556495
rpoN_peptide__nminus__1,0.2662434624,0.18262371400000002,-0.0646014944,0.1785238774,0.1291745798,0.1498483763,0.0606131716
rpoN_peptide__nminus__2,0.40645596980000004,0.0458881224,0.0614196949,0.1678548191,-0.038853907,0.0914593397,0.07949941320000001
rpoN_peptide__nminus__3,-0.6518781738,0.0772102477,0.0408215746,0.081303292,0.3227149733,-0.0381761921,0.0194488949
rpoN_peptide__nplus__1,10.476595676,4.3547183379,3.4450354554000002,-0.9979672179,0.9642281407000001,0.1461115856,-0.2581622746
rpoN_peptide__nplus__2,10.2662561364,4.3316896513,3.4295752466,-1.0859981772,0.8021454272,0.1048459691,-0.1940295002
rpoN_peptide__nplus__3,10.1748497776,4.361795663,3.3841568257,-1.0891656204,0.7226770254,0.0852965703,-0.1782378033
rpoN_peptide__s54_wt__1,0.6202076314,0.0420888457,-0.2289905861,-0.0030845069,-0.2910362208,-0.031450327300000004,-0.15343375920000002
rpoN_peptide__s54_wt__2,0.6054074636,-0.007688093500000001,-0.2532073837,-0.0856139897,-0.3988127571,-0.0599253721,-0.2209107271
rpoN_peptide__s54_wt__3,0.6023659947000001,-0.030441688,-0.3893116948,-0.0370968837,-0.5465348019,-0.15176677090000001,-0.1466479973
rsd__wt_ee__1,0.45083961910000003,0.0420412059,0.10805284650000001,-0.1086920816,-0.0996517143,0.0736870703,0.0161272426
rsd__wt_ee__2,-0.45083961910000003,-0.0420412059,-0.10805284650000001,0.1086920816,0.0996517143,-0.0736870703,-0.0161272426
rsd__del_rsd_ee__1,-0.8017743730000001,0.2428904616,0.2201750602,0.058327546800000005,0.1746065285,0.28031156220000003,0.25307840470000004
