,A,NadR
SRX254741,2.8137492237,-0.9505761752
SRX254742,2.3441539582,-1.0656148416
SRX254743,2.680501381,-1.0318356511
SRX254744,2.6762489248,-0.9589643109
SRX254745,-7.1078417183,-1.1996576251
SRX254746,-7.2555017393,-0.9602693379
SRX254747,-6.6861891145,-1.6766795062000002
SRX254748,-7.9133153916,-0.6628501635
SRX254749,-6.3643027306,-0.7611412395
SRX254750,-6.8843054744,-0.9875490387
SRX254751,-8.356707306,-0.5190872079000001
SRX254752,-7.0589788393,-0.18227970540000002
SRX254753,-7.2809460504,-0.5259577866
SRX254754,-0.48556507050000003,-0.148234116
SRX254755,-1.3160708689,-0.6152493079
SRX254756,-0.0481921463,-0.4315757932
SRX254757,0.5947927012,-1.4317049355
SRX254758,-0.1902206964,-1.5679616461
SRX254759,0.9584829028,-1.3589066319
SRX254760,-8.0551899676,-0.6042319272000001
SRX254761,-7.9490216507,-0.77669583
SRX254762,-7.4663040422,-0.7033186522
SRX254763,-0.9030802119,-0.3894668408
SRX254764,-0.3422564721,-0.7032611993
SRX254765,-0.4876834,-0.2351894924
SRX254766,-0.2495772614,-1.3440810447
SRX254767,-0.0315150989,-1.4560745813
SRX254768,1.4326393217,-1.5648032669
SRX254772,0.5354775948,-0.5239019714
SRX254773,1.2211202531,-1.0398132535
SRX254774,1.1719959173,-0.4133237703
SRX254775,-0.2170912087,-0.3785554097
SRX254776,-0.014347464,-1.1889521978
SRX254777,0.44494188430000003,0.8097763004
SRX254778,0.3290669952,0.0855817335
SRX254779,0.9450228265,-0.5283924763
SRX254780,1.5603227295000002,-0.4837018165
SRX254781,-0.0965574123,1.0735541311
SRX254782,-0.5035036594,0.5671986012
SRX254783,-0.020338839100000002,0.9405202883
SRX254784,-0.0453947026,1.3426368678
SRX254785,-0.0947760757,0.7293844758
SRX254786,-0.6044794838,0.469395836
SRX7136401,0.3582839313,0.0207154345
SRX7136403,0.0115063666,-0.1264790317
SRX7136405,-0.756782653,-0.1956746573
SRX7136407,-1.4556025364,0.3481637872
SRX7136409,-2.3359124575,0.5386601355
SRX7136411,-0.3697902978,0.10576359710000001
SRX3754949,-0.10039473500000001,0.0489856822
SRX3754950,0.0947046619,-0.0083801229
SRX3754951,0.0056900731,-0.0406055593
SRX3754952,-0.0926382124,-0.16996118970000001
SRX3754953,-0.1909271103,-0.1279961865
SRX3754954,-0.23718711420000002,-0.053039917900000004
SRX3754955,-5.1728143107,-0.6115646001
SRX3754956,-5.2830831953,-0.5606905136
SRX3754957,-5.3421394639,-0.5730957866
SRX3754966,-0.1260093464,0.2034818578
SRX3754967,-0.2603648536,0.1279432443
SRX3754969,-0.1678857072,0.22652254730000002
SRX1424798,0.1697686883,-0.0213136819
SRX1424799,-0.1697686883,0.0213136819
SRX1424800,-0.24232244900000002,0.2619838131
SRX1424801,-0.0728426623,0.0002542546
SRX1424802,-0.3129291328,0.909235074
SRX1424803,-0.49065255080000003,0.5409572734
SRX1424804,1.4959197549,0.7047653892
SRX1424805,1.235568635,0.7538010009
SRX1424806,-0.7097937977000001,0.45095398550000004
SRX1424807,-0.5276679975,0.7305356612
SRX1424808,-0.24944010300000002,0.43897515130000003
SRX1424809,-0.1791158361,0.4059573159
SRX1424816,-1.1412607009,0.22550026050000002
SRX1424817,-0.6065017767,0.39510807210000004
SRX1424818,1.346147747,0.113939682
SRX1424819,1.4117239251,0.44078637930000003
SRX1424824,1.638628141,1.0723532536
SRX1424825,1.9979178271,1.0984037868
SRX1424826,2.2026503953,-0.43063133070000004
SRX1424827,1.8806293962,-0.4860874428
SRX1424828,3.3153694665,0.46628947600000004
SRX1424829,3.2144454576,0.8831585961
SRX1424830,3.5176414416,1.1206904631
SRX1424831,3.798442073,0.7718014032
SRX1424834,3.9462705559,1.2729504192
SRX1424835,3.6270306465,1.2932611168
SRX1424840,6.228936921,0.4064158577
SRX1424841,5.8127151834,0.3603767846
SRX1424842,5.5527099555,0.5356244329000001
SRX1424843,5.6199779563,0.2400024815
SRX1424844,4.0965321508,1.5037629178
SRX1424845,4.2369903527,1.1935057547
SRX1424846,-0.6593507593,-0.1996627172
SRX1424847,-0.20819769540000002,-0.44816231830000003
SRX5060277,0.7394458203000001,-0.0562465892
SRX5060279,-0.5101025666,0.0303832957
SRX5060281,-0.7394458203000001,0.0562465892
SRX5060283,-0.8381627523,0.0923397075
SRX5936089,0.0036755218,0.014809458000000001
SRX5936090,0.18628911380000002,0.0162842845
SRX5936091,0.3257741252,0.0663088602
SRX5936092,-0.5157387608,-0.0974026028
SRX5936093,-2.8304355946,0.6925022070000001
SRX5936094,-2.5561524637,0.577578176
SRX5936095,-1.2167132442,0.7157735406
SRX5936096,-1.6133150154,0.7413986276000001
SRX5936097,-0.1155569736,0.7755394849
SRX5936098,-0.39962077630000004,0.7626852371
SRX5936099,-0.9538422369,0.7568623437
SRX5936100,0.1204380411,0.6675190391
SRX5936101,-0.5307426363000001,0.8917859271
SRX5936102,0.218459179,0.9659075435000001
SRX5936103,-0.43833666400000004,1.2103530252
SRX5936104,-0.2953199988,1.3219304035000001
SRX5936105,-0.475612535,1.3354741178
SRX5936106,0.24994033270000002,1.3669989591
SRX5936107,-0.044410277500000005,1.3887152376
SRX5936108,0.0330803501,1.4085383223
SRX5936109,0.2674953772,1.3983019716
SRX5936110,-0.2038429444,1.438380564
SRX5936111,-0.6767219334,1.5323350738000001
SRX5936112,-0.26700734060000003,1.5141881752000002
SRX5936113,-0.029737198200000002,1.6256194038
SRX5936114,-0.1856919121,1.5814631001000001
SRX5936115,-0.9798554221,1.5761547892999999
SRX5936116,0.36853827370000003,1.6108361672
SRX5936118,-0.29183723500000003,1.5223964083000001
SRX5936119,-0.2348360994,1.583232559
SRX5936121,-1.2562238991,1.236811608
SRX5936122,-0.47741111820000004,1.1998492653
SRX5936123,-0.0438709173,1.4027700405
SRX5936124,-0.2774762655,1.4040802512
SRX5936125,-0.3265597089,1.3178269828
SRX5936126,-0.19111934460000002,1.2176624137
SRX5936128,-3.5567877681,-0.26065860500000004
SRX5936129,-3.1275945343,-0.13332441250000002
SRX5936130,-3.4104255779,-0.0952975404
SRX5936131,-3.2320024372,0.2440060832
SRX5936132,-2.2155196825,0.44883011650000004
SRX5936133,-2.1281055345,0.3322398688
SRX5936134,-1.2586721365,0.21711599110000002
SRX5936135,-1.7528732026,0.2255437347
SRX5936137,2.8620301005,0.4879122428
SRX5936138,2.730736133,0.7274530517000001
SRX5936139,3.9907648013,0.2269796952
SRX5936140,4.1633671863,0.2131755454
SRX5936141,3.8577891934,0.1086223773
SRX5936142,3.8623862448,0.0916433827
SRX5936143,2.9302199218,-0.0525438999
SRX5936144,3.0705297264,0.1773656008
SRX8557650,0.0804328754,-0.0838747765
SRX8557651,-0.10483173650000001,0.0407912276
SRX8557652,0.024398861100000002,0.043083548900000004
SRX8557653,0.8025084411000001,0.0116516918
SRX8557654,0.5877065901,0.1143449423
SRX8557655,0.5039553003,0.025929042200000002
SRX8557656,1.132947668,0.3083226425
SRX8557657,1.2078485654,0.47666000300000005
SRX8557658,0.9412758623,0.4089410491
SRX8557659,-0.1381710278,-0.2579633723
SRX8557660,0.0084499872,-0.2833591958
SRX8557661,-0.437935946,-0.1592205714
SRX8557662,-1.5163894579,-0.5316651457
SRX8557663,-1.0757774925999999,-0.5343583136
SRX8557664,-0.8135996712,-0.35567116860000003
SRX8557665,0.2092007222,-0.3745525126
SRX8557666,-0.2432278963,-0.753451494
SRX8557667,-0.12136770890000001,-0.1830791547
SRX3405147,-0.016018451700000002,-0.2060425135
SRX3405148,-0.2818425953,-0.1470907491
SRX3405149,0.29786104700000005,0.3531332626
SRX3405150,-0.408354382,0.35533929740000003
SRX3405151,-0.9725389701,0.3792785865
SRX3405152,-0.0954084877,-0.3112086624
SRX3405153,0.009824302,-0.33740431730000003
SRX3405154,0.778321095,-0.21306067750000002
SRX3405155,0.7038730196,-0.2579256212
SRX3405156,-1.382639173,-0.043516875000000003
SRX3405157,1.7023601718,-0.0571375858
SRX312063,-1.0787072617,0.8921672655
SRX312064,-0.9483046547,0.7857780069
SRX312065,1.5301230786,1.1359137061
SRX312066,2.6160195473,0.1304713885
SRX312067,2.5839994344,0.0146930948
SRX312068,4.6821551157,0.058763688700000004
SRX312069,4.5933023448,0.061890207700000005
SRX312070,-0.0985588735,-0.023321493500000002
SRX312071,0.0985588735,0.023321493500000002
SRX312072,0.9594878396000001,-0.6852803424
SRX312073,0.5454089003,-0.7588349111
SRX312074,0.7641188369,0.1011304643
SRX312075,0.6555129021,-0.0236606868
SRX312076,2.8016365305,0.8547160586
ecoli_00001,0.2579633732,0.0333357795
ecoli_00002,-0.2579633732,-0.0333357795
ecoli_00003,1.9569074830000002,0.8249524165000001
ecoli_00004,1.9691894248000001,0.7037857315
ecoli_00005,0.5103776145,0.0618640975
ecoli_00006,0.5386825662,-0.0305507865
ecoli_00007,1.6212744939000001,0.6399749945000001
ecoli_00008,0.8502166444,0.4748892615
ecoli_00009,1.0450840024,0.1350772355
ecoli_00010,1.2565883879,0.2217859235
ecoli_00011,0.2131510202,0.4520899635
ecoli_00012,0.5224861377,0.5361868725
ecoli_00014,0.40160997340000004,0.2959537605
ecoli_00015,0.0154774249,0.4272327875
ecoli_00016,0.36708550430000003,0.4472981655
ecoli_00017,0.5516599573000001,0.6004286345000001
ecoli_00018,0.5754116628,0.6362847595000001
ecoli_00019,0.3518363563,0.7397482965000001
ecoli_00020,0.5876785227,0.8930720455000001
ecoli_00021,0.142640446,0.7196754815
ecoli_00022,0.6720032667,0.7225747245
ecoli_00023,0.021606021700000002,0.6114671395
ecoli_00024,0.0813746743,0.6534836755
ecoli_00025,-0.296962327,0.7851167835
ecoli_00026,0.0966207703,0.7655519295000001
ecoli_00027,1.690246664,0.3123486675
ecoli_00028,1.7859291331,0.3103780175
ecoli_00029,-1.4893000381000001,0.1662407095
ecoli_00030,-1.1819837075,0.1045073955
ecoli_00031,-1.3906300389,0.3382751385
ecoli_00032,-1.1469350735,0.1614987615
ecoli_00033,3.1964388034,0.8376403525
ecoli_00034,3.5919496032,0.5180178385
ecoli_00035,1.6841066706999999,0.5856317235
ecoli_00036,1.8716236603,0.6591842155000001
ecoli_00037,0.9530515426,0.5466305775
ecoli_00038,1.1580960031,0.5742842615
ecoli_00039,0.3398061906,0.1213299875
ecoli_00040,0.3974822658,0.2714741845
ecoli_00041,0.0100249962,0.5122073515
ecoli_00042,0.7967539720000001,0.4364054585
ecoli_00043,0.37710694650000004,0.0385526655
ecoli_00044,0.37369891390000004,0.09686489150000001
ecoli_00045,0.35513202580000003,-0.1605342105
ecoli_00046,0.2479904402,-0.1995442895
ecoli_00047,0.7588321127000001,0.032141301500000004
ecoli_00048,0.3284924839,0.1222384485
ecoli_00049,1.0220767214,0.2221967125
ecoli_00050,-0.040630842,-0.2138894495
ecoli_00051,-0.2993903324,-0.1957321035
ecoli_00052,0.7124770721,-0.0551827765
ecoli_00053,0.6613287579,-0.2719368605
ecoli_00054,-0.2760926066,0.2443396935
ecoli_00055,-0.0386169182,0.12999911050000001
ecoli_00056,-1.0185008207,-0.1436458625
ecoli_00057,-1.3914236612,-0.2135910915
ecoli_00058,-0.9975006111,-0.11099362850000001
ecoli_00059,-1.5631009589,-0.1140034525
ecoli_00060,0.1096851436,0.2583234545
ecoli_00061,-0.10127767600000001,0.24227091050000002
ecoli_00062,-0.7586189036000001,0.0931344385
ecoli_00063,-0.9962447156,-0.2650638795
ecoli_00064,-1.7155950128000002,0.9062813145
ecoli_00065,-1.1368968566,1.0130590715
ecoli_00066,-0.43733434130000004,0.6510723435
ecoli_00067,-0.3447114268,0.7404362795
ecoli_00068,0.41011275550000004,0.2319267535
ecoli_00070,-0.1420649517,-0.0171472785
ecoli_00071,-0.5297114604000001,-0.1855276015
ecoli_00072,-0.7654555554,-0.24161878750000002
ecoli_00073,2.2978482736,-0.2262835785
ecoli_00074,2.8081375479,0.0460637745
ecoli_00075,0.5737524699000001,-0.2150508815
ecoli_00077,0.9199973161,0.0316139495
ecoli_00078,-1.1264060945,-0.2781472975
ecoli_00079,1.5363657225,-0.0254345875
ecoli_00080,-0.22543979360000002,-0.18318207350000001
ecoli_00081,-0.2445770021,0.0092294575
ecoli_00082,-1.8964295902,-0.3913919745
ecoli_00083,-2.1240764521,-0.4603763905
ecoli_00084,-0.5231141694,-0.4679500285
ecoli_00085,-0.659272014,-0.2946634495
ecoli_00086,-1.6795659870000001,0.0262129085
ecoli_00087,-1.6649970158,0.0749935315
ecoli_00088,0.5611134572,0.4247684245
ecoli_00089,0.9882217061,0.3862577305
ecoli_00090,0.8624837049,0.2931800505
ecoli_00091,0.7578072976,0.3792882325
ecoli_00092,-0.5177594252000001,-0.1730104855
ecoli_00093,0.5956744743,-0.057988304500000004
ecoli_00094,-6.8584170935,0.31919154450000004
ecoli_00095,-6.6460826359,0.3484934105
ecoli_00096,-0.5801840219000001,-0.1374661825
ecoli_00097,-0.1949548828,-0.16847005750000002
ecoli_00098,-7.2723233307,0.062239181500000004
ecoli_00099,-6.6495550459,0.028523429500000003
ecoli_00100,0.6182273736,0.1146884695
ecoli_00101,-1.2494492196,-0.22067226650000002
ecoli_00102,-1.641067995,0.0173301155
ecoli_00103,-7.7950571665,-0.4615705155
ecoli_00104,-7.7315725375,-0.5018317465000001
ecoli_00105,-0.48573849880000003,-0.30155435350000004
ecoli_00106,-1.4196185981,-0.4387155425
ecoli_00107,-1.6085262099,-0.4569430875
ecoli_00108,-1.4530973886,1.1867705265
ecoli_00109,-1.5413348221,0.8896218625000001
ecoli_00110,-0.4343425569,0.5393593245
ecoli_00111,-0.4355428964,0.6345099455000001
ecoli_00112,-0.5916535367,0.6012229555
ecoli_00113,-0.2618949968,0.24589040350000002
ecoli_00114,0.1603566683,0.1548862855
ecoli_00115,-0.23689917700000002,0.1672285225
ecoli_00116,-0.5746089261,0.4264672485
ecoli_00117,-0.5625498338,0.4286217815
ecoli_00118,-0.7501510758000001,0.49706084850000004
ecoli_00119,-0.0087914201,0.4716876715
ecoli_00120,-0.3743647664,0.4280354985
ecoli_00121,-0.8404982303,0.4870876025
ecoli_00122,0.47865877160000003,0.3796134675
ecoli_00123,0.9687914892,0.4110420125
ecoli_00124,0.7018345583000001,0.4434348375
ecoli_00125,0.3307576572,0.0067895395
ecoli_00126,0.16992681480000002,-0.1453576905
ecoli_00127,-0.6048293938,-0.0391331175
ecoli_00128,-0.2017431674,-0.3643125325
ecoli_00129,2.053433961,0.1150200425
ecoli_00130,0.6446335243,0.1431822055
ecoli_00131,-0.0336061145,-0.0274148575
ecoli_00132,1.7086648187,0.15779967550000001
ecoli_00133,1.3171800072,0.3898651645
ecoli_00134,0.8309531718000001,0.3895990005
ecoli_00135,0.2289817895,-0.0235736115
ecoli_00136,0.46723870030000003,0.5687222795
ecoli_00137,-0.13041227160000002,0.23721754450000002
ecoli_00138,1.5709359823,0.0970557435
ecoli_00139,0.7225089179,0.7763904435000001
ecoli_00140,0.8551232791000001,0.4539864765
ecoli_00141,1.810770776,0.41384357850000003
ecoli_00142,-1.9454744006,0.0136187515
ecoli_00143,-1.0073273646,-0.0088541795
ecoli_00144,-6.2956871467,-0.1229368955
ecoli_00145,-1.2124321961,-1.0082740685
ecoli_00146,-1.6682944393999999,-0.5582876505000001
ecoli_00147,0.48248512060000004,-0.15310398050000001
ecoli_00148,-0.6579572561,-0.17699069150000002
ecoli_00149,-1.431348855,0.0531147265
ecoli_00150,-0.7551073834,-0.2420998915
ecoli_00151,-2.389756653,-0.6256925405
ecoli_00152,-2.7220315318,-0.2909049155
ecoli_00153,-1.4228837988,-0.19902495050000002
ecoli_00154,-0.3516327158,-0.6685254575
ecoli_00155,-1.2929062232000001,-0.9397312385000001
ecoli_00157,-0.26220075530000003,0.0001599845
ecoli_00158,-1.5522605621,-0.39409748450000004
ecoli_00159,1.3749869395,-0.7303266535
ecoli_00160,-0.9999054608000001,-0.5921169465
ecoli_00169,0.48739815540000003,-0.4917948285
ecoli_00170,0.0760317647,-0.4273492445
ecoli_00171,0.0057563579,-0.4704249285
ecoli_00172,0.40838937340000003,-0.4633542385
ecoli_00173,-1.8534898775,-0.19963928250000001
ecoli_00174,-1.7554585517999999,-0.5207227095
ecoli_00175,-2.1863550744,-0.3291284385
ecoli_00176,-2.2548787144,-0.3241832505
ecoli_00177,2.1549342816,0.29352999350000003
ecoli_00178,1.283537629,0.08847566850000001
ecoli_00179,-0.8657206186,-0.5869211255
ecoli_00180,-0.8183212398,-0.5350951055000001
ecoli_00181,0.7792392459,-0.6885684615000001
ecoli_00182,0.6315392608,-0.6400977685
ecoli_00183,3.5911021194,-0.1471228495
ecoli_00184,3.5406937986,-0.1210940145
ecoli_00185,-0.16943902930000002,-0.4439769045
ecoli_00186,-0.0528633817,-0.41899334250000003
ecoli_00187,-0.8921974673,-0.2647401015
ecoli_00188,-0.9884574575,-0.2033820895
ecoli_00189,0.5029225962,-0.6245764755000001
ecoli_00190,0.2654418389,-0.5868081635
ecoli_00191,0.1858561419,-0.5408826655
ecoli_00192,-0.4322670215,-0.7287950865
ecoli_00193,0.6323540403,-0.38636779250000003
ecoli_00194,0.2482508794,-0.24814167850000002
ecoli_00195,-0.3749604691,0.059834054500000004
ecoli_00196,-0.0011430888,-0.1863904015
ecoli_00197,0.1545574763,-0.1872013285
ecoli_00198,0.0048332044,0.052065400500000004
ecoli_00199,1.3542865806,-0.0893960575
ecoli_00200,1.2394354992,0.0044238785
ecoli_00201,1.1035995,-0.0929536205
ecoli_00202,1.1846360229,-0.0773117745
ecoli_00203,1.0503080961,0.0392694725
ecoli_00204,0.7064837671,-0.0558364385
ecoli_00205,1.6173199311,-0.0991496305
ecoli_00206,1.2199727268,-0.13705902550000001
ecoli_00207,1.089822056,-0.1647147525
ecoli_00208,0.5708776596,0.051612014500000004
ecoli_00209,1.8597357749,-0.1295685335
ecoli_00210,1.2157009568000001,-0.2299379685
ecoli_00211,0.6589398492,-0.3795863365
ecoli_00212,0.2940320065,-0.4329240415
ecoli_00213,0.8671300955000001,-0.1872053585
ecoli_00214,0.9085834444,-0.0710709525
ecoli_00215,1.1176783451,-0.3021546455
ecoli_00216,0.9758980116,-0.1241620725
ecoli_00217,1.0995074644,0.2070496205
ecoli_00218,1.2685647325,0.0516603975
ecoli_00219,1.3852825244,-0.32346733250000004
ecoli_00220,1.4656029873,-0.40982332050000003
ecoli_00221,0.6999947465,-0.3725399405
ecoli_00222,0.3594371903,-0.4645858525
ecoli_00223,0.12872919530000002,-0.1286438805
ecoli_00224,0.23341370900000002,-0.1070138785
ecoli_00225,0.8551886594,-0.1928544415
ecoli_00226,1.1807912341,-0.0732328475
ecoli_00227,-0.3963809965,-0.3012140115
ecoli_00228,-0.5829276897,-0.2413825855
ecoli_00229,-1.4001149843,-0.1987632245
ecoli_00230,-1.8152857918,-0.2931275705
ecoli_00231,-1.6720577415,-0.4523122275
ecoli_00232,-1.8374705412,-0.3034987995
ecoli_00233,-1.6284288137,1.8707849495
ecoli_00234,-1.5164221754,1.8614642305
ecoli_00235,-1.6862271754,1.8887935105
ecoli_00236,-1.6277015717999999,2.1269658995
ecoli_00237,-1.6239220503,-0.6313316205
ecoli_00238,-1.6525922168,-0.5553922605
ecoli_00239,-1.054341921,-0.7339433085
ecoli_00240,-1.1865832808,-0.7764294715000001
ecoli_00241,-0.7537542738,-0.14029384250000002
ecoli_00242,-1.4775281164,-0.37544310550000004
ecoli_00243,-1.3480504668,-0.4178089895
ecoli_00244,-0.8351437913,-0.5724363615
ecoli_00245,-0.9687266598000001,-0.5024734465
ecoli_00246,-1.5472250442000002,-0.5089985375
ecoli_00247,-2.2042089458,-0.6474271195
ecoli_00248,-1.6252599682,-0.2847329045
ecoli_00249,-0.2919434148,-0.2894480675
ecoli_00250,-0.7781104617,-0.3274380005
ecoli_00251,-1.9792930390999999,-0.5033537755
ecoli_00252,-1.8539367647,-0.5706682145
ecoli_00253,-1.6523047910000002,-0.0230218485
ecoli_00254,-1.6044455264000002,0.1202623755
ecoli_00255,-0.9342015963,0.0361408245
ecoli_00256,-1.2893042187,-0.0166403795
ecoli_00257,-0.5654353022,-0.0755166825
ecoli_00258,-0.2709045395,0.11087748750000001
ecoli_00259,-0.9562264352000001,0.0910394705
ecoli_00260,-1.2184327042,0.1260008795
ecoli_00261,1.0202133004,-0.4088996835
ecoli_00262,0.2175699603,-0.0485597075
ecoli_00263,1.129755441,-0.1899789795
ecoli_00264,1.3304197646,-0.09818128150000001
ecoli_00265,0.7511603491000001,0.055550577500000003
ecoli_00266,0.5953009209,-0.0970760875
ecoli_00267,-0.0005509793,-0.029104268500000002
ecoli_00268,0.1403368451,-0.0741252905
ecoli_00269,0.4416517104,-0.2230406115
ecoli_00270,0.4724413321,-0.2900717255
ecoli_00271,-1.1872550694,-0.3872654575
ecoli_00272,-1.1202518796,-0.2530997875
ecoli_00273,0.45706347690000004,0.044747128500000004
ecoli_00274,0.2159525041,0.2365133225
ecoli_00275,0.9595607819,-0.0352689205
ecoli_00276,0.7922781832,0.0070801695000000005
ecoli_00277,-1.3740731453000001,-0.0218660145
ecoli_00278,-1.1103802785,-0.18662396950000001
ecoli_00279,4.6263870284,0.0251776465
ecoli_00280,4.1450369197,-0.13887720350000002
ecoli_00281,-1.4803191256,-1.0049854375
ecoli_00282,-1.262556863,-0.6351499465
ecoli_00283,-0.20325267460000002,-0.1507980335
ecoli_00284,-0.4879275742,-0.1123076325
ecoli_00285,-0.6394788905000001,-0.3612820915
ecoli_00286,-0.7661904679,-0.3044836135
ecoli_00287,0.36320609660000003,-0.5562143605000001
ecoli_00288,0.2029605055,-0.6368968805
ecoli_00289,-0.1766917282,-0.3229992085
ecoli_00290,-0.190009845,-0.3599220275
ecoli_00291,-1.2225625621,-0.0167600775
ecoli_00292,-1.0609628254,-0.055959325500000004
ecoli_00293,-1.1603762615,-0.0347493615
ecoli_00294,-1.395747861,-0.1230117435
ecoli_00295,0.34154828260000003,-0.8287369565
ecoli_00296,0.5115928922,-0.7603892765
ecoli_00297,-1.773183982,-0.1448771205
ecoli_00298,-1.5385914591,-0.0768079955
ecoli_00299,-0.021348115600000002,-0.7628285635000001
ecoli_00300,0.009561902800000001,-0.9262666695
ecoli_00301,0.4593251229,-0.2861189445
ecoli_00302,1.5160915959999999,0.0156777645
ecoli_00303,0.4795269857,-0.2957538745
ecoli_00304,0.7054995427,-0.2774418365
ecoli_00305,0.6863261486000001,0.2092838075
ecoli_00306,0.0937820953,0.0357576395
ecoli_00307,-0.194561068,-0.009401557500000001
ecoli_00308,0.08228301610000001,-0.13255584650000002
ecoli_00309,0.22824471370000002,-0.0883314515
ecoli_00310,0.0033036312,-0.0142363435
ecoli_00311,0.6119699595,-0.2686519035
ecoli_00312,0.4408359167,-0.4702841575
ecoli_00313,0.40306824020000004,-0.1746334805
ecoli_00314,0.5028062280000001,-0.21394002350000002
ecoli_00315,-0.6246671810000001,-0.1844896645
ecoli_00316,-0.6344320607,-0.3983260045
ecoli_00317,-1.4720008121000001,-0.0994401805
ecoli_00318,-1.4385247919,-0.18686943150000002
ecoli_00319,-1.3639141526,-0.18380345950000002
ecoli_00320,-1.5021144852,-0.3189119185
ecoli_00321,-0.0767279704,0.041814815500000005
ecoli_00322,0.2041535628,0.0546910485
ecoli_00323,-0.0820544929,-0.1454877315
ecoli_00324,-0.0654498662,-0.14659162450000002
ecoli_00325,0.1469660677,-0.1384033885
ecoli_00326,-0.1908398809,0.0851828735
ecoli_00327,-0.0667469195,0.45096016050000004
ecoli_00328,0.2164597313,0.39201608050000003
ecoli_00329,0.6931421339,0.3165440185
ecoli_00330,1.0535965939,0.30177287550000004
ecoli_00331,-1.042863785,0.0701557325
ecoli_00332,-0.0610046153,-0.0390000495
ecoli_00333,-2.1020579375,0.1573864515
ecoli_00334,-2.4246253365,0.0900282755
ecoli_00335,0.182139206,-0.20584842350000002
ecoli_00336,-0.1257919432,-0.10854833650000001
ecoli_00337,1.1645617669,-0.2795216755
ecoli_00338,0.8612297236,-0.2176707555
ecoli_00339,0.14678607670000002,-0.15022019450000001
ecoli_00340,0.46406444480000003,-0.1212350675
ecoli_00341,-0.45313494930000003,-0.2942355895
ecoli_00342,-0.1596863395,-0.2855525805
ecoli_00343,1.1819714175,-0.4190044295
ecoli_00344,1.2782395601,-0.3581380055
ecoli_00345,0.0556589659,-0.2275338755
ecoli_00346,-0.4780650272,-0.18080687750000002
ecoli_00347,0.1772810098,0.0649496005
ecoli_00348,0.1192609297,0.0763094775
ecoli_00349,-0.7722010762,0.0126950725
ecoli_00350,-0.8127331953,0.0384240925
ecoli_00351,-2.5862149819,0.16693747550000002
ecoli_00352,-1.2070693002,0.0159316375
ecoli_00353,-0.5778790056,0.0046491585
ecoli_00354,-0.842791115,0.0659234005
ecoli_00355,0.07608139330000001,0.5449575975000001
ecoli_00356,0.057834551000000005,0.5164351565
ecoli_00357,-0.1519333938,0.42659232550000004
ecoli_00358,-0.4999711839,0.4300837765
ecoli_00359,0.056245180400000004,0.48573212450000003
ecoli_00360,-0.0377856865,0.43398644150000004
ecoli_00361,-0.6350613534,0.2631990635
ecoli_00362,-0.4342399014,0.41933623750000004
ecoli_00363,1.121940964,0.1520271765
ecoli_00364,1.6707752793,0.17483170150000002
ecoli_00365,-6.6674967073,-1.1251804685
ecoli_00366,-6.2851579651,-0.5347790785000001
ecoli_00367,-7.1652329095,-1.6566279605
ecoli_00368,-7.6601107284,-1.5339776205
ecoli_00369,1.7048058755,-0.5278480995
ecoli_00370,1.4173313668,-0.30192463950000004
ecoli_00371,-6.9611303449,-1.1624689835
ecoli_00372,-7.0057099628,-1.1455925225
ecoli_00373,-7.1996086893,-2.2214167415
ecoli_00374,-7.1409800199,-1.9506296295
ecoli_00375,-1.6380211646,-0.1529144945
ecoli_00376,-2.2770256426,-0.2010961575
ecoli_00377,-3.8811293413,-0.9400576235
ecoli_00378,-4.0367363633,-0.8962831035000001
ecoli_00379,-5.6105587143,-0.6151673065000001
ecoli_00380,-6.0800272968,-0.6925445615
ecoli_00381,1.1934847961,-0.1204453845
ecoli_00382,1.8115142395000001,-0.3692462385
ecoli_00383,-3.6320223911,-0.9821175755
ecoli_00384,-3.0024991286,-0.8725011755000001
ecoli_00385,-6.7120172818,-0.6967768635
ecoli_00386,-6.2388103866,-0.9208736315
ecoli_00387,-0.801660361,0.4046093035
ecoli_00388,-0.6242378017,0.37557385050000003
ecoli_00389,-5.3889155555,-0.9999506125000001
ecoli_00390,-5.6730080065,-0.8477083565
ecoli_00391,-7.5572194544,-0.8463960295
ecoli_00392,-7.1410869784,-0.8752133055
ecoli_00393,0.086808623,-0.43375971750000003
ecoli_00394,-0.9980439914,-0.4852819345
ecoli_00395,0.7182742434,-0.0598559935
ecoli_00396,0.7011808426,-0.1307356785
ecoli_00397,2.805635919,0.040888297500000004
ecoli_00398,3.3938821384,0.0815117915
ecoli_00399,-1.7878816895,-0.21887892150000002
ecoli_00400,-1.7332214381000002,-0.2320551285
ecoli_00401,-0.3420456704,-0.3414526885
ecoli_00402,-0.6957272441,-0.3643329225
ecoli_00403,3.05036687,0.16969285550000002
ecoli_00404,2.379288027,0.0888000515
ecoli_00405,-1.5997361872,-0.4233234655
ecoli_00406,-1.4918358123,-0.2841121405
ecoli_00407,-0.546243665,-0.3395125785
ecoli_00408,-0.8346255072000001,-0.1225437605
ecoli_00409,1.605696708,0.1317218285
ecoli_00410,1.4373656841,0.0278432095
ecoli_00411,0.378732177,-0.5497515795
ecoli_00412,0.7005118454,-0.43869834550000003
ecoli_00413,-0.4983130081,-0.2607953565
ecoli_00414,0.1424956526,-0.2092853405
ecoli_00415,3.0566563563,0.13505585750000001
