,A,PuuR,RpoS
SRX5936142,0.6394608394,-0.9197226145,0.7406392183
SRX5936143,0.3580506235,-1.3684547258,0.6015873578
SRX5936144,0.2509010835,-1.0637647049,0.7457973137
SRX8557650,-0.3294211655,-0.1634158,-0.0398104293
SRX8557651,0.025055238400000002,0.1094346258,-0.020420220700000002
SRX8557652,0.3043659271,0.0539811742,0.060230650100000005
SRX8557653,0.3058443716,0.0752668239,1.6937650467
SRX8557654,0.20407108540000002,-0.016707281,1.7596999202
SRX8557655,-0.1538219173,0.0905578304,1.7635603349000002
SRX8557656,5.2615160298,2.4731531005000003,0.8397813479
SRX8557657,4.3369311686,2.5267480667,0.9857593877
SRX8557658,3.5883746787,2.4344765758999998,0.8998909789
SRX8557659,3.5346509046,1.3746036262,1.129107084
SRX8557660,3.2005797368,1.3145556242,1.2479993710000001
SRX8557661,2.8226724604999998,1.2863045176,1.1740592282
SRX8557662,4.1250845204,1.1655196894,1.9708670199
SRX8557663,4.2502355577,0.9992772785,2.0312513763
SRX8557664,3.8362435676,1.13039976,2.0099909478
SRX8557665,3.1146154618,1.2473789323,1.732054207
SRX8557666,3.5315224206,0.9607745527,2.0926971505
SRX8557667,2.8695112431,1.0678750234,1.1477630258
SRX3405147,0.1839808178,-0.2599682987,-0.0066568021
SRX3405148,0.2687846002,0.1659116945,-0.0094798624
SRX3405149,-0.4527654179,0.09405660410000001,0.0161366646
SRX3405150,-1.1407556316,-0.4627957353,-1.1042657157
SRX3405151,-0.7761637183000001,-0.6032514595,-2.2618533364
SRX3405152,-1.3702001664,-0.7807789379000001,-1.7348352055
SRX3405153,0.2468410406,-0.17122890400000002,-0.9940964981
SRX3405154,-0.27177760630000003,-0.8538210793000001,-1.2027550962
SRX3405155,-0.43115642200000004,-0.8792110496000001,-1.1673185763
SRX3405156,-1.2180319983,-0.5175866206,-2.497326525
SRX3405157,-0.2205151866,0.0785217226,-1.689505862
SRX312063,-0.6766305224,0.2121142395,0.9765796421
SRX312064,-1.2151797456,0.0708020548,1.0117880238999999
SRX312065,-0.0023322685,0.1978414658,1.0681569503
SRX312066,1.9160295955,0.1212581023,0.2214826281
SRX312067,1.2081329461,0.0824114468,0.2100340125
SRX312068,1.1751510137,0.44893950130000004,0.0684716985
SRX312069,1.1645835457,0.4456166942,0.0715059245
SRX312070,0.43899953690000004,-0.0061091572000000005,-0.00920911
SRX312071,-0.43899953690000004,0.0061091572000000005,0.00920911
SRX312072,1.4252493465,1.6718940381,0.9121735129
SRX312073,0.8406665025000001,1.7407710658000002,0.8854798024
SRX312074,-0.8022403302000001,1.4338961621,1.5371796020000001
SRX312075,-1.3065425555,1.4254003564,1.5392718386
SRX312076,2.3745856045,0.08046867390000001,0.8901228577
ecoli_00001,0.0595840481,-0.086720955,-0.049727751
ecoli_00002,-0.0595840481,0.086720955,0.049727751
ecoli_00003,-0.42140250230000004,-1.277566972,1.650326502
ecoli_00004,-0.2925851806,-1.107393721,1.6437026920000002
ecoli_00005,0.2287332051,-0.584549455,-0.22947255900000002
ecoli_00006,0.006470240600000001,-0.7952439050000001,-0.271725376
ecoli_00007,-0.6775271576,-1.019469999,1.527195722
ecoli_00008,-0.9539492987,-0.865705531,1.238544582
ecoli_00009,0.3075315336,-1.765127836,0.6013075320000001
ecoli_00010,0.4375952567,-1.588094284,0.622610922
ecoli_00011,-0.2193982197,-1.166370384,0.177302749
ecoli_00012,-0.5090221930000001,-1.07296322,0.18070148100000002
ecoli_00014,-0.8599445892,-1.227003624,0.041918445000000006
ecoli_00015,-0.2987518684,-1.200434607,0.132946996
ecoli_00016,-0.7300844308000001,-1.215378006,0.028727889000000003
ecoli_00017,-0.2322361706,-0.99928434,0.245873005
ecoli_00018,-0.2438325389,-1.161064547,0.353677022
ecoli_00019,-0.0982186423,0.256449977,2.449326732
ecoli_00020,0.39631569910000003,0.114718474,2.150239472
ecoli_00021,0.1492338261,0.6535658550000001,1.918683632
ecoli_00022,0.0973869504,0.43366561800000003,1.875718832
ecoli_00023,1.1498534482,-1.000342053,2.174649812
ecoli_00024,1.4307057193000001,-0.916230604,2.132365622
ecoli_00025,0.6927862408000001,-0.194768556,2.427061572
ecoli_00026,0.7674501604,-0.067384571,2.475274892
ecoli_00027,1.0864098509,-0.774527505,1.849426562
ecoli_00028,1.7057352151,-0.7018931340000001,1.826245562
ecoli_00029,0.5406996094000001,-0.36699746800000005,0.9658633820000001
ecoli_00030,1.1153449637,-0.39475182600000003,0.8995555820000001
ecoli_00031,0.52426832,-1.755118386,1.143877012
ecoli_00032,-0.09398500030000001,-1.6419221130000001,1.201356272
ecoli_00033,1.2995652618,-0.9963768930000001,2.170823912
ecoli_00034,-0.1310176843,-1.097288048,2.363496512
ecoli_00035,0.0379690636,-1.3770540420000001,1.560056102
ecoli_00036,0.3157143948,-1.6050407020000002,1.572826172
ecoli_00037,-0.3027107096,-1.515570463,1.461736342
ecoli_00038,-1.007077883,-1.555754367,1.4067977520000001
ecoli_00039,-0.2680517457,-1.840270971,0.360177262
ecoli_00040,-0.0315255097,-1.5953441810000002,0.369957452
ecoli_00041,-0.07130980070000001,-1.2845494020000001,0.9244569520000001
ecoli_00042,0.2520059854,-0.5968681330000001,0.42003344200000003
ecoli_00043,-0.5346334437,-0.701144147,0.24477252300000002
ecoli_00044,-0.9657428297,-0.6207708470000001,0.071577395
ecoli_00045,-0.2495427681,-1.148767886,-0.25510862900000003
ecoli_00046,-0.2728970183,-1.061312798,-0.162772564
ecoli_00047,-0.4995784224,-0.8509158240000001,0.10687962200000001
ecoli_00048,-0.1043233456,-0.757064697,0.197510713
ecoli_00049,0.058138506300000004,-1.1354375110000001,1.136068692
ecoli_00050,0.5305036292,-1.329869826,-0.23051727
ecoli_00051,0.1755253842,-1.230512014,0.043958795
ecoli_00052,0.579447017,-0.9018015070000001,-0.016657597
ecoli_00053,0.5578849719,-0.889654169,-0.015329333
ecoli_00054,0.0690648611,-2.885363675,-0.276530589
ecoli_00055,-0.19186899500000001,-3.005884215,-0.338241102
ecoli_00056,0.040068191600000004,-0.952529987,1.014675532
ecoli_00057,0.0732343458,-0.9393705680000001,0.977911822
ecoli_00058,-0.5090838411,-1.122041518,0.727420032
ecoli_00059,-0.811623133,-1.125502316,0.7373106620000001
ecoli_00060,0.8503424242000001,-0.632228346,0.38823240200000003
ecoli_00061,0.9525813157,-0.5675200890000001,0.395184152
ecoli_00062,-1.3038406821000001,-0.838290784,1.039849572
ecoli_00063,1.0864857779000001,-0.901977561,1.148814332
ecoli_00064,-5.0338560665,-1.1731766860000001,1.6465871120000002
ecoli_00065,-4.8226523657,-1.051017682,1.759748342
ecoli_00066,-6.911905485,-1.562869015,0.7287601720000001
ecoli_00067,-7.6638096735,-1.453035302,0.573927292
ecoli_00068,0.9483426434000001,0.9709402010000001,-0.41096649500000004
ecoli_00070,0.1149012662,-1.100131033,0.115747578
ecoli_00071,0.4325197015,-0.8833913790000001,0.027857161000000002
ecoli_00072,-0.3921459172,-1.049980117,0.048182902
ecoli_00073,-0.24199685680000002,-2.307597539,-0.27702965700000004
ecoli_00074,0.4453944627,-2.483107941,-0.08955874200000001
ecoli_00075,-0.7184720243,-2.629772499,0.016084043000000003
ecoli_00077,-2.4294808987,-2.73780978,0.268831166
ecoli_00078,-0.8805933905000001,-2.582413922,0.030301163000000002
ecoli_00079,-0.7165902195,-2.187225871,0.12121000100000001
ecoli_00080,0.4366813848,0.25852695600000003,0.083390378
ecoli_00081,0.48446180180000004,-0.56327101,0.41288737200000003
ecoli_00082,-0.0912559329,-1.318994303,0.343919792
ecoli_00083,0.2068910679,-1.387699508,0.222851611
ecoli_00084,-0.2957958295,-0.620636477,0.32115443200000005
ecoli_00085,-0.5816397925,-0.807044359,0.286542844
ecoli_00086,0.2245779728,-0.7300011200000001,0.5809128020000001
ecoli_00087,-0.8099819195,-0.826953641,0.6237719420000001
ecoli_00088,-0.3946381967,-1.622942159,0.44571107200000004
ecoli_00089,-0.23466926330000001,-1.449286055,0.527806022
ecoli_00090,-0.5723168269000001,-0.744747092,-0.06741426
ecoli_00091,-0.47370441090000004,-0.792777295,-0.009461412
ecoli_00092,-0.0349412596,-0.293341669,0.41899008200000004
ecoli_00093,-0.2436213626,-0.9756668420000001,-0.002706628
ecoli_00094,-1.9846232305,-1.469130686,0.5912388620000001
ecoli_00095,-1.255586729,-1.5036529600000001,0.555214862
ecoli_00096,-0.06770019000000001,-1.451940368,1.075322802
ecoli_00097,0.6695756543,-1.691236755,1.046519562
ecoli_00098,-3.5572507596,-1.5428128120000002,0.663852262
ecoli_00099,-1.9049259842000001,-1.884934404,0.6135239920000001
ecoli_00100,0.06821688370000001,-0.21167133800000001,0.129992928
ecoli_00101,0.5097828763,-0.779941363,-0.926944088
ecoli_00102,-0.0280180919,-0.753390015,-0.9221537670000001
ecoli_00103,-0.5784924103,-2.453472699,-0.9664375940000001
ecoli_00104,-1.1962350654,-2.635060897,-0.89091248
ecoli_00105,-0.4619663721,-1.062883956,-0.08924797200000001
ecoli_00106,-0.5627763319,-1.253999908,0.38219653200000003
ecoli_00107,-0.7403844844,-1.465932695,0.29671736200000004
ecoli_00108,-1.2089921661,-2.222066232,0.45762537200000003
ecoli_00109,-1.8805740198,-2.450492775,0.33209055200000004
ecoli_00110,-0.2767401403,-0.62164843,0.193629716
ecoli_00111,-0.0698886326,-0.8200163730000001,0.33613993200000003
ecoli_00112,0.1677419536,-0.899996364,0.21436483
ecoli_00113,-2.3897454723,-2.938854966,1.187215512
ecoli_00114,-2.3360570702,-2.967902772,1.041209602
ecoli_00115,-1.2191314674,-2.927980293,1.000426512
ecoli_00116,-0.5887556820000001,-1.412280805,1.403545152
ecoli_00117,-0.30029706300000003,-1.199923883,1.312142502
ecoli_00118,0.0589135234,-1.275619063,1.332774822
ecoli_00119,0.6464433979,-0.889214684,1.220202512
ecoli_00120,-0.1842929307,-0.972363261,1.232196922
ecoli_00121,0.0045413566,-0.991360058,1.2185585620000001
ecoli_00122,-0.7108770280000001,-1.646027928,1.473030322
ecoli_00123,0.0461751928,-1.7194310289999999,1.491695502
ecoli_00124,-0.0914933856,-1.730265474,1.425635312
ecoli_00125,-1.9751901603,-1.899426258,0.7930836120000001
ecoli_00126,0.8674450199,-2.212795914,-0.261345063
ecoli_00127,-0.6090009096,-2.106532386,-0.923966688
ecoli_00128,1.3057893034,-1.840859965,-1.072388459
ecoli_00129,-2.7649468258,-2.261652116,0.8990942620000001
ecoli_00130,-0.7297457252,-2.401108754,-0.267016099
ecoli_00131,-0.9413380264000001,-2.068721133,-0.06099581900000001
ecoli_00132,-1.7674273543,-1.821130154,-0.281531602
ecoli_00133,-0.5841402664,-2.9627893910000003,-0.48538561300000005
ecoli_00134,1.3676102077,-2.252594669,-0.28717722
ecoli_00135,1.2775230298,-2.133379417,-0.530759834
ecoli_00136,0.5902579496,-2.473432341,-0.06679679300000001
ecoli_00137,1.1647039031,-2.112045714,-0.4238999
ecoli_00138,-3.0162243803,-4.286733989,-1.679026192
ecoli_00139,-2.1647685972,-2.439293904,-0.6158962060000001
ecoli_00140,0.48642320510000003,-1.9892543010000001,-0.5299862820000001
ecoli_00141,0.1174527436,-2.673898981,-0.523400039
ecoli_00142,-1.5032670385,-0.8741299180000001,1.223033602
ecoli_00143,-0.4291776892,-1.074792244,-0.634528351
ecoli_00144,-0.9640867657000001,-1.9656508810000002,-0.137538191
ecoli_00145,-2.1392510324,-2.762306099,0.24299832000000002
ecoli_00146,-1.7321291511,-1.995195996,0.743275232
ecoli_00147,-1.8748638269,-2.533158302,0.42675417200000004
ecoli_00148,-1.4424817507,-2.443145532,-0.580133845
ecoli_00149,-0.5895771329,-2.31920483,0.25396372500000003
ecoli_00150,-0.7104213458,-2.47150258,-0.752617222
ecoli_00151,-0.945736412,-1.901930941,0.0710249
ecoli_00152,-0.9505557397000001,-1.8841067640000002,0.116572929
ecoli_00153,-0.0573158115,-1.985995129,-0.28887214
ecoli_00154,-0.3131973661,-2.845818271,-0.9307193810000001
ecoli_00155,-0.1535088176,-1.927481067,-0.209421098
ecoli_00157,-1.0746396206,-2.110831884,0.518224082
ecoli_00158,-0.8468526338,-1.9777086490000002,0.460795852
ecoli_00159,-1.1116537986,-2.841529539,-0.634889455
ecoli_00160,0.8194707632,-1.248503052,-0.264002552
ecoli_00169,-0.33777751580000004,-1.696485967,-0.760218982
ecoli_00170,-1.2113014517,-2.056018547,-0.853688909
ecoli_00171,-0.6469524748000001,-1.957706514,0.049913986
ecoli_00172,0.3998109279,-2.086794735,0.090811919
ecoli_00173,-1.3270188478,-1.5263783,0.589161122
ecoli_00174,-1.8551378969,-1.253931458,0.38819800200000004
ecoli_00175,-2.1607487882,1.803075374,0.7651803420000001
ecoli_00176,-2.1795131085,2.012589558,0.6480234420000001
ecoli_00177,-0.8573943916000001,-1.356041577,0.891268402
ecoli_00178,-1.3499116221,-1.421735511,1.006328562
ecoli_00179,0.1174523987,-1.890061245,-0.236939853
ecoli_00180,-0.4838564124,-1.7237446950000002,-0.303417861
ecoli_00181,-0.0178294282,-2.409615277,-1.022815705
ecoli_00182,-0.4536436923,-2.321921697,-1.1022078180000001
ecoli_00183,-0.808508827,-2.090309385,-0.195428179
ecoli_00184,-0.9118336661,-2.3220414050000002,-0.121725145
ecoli_00185,-0.26864798900000003,-1.940690803,-0.492266825
ecoli_00186,-0.613169855,-2.037716778,-0.58526513
ecoli_00187,-1.5744014289,-1.763047061,0.606615282
ecoli_00188,-1.8309412421,-1.501161314,0.6685109720000001
ecoli_00189,0.0283547431,-2.040863874,-0.5756726790000001
ecoli_00190,-0.4233442739,-2.121061895,-0.507721481
ecoli_00191,-0.1465971923,-1.720486903,0.20881733900000002
ecoli_00192,-0.7537208711000001,-1.634789031,0.446916122
ecoli_00193,-0.3448438748,-1.853260141,-0.44323311600000004
ecoli_00194,0.21732363070000002,-1.774151216,-0.344020588
ecoli_00195,0.21662966760000002,-2.000543683,-1.10661481
ecoli_00196,0.6344822585000001,-1.08930114,-0.40072797
ecoli_00197,0.5448823298000001,-1.32466894,-0.41283612900000005
ecoli_00198,-0.0662870627,-2.00211077,-1.293643016
ecoli_00199,-1.4125847832,-0.817854006,0.341964942
ecoli_00200,-1.421399388,-1.427094895,0.6804132620000001
ecoli_00201,-2.5051687213,-2.292485278,0.556544842
ecoli_00202,-1.1274711727,-2.269317289,0.6846965420000001
ecoli_00203,-1.5246295259,-2.290479642,0.24851932100000002
ecoli_00204,-1.1938683183,-1.7455205550000001,0.072319354
ecoli_00205,-1.1889262523,-2.231306081,0.602499332
ecoli_00206,-1.2336899595,-2.199395456,0.775933062
ecoli_00207,-1.9527904494000001,-2.475625189,0.622855142
ecoli_00208,-2.4708987104,-2.225718457,0.770140982
ecoli_00209,-1.3231613003,-1.710542564,0.46668029200000005
ecoli_00210,-1.2166261668,-1.6840644130000002,0.490794722
ecoli_00211,-1.2738650186,-1.298728705,0.413575132
ecoli_00212,-0.5420233809,-1.328417789,0.42222096200000003
ecoli_00213,-1.3034752911,-2.517346539,0.39317079200000005
ecoli_00214,-2.058364962,-2.288745843,0.509847962
ecoli_00215,-1.1357504719,-0.6183460460000001,0.110479853
ecoli_00216,-1.8199955181,-0.499986961,0.19184862700000002
ecoli_00217,-2.1317917852,-1.8597941310000001,0.7546381320000001
ecoli_00218,-2.7266411565,-2.5115495709999998,0.858339712
ecoli_00219,0.18466418310000002,-1.744923811,0.23723094300000003
ecoli_00220,0.2002505678,-1.5113088970000002,0.21605959200000002
ecoli_00221,-0.2140858722,-1.418010005,0.5150319520000001
ecoli_00222,-1.2475649688,-1.383484723,0.075430536
ecoli_00223,0.013638486200000001,-0.13942585100000002,0.590555552
ecoli_00224,-0.4344607264,0.16785808900000002,0.554853602
ecoli_00225,-1.3763760206,-2.290229469,0.440513052
ecoli_00226,-1.6412790825,-2.29855106,0.5138055220000001
ecoli_00227,0.0125516505,-1.160556046,-0.42322193300000005
ecoli_00228,0.1975870463,-1.216688997,-0.397225969
ecoli_00229,-0.1910389815,-1.352890808,0.39264833200000004
ecoli_00230,0.1122747519,-1.466471801,0.40612146200000004
ecoli_00231,0.1782337787,-1.45745074,0.563901842
ecoli_00232,-0.0106870653,-1.494099651,0.45276521200000003
ecoli_00233,0.2020127486,-0.23697911400000002,0.19160315700000002
ecoli_00234,0.406167115,-0.32695067,0.146452999
ecoli_00235,0.0145211717,1.652638755,0.361100702
ecoli_00236,-0.2023756132,1.591703713,0.14233325400000002
ecoli_00237,-0.2737794115,-0.182866477,1.047253142
ecoli_00238,-0.4219972487,-0.17194672300000002,0.915891192
ecoli_00239,-0.8217225720000001,-1.134485075,0.5594406820000001
ecoli_00240,-0.9779132912,-0.8618052540000001,0.625345122
ecoli_00241,0.145004758,-0.531837564,1.221120712
ecoli_00242,-0.5450829056000001,-0.39586413800000003,0.9668986020000001
ecoli_00243,-0.7453241585,-0.38687556900000003,1.011708712
ecoli_00244,-0.1916093036,-1.450103178,-0.31484015
ecoli_00245,-0.2338213837,-1.383363499,-0.48601730600000004
ecoli_00246,0.4399203405,-0.7609577580000001,0.652653732
ecoli_00247,-1.1855391093,-0.955430682,0.6990012320000001
ecoli_00248,-1.096299488,-0.547971859,0.720726312
ecoli_00249,-0.5746986317,-1.26287696,0.672899162
ecoli_00250,-1.4150629253,-1.371879139,0.514171322
ecoli_00251,0.6986370673000001,-1.4564626870000001,-0.065868839
ecoli_00252,1.5171328231999999,-1.307426935,-0.171776657
ecoli_00253,-0.5766200652,-1.397539155,-0.002671377
ecoli_00254,-0.7924668687,-1.067484014,0.191384187
ecoli_00255,0.17969969500000002,0.29314264500000003,1.052987252
ecoli_00256,-0.65793178,0.8574483980000001,1.117358552
ecoli_00257,0.7047963661000001,0.095212112,0.389226942
ecoli_00258,1.4787567803,-0.5405966280000001,0.314109252
ecoli_00259,-0.2237894213,0.332040055,1.265058722
ecoli_00260,-0.9732962723,0.067811329,0.9722561120000001
ecoli_00261,-0.3089677797,-0.831831584,0.063914889
ecoli_00262,-0.4849830826,-0.597244587,0.36638761200000003
ecoli_00263,-1.6124529651000001,-1.195588504,0.43246427200000004
ecoli_00264,-1.2462031237,-0.9966983690000001,0.389756152
ecoli_00265,-0.8047374517,-1.193510638,1.177584972
ecoli_00266,-1.2379285311000001,-1.106992607,1.115352902
ecoli_00267,-2.8107460353000002,-2.80597382,-0.068474823
ecoli_00268,-2.3811878127,-2.7991372290000003,-0.114093364
ecoli_00269,-2.8234118803,-2.554640761,0.653364402
ecoli_00270,-1.8317340727,-2.483171555,0.730860912
ecoli_00271,-0.2736489058,-1.850739472,-0.6166222720000001
ecoli_00272,-1.2030176459,-2.131611596,-0.36928399700000003
ecoli_00273,-0.3760586078,-1.413640894,0.204656004
ecoli_00274,-0.047083595400000004,-1.357741408,0.245879587
ecoli_00275,-0.7572173587000001,-0.667112354,0.5874251220000001
ecoli_00276,-1.2347275624,-0.6541487880000001,0.40229103200000005
ecoli_00277,-1.305354238,-2.114095258,0.33760438200000004
ecoli_00278,-0.74993804,-2.112668654,0.321729782
ecoli_00279,-0.5539212588,-1.46942335,0.8863017320000001
ecoli_00280,-0.7285466116,-1.306330364,1.151312292
ecoli_00281,0.0101879809,-1.9566086870000001,-0.870570438
ecoli_00282,-0.375776096,-1.275797151,-0.053842641000000004
ecoli_00283,0.14960489130000001,-1.543528766,0.030154189
ecoli_00284,-0.4870661297,-1.725558237,0.189315261
ecoli_00285,-0.2095552342,-2.223922915,-0.9715555750000001
ecoli_00286,-0.158256633,-2.089973888,-0.9203768010000001
ecoli_00287,-1.8076001073999999,-1.432118241,0.746716032
ecoli_00288,-1.2613902371,-0.954947325,0.640421412
ecoli_00289,0.028235466,-2.073033078,-0.18854235400000002
ecoli_00290,-0.8091153421,-1.9511081680000002,0.030013313000000003
ecoli_00291,-1.0833561327,-1.564947933,0.41317053200000003
ecoli_00292,-1.5629511572,-1.6340827500000001,0.44372140200000004
ecoli_00293,-1.4384675662,-1.741726813,0.9644070320000001
ecoli_00294,-0.9623387921000001,-1.734914153,0.825257302
ecoli_00295,-0.3756727213,-2.435368504,-0.490303827
ecoli_00296,-0.8649776498,-2.444809503,-0.46322188700000005
ecoli_00297,-0.9599707897,-1.847391864,0.630730562
ecoli_00298,-1.2436177595,-1.61760134,0.697185532
ecoli_00299,-0.9964431308,-1.849309564,-0.7608141740000001
ecoli_00300,-0.8865094125,-1.666885774,-0.7927318760000001
ecoli_00301,0.27165093290000003,-1.361038818,-0.37281189800000003
ecoli_00302,-1.8754624842,-3.044693647,-0.370992619
ecoli_00303,-1.1509948615,-0.742149578,0.04685425
ecoli_00304,-1.8246760681,-0.521070813,0.363218242
ecoli_00305,-2.8397135540000003,-2.269005375,0.414445702
ecoli_00306,-3.1443620472,-2.349054467,0.635844992
ecoli_00307,-2.2510675873,-2.426099867,0.416631322
ecoli_00308,-2.5809962316,-2.454570704,0.349855482
ecoli_00309,-2.4572778555,-2.973869172,0.27863103300000003
ecoli_00310,-2.7087646723,-2.858625493,0.352076192
ecoli_00311,-2.440787134,-2.53655768,0.081373631
ecoli_00312,-3.102655388,-2.677328861,0.289872226
ecoli_00313,-1.3745112821,-1.549778011,0.434302342
ecoli_00314,-1.1344275462,-1.506844573,0.44545774200000005
ecoli_00315,-1.619761108,-2.94211183,-0.592986713
ecoli_00316,-1.2032700054,-2.867020468,-0.6825730510000001
ecoli_00317,-1.9202312709,-2.72029823,-0.48291984600000004
ecoli_00318,-1.9650004248,-2.8166590989999998,-0.666881703
ecoli_00319,-1.2432540794,-1.72822016,0.230084175
ecoli_00320,-1.5872541808,-1.6684199419999999,0.23440550300000002
ecoli_00321,-2.6840024463,-2.179546866,1.010209612
ecoli_00322,-3.3327371695,-2.369859187,0.9647885620000001
ecoli_00323,-1.0464066589,-1.684165042,0.378515502
ecoli_00324,-0.7754947738,-1.151770653,0.446818512
ecoli_00325,-1.1467139956,-1.37045707,0.523289032
ecoli_00326,-0.5209810409,-0.316421659,1.140273702
ecoli_00327,-0.7580640597,-1.781108851,1.471336792
ecoli_00328,-1.4318307448,-2.383465802,0.989478182
ecoli_00329,-1.1747799512000001,-2.612351857,1.105704232
ecoli_00330,-1.6025182175000001,-2.241523439,1.308540662
ecoli_00331,-1.6833420625,-2.267162461,0.864667662
ecoli_00332,-1.5475821493000002,-2.255232247,1.044993532
ecoli_00333,-1.4323563411,-2.4623631660000003,0.8066634020000001
ecoli_00334,-0.5296764551,-1.603670582,0.7939193720000001
ecoli_00335,-0.3326783448,-2.31825203,-0.18988374400000002
ecoli_00336,-0.2186564672,-2.124312893,-0.012120128
ecoli_00337,-1.0243696029,-2.8935367850000002,0.380774492
ecoli_00338,-1.4039507554,-2.333373767,0.425706862
ecoli_00339,-0.1886716253,-2.359768581,-0.28424791600000004
ecoli_00340,-0.6945584925,-2.4479484190000003,-0.020286427000000003
ecoli_00341,-0.1405844385,-2.358013857,-0.353377109
ecoli_00342,-0.6387331588,-2.392940264,-0.353964906
ecoli_00343,-1.9903068851,-2.651763753,0.292686165
ecoli_00344,-2.0749616624,-2.665322556,0.284491559
ecoli_00345,-1.5771590041999999,-2.427044526,0.461398122
ecoli_00346,-0.6579412846,-2.280002185,0.5234612820000001
ecoli_00347,-1.4850721804,-0.137798214,1.136906472
ecoli_00348,-1.1292398182,-0.037079143,1.106938532
ecoli_00349,-1.2516457877,-0.679497106,0.8895994620000001
ecoli_00350,-1.1178478503,-0.384835183,1.002864882
ecoli_00351,-1.9386953051,0.291682948,1.666172602
ecoli_00352,-1.1168834467,-0.746765341,0.761387542
ecoli_00353,-1.4245555182,-0.81463677,1.073754122
ecoli_00354,-1.5096008182,-0.286596724,0.9053895820000001
ecoli_00355,-0.7756635345,-0.18022016100000002,1.278137802
ecoli_00356,-0.7166217015,-0.461333356,1.205160902
ecoli_00357,-1.0192707423,0.701886581,1.469231752
ecoli_00358,-1.5493725949,0.636393791,1.445767052
ecoli_00359,-0.0669143507,0.097982653,0.914250742
ecoli_00360,0.08992223690000001,0.10550137600000001,0.839892022
ecoli_00361,-0.028279523100000002,0.246449358,0.6100121420000001
ecoli_00362,-0.0585318103,0.31745926500000005,0.7799764520000001
ecoli_00363,-2.6056385863,-0.40252638500000004,0.780609612
ecoli_00364,-2.0254847795,-0.5986553330000001,0.949769912
ecoli_00365,-1.4812679872,-3.30791892,-2.40001744
ecoli_00366,-1.7308635418,-3.134003281,-1.6442175950000002
ecoli_00367,-2.002681654,-3.607057294,-2.412374072
ecoli_00368,0.0438330751,-3.881121718,-2.437496206
ecoli_00369,-2.0822904572,-0.7567402480000001,0.113079119
ecoli_00370,-1.8430050846000001,-0.316722304,0.5862508120000001
ecoli_00371,-1.4851074215,-3.289491102,-2.431478613
ecoli_00372,-1.251186807,-3.2812186,-2.200063945
ecoli_00373,0.4289434555,-3.805366293,-2.479313904
ecoli_00374,0.0886457306,-3.489293489,-2.4048321599999998
ecoli_00375,-1.4281683318,2.178977619,0.9038694920000001
ecoli_00376,-1.4243087473,1.657906995,1.065425372
ecoli_00377,-0.11742076800000001,-2.8770420100000003,-0.970301579
ecoli_00378,-0.6668703979,-2.498197836,-0.922598691
ecoli_00379,-0.0494129555,-2.458028638,-1.479011908
ecoli_00380,0.0521193142,-2.305288482,-1.453408986
ecoli_00381,-2.3442864459,1.418638438,0.855176342
ecoli_00382,-2.3237220101,1.49778532,0.6537064220000001
ecoli_00383,0.15198471900000002,-1.317956559,-1.312759304
ecoli_00384,0.5995328732,-1.287582116,-1.226735445
ecoli_00385,0.3117259455,-1.724660487,-1.396097704
ecoli_00386,0.284760242,-1.251112992,-1.393840567
ecoli_00387,-2.0138925756,0.344676032,0.6878804820000001
ecoli_00388,-2.3579168555,0.518759871,0.7698332320000001
ecoli_00389,0.6136683513,-2.327112112,-1.842582587
ecoli_00390,0.7446413134000001,-2.225240398,-1.756150681
ecoli_00391,0.5580106819,-3.155321639,-1.8498726840000002
ecoli_00392,-0.031034179800000002,-3.011415979,-1.789965745
ecoli_00393,-0.49902562710000004,-2.018457137,-1.907963797
ecoli_00394,0.3419701074,-2.180401732,-1.944972908
ecoli_00395,-0.162135747,-2.368257755,-1.438491919
ecoli_00396,-0.4549750977,-2.377628311,-1.5778546850000001
ecoli_00397,-0.0869807777,-0.8322066330000001,-0.44932950800000004
ecoli_00398,0.4322797497,-0.585488993,-0.22272809400000002
ecoli_00399,0.4952044855,-1.509131754,-1.351382508
ecoli_00400,-0.2118815822,-1.941942781,-1.53105376
ecoli_00401,-0.6454167588,-2.165417188,-2.061404382
ecoli_00402,-1.5848119039,-2.431906734,-1.997902988
ecoli_00403,-2.9872326884,-2.390338968,-0.378401614
ecoli_00404,-1.1386482024,-1.6686798870000001,-1.5208829650000002
ecoli_00405,0.5423222946,-2.242187837,-0.88529355
ecoli_00406,0.5084638123,-1.9584678430000002,-0.702621626
ecoli_00407,-0.0963190495,-2.480550158,-1.400893626
ecoli_00408,0.2235008793,-2.675197556,-1.261976733
ecoli_00409,-1.0038230853,-2.083343973,-1.372628723
ecoli_00410,-0.6042454838,-1.4635400600000001,-1.5608087030000002
ecoli_00411,0.4292880043,-2.10187501,-1.931304048
ecoli_00412,0.6357486301,-2.193530247,-1.859626883
ecoli_00413,-0.0816100726,-2.421804061,-1.888368872
ecoli_00414,-0.1311904538,-2.534605613,-1.830199923
ecoli_00415,0.5126120270000001,-1.623762906,-1.3972837359999999
ecoli_00416,-0.6031441835,-1.602645199,-1.338729662
ecoli_00417,-0.3802952511,-1.8483442280000002,-1.9839582040000001
ecoli_00418,-0.20877919820000002,-1.9715698430000002,-1.9168988690000002
ecoli_00419,-1.6335454507,-2.312014785,-1.9041362620000002
ecoli_00420,-1.4074864967,-2.2647593280000002,-1.896623705
