,A,RpoN,FhlA
cck_pgi__pgi_ale6__2,0.5700697999000001,-0.4775874075,-0.468909834
cck_pgi__pgi_ale7__1,0.0790112773,-0.1441814945,-0.204580682
cck_pgi__pgi_ale7__2,-0.47035343620000003,-0.5893052335,-0.6175475840000001
cck_pgi__pgi_ale8__1,0.9066104463,-0.2548413645,-0.297261942
cck_pgi__pgi_ale8__2,0.6994311713,-0.5838333585000001,-0.7957740160000001
cck_sdh__gmos_delsdhCB__1,9.0774116382,0.0623602315,1.840537335
cck_sdh__gmos_delsdhCB__2,3.9577560082,0.056222137500000005,0.06210850800000001
cck_sdh__sdh_ale1__1,1.3324517016000001,-0.3702040085,0.5249329810000001
cck_sdh__sdh_ale1__2,-0.2984337076,-0.5853429765,0.47152621800000005
cck_sdh__sdh_ale2__1,0.7791048177000001,-0.6505461315000001,0.123229976
cck_sdh__sdh_ale3__2,-0.19728408760000002,-0.5475108445,0.24152115100000002
cck_sdh__sdh_ale3__1,0.1381702239,-0.5961471685,-0.090873586
cck_sdh__sdh_ale3__3,0.2390425118,-0.6008778045000001,-0.127150816
cck_pts__gmos_delptsHIcrr__2,3.3915672774,-0.1563252765,-1.094915346
cck_pts__gmos_delptsHIcrr__1,1.2885043236,-0.2022130325,-0.935441473
cck_pts__pts_ale1__2,-0.6042128524,-0.2654163195,0.738033072
cck_pts__pts_ale1__1,-0.0200915558,-0.2265341555,0.612291977
cck_pts__pts_ale2__2,0.6621646939,-0.8789651625,-1.194096068
cck_pts__pts_ale2__1,0.2436491721,-0.9101878965,-1.129863911
cck_pts__pts_ale3__2,1.9665845344,-0.9609956225,-0.701905765
cck_pts__pts_ale3__1,0.9455148956,-0.7625850225,-0.621872204
cck_pts__pts_ale4__2,0.231432093,-0.9130500165000001,-0.8964904170000001
cck_pts__pts_ale4__1,0.4439357975,-0.9932835145000001,-1.322327745
cck_gnd__gmos_delgnd__1,6.680707494,-0.1830543285,0.35727556800000004
cck_gnd__gmos_delgnd__2,13.6815927721,-0.1204056705,0.798070045
cck_gnd__gnd_ale1__1,-0.2044452554,-0.8071900495000001,-0.790575456
cck_gnd__gnd_ale1__2,0.1738837102,-0.8075885545,-0.5688260470000001
cck_gnd__gnd_ale2__1,0.6070163455,-0.8632410745,-0.6336093660000001
cck_gnd__gnd_ale2__2,1.1708320568,-0.7118772435,-0.763128998
cck_gnd__gnd_ale3__1,0.30473815930000003,-0.7625813295,-0.70789937
cck_gnd__gnd_ale3__2,-0.29560957530000004,-0.7222617405,-0.48637081200000004
cck_tpiA__gmos_deltpiA__1,0.4320144151,-0.5274534285,-1.11308958
cck_tpiA__gmos_deltpiA__2,6.5513695994,-0.7828259425,-0.568350606
cck_tpiA__tpiA_ale1__1,-0.4490465819,-0.33171512950000004,0.15057732000000001
cck_tpiA__tpiA_ale1__2,0.3263273995,-0.2405007045,0.201614064
cck_tpiA__tpiA_ale2__1,0.6678180888,-0.42912548450000004,-0.10623947700000001
cck_tpiA__tpiA_ale2__2,0.008168899,-0.5798692935,-0.36776055900000004
cck_tpiA__tpiA_ale3__1,0.3277829654,-0.4509718735,-0.0044674070000000005
cck_tpiA__tpiA_ale3__2,0.3705213006,-0.4706106745,0.12554642200000002
cck_tpiA__tpiA_ale4__1,0.9410760143,-0.28283903250000003,0.08915136
cck_tpiA__tpiA_ale4__2,0.3358764805,-0.2615874805,0.16857133500000002
acid_tale__acid_ale1_pH7__1,1.9032830246999999,-1.1434939765,-1.331316969
acid_tale__acid_ale1_pH7__2,2.3393144409,-1.0954794625,-1.520616184
acid_tale__acid_ale1_pH5__1,5.8535019245,-0.22479323450000002,-0.144688583
acid_tale__acid_ale1_pH5__2,6.40985231,-0.3639794045,0.14845601
acid_tale__acid_ale2_pH7__1,1.895800608,-0.8097514835,-1.027186955
acid_tale__acid_ale2_pH7__2,1.2930372311,-0.7847996785,-1.027584378
acid_tale__acid_ale2_pH5__1,1.081226458,-0.6090815945,-0.26911168
acid_tale__acid_ale2_pH5__2,1.4558428074,-0.6521726465000001,-1.103981893
acid_tale__low_Mg_ale_pH7__1,3.2493062856,-0.8886906245,-1.942128188
acid_tale__low_Mg_ale_pH7__2,2.9958575829000003,-0.8849519425,-1.932273398
acid_tale__low_Mg_ale_pH5__1,0.7668440884000001,-0.5974948625000001,-1.36454088
acid_tale__low_Mg_ale_pH5__2,0.7553777984000001,-0.5990323295000001,-1.5266554970000001
acid_tale__MES_ale_pH7__1,0.5164920273,-0.8479203105,-1.037802408
acid_tale__MES_ale_pH7__2,1.213129345,-0.8574053305,-1.13638628
acid_tale__MES_ale_pH5__1,0.6954686515,-0.6288421885000001,-0.042436843
acid_tale__MES_ale_pH5__2,1.1201220876,-0.35688139950000003,0.59075796
acid_tale__gmos_pH7__1,0.4588937973,-0.8300912035,-1.075175155
acid_tale__gmos_pH7__2,0.7164983652,-0.7878773665000001,-1.156424925
acid_tale__gmos_pH5__1,2.5973912599,-0.4982351705,-0.068700575
acid_tale__gmos_pH5__2,0.6255254,-0.44691374850000004,-0.321365237
adnB__wt_adn__1,1.1400450386,-0.0801798185,-0.787771702
adnB__wt_adn__2,0.46965559170000004,-0.5635753085,-0.824327087
adnB__delydhB_adn__1,0.7146123225000001,-0.33522521250000004,-0.700992234
adnB__delydhB_adn__2,-0.0764582083,-0.0202607985,-0.53800843
ytf2__wt_glc__1,-1.2130714644,0.0265213165,-0.412467597
ytf2__wt_glc__2,-0.8645382431,-0.1403242235,-0.513033272
ytf2__ybcM_glc__1,-0.0025546526,-0.3575453595,-1.200077964
ytf2__ybcM_glc__2,0.4014032503,-0.23443426650000002,-1.354227996
ytf2__ydhB_glc__1,0.0350935229,-0.2876658005,-0.454634484
ytf2__ydhB_glc__2,-0.5732370741,-0.19440356250000002,-0.29285144500000004
ytf2__yfeC_glc__1,-0.48731690240000003,-0.2966178795,-0.281402056
ytf2__yfeC_glc__2,-0.1320027165,-0.2533718325,-0.5769858870000001
ytf2__yciT_glc__1,-0.7854304385,-0.37620577250000004,-0.828883468
ytf2__yciT_glc__2,-0.8903905987,-0.4171447105,-0.8214245170000001
ytf2__ydiZ_glc__1,-0.7755944685,-0.4454550105,-1.34423589
ytf2__ydiZ_glc__2,-1.0776517164,-0.4394860775,-1.1407810999999999
ytf2__ynfL_glc__1,-1.4359215404,-0.2071152765,-0.6928747270000001
ytf2__ynfL_glc__2,-1.5599395912,-0.1979544145,-0.511191587
misc2__dellon_glc__1,-0.7558446010000001,-0.0423634065,-1.056510152
misc2__dellon_glc__2,0.0524132361,-0.6271038335,-0.9829553670000001
ytf3__wt_glc2__1,-0.9660550508,-0.2973758145,-0.47490265800000003
ytf3__wt_glc2__2,-0.5559335761,-0.2686383705,-0.44195506700000003
ytf3__wt_pH7_lactate__1,-0.5910953507,-0.3025577295,-0.6217223230000001
ytf3__wt_pH7_lactate__2,-0.3933378347,-0.3075298135,-0.562014511
ytf3__wt_pH55_lactate__1,-0.9940060661000001,-0.2713144085,-0.005173986
ytf3__wt_pH55_lactate__2,-0.8590133027,-0.1981763815,-0.09494735200000001
ytf3__wt_pH55_HCl__1,-0.7006879693,-0.1437790375,0.10756778700000001
ytf3__wt_pH55_HCl__2,-1.009149193,-0.0864600845,-0.035509719
ytf3__dyieP_pH7__1,-0.8559119359,-0.2839299685,-0.449394202
ytf3__dyieP_pH7__2,-0.4302623909,-0.3086236345,-0.485041172
ytf3__dyieP_pH55__1,-0.9528518929,-0.2746889305,-0.505572727
ytf3__dyieP_pH55__2,-0.4697128607,-0.1811969235,-0.382407533
