,A,RpoH,Lrp
acid_tale__gmos_pH7__2,3.8737533408,-0.3874811495,0.28572659
acid_tale__gmos_pH5__1,3.0692319911,-0.0450316605,0.45011624
acid_tale__gmos_pH5__2,3.464012467,-0.0028271755,0.56432813
adnB__wt_adn__1,0.22694905370000001,-0.2804474665,0.51395106
adnB__wt_adn__2,2.1887772296,0.1809043085,0.09895834
adnB__delydhB_adn__1,3.0878864048,-0.0369652815,0.29930733
adnB__delydhB_adn__2,1.2527736546,-0.27841174750000003,0.43498446
ytf2__wt_glc__1,0.904006092,-0.6840952235000001,-0.15138647
ytf2__wt_glc__2,1.1208197853,-0.6540545375,-0.19853085
ytf2__ybcM_glc__1,3.3670573324,0.43594274650000003,-0.05504335
ytf2__ybcM_glc__2,2.9671405992,0.4845220555,-0.12573631
ytf2__ydhB_glc__1,2.3380686202,0.11725022950000001,-0.27574757
ytf2__ydhB_glc__2,2.2709176266,-0.0073466175,-0.16221957
ytf2__yfeC_glc__1,2.4786528123,-0.1837648465,-0.18646497
ytf2__yfeC_glc__2,2.2678997241,-0.1011225615,-0.09139962
ytf2__yciT_glc__1,2.0338202561,-0.36897068650000003,-0.0059367
ytf2__yciT_glc__2,2.0626447687,-0.38874628050000004,0.00527821
ytf2__ydiZ_glc__1,2.3884490171,-0.47271763050000004,-0.09012503000000001
ytf2__ydiZ_glc__2,2.4914186085,-0.6108890725,-0.03360522
ytf2__ynfL_glc__1,2.0351362346,-0.26053519950000004,0.00986924
ytf2__ynfL_glc__2,1.8501263046,-0.3157690425,0.07053867
misc2__dellon_glc__1,2.3800357796,-0.1943648895,-0.07172149
misc2__dellon_glc__2,3.3020320558,-0.4008282965,-0.10723965
ytf3__wt_glc2__1,1.5077937687,-0.5609929305,-0.04267874
ytf3__wt_glc2__2,1.8953328806,-0.4527175755,0.03544959
ytf3__wt_pH7_lactate__1,1.5393493181,-0.40485680350000003,-0.03225577
ytf3__wt_pH7_lactate__2,1.3195472666999999,-0.4062597505,-0.036939150000000004
ytf3__wt_pH55_lactate__1,1.2487043649,-0.4696918265,-0.05342864
ytf3__wt_pH55_lactate__2,1.1528348345000001,-0.5257140185,-0.02697128
ytf3__wt_pH55_HCl__1,1.1871190086,-0.5535702305,0.10975181
ytf3__wt_pH55_HCl__2,0.7975858268,-0.6763391495000001,0.03182564
ytf3__dyieP_pH7__1,1.648782818,-0.5246131115,0.07208303
ytf3__dyieP_pH7__2,1.6224112509,-0.4711140595,0.03155094
ytf3__dyieP_pH55__1,1.6532003212,-0.40736396150000004,-0.0250168
ytf3__dyieP_pH55__2,1.7847877622000001,-0.39600390750000003,0.0720503
