,A,RpoH,Lrp
hns_stpA__evo100G12_delhns_delstpA__2,1.0828133909,0.5820440610000001,-0.0946316615
hns_stpA__delhns_delstpA_delrpoS__1,1.3658713154,-0.4385052058,-0.5132170620000001
hns_stpA__delhns_delstpA_delrpoS__2,1.5697277043,-0.27715034180000003,-0.3202209545
hns_stpA__wt__1,-0.0441745231,0.1953609178,0.013805922600000001
hns_stpA__wt__2,0.0441745231,-0.1953609178,-0.013805922600000001
hns_stpA__delhns_delstpA__1,0.6995690132,-0.6582020037,-0.5226067915
hns_stpA__delhns_delstpA__2,0.42386580090000003,-0.2849729703,-0.22355910550000002
hu__wt_log_pH7__1,-0.2492448937,-1.384028916,-1.0526250567
hu__wt_log_pH7__2,-0.2982855412,-0.2119378362,-0.6706287682000001
hu__wt_log_pH7__3,-0.6102648582,-0.7172220220000001,-1.103046825
hu__wt_lag_pH7__1,0.33186021200000004,0.3982200641,-0.0248023115
hu__wt_lag_pH7__2,0.6462377453,0.0967374592,-0.19088164230000002
hu__wt_lag_pH7__3,-0.9780979573,-0.49495752330000004,0.2156839538
hu__delhupA_lag_pH7__1,0.556429139,0.47957698930000003,0.0004790787
hu__delhupA_lag_pH7__2,1.0118246034,0.36769214780000004,-0.24924416500000002
hu__delhupA_lag_pH7__3,-0.4171156728,-0.6429876582,-0.0365342997
hu__delhupB_lag_pH7__1,0.2479025041,0.34886033050000004,-0.21305829140000002
hu__delhupB_lag_pH7__2,0.5309986716,0.1104795456,-0.1375155357
hu__delhupB_lag_pH7__3,-0.5501629781,-1.0004278464,0.08779719450000001
hu__delhupAhupB_lag_pH7__1,-0.5854806485,-0.7952127952,0.044947880700000005
hu__delhupAhupB_lag_pH7__2,0.20944055990000002,-0.1293790996,0.1083608974
hu__delhupAhupB_lag_pH7__3,-0.2255442943,-0.8689131346000001,0.7463370904000001
hu__hupAE34K_hupB_lag_pH7__1,-0.3261661131,0.47259309060000004,0.1030981291
hu__hupAE34K_hupB_lag_pH7__2,0.0576332982,0.47727998390000004,0.0029131278
hu__hupAE34K_hupB_lag_pH7__3,-0.08006831710000001,-0.2145427594,0.21920162070000002
hu__hupAE34K_delhupB_lag_pH7__1,-0.1850753135,0.12429421,0.0792283838
hu__hupAE34K_delhupB_lag_pH7__2,0.014397757,0.3611277222,0.22465055990000002
hu__hupAE34K_delhupB_lag_pH7__3,0.21542821680000002,-0.3526276607,0.09611450220000001
hu__wt_lag_pH5__1,-0.9066496224,-0.5822253633000001,-0.4607745046
hu__wt_lag_pH5__2,-0.4945288044,0.002772871,-0.4113752311
hu__wt_lag_pH5__3,-0.005655084800000001,-0.8512126790000001,0.4200371873
hu__delhupA_lag_pH5__1,-0.6097362853,-0.5646933356,-0.340999967
hu__delhupA_lag_pH5__2,-1.2787054855,-0.0615828093,-0.3799230141
hu__delhupA_lag_pH5__3,-1.1768238182,-1.1506227739,-0.2324251337
hu__delhupAhupB_lag_pH5__1,1.4969344115,-0.4762427302,-0.055215711300000005
hu__delhupAhupB_lag_pH5__2,1.4403176608,-0.4990561344,-0.0798295879
hu__delhupAhupB_lag_pH5__3,-0.2484811922,-1.3859835518999999,0.8923981296
hu__hupAE34K_hupB_lag_pH5__1,-0.943878944,-0.8438248447000001,-0.6426236984
hu__hupAE34K_hupB_lag_pH5__2,-0.6871232339000001,-1.3877735969,0.2923435379
hu__hupAE34K_hupB_lag_pH5__3,0.0248421014,-0.9321422423,0.3822452958
hu__hupAE34K_delhupB_lag_pH5__1,-0.721116824,-1.3904569844,0.45637266930000003
hu__hupAE34K_delhupB_lag_pH5__2,-0.7167345354,-0.3804148466,-0.326722685
hu__hupAE34K_delhupB_lag_pH5__3,-0.8440260693,-1.1511610226,0.18155045890000002
hyperpersistence__low_GFP__1,1.7125564326,0.0332200486,0.9404696237
hyperpersistence__wt__1,-0.06615260840000001,-0.1765869024,-0.1515388614
hyperpersistence__high_GFP__1,2.8925120702,1.1028783539,0.7117004582
hyperpersistence__pth_mut__1,0.08830600450000001,1.7095001335000002,-0.4722923062
hyperpersistence__pth_mut__2,-0.0068918633,1.6910659184,-0.9211709592
hyperpersistence__metG_mut__1,-0.2824812507,1.0279290919,-0.28827429400000004
hyperpersistence__metG_mut__2,-0.060743989500000005,0.6530250910000001,-0.6354277109
hyperpersistence__high_GFP__2,2.5058654154,1.4048148433,0.47840596560000004
hyperpersistence__wt__2,0.06615260840000001,0.1765869024,0.1515388614
hyperpersistence__low_GFP__2,2.3360751104,0.1919519913,0.5557090716
kan_efg__cpxAF218Y__1,-1.7006522483,0.9671270412,0.6857922788
kan_efg__cpxAF218Y__2,0.06783784100000001,1.2810402555,0.8760484215000001
kan_efg__cyaAN600Y__1,-1.3428711115,0.607480058,0.64876325
kan_efg__cyaAN600Y__2,-3.8481587150000003,0.46391536450000004,1.2056140604
kan_efg__fusAA608E__1,0.6193026094,0.0078970722,0.2603298422
kan_efg__fusAA608E__2,1.6688926217,0.119978205,0.2227768954
kan_efg__fusAA608E_cpxAF218Y__1,-2.2789521495000002,0.5832266451,0.2650009698
kan_efg__fusAA608E_cpxAF218Y__2,-1.76268835,0.6016198559,0.48509761970000004
kan_efg__fusAA608E_cyaAN600Y__1,-0.2743662555,0.4549646174,0.5629283758
kan_efg__fusAA608E_cyaAN600Y__2,-0.5808785657000001,0.5514105676000001,0.7281081608000001
kan_efg__fusAA608E_rpoDL261Q__1,-0.3313039323,0.4767510635,0.36403358010000003
kan_efg__fusAA608E_rpoDL261Q__2,0.2068946711,0.6476976784,0.19318318980000002
kan_efg__fusAA608E_topAS180L__1,-0.38120057220000003,0.1416432189,0.5671175634
kan_efg__fusAA608E_topAS180L__2,0.2779810553,0.5988181705,0.4314848885
kan_efg__rpoDL261Q__1,-0.0215739878,0.5595541178,-0.1039573478
kan_efg__rpoDL261Q__2,0.44701115760000004,0.5628173469000001,0.3120105125
kan_efg__wt__1,-0.1340196203,-0.1800426356,-0.0702854068
kan_efg__wt__2,0.1340196203,0.1800426356,0.0702854068
lrp__wt_min_log__1,-0.5626584577,-0.0161900061,-0.030001383200000002
lrp__wt_min_log__2,0.5626584577,0.0161900061,0.030001383200000002
lrp__wt_min_trans__1,5.6543499632,2.3610185679,0.6844362994000001
lrp__wt_min_trans__2,5.5307111304,2.2960692504,0.2085798669
lrp__wt_min_stat__1,1.8460104641,1.5913348057,-2.7074960758
lrp__wt_min_stat__2,0.9426655748,1.3791892522,-2.2073135144
lrp__wt_liv_log__1,0.4942857735,0.1372481079,0.23984084090000002
lrp__wt_liv_log__2,0.1631667232,-0.0882079306,0.1635503158
lrp__wt_liv_trans__1,0.4999140844,0.3551018195,0.17172141970000002
lrp__wt_liv_trans__2,0.9068338005000001,0.0055078665,0.1494903623
lrp__wt_liv_stat__1,5.8000990589,1.0533376604,-2.3844169869
lrp__wt_liv_stat__2,4.4151683828,1.3580339608,-2.3370652507
lrp__wt_rich_log__1,1.8041513942,-0.5981942535,-1.8502456161
lrp__wt_rich_log__2,0.9752499411000001,-0.8583753209,-1.9031192534999999
lrp__wt_rich_trans__1,0.4921473474,0.35529635930000003,-0.5145144508
lrp__wt_rich_trans__2,0.12701015940000002,-0.0408972332,-0.8630342392
lrp__wt_rich_stat__1,2.0670609749,1.5323363752999999,-1.3111394682
lrp__wt_rich_stat__2,-0.42543458370000004,1.3972657133,-2.1154706037
lrp__dellrp_min_log__1,0.8745839499,-0.0368087563,-10.1521245118
lrp__dellrp_min_log__2,0.0937651164,-0.0928068697,-10.1521245118
lrp__dellrp_min_trans__1,0.3899381646,1.0588088327,-10.1521245118
lrp__dellrp_min_trans__2,1.2298392351,0.5275685706000001,-10.1521245118
lrp__dellrp_min_stat__1,2.2084690347,1.2116807283,-10.1521245118
lrp__dellrp_min_stat__2,2.8025748905,0.9771685415,-10.1521245118
lrp__dellrp_liv_log__1,-0.0594128053,0.06361008630000001,-10.1521245118
lrp__dellrp_liv_log__2,-0.054271937400000005,0.19810090400000002,-10.1521245118
lrp__dellrp_liv_trans__1,0.5945679946,0.16659990630000002,-10.1521245118
lrp__dellrp_liv_trans__2,0.4731779481,0.4208682273,-10.1521245118
lrp__dellrp_liv_stat__1,4.3490908396,1.5737211722,-10.1521245118
lrp__dellrp_liv_stat__2,3.465298551,1.8837789312000002,-9.8672853717
lrp__dellrp_rich_log__1,0.7828688675000001,-0.5686958022,-9.8472322576
lrp__dellrp_rich_log__2,1.5316075657,-0.6129413804,-10.1521245118
lrp__dellrp_rich_trans__1,0.0892816314,0.5779372779,-9.5276696438
lrp__dellrp_rich_trans__2,1.0342209256,0.4519537926,-10.1521245118
lrp__dellrp_rich_stat__1,6.097737621,1.7730515328,-10.1521245118
lrp__dellrp_rich_stat__2,6.0110858842,1.9443196858,-10.1521245118
mazF_circuit__t0__1,-0.0179575634,0.15153875290000002,-0.1740887635
mazF_circuit__t2__1,-5.1769771997,-0.44587723490000003,-0.0768579895
mazF_circuit__t4__1,-3.7343748734,-0.2733267829,-0.29923456860000003
mazF_circuit__t6__1,-1.4437695703,-0.0837476675,-0.4526764187
mazF_circuit__t8__1,-0.7853806753,0.19324425580000001,-1.4944345094
mazF_circuit__t0__2,0.0179575634,-0.15153875290000002,0.1740887635
mazF_circuit__t2__2,-5.2971620481,-0.0691899461,-0.2692647181
mazF_circuit__t4__2,-2.3549994816,-0.3609860365,-0.0776187967
mazF_circuit__t6__2,-1.7567687882,0.0695753451,-0.7796522576
mazF_circuit__t8__2,-1.4248123275,0.2708524177,-1.1713922136
mazF_ribo__emptyvec_mrna_5m__1,-0.6104952464,-0.11260716100000001,-0.0391011556
mazF_ribo__emptyvec_mrna_5m__2,0.6104952464,0.11260716100000001,0.0391011556
mazF_ribo__mazF_mrna_5m__1,5.1829532686,1.4852489246,-1.4029457082
mazF_ribo__mazF_mrna_5m__2,5.1807280327,1.3678909997,-1.3017004343
mazF_ribo__emptyvec_total_5m__1,2.297862074,0.190199568,-0.6950490788
mazF_ribo__emptyvec_total_5m__2,1.9072286453,0.247554506,-0.5546800431000001
mazF_ribo__mazF_total_60m__1,1.6803739846,1.4876031074,-2.9827201132
mazF_ribo__mazF_total_60m__2,0.8148419167000001,1.5181047698999999,-2.7841109133
mercury__ctrl_t00__1,-0.715473137,0.0305055038,-0.052812482300000005
mercury__ctrl_t10__1,-1.2292020751,0.0542978796,-0.10589080020000001
mercury__ctrl_t30__1,-0.7963623169,-0.0477155395,0.13890009520000002
mercury__ctrl_t60__1,-1.9304971517,0.4244958324,0.1291079563
mercury__hg_t10__1,9.3574820342,1.3900394231,0.3004471439
mercury__hg_t30__1,7.1992634875,2.374840139,-0.09947817140000001
mercury__hg_t60__1,7.2648431096,1.6898566126999999,-0.3231236548
mercury__pma_t10__1,5.5929258111,2.6137991772999998,0.7460154073
mercury__pma_t30__1,9.239296144,2.510529673,0.8000679278
mercury__pma_t60__1,2.309623422,-0.0837741805,0.1238717104
mercury__ctrl_t00__2,0.5899269831,0.0026866297,0.0367324978
mercury__ctrl_t10__2,-1.3229643479,-0.07428431840000001,-0.0929464423
mercury__ctrl_t30__2,-1.087967266,0.0843899605,0.2025045521
mercury__ctrl_t60__2,-2.1232318259,0.5040879935,0.1287871819
mercury__hg_t10__2,8.9846601355,1.7340917708,0.1861443562
mercury__hg_t30__2,7.0462399295,2.0849835706,-0.11038986890000001
mercury__hg_t60__2,6.7535960238,0.2643466947,-0.5372491961
mercury__pma_t10__2,5.9659062266,2.7359288984,0.7068202666000001
mercury__pma_t30__2,9.3173037778,2.1911226284,0.7367755168
mercury__pma_t60__2,0.240899946,0.0849247335,0.4609246393
mercury__ctrl_t00__3,0.1255461539,-0.0331921335,0.016079984500000002
mercury__ctrl_t10__3,-1.2579328264,-0.11760013080000001,-0.0466309701
mercury__ctrl_t30__3,-0.9912330702000001,0.1678870902,0.0735059929
mercury__ctrl_t60__3,-2.2079266308,0.07695852210000001,0.1751794513
mercury__hg_t10__3,10.0153679987,0.2417014748,0.38214387800000005
mercury__hg_t30__3,8.1242966567,2.6762401494,-0.1005630088
mercury__hg_t60__3,8.624914648,1.0251287773,-0.7817182533
mercury__pma_t10__3,5.799433523,2.7188187879,0.7795437621
mercury__pma_t30__3,9.5502538036,2.7075745184,0.9181027254
mercury__pma_t60__3,0.1973638298,0.0591565807,0.5039252657000001
ml_abx__az_lolcde__1,-3.0292580705,1.0205085588,0.6630685649
ml_abx__az_lolcde__2,-4.1607163186000005,0.47844113190000004,0.1550190619
ml_abx__az_lolcde__3,-2.7999671611,1.0749605013,0.8466753165
ml_abx__b01__1,-2.1799775454,0.3631737265,-0.1310972154
ml_abx__b01__2,-2.5686782511,0.3836467065,-0.0422508243
ml_abx__b01__3,-3.8684732669,-0.0955850967,-0.2571997454
ml_abx__cro__1,-0.1982991973,0.8371492254,0.6644495504
ml_abx__cro__2,-1.8294459551000002,0.0326220463,-0.1784902223
ml_abx__cro__3,0.05708173800000001,-0.3132201938,-0.43597441600000003
ml_abx__chl__1,-3.0757599636,-0.6537619332,-1.6307053537
ml_abx__chl__2,-2.7125193884,-0.6381598118,-1.9281791681
ml_abx__chl__3,-2.9230406395,-0.6105815173,-1.6827254891
ml_abx__cip__1,-0.41273407630000003,0.1598631331,0.18357903120000002
ml_abx__cip__2,-2.3046414096,-0.0623422161,-0.4364119913
ml_abx__cip__3,-2.1546642378,-0.7491961273000001,-1.012523352
ml_abx__clr__1,-1.3435972421,1.1588518632,-1.1883557967
ml_abx__clr__2,-0.9944795361000001,0.9996518364,-1.4192909954
ml_abx__clr__3,-1.1980318046,0.9663214394,-1.5688989825
ml_abx__cst__1,-0.2954077727,0.514129835,0.6251402931000001
ml_abx__cst__2,-2.8122453265000003,0.27194757280000004,-0.026266690500000002
ml_abx__cst__3,-1.1947885863,0.3713824338,0.12190011560000001
ml_abx__ctrl__1,-0.4029908211,0.4749675539,0.47628609850000003
ml_abx__ctrl__2,-0.3191197002,0.5125022833,0.5861321151000001
ml_abx__ctrl__3,-0.5905249292,0.1079312677,0.1574687807
ml_abx__ctrl__4,-1.001844487,0.0277838504,-0.07925651
ml_abx__ctrl__5,1.148015354,-0.5424187519,-0.6675757188
ml_abx__ctrl__6,1.1664645835,-0.5807662034000001,-0.47305476560000004
ml_abx__dox__1,-3.6830323808000003,-0.5105025191,-0.853442502
ml_abx__dox__2,-2.5722783333,-0.7168550481,-1.2689851106
ml_abx__dox__3,-3.1873199108,-0.4793362718,-1.5343207963999999
ml_abx__glob__1,-1.8143965028,0.9688436650000001,0.6773649644
ml_abx__glob__2,-3.4988262260000003,0.6533010663000001,0.2853147437
ml_abx__glob__3,-2.7455336906000003,0.0399436828,-0.006848858
ml_abx__lvx__1,0.3969394572,1.0107609349,0.46684610800000004
ml_abx__lvx__2,-0.8683029815000001,0.0925335889,-0.502865764
ml_abx__lvx__3,-0.0938848654,-0.5461387912,-0.549238314
ml_abx__mec__1,-0.0728470371,0.5522334225000001,0.5842824241
ml_abx__mec__2,-2.1530519565,-0.09680000700000001,-0.1173559478
ml_abx__mec__3,-2.7424169299,-0.4010958234,-0.397783321
ml_abx__mem__1,-0.46237672500000004,0.7476106857,0.6560686041
ml_abx__mem__2,-1.1651553248,-0.0767362043,-0.1354508106
ml_abx__mem__3,1.4532336712,-0.6230001276,-0.45790280920000004
ml_abx__nit__1,6.5688937044,1.389010155,0.3681385169
ml_abx__nit__2,8.8448326579,1.6406231451000002,0.1250848572
ml_abx__nit__3,9.3765499209,1.467350077,-0.0306615977
ml_abx__ntx__1,7.9564842225,2.0744977826,0.9781691123
ml_abx__ntx__2,9.767416066900001,2.80689376,0.9546479023000001
ml_abx__nor__1,0.6116358843,0.6505126604,0.310777583
ml_abx__nor__2,-1.1231082095,0.2868303877,-0.3204588525
ml_abx__nor__3,-1.3495064543,-0.2572055468,-0.4896707146
ml_abx__pb__1,-1.2853875595,1.1921024651,1.0177489399
ml_abx__pb__2,-2.4665314207,0.7294996017,0.4205739257
ml_abx__pb__3,-0.8528642146000001,1.0137845392,0.5868037826
ml_abx__tmp__1,-2.4429773121,0.0050676891,-0.3722908415
ml_abx__tmp__2,-1.9361283621,-0.5215094805,-1.7673126901
ml_abx__tmp__3,-1.7725606284,-0.7990337144,-1.7616071701
mut_abx__del_mutS_000nor__1,-0.3071325184,-0.037297358600000004,0.039075698900000004
mut_abx__del_mutS_000nor__2,0.0174234045,-0.1305603063,-0.2192288872
mut_abx__del_mutS_000nor__3,0.28970911390000004,0.1678576649,0.18015318830000002
mut_abx__del_mutS_125nor__1,-0.7795902892000001,-0.2428910575,0.1312014981
mut_abx__del_mutS_125nor__2,-0.9439397406000001,-0.2916125263,-0.1156548797
mut_abx__del_mutS_125nor__3,-1.0635049544,-0.0739108579,-0.032220444800000005
mut_abx__del_mutS_250nor__1,-1.3030795378,-0.1207590667,0.5185280076000001
mut_abx__del_mutS_250nor__2,-1.6140526113,-0.37369916870000003,0.4523538239
mut_abx__del_mutS_250nor__3,-1.337390143,-0.1150637357,-0.0040321253
mut_abx__del_mutS_375nor__1,-2.0235140796,0.2098312767,0.6931853723
mut_abx__del_mutS_375nor__2,-1.4283341023,0.1009765992,0.5891256807
mut_abx__del_mutS_375nor__3,-2.2287158687,0.18674051260000002,0.9303438902000001
mut_abx__del_mutS_500nor__1,-2.0074647155,0.4940390624,1.2619743965999999
mut_abx__del_mutS_500nor__2,-1.9635810138,0.5637645271,1.1437364608
mut_abx__del_mutS_500nor__3,-2.4794989209000002,0.2278187103,1.3763683434
mut_abx__del_mutS_625nor__1,-1.7759923873,0.2346684619,1.2963640306
mut_abx__del_mutS_625nor__2,-1.7210061123,0.1723298919,1.6400744890999999
mut_abx__del_mutS_625nor__3,-1.3392121037,0.1814143226,1.6411032995000001
mut_abx__del_mutS_750nor__1,-0.8922916948,0.2141988635,1.5190756242
mut_abx__del_mutS_750nor__2,-0.6566373014,0.1562838558,1.404543248
mut_abx__del_mutS_750nor__3,-1.3018527473,0.2472460337,1.5275820503
mut_abx__del_mutS_875nor__1,0.8798906859000001,0.3844374089,1.2413273238
mut_abx__del_mutS_875nor__2,0.0272383375,0.0220240414,1.6302931906
mut_abx__del_mutS_875nor__3,-0.32919935640000003,-0.0342205956,1.727661893
nit_yeaG__wt_Nminus__1,0.2541780843,-0.2342581924,-0.6661806992
nit_yeaG__wt_Nminus__2,-0.2541780843,0.2342581924,0.6661806992
nit_yeaG__wt_Nplus__1,0.3680528363,-2.229426064,2.3222682369
nit_yeaG__wt_Nplus__2,-4.5547307325,-1.6992246142,1.867855762
nit_yeaG__del_yeaG_Nminus_24h__1,4.8583983906,0.09887470500000001,0.11166448720000001
nit_yeaG__del_yeaG_Nminus_24h__2,1.9276314813000002,1.5706759804,1.5989852335
nit_yeaG__del_yeaG_Nminus_24h__3,2.0180889752,0.9229090191,0.11587826550000001
nit_yeaG__del_yeaG_Nminus__1,-0.6729768746,-0.1230318638,-0.3140631601
nit_yeaG__del_yeaG_Nminus__2,0.0662492402,0.3379183,0.94977871
nit_yeaG__del_yeaG_Nplus__1,-0.593412312,-2.2430255141,2.2212317256
nit_yeaG__del_yeaG_Nplus__2,-4.6817567658,-1.8396724838,1.8550474097
opex__amp__1,0.6374978196000001,0.1979202262,-0.2045462741
opex__amp__2,0.7664771669,0.1690612237,-0.1597403073
opex__amp__3,1.1221002288,0.2528176486,0.09515438130000001
opex__bak_amp__1,0.722244341,0.6545654991000001,-0.42282419260000004
opex__bak_amp__2,0.9763238815,0.43676119020000004,-0.0859838384
opex__bak_amp__3,1.6134183885,0.5834492905,-0.0124345133
opex__bak_kan__1,3.5367316848,0.685095821,-0.1612372647
opex__bak_kan__2,1.0980988671,0.6103755238,-0.6128614893000001
opex__bak_kan__3,3.4277200319,0.8068351799,-0.1265376337
opex__bak_nor__1,1.4613940491,0.632275781,-0.2275276558
opex__bak_nor__2,0.2324722004,0.6404013780000001,-0.2535422329
opex__bak_nor__3,1.9657962666,0.7619573553000001,-0.3060919019
opex__bak_rif__1,-0.0773790894,0.127520045,-0.4876091756
opex__bak_rif__2,0.3756157371,0.1564428596,-0.12001562510000001
opex__bak_rif__3,0.6493349011,0.0492032628,-0.36331778200000003
opex__chx_amp__1,0.6516159711,0.29933060510000004,-0.4233508166
opex__chx_amp__2,0.9422424864000001,0.2165200468,-0.3463331885
opex__chx_amp__3,-0.3088740526,0.2986861007,-0.3650706778
opex__chx_kan__1,1.8011295304,0.3513625588,-0.45302908100000006
opex__chx_kan__2,1.9173499504,0.2319471901,-0.2371652267
opex__chx_kan__3,2.0171167946,0.2840922879,-0.2741032385
opex__chx_nor__1,-0.0572894072,0.2700203735,-0.29802242360000003
opex__chx_nor__2,0.4463172904,0.32471795140000004,-0.2743115225
opex__chx_nor__3,0.739715211,0.38467492880000004,-0.4968501233
opex__chx_rif__1,1.7846440169000002,0.2535039578,-0.2924724541
opex__chx_rif__2,2.1506707061,0.12688251550000001,-0.3580055206
opex__chx_rif__3,2.4315021048,0.2279190889,-0.3164458443
opex__ctrl__1,0.3284178891,0.0291697192,-0.029562572500000002
opex__ctrl__2,-0.6275583375,-0.0123409664,0.07618207710000001
opex__ctrl__3,0.29914044840000004,-0.0168287528,-0.0466195045
opex__etoh_amp__1,1.5876010756999999,0.6663181296,-0.9269300455
opex__etoh_amp__2,1.7449563018,0.7091389787,-0.9384482605000001
opex__etoh_amp__3,1.6987515441,0.7629212718,-0.748264751
opex__etoh_kan__1,2.5585782426,0.8039386609,-0.8873012515
opex__etoh_kan__2,3.3129862795,0.8609962299,-0.8667595508
opex__etoh_kan__3,2.5023395017,0.9797831880000001,-0.8869341912
opex__etoh_nor__1,2.2134340211,0.8691593347000001,-0.8319929239
opex__etoh_nor__2,1.6403375467,0.6910240695000001,-0.9977924032000001
opex__etoh_nor__3,2.8814937874,0.7725807181000001,-0.8065437559
opex__etoh_rif__1,2.1450412152,0.2586821455,-1.0956527993
opex__etoh_rif__2,2.1062281247,0.5029638329,-1.2079512529
opex__etoh_rif__3,1.836565438,0.1490071501,-1.1344839024
opex__glual_amp__1,0.5756618943,0.4601782723,-0.5944886248
opex__glual_amp__2,0.8742780015,0.5581750545,-0.6324620085
opex__glual_amp__3,0.5729764937,0.5657838947,-0.5958388398000001
opex__glual_kan__1,3.1513864394,0.8200932831000001,-0.6987333238
opex__glual_kan__2,2.6677212625999998,0.8268484231000001,-0.6162458006
opex__glual_kan__3,2.7515452528,0.6210407825,-0.6229988394
opex__glual_nor__1,1.1485193,0.5806861078000001,-0.7775296096000001
opex__glual_nor__2,0.9661903837,0.7007558540000001,-0.6367348427
opex__glual_nor__3,0.1439965603,0.7118348254,-0.7008676392000001
opex__glual_rif__1,-0.3424565339,0.030725087600000003,-0.6743638476
opex__glual_rif__2,-0.0981636498,-0.019670290700000002,-0.7400313701
opex__glual_rif__3,-0.5654681136,-0.1336553202,-0.565808135
opex__h2o2_amp__1,0.0165391605,0.652768556,-0.211401315
opex__h2o2_amp__2,0.37856475240000004,0.5340354751,-0.15488951080000002
opex__h2o2_amp__3,-0.2190892254,0.5478926185,-0.1703112363
opex__h2o2_kan__1,3.567339138,0.6830793103,-0.1249273669
opex__h2o2_kan__2,3.8624070565,0.6507996246000001,-0.1354451734
opex__h2o2_kan__3,3.9412213127999998,0.5313688756,-0.21863114890000002
opex__h2o2_nor__1,0.07678754880000001,0.7826224867,-0.30030776540000004
opex__h2o2_nor__2,0.6397680271,0.7631579715,-0.2325921024
opex__h2o2_nor__3,2.3891017705,0.5820588264000001,-0.37651142460000003
opex__h2o2_rif__1,1.7082154805,-0.9660012254,-1.4555105899
opex__h2o2_rif__2,2.1639421807,-1.024108829,-1.4382961647
opex__h2o2_rif__3,0.9395068303,-0.8585816541,-1.265720129
opex__ippoh_amp__1,2.7266252341,1.3760395464,-0.7142990886
opex__ippoh_amp__2,1.8394287973,1.3566549089,-0.653963814
opex__ippoh_amp__3,2.1519351508,1.2743371398,-0.6355915708000001
opex__ippoh_kan__1,3.8548995294,1.262934532,-0.6535478083
opex__ippoh_kan__2,4.2081552445,1.2696233527,-0.7999838895
opex__ippoh_kan__3,3.2980193759,1.2914758025,-0.7093445216
opex__ippoh_nor__1,1.8920276345,1.4243749647000001,-0.7187732603
opex__ippoh_nor__2,1.6711689412,1.3261683785,-0.7775143879
opex__ippoh_nor__3,2.8823939079,1.1150855221,-0.9258115376
opex__ippoh_rif__1,1.988692362,0.6266904608,-1.0512845628
opex__ippoh_rif__2,2.2823883974,0.7271062598,-1.0196175642
opex__ippoh_rif__3,2.1019201603,0.6363936267,-1.0375504523
opex__kan__1,2.9221127063,0.0943293912,-0.0772316708
opex__kan__2,3.2193343501,0.1768048434,-0.1105726545
opex__kan__3,3.7270971715,0.2646356291,-0.0504237557
opex__nor__1,0.3341984,0.3014349602,-0.290542362
opex__nor__2,0.4073991688,0.3223420977,-0.2713399226
opex__nor__3,1.1677458141,0.25489564400000003,-0.1247743763
opex__paa_amp__1,-0.8594910752,0.252835327,-0.27228149020000003
opex__paa_amp__2,0.6582020854,0.15044659470000002,-0.2417259931
opex__paa_amp__3,-0.0292124193,0.3249188639,-0.20242872650000002
opex__paa_kan__1,-0.0760490004,-0.2811628398,-0.4553418254
opex__paa_kan__2,-0.7249292441,-0.2845598727,-0.22406817310000002
opex__paa_kan__3,-0.2305193869,-0.4673101086,-0.5457879472
opex__paa_nor__1,0.7388708872,0.2319062217,-0.152524719
opex__paa_nor__2,-0.1083193749,0.23629565100000002,-0.1565124314
opex__paa_nor__3,0.6328605095000001,0.24693165660000002,-0.1010947372
opex__paa_rif__1,-0.38538085400000005,-0.492802471,-0.5777452301
opex__paa_rif__2,0.1969454351,-0.4987683974,-0.4989096873
opex__paa_rif__3,0.0556892514,-0.6036748166,-0.7620831777
opex__phenol_amp__1,-0.5950988074,1.0963196397,-0.3064980264
opex__phenol_amp__2,1.2087284122,1.5892534521,-0.0468346428
opex__phenol_amp__3,0.1836502763,1.0618624729,-0.11271043130000001
opex__phenol_kan__1,3.3169610789,2.2997709578,-0.4556147712
opex__phenol_kan__2,2.6487231492000003,2.0254549509,-0.3262186607
opex__phenol_kan__3,2.7608654166,1.7369512120000001,-0.3695731685
opex__phenol_nor__1,0.4074335875,1.1724703454,-0.4328935991
opex__phenol_nor__2,-0.0414067023,1.810915744,-0.24215440130000002
opex__phenol_nor__3,0.5078653593,0.5750424675,-0.3604929584
opex__phenol_rif__1,1.2409876323,-0.586900818,-0.5729903047
opex__phenol_rif__2,-0.9130155818000001,-0.5474634256,-0.3479598095
opex__phenol_rif__3,1.2083502505000001,-0.4453771931,-0.3427384097
opex__pvpi_amp__1,-0.3394054982,0.1426880193,-0.0693524647
opex__pvpi_amp__2,-0.11334193940000001,-0.0984909831,-0.1360115345
opex__pvpi_amp__3,0.0203163713,0.037562722,-0.08623943910000001
opex__pvpi_kan__1,4.1275088824,0.1528122844,-0.17251786360000002
opex__pvpi_kan__2,4.1220192381,0.0826509094,-0.09935140960000001
opex__pvpi_kan__3,3.9470272491,0.1666156604,-0.1474329348
opex__pvpi_nor__1,-0.19097277740000002,0.11067004450000001,-0.2158333244
opex__pvpi_nor__2,0.41539113990000004,0.12823302820000002,-0.2172143657
opex__pvpi_nor__3,1.2502103532,0.2512272349,-0.2715383188
opex__pvpi_rif__1,-0.9938359221,-0.69739526,-0.601975241
opex__pvpi_rif__2,0.438331998,-0.5916355977000001,-0.5393674359
opex__pvpi_rif__3,0.17170048000000002,-0.5019957868,-0.4110311486
opex__rif__1,0.9136243633000001,-0.41608987340000003,-0.5343836343
opex__rif__2,0.0503403219,-0.6875659783,-0.4870799568
opex__rif__3,0.25947883050000004,-0.6171910457,-0.6967769961
opex__naocl_amp__1,0.4671885006,0.0856112031,0.0166659018
