,A,Crp,CytR
SRX3648458,-0.5826158515000001,0.19451078430000002,1.2739931843
SRX3648459,-1.9667217544,-0.3027589365,0.6420083341
SRX3648460,1.8844719860999999,0.8486849750000001,-0.3261421621
SRX3648461,1.898502286,0.3938793786,-0.0042589079
SRX3648462,0.2862773837,0.148786522,-0.7988255523000001
SRX3648463,0.1995558054,0.3369699572,0.387546286
SRX3648464,-0.0188256565,0.013751511800000001,0.4648913189
SRX3648465,-1.5297665316,-0.22974107400000002,-0.0917806047
SRX3648466,1.1304500608,0.35225783860000004,0.4162492445
SRX3648467,-0.15400336450000002,-0.0962918605,0.1442632634
SRX3648468,-1.2821858849,-0.4193098364,-0.5661396629000001
SRX3648469,-4.7038691285,-0.4561378538,-1.2943222689
SRX3648470,-4.6474894995,-0.3239561219,-1.035908094
SRX3648471,-4.8929853158,-0.5009096485,-1.090645304
SRX3648472,3.7184721967,-1.0066348399,1.8453600611
SRX3648473,4.4284789938,-0.9472326698,1.7349628143
SRX3648475,1.8411194938,0.8071856029000001,-0.27363702840000004
SRX3648476,1.7289944464,0.4894051802,0.057276572500000004
SRX3648477,0.2334982585,0.12325169,-1.0446316174
SRX3648478,-1.2778957862,0.5965313259,0.4556583567
SRX3648479,-0.2382295275,0.4467565101,0.8879956243
SRX3648480,-0.7491586635,0.5066551433,1.0889725165
SRX3648481,0.09695967,-0.4180190307,-0.2424597594
SRX3648482,-0.3447893757,-1.1217666797,-1.192319479
SRX3648483,-2.3198678312,-1.5654300289,-1.6255161547
SRX1429221,1.3228152725,-0.10736737830000001,-0.030658212
SRX1429222,-0.5442195866,-0.0089077731,-0.1393732603
SRX1429223,-0.7785956858,0.1162751514,0.17003147230000001
SRX1429224,0.8043679993,0.16900614320000001,-0.0369823357
SRX1429225,1.5108408526,0.0010292434000000001,-0.0229993816
SRX1429226,1.3388989787,-0.1128774423,-0.010478841800000001
SRX1429227,1.8276915107,-0.0133986869,-0.10541704830000001
SRX1429228,0.6728912681,0.1636110552,-0.14856982
SRX1429229,1.5366891141,-0.331696997,-0.08275664960000001
SRX1429230,1.8825847263000002,-0.038234619500000004,0.36001164550000003
SRX1429231,0.2199744469,0.0085680138,0.3530197808
SRX1429232,1.5893056118,0.11367215480000001,0.4269593768
SRX1429233,1.0881803264,0.3878004733,0.9511599036
SRX1429234,1.4633538247,0.3784077044,0.7277582302000001
SRX1429235,1.3470452225,0.6438706029,0.6328803611
SRX1429236,0.6775311043000001,1.4015203867000001,0.5969982415
SRX1429237,1.4838330376,0.8077489953,1.1443307392
SRX1429238,1.5070873919,0.7167135879000001,1.3228506419000001
SRX1429239,1.9884810827,0.8733453174,1.1652580238
SRX1429240,2.1789790216,0.7318804379,0.8108132410000001
SRX1429241,1.696768061,0.7265351033,0.9365950766000001
SRX1429242,2.5131046223,0.5601250011000001,0.44819493260000004
SRX1429243,2.6922040839,1.1423196373,0.8959743315
SRX1429244,2.93560344,0.8770837162,0.765462446
ERX2339161,-0.5459695419,-0.4060248421,0.3349972413
ERX2339162,0.5459695419,0.4060248421,-0.3349972413
ERX2339163,-2.9194556583,-1.860802321,1.8422371066
ERX2339164,-3.0608858021,-1.9932080196,1.761200986
ERX2339165,-4.4074539045,-3.95744986,0.9796219949
ERX2339166,-4.7384114151,-2.376849187,1.5968962463
ERX2339167,-4.4377423813,-2.4414347629,1.8501340538000002
ERX2339168,-0.2452310368,-0.11143317250000001,-0.0789247481
ERX2339169,0.9145160326,0.4939784118,-0.337480904
ERX2339170,-3.040000351,-1.9613924773,1.8951565006000002
ERX2339171,-3.0713699417,-2.2687520043,1.7416876541000001
SRX7656012,-1.0172891325,-0.0257376573,0.1036139995
SRX7656013,-0.3273651944,0.0299666606,-0.031448413
SRX7656014,-0.8466480684000001,-0.11910927560000001,0.15130013080000002
SRX7656015,0.1529750882,-0.14152359080000002,-0.3818490175
SRX7656016,-0.6821836455,-0.0528646626,0.12692231780000002
SRX7656017,-0.7111320986,0.0466087293,0.015112394500000001
SRX7656018,-1.4105363955,0.0888972367,0.1366980905
SRX7656019,0.1846516135,-0.1208458188,-0.2573635121
SRX7656020,-1.0696954216,-0.1901082408,0.4185046196
SRX7656021,0.5321316806,0.4066410972,0.1160147093
SRX7656022,0.0382136472,0.3008384148,0.0978659898
SRX7656023,-0.4741840705,0.1735871826,0.2672286659
SRX7656024,1.4323590317,-0.21953675190000002,0.24419251500000003
SRX7656025,-0.2834088576,-0.3706386875,0.7844697639
SRX7656026,0.0337793829,-0.46689314190000003,0.4521673326
SRX7656027,0.3120045715,-0.0494673563,0.0071443772000000004
SRX7656028,-0.9166670025,0.0487355099,0.15458338500000002
SRX7656029,0.5623072608,0.0882736573,-0.0560421496
SRX7656030,0.623904989,-0.125182064,-0.1504549204
SRX7656031,0.6761344023,0.010558977,-0.1285945916
SRX7656032,0.2492207952,0.0951398358,-0.1951430254
SRX7656033,0.7543910937,0.1194905215,-0.25272886780000003
SRX7656034,0.8293782554,0.2237150322,-0.1244866352
SRX7656035,0.0232820076,-0.1184232803,-0.13844312920000001
SRX7656036,0.2783545355,-0.0704396684,0.07227704010000001
SRX7656037,-0.0314760642,-0.0825438107,-0.059172625300000004
SRX7656038,0.6343404041,0.0036720471,-0.3148503045
SRX7656039,0.3192085132,0.0579740377,0.15386411760000002
SRX7656040,-0.1423035036,-0.0560469805,-0.2063391333
SRX7656041,-0.1769050096,-0.0019270572,0.0524750156
SRX7656042,3.509299968,0.0772652949,0.3057679164
SRX7656043,4.0010804417,-0.0181962037,0.7540881044000001
SRX7656044,3.8433594076,0.29333133570000003,0.27384007990000003
SRX7656045,4.1212122506,0.038003208600000005,0.7863419458
SRX7656046,4.0260160185,0.055199946900000005,0.5560829362
SRX7656047,4.5629583309,0.0970352661,0.4862551471
SRX7656048,4.5713602485,0.14530002960000002,0.6342260837
SRX7656049,3.5894243946,0.1482510961,0.24105977680000001
SRX7656050,3.0528234684,0.22872318360000002,0.43932299350000004
SRX7656051,5.3288930791,-0.1834415272,-0.2414913159
SRX7656052,5.825974158,-0.291745723,0.3658006565
SRX7656053,3.2305145853,-0.2070583333,0.0635157064
SRX7656054,-0.24641505760000001,-0.28640995810000003,-0.09272080270000001
SRX7656055,-1.0969523286,-0.2561673142,0.0628004576
SRX7656056,-0.7744560168,-0.2033869971,-0.11573262770000001
SRX7656057,-0.2980704361,-0.191489569,-0.0039199661
SRX7656058,-0.22198257300000002,-0.29996488930000004,-0.0713674773
SRX7656059,0.3922886987,-0.2739975689,-0.34267248440000003
SRX7656060,-0.6427112911,-0.2739867065,0.07043361320000001
SRX7656061,0.3347623159,-0.1411955001,-0.23127410810000001
SRX7656062,-0.6191451167,-0.3968922552,-0.18733381500000001
SRX7656063,0.6908103058,-0.7714632805,0.48005403480000003
SRX7656064,1.2974293251,-0.9445177907000001,0.49939464980000003
SRX7656065,-0.0562119487,-0.6936953239,0.5944263546
SRX7656066,-0.2972104014,-0.2741151042,-0.0092603266
SRX7656067,-0.0869355673,-0.2107467671,0.05558495200000001
SRX7656068,0.6096964652,-0.2945587492,-0.1889930086
SRX7656069,-0.041759755100000004,-0.14377662900000002,-0.0819007083
SRX7656070,-1.1016009526,-0.1917551074,0.0684139438
SRX7656071,-2.0742405841,-0.31899979570000003,0.2785361856
SRX7656072,1.060466909,-0.1429422108,-0.025829918
SRX7656073,0.7932677965,-0.1039371872,-0.0386052641
SRX7656074,-1.933716226,-0.2057577352,0.1221046882
SRX7656075,0.4732001451,-1.6721229036,-0.2631197353
SRX7656076,-1.1281094519,-1.4822713578,-0.0405178742
SRX7656077,-0.6309303391000001,-1.6233641556,-0.1346973669
SRX7656078,1.2842434938,0.34011186720000003,1.0251377744
SRX7656079,1.9304698356,0.31661900600000004,0.8220002862
SRX7656080,0.5513013081,0.2924930122,1.0553168213
SRX7656081,2.0362409182,0.20629760900000002,0.8670301775
SRX7656082,0.5009710878,0.1434163886,1.2408382157
SRX7656083,1.3712370256,0.1449923987,0.8184458361
SRX7656084,1.7683364709,0.2342972617,1.0776916313
SRX7656085,2.245548383,0.1925245619,1.0742382722
SRX7656086,-1.3753124801,0.290042195,1.0900778441
SRX7656087,2.2967579776,-0.2225034427,0.6189586742000001
SRX7656088,2.5124392087,-0.3319244188,0.6251763376
SRX7656089,2.9601181404,-0.2142957861,0.8482657325
SRX7656090,-0.0663348356,-0.0727186524,-0.1444374411
SRX7656091,-0.2411001104,-0.1325552437,-0.40951305050000003
SRX7656092,0.0161087504,-0.0093774403,-0.08334321930000001
SRX7656093,1.1609154329,-0.0963017972,-0.32912410670000003
SRX7656094,0.0233538962,-0.0690723906,-0.08724847000000001
SRX7656095,0.026556218500000003,0.0350324265,-0.1845663229
SRX7656096,0.3128518963,-0.10606712300000001,-0.0444071149
SRX7656097,-0.2740686076,-0.08314191180000001,-0.1287975425
SRX7656098,0.607755111,-0.030255880500000002,-0.37173127910000003
SRX7656099,0.8740444353,-0.5907121801,0.45331561740000004
SRX7656100,1.0231738727,-0.5373274114000001,0.47300226850000004
SRX7656101,1.6456914684,-0.5783336185,0.129793771
SRX7656102,-0.3366418295,0.0407122211,0.2654633423
SRX7656103,0.3331201699,-0.0296138498,0.0031937262
SRX7656104,-0.2386883293,0.0195569859,0.12576864740000002
SRX7656105,1.174277591,-0.7292056332,0.25595888370000003
SRX7656106,1.2837182571,-0.696285915,0.4622941969
SRX7656107,1.7649931126,-1.0564224947,0.0160947405
SRX7656108,2.6023665227,-0.0794728993,0.3198050056
SRX7656109,1.6753506162,-0.1805611668,0.0601654026
SRX7656110,0.7019315801,-0.1544384115,0.3765032222
SRX7656111,1.2650927705,-0.18919337260000002,0.0773581601
SRX7656112,1.3537964826,-0.29911423600000003,-0.2149440656
SRX7656113,2.1384357498,-0.163664422,0.622022615
SRX7656114,3.4199596733,-0.1706452057,0.36462017280000003
SRX7656115,1.8291157493,-0.0065019301,0.2746333757
SRX7656116,1.3107581118,-0.18035648640000002,0.4694575944
SRX7656117,1.6228516144,-1.1344697468,0.2046914577
SRX7656118,1.1632589592,-0.9830774505000001,0.7409291352
SRX7656119,1.4651076438000001,-1.1040875946,1.1316930801
SRX7656120,0.8780637662,-0.0633550417,-0.0758396663
SRX7656121,0.2929568895,-0.0233358193,-0.2837597462
SRX7656122,-0.9939416621,-0.0186793965,-0.11724978550000001
SRX7656123,-1.0206194149,-0.010088120800000001,-0.11534638180000001
SRX7656124,0.0043145646,-0.0220803095,-0.1930160671
SRX7656125,-0.4237456626,-0.006971406,-0.1110326944
SRX7656126,-0.2615245717,0.0043966387,0.094420188
SRX7656127,0.6007099315000001,0.1668676485,-0.3536192251
SRX7656128,0.7462726107000001,0.1832898366,-0.1568289774
SRX7656129,0.39164633600000004,-0.8509373182000001,0.4377309757
SRX7656130,-0.1427851218,-1.0133410348,0.4479436899
SRX7656131,0.0289201653,-0.8552114418000001,0.5646933551000001
SRX7656132,0.0116460676,-1.0991152194,0.40389915470000004
SRX7656133,-0.2205903469,-0.7051006932,0.2695605772
SRX7656134,-0.0811738053,-0.929753295,0.1562901092
SRX7656135,-0.798676626,-0.0408171479,0.283396866
SRX7656136,0.5504565397,-0.17322884830000002,-0.1774471001
SRX7656137,0.9234221603,-0.17670345610000002,0.0576143704
SRX7656138,-0.3060037839,-0.1133158625,-0.0903893132
SRX7656139,0.6338845415000001,-0.0346631081,-0.0342596809
SRX7656140,0.3246104359,-0.1636875546,-0.007652448
SRX7656141,1.1644336039,0.0453136418,0.1181304136
SRX7656142,0.9901850639,0.1758445305,-0.026244268
SRX7656143,-0.12178227300000001,0.16750353580000002,0.1196985633
SRX7656144,0.2811273402,-0.8846690774,0.603759492
SRX7656145,-0.4748867037,-1.0415023493,0.7962637871
SRX7656146,0.12257780800000001,-0.7368803165000001,0.5066325564
SRX5388319,0.19373008320000001,-0.1131082358,0.054996169000000004
SRX5388320,-0.1457119251,-0.15099738340000002,-0.0370278251
SRX5388321,-0.0480181581,0.26410561920000003,-0.0179683439
SRX5388322,-1.4670856092,-0.3440473148,-1.4266029913
SRX5388323,-0.227563222,0.10436316620000001,-0.7072313865000001
SRX5388324,1.5568636351,0.4952732845,-0.6819892588
SRX5388325,-1.7845791773,-0.32192762610000003,-1.3439895646
SRX5388326,0.5573327786,0.32229741440000004,-0.7030412113000001
SRX5388327,2.1338523355,0.6368160699000001,-0.6194466755
SRX8708326,0.8380299750000001,-0.0362194251,-1.1182574398
SRX8708328,-5.2445045087,-1.5616224187,-2.7921755276
SRX8708335,1.5521269336999999,0.4342447082,1.0452560409
SRX8708336,1.9307456656,0.5878589544,0.8890367058
SRX8708337,1.7616319094000001,0.5395187561,0.857882781
SRX8708338,-0.0763240433,-0.14160878940000002,0.5963182086000001
SRX8708339,0.9265146358,0.148584254,0.9323902721
SRX8708340,0.6667468457,0.18241322270000002,0.6620175142
SRX8708365,-4.1520008632,0.9307925237,0.1865801484
SRX8708366,-4.5459875291,0.9367801035000001,0.09813695330000001
SRX8708368,-4.6372638209,0.9764142145,0.15755338060000001
SRX8708369,2.5790205740000003,0.7325937801,1.0076695294
SRX8708370,2.8206253189,0.8605437876,1.2769501901
SRX8708371,1.8692652963,0.6737314587000001,0.6249204149
SRX4166001,-0.5721691809,-0.0504309921,0.02775782
SRX4166002,0.7857732486,0.15996817200000002,0.0285517398
SRX4166003,-0.2136040677,-0.1095371799,-0.0563095598
SRX4166004,-0.8237174554000001,-0.8779140316,-0.45018239470000004
SRX4166005,-0.8419755618,-0.5371211839,-0.24431118370000002
SRX4166006,-0.9195744439,-0.5047912804,-0.34802859620000004
SRX4166007,-0.29734454800000004,-0.49115894060000004,0.2137364072
SRX4166008,-0.2566995711,-0.1463925879,0.0984395473
SRX4166009,0.1811111689,-0.2696574214,0.270149546
SRX4166010,0.6300592446000001,-0.422017325,0.2867243492
SRX4166011,2.1983622268,0.0331465663,0.5174541399
SRX4166012,2.7578756067,-0.27523787650000003,0.9199413447
SRX5000481,0.15894291230000002,-0.011476057900000001,0.26428917700000004
SRX5000482,0.6683484856,-0.1060102587,0.11461516220000001
SRX5000483,1.3448347196000001,0.1512831843,-0.1429712485
SRX5000484,1.5108526579000001,-0.1375585523,-0.4017212885
SRX5000485,1.4186833985,0.2109785549,-0.1496074728
SRX5000486,1.3218943981,0.2609776572,-0.2499606653
SRX5000487,1.2310977073,-0.1923561796,-0.4977383234
SRX5000488,1.3568102024,-0.34262451,-0.4205007988
SRX5000489,1.6611755427000001,-0.1664668386,-0.3093654947
SRX5000490,1.3670145897000001,-0.16714632440000002,-0.3909384455
SRX5000491,1.8202161771,-0.37078453650000004,-0.4580418002
SRX5000492,0.09171912700000001,1.475368666,0.16786849210000002
SRX5000493,-0.1032333958,1.1376902668,0.44161311900000005
SRX5000494,-0.4830197252,1.1347282112000001,0.3909784168
SRX5000495,0.2365961933,1.4212904351,0.2750126265
SRX5000496,0.2133281702,1.467315173,0.1726955702
SRX5000497,-0.14557609130000002,-0.0192756679,0.0080589956
SRX5000498,0.028347237600000002,0.0212278545,-0.1400275072
SRX5000499,-0.2107894555,1.1315243246,0.469817229
SRX5000500,0.11722885370000001,-0.0019521866,0.1319685116
SRX5000501,1.4304790463,-0.4916651179,-0.2786003761
SRX5000502,1.0855497875,-0.34854891390000003,-0.4050810694
SRX5000503,1.4239347041000001,-0.43585225920000004,-0.2661967187
SRX5000504,0.6021730269000001,-0.1372784369,0.2002772315
SRX5000505,0.3546119553,-0.1642322029,0.2229940755
SRX5000506,0.3046638329,-0.1681617912,0.2193748311
SRX5000507,1.0052591921,-0.0774965284,-0.24329153080000002
SRX5000508,0.43200883430000003,0.0630814665,0.1314208899
SRX5000509,0.5487947326,-0.2810515373,0.13579681500000002
SRX5000510,0.019794356000000003,-0.28533503050000003,0.0830196669
SRX5000511,0.21392627800000003,-0.1949960566,0.0053812129000000005
SRX5000512,1.3265132246,-0.4457334711,-0.2860799777
SRX5000513,1.1620954081,-0.3135830297,-0.352895611
SRX5000514,1.1082286161,-0.4912625674,-0.549788705
SRX5000515,1.1705443335,-0.402798119,-0.3986499788
SRX5000516,1.1136977648,-0.49061737310000003,-0.45123735140000004
SRX4124772,-1.5710510903000001,-0.49159209540000004,-0.5494864035
SRX4124773,-1.3072784699,-0.2902563631,-0.5361371009
SRX4124774,-0.0824795823,0.0011446948,0.008619846700000001
SRX4124775,0.0824795823,-0.0011446948,-0.008619846700000001
SRX5323946,-0.1485923007,-0.1947450853,-0.0709959945
SRX5323947,0.1485923007,0.1947450853,0.0709959945
SRX5323948,-0.9250152621000001,0.25533424920000003,0.2410877882
SRX5323949,-0.6324985632,0.3336771074,0.1775474601
SRX5323950,-0.9684329994,-0.19234211680000002,0.3246332596
SRX5323951,-1.1589945173,-0.21453890080000002,0.1859739733
SRX5323952,-1.0566188004,-0.1725798192,0.0326138135
SRX5323953,-0.6779677952000001,0.0807140303,-0.0081088461
SRX5323954,-1.0380182747,-0.0703709117,0.3029089587
SRX5323955,-0.8688327640000001,-0.0216465485,0.3615733573
DRX093856,-0.2919038842,0.0794100169,-0.11403060500000001
DRX093857,1.9175864578000001,-0.6136421402000001,-0.8880310411000001
DRX093858,2.2770035092,-0.5901419459,-1.1287510355
DRX093859,3.7133736818000003,-0.20304986730000002,-0.6326406663
DRX093860,3.3056620567,0.09984774490000001,-0.6802914747000001
DRX093861,-0.19723185310000002,-0.0386433461,-0.1577628607
DRX093862,2.1746115177,-0.7873801161,-1.1544957552
DRX093863,1.829253811,-0.5712728994,-1.0779312372
DRX093864,4.2768029646,-0.0286686132,-0.8460507215
DRX093865,3.6871381269,-0.23342197620000002,-0.87330618
DRX093866,0.48913573730000004,-0.0407666707,0.2717934658
DRX093867,2.2897056285,-0.7308913606,-1.011172624
DRX093868,2.0679985944,-0.7037627470000001,-1.1943946994
DRX093869,3.008145722,-0.2362122698,-0.9715422104
DRX093870,2.534470452,-0.0164546772,-0.9749670264
SRX6366242,0.97752858,0.0328965424,0.0054052944
SRX6366243,0.7657821596000001,0.1360103685,-0.3917159763
SRX6366244,-0.19859245960000002,0.5049328406,-0.8258349231000001
SRX6366245,0.9958857154,0.1529755428,0.5701410298
SRX6366246,0.23901797530000002,-0.015406163700000001,-0.0598622529
SRX6366247,0.3456776647,0.37994444860000004,-0.5521801917
SRX6366248,-0.3314527753,0.22590315390000001,0.1995525218
SRX6366249,-0.30252333870000003,0.23212511460000002,0.40246622600000004
SRX6366250,0.6099693057000001,0.2831675712,0.1912359106
SRX6366251,-0.1691280433,0.20362184190000002,0.0336029236
SRX6366252,-0.2763857242,-0.011167604900000001,0.3222622503
SRX6366253,0.2763857242,0.011167604900000001,-0.3222622503
SRX254739,3.3338295196,-0.8924017296000001,-1.3001036615000001
SRX254740,3.281542246,-0.8649010421000001,-1.1658893402000001
SRX254741,3.1248150602,-0.7001267639000001,-1.2298437215
SRX254742,3.3253314875,-0.9119051060000001,-1.0867533428
SRX254743,3.3365083168,-0.8563503673,-1.1103652769
SRX254744,3.5478631128,-0.6222702813000001,-0.9785025294
SRX254745,9.2561978649,-1.0877370598,-0.7198058896
SRX254746,7.7985836439,-1.7369671045000001,-0.8626643338000001
SRX254747,6.4923784926,-1.3358746678,-1.4142738416
SRX254748,13.3644626243,-0.48690911950000004,-0.6097468529
SRX254749,11.6055290535,-0.9667081537000001,-0.8510722650000001
SRX254750,11.7756844097,-1.2851862633,-1.0727427424
SRX254751,9.8498965687,-0.385574128,-0.8780571070000001
SRX254752,9.1783273002,-0.24326731070000002,-0.5286455090000001
SRX254753,9.2952595373,-0.2979551923,-0.5969090963
SRX254754,3.1173359997,0.6722892721,-0.7061238085
SRX254755,3.8694144531,1.1260265914,-0.2888421205
SRX254756,3.419004559,1.0397299023,-0.10950470500000001
SRX254757,3.3938847877000002,-0.3628059501,-0.8682640724
SRX254758,2.5770307968,-0.4528756111,-0.9762669592000001
SRX254759,1.6053582419999999,-0.3254764307,-0.8214287815
SRX254760,11.5211612283,-0.18830449770000002,-0.6966253480000001
SRX254761,11.5526731686,-0.7544182141,-0.4674117198
SRX254762,12.0115509707,-0.5831081023,-0.5679720413
SRX254763,3.2298471837,0.0047093158,-0.2588891182
SRX254764,3.2565677916,0.5669202778,0.053236865300000005
SRX254765,2.8636887503,0.5677400205,-0.2511841445
SRX254766,2.5528768734,-0.4403543445,-0.7179421976
SRX254767,2.2771396521,-0.24124783460000002,-0.6830129694
SRX254768,2.9341713716,-0.4115574947,-0.8696707418
SRX254772,3.7310208013,-0.3562857689,-1.546184648
SRX254773,2.8929273258,0.5579321807000001,-1.8146591438000002
SRX254774,2.9639877726,0.5313165346000001,-1.7975069987
SRX254775,-0.3361881752,-0.2638966479,0.0962491584
SRX254776,1.7074730281,-0.19432084730000002,-0.0022490193
SRX254777,-2.1536513916,0.10333546310000001,0.639153068
SRX254778,0.1505468297,0.21447380530000001,-0.7698687591000001
SRX254779,1.37991964,0.2213336307,-1.3613905002
SRX254780,2.033832456,0.3721320869,-1.0627478547
SRX254781,-0.5902981856,0.3267917408,0.14746650960000002
SRX254782,0.6428318159,0.5609825497,-0.6224062269
SRX254783,-0.7024786154,0.28759943400000004,0.4459956162
SRX254784,-2.2521572841,-0.2368919985,0.9034826717000001
SRX254785,-1.9779323411,0.14532827,0.3701684938
SRX254786,-2.1017867479,0.3642317098,0.2927656373
SRX7136401,-0.0340478289,-0.2650089901,-0.0164346091
SRX7136403,-0.29440755760000004,0.1635474037,0.08562807800000001
SRX7136405,-4.4929910348,0.1684464855,1.5455117006
SRX7136407,-4.7662262874,0.2976957928,1.0994801055
SRX7136409,-4.3761877411,0.1507827136,0.8402788581
SRX7136411,0.3284553865,0.1014615864,-0.0691934689
SRX3754949,0.22619078580000002,0.0327470021,0.1021467412
SRX3754950,0.08970386870000001,0.0481021751,-0.1466566171
SRX3754951,-0.31589465450000004,-0.0808491772,0.0445098759
SRX3754952,0.2338498913,0.13673644840000002,0.06728555680000001
SRX3754953,0.23412473520000002,0.07923360680000001,-0.0041231015
SRX3754954,-0.4784927936,0.0144034674,0.15208944700000002
SRX3754955,-1.6556798694000001,-1.632512297,1.8777562247000001
SRX3754956,-1.6668098152000002,-1.6693356927,1.8311083582
SRX3754957,-1.6473539836,-1.6531858744,1.8539388742
SRX3754966,0.054701635000000005,-0.2182690823,-0.11952052390000001
SRX3754967,-0.0250985758,-0.19587325690000001,-0.1290535915
SRX3754969,-0.1361027852,-0.2994099301,-0.197563066
SRX1424798,-0.465418353,-0.0842798241,0.1022819995
SRX1424799,0.465418353,0.0842798241,-0.1022819995
SRX1424800,0.46451321780000004,0.0678688308,0.2489913686
SRX1424801,0.5153967952,0.030330043600000002,-0.1170667732
SRX1424802,0.44410707850000003,0.5365988028,0.6142060081
SRX1424803,1.160116354,0.5911904992,0.6279655859000001
SRX1424804,0.38309257700000005,-0.32946598320000003,0.3811751083
SRX1424805,-0.349229149,-0.6170200674,0.47938830060000004
SRX1424806,0.2377144492,1.0357575523,0.5792167592
SRX1424807,0.269036804,0.9608772845,0.5578683563
SRX1424808,1.1490959655,-0.1932318201,-1.1496252072
SRX1424809,0.9439792447,-0.24201875890000002,-1.0030170922
SRX1424816,0.5331109934,-0.2242368632,-0.32236554700000003
SRX1424817,-0.46877566610000004,-0.2415859193,0.0274928255
SRX1424818,-0.2018985047,-1.6596404198,-1.6036572691000002
SRX1424819,0.890514487,-1.5412069563,-1.7875325687
SRX1424824,1.5110288372,-1.6338730553,-1.0614228247
SRX1424825,2.1006073872,-1.6921309905,-0.9264051809
SRX1424826,-2.3706893709,0.024751287900000002,-1.5201091157
SRX1424827,-1.8144891947000001,0.0278344303,-1.0853323239
SRX1424828,1.5765099045,-1.4241152532,-1.6021208569
SRX1424829,1.7345538693,-1.6590049948,-1.776689669
SRX1424830,1.7422582622,-1.8726274564,-1.7374375497
SRX1424831,1.4919597166,-1.8730596957,-1.4775041516
SRX1424834,0.34857458080000003,-1.10328679,-1.3096907081
SRX1424835,-0.539671593,-1.1546180975,-0.9102319457
SRX1424840,3.0272910662,-2.9067680232,-1.8183348552
SRX1424841,2.0479867067,-3.0181921286,-1.4284451709
SRX1424842,0.6501381604,-1.5439177016999999,-1.82032608
SRX1424843,1.1499669729,-2.1842734612,-1.8944131459
SRX1424844,-0.2460916921,-1.616189157,-0.1609374874
SRX1424845,0.4628107987,-1.5982655594000001,-0.8853482442
SRX1424846,-0.45518954980000004,-1.5932065020000001,-1.085963916
SRX1424847,-0.5686654483,-1.2939667953,-0.0911170958
SRX5060277,0.2408848751,0.0834236646,0.3125268393
SRX5060279,0.6251218536,-1.0800252217,-1.5352794788000002
SRX5060281,-0.2408848751,-0.0834236646,-0.3125268393
SRX5060283,0.5507357858,-1.0200857079,-1.7007222383
SRX5936089,-0.1829465149,0.023435122500000002,0.0751016801
SRX5936090,0.0356060811,0.1248516005,-0.0943728197
SRX5936091,0.47412384420000003,0.0692848872,0.0051187684
SRX5936092,-0.32678341040000003,-0.21757161020000002,0.0141523711
SRX5936093,4.4129588888,0.1391748524,-0.7658442630000001
SRX5936094,5.439140184,0.0317638306,-0.4666496786
SRX5936095,6.0647334497,-0.5801942053,-1.4598578798
SRX5936096,5.1380936496,-0.6708481182,-1.7507411972
SRX5936097,7.323450102,-0.2977467191,-2.1301985115
SRX5936098,7.4368438133,-0.22816473310000002,-1.9190888018
SRX5936099,7.4142552971,-0.4658876377,-1.7123163017
SRX5936100,7.6497278246,-0.4601301404,-2.0420303244
SRX5936101,7.7414248118,-0.9132657347,-2.381874369
SRX5936102,7.4812337371,-0.9598387660000001,-2.4555671991
SRX5936103,8.5368132468,-1.1240828075,-2.3319501778
SRX5936104,8.2097388335,-1.1933479101,-2.521728442
SRX5936105,8.6615199419,-1.4654213975000001,-2.6143707151
SRX5936106,9.0116653597,-1.2839636258,-2.9473298229
SRX5936107,9.2962139039,-1.5241984337,-2.8847451631
SRX5936108,9.1110033207,-1.4587504675,-3.0052721751
SRX5936109,9.775917830000001,-1.6489719420000002,-2.5619475625
SRX5936110,8.8600266873,-1.7515646770000002,-3.159223426
SRX5936111,8.7238301906,-1.770421453,-2.5852216237
SRX5936112,8.3847233748,-1.7906801929,-2.8999963616
SRX5936113,8.1265054445,-1.6497521704,-2.8245345924
SRX5936114,7.9156527309,-1.6595707367,-2.6744110392
SRX5936115,7.8482420684,-1.5958078438999999,-2.6731267014
SRX5936116,8.9026376887,-1.5052361202,-2.6897482638
SRX5936118,8.4611630083,-1.2832103901,-2.134941697
SRX5936119,8.111771185,-1.4664207613,-2.2057032097000002
SRX5936121,7.7903896580000005,-1.1202172584,-2.1111451034
SRX5936122,7.9104637943,-1.1002127465,-1.9454867836
SRX5936123,7.5012028085,-1.1087708567,-1.2004263422
SRX5936124,8.0587063388,-1.0562763317,-1.103774788
SRX5936125,7.2976653156,-1.0770613484,-1.5203784689000002
SRX5936126,6.9938354432,-1.3037934838,-1.3127144237000001
SRX5936128,-3.3358008265,-0.6188562966000001,-0.996966254
SRX5936129,-2.7978984425,-0.685956077,-1.1490491371
SRX5936130,-3.3724644331,-0.9771786215,-1.1460241941
SRX5936131,-2.7364383703,-0.7984177568,-1.2940400273
SRX5936132,-1.7234526506,0.1972167981,-0.7783786782000001
SRX5936133,-1.5225002807,-0.25833408480000003,-0.9803657398000001
SRX5936134,-2.2919651321,-0.07625097460000001,-0.8619332978
SRX5936135,-2.3461984602,-0.12687704800000002,-0.7388399168
SRX5936137,-0.1254301685,0.4079259133,-0.4387379346
SRX5936138,-0.015108814100000001,0.30098022150000003,-0.7173294603
SRX5936139,1.1450246175,0.5016748605,-0.0548876497
SRX5936140,0.8184068974,0.24660512910000001,-0.2373719872
SRX5936141,1.2223960294,0.6661311877,0.1046440939
SRX5936142,1.4510008465,0.6329567987,0.0639208059
