,A,Crp,PlaR,ihfB
phage_resist__wt__2,0.5467861373,0.4342447082,0.1269119386,0.0316978985
phage_resist__wt__3,0.0292423189,0.5878589544,0.12039165190000001,0.1096698247
phage_resist__wt__4,-0.0485731456,0.5395187561,0.2624968869,0.0360873582
phage_resist__ygbE_oe__2,-0.7118277025,-0.14160878940000002,0.3001166447,0.4008465332
phage_resist__ygbE_oe__3,-0.13595702980000002,0.148584254,0.270965061,0.2016586973
phage_resist__ygbE_oe__4,-0.3664174529,0.18241322270000002,0.3373130616,0.20863877560000002
phage_resist__yahA_oe__1,-0.5493069377,0.9307925237,0.8793594775,0.8103400045
phage_resist__yahA_oe__2,-0.7875263597000001,0.9367801035000001,0.8062992737,0.79434764
phage_resist__yahA_oe__3,-1.1945653506,0.9764142145,0.8663579146,0.7890265787
phage_resist__yrfF_ko__1,0.6057720018,0.7325937801,0.3139476471,0.1941040265
phage_resist__yrfF_ko__2,1.2346939836,0.8605437876,0.5177884704,0.1621654823
phage_resist__yrfF_ko__3,0.3285164526,0.6737314587000001,0.22337632170000002,0.2351319325
pollution__wt_ctrl__1,-0.4433014776,-0.0504309921,0.0023606403,-0.2052052727
pollution__wt_ctrl__2,0.31951551240000003,0.15996817200000002,-0.0926318363,-0.15748279610000002
pollution__wt_ctrl__3,0.1237859652,-0.1095371799,0.09027119600000001,0.3626880689
pollution__wt_urban__1,-0.2969397474,-0.8779140316,-0.081241359,0.0205539034
pollution__wt_urban__2,0.1453897979,-0.5371211839,-0.1775513601,-0.0847331674
pollution__wt_urban__3,1.2139407332,-0.5047912804,-0.4725031289,0.10179796170000001
pollution__wt_diesel__1,-0.24445405650000002,-0.49115894060000004,0.2124468941,0.3283769753
pollution__wt_diesel__2,-0.8223215629,-0.1463925879,0.0857291521,0.42943714510000003
pollution__wt_diesel__3,0.07600431220000001,-0.2696574214,-0.0968621155,0.40175518200000004
pollution__evo_diesel__1,4.2995671611,-0.422017325,0.9491774659000001,0.1621942794
pollution__evo_diesel__2,3.8283932515,0.0331465663,0.3708013203,-0.0929989714
pollution__evo_diesel__3,5.3402548325,-0.27523787650000003,0.8187506849,-0.0052199476
ppGpp__wt_relAtrunc_00m__1,0.1402896122,-0.011476057900000001,-0.0421209902,0.1509588755
ppGpp__wt_relAtrunc_00m__2,-0.1549058687,-0.1060102587,-0.5242412741,-0.1528181404
ppGpp__mut_delrelA_10m__1,-0.0570462106,0.1512831843,0.4078655154,0.43248006790000004
ppGpp__mut_delrelA_05m__1,0.1213739962,-0.1375585523,0.0762973451,0.34433113330000004
ppGpp__mut_delrelA_10m__2,0.2089583283,0.2109785549,0.45396628240000003,0.5380630456000001
ppGpp__mut_delrelA_10m__3,-0.11933869150000001,0.2609776572,0.430711237,0.5843706258
ppGpp__mut_delrelA_00m__1,0.163986925,-0.1923561796,-0.2765373521,0.1253951864
ppGpp__mut_delrelA_00m__2,-0.011630675600000001,-0.34262451,0.0924154217,0.0565486674
ppGpp__mut_delrelA_05m__2,0.0296623162,-0.1664668386,0.0816871281,0.289905114
ppGpp__mut_delrelA_05m__3,0.3166846318,-0.16714632440000002,0.0151908936,0.2330789077
ppGpp__mut_delrelA_00m__3,0.069647791,-0.37078453650000004,-0.10347850330000001,0.07099494790000001
ppGpp__wt_delrelA_10m__1,-0.11580856590000001,1.475368666,1.046674631,1.6693473817000002
ppGpp__wt_delrelA_05m__1,-0.1468976944,1.1376902668,0.8232423011000001,0.8851842496000001
ppGpp__wt_delrelA_05m__2,0.0169579104,1.1347282112000001,0.785399508,0.9921615799000001
ppGpp__wt_delrelA_10m__2,0.2865951444,1.4212904351,0.9227170715,1.5982408098
ppGpp__wt_delrelA_10m__3,0.1814553046,1.467315173,0.9941233833,1.7096626457
ppGpp__wt_delrelA_00m__1,-0.0773306446,-0.0192756679,-0.032041288,0.1352618145
ppGpp__wt_delrelA_00m__2,0.186121261,0.0212278545,-0.0048885962,-0.1884152095
ppGpp__wt_delrelA_05m__3,-0.6651125637,1.1315243246,0.7406061162,0.9359447872000001
ppGpp__wt_delrelA_00m__3,-0.1087906164,-0.0019521866,0.0369298842,0.053153395000000006
ppGpp__mut_relAtrunc_10m__1,-0.4603138941,-0.4916651179,-0.37762437730000004,0.0460408297
ppGpp__mut_relAtrunc_05m__1,-0.1269729696,-0.34854891390000003,-0.0017743491,0.14534769620000001
ppGpp__mut_relAtrunc_05m__2,-0.6503325296,-0.43585225920000004,-0.0019362991,-0.0030341261000000003
ppGpp__wt_relAtrunc_10m__1,-0.0694045192,-0.1372784369,-0.31504121820000003,-0.061938696
ppGpp__wt_relAtrunc_10m__2,-0.3783313788,-0.1642322029,-0.0694531261,-0.1364298561
ppGpp__wt_relAtrunc_10m__3,0.2263824851,-0.1681617912,-0.20817860840000002,-0.0056751697000000005
ppGpp__mut_relAtrunc_00m__1,-0.2457505193,-0.0774965284,-0.1268183683,0.2627756382
ppGpp__wt_relAtrunc_00m__3,-0.41990245730000003,0.0630814665,-0.1486608898,-0.0011724178
ppGpp__wt_relAtrunc_05m__1,-0.23333833550000002,-0.2810515373,-0.3392731903,-0.0574220695
ppGpp__wt_relAtrunc_05m__2,-0.3711670722,-0.28533503050000003,-0.5070674428,-0.0927367623
ppGpp__wt_relAtrunc_05m__3,-0.08719500200000001,-0.1949960566,-0.43061252850000004,-0.1534841357
ppGpp__mut_relAtrunc_00m__2,-0.3532820216,-0.4457334711,0.015387259600000001,0.118872763
ppGpp__mut_relAtrunc_00m__3,0.1207001978,-0.3135830297,-0.1229076023,0.10202931650000001
ppGpp__mut_relAtrunc_10m__2,-0.4782477828,-0.4912625674,-0.17946678130000002,0.09872908180000001
ppGpp__mut_relAtrunc_05m__3,-0.5576445997,-0.402798119,-0.1180662252,0.0882035146
ppGpp__mut_relAtrunc_10m__3,-0.3382301358,-0.49061737310000003,-0.20524134130000002,-0.032574997
pressure__high_pressure__1,-1.0892080548,-0.49159209540000004,-0.4998805881,-0.0463168558
pressure__high_pressure__2,-0.3091840408,-0.2902563631,-0.10428714430000001,-0.1397976692
pressure__low_pressure__1,0.2251369359,0.0011446948,0.111319836,0.1255194803
pressure__low_pressure__2,-0.2251369359,-0.0011446948,-0.111319836,-0.1255194803
quantum_dots__ctrl__1,-0.2089268663,-0.1947450853,-0.0009831312,0.014975651000000001
quantum_dots__ctrl__2,0.2089268663,0.1947450853,0.0009831312,-0.014975651000000001
quantum_dots__cdte_light__1,0.7075188146,0.25533424920000003,0.2180948633,0.1079358901
quantum_dots__cdte_light__2,0.9653728063,0.3336771074,0.4437667523,0.1775328618
quantum_dots__cdte_dark__1,0.3807739149,-0.19234211680000002,0.2089658302,-0.0035074409
quantum_dots__cdte_dark__2,0.17293690350000002,-0.21453890080000002,0.034393635400000004,0.3295633576
quantum_dots__cdse_light__1,0.5607344507,-0.1725798192,-0.0287715578,-0.2629699505
quantum_dots__cdse_light__2,0.40699833950000003,0.0807140303,0.2188467695,-0.0911446687
quantum_dots__cdse_dark__1,0.3050602186,-0.0703709117,0.4879452253,0.15730825040000002
quantum_dots__cdse_dark__2,0.1524263535,-0.0216465485,0.3798262455,0.4345820031
raman__wt__1,-0.7215210168,0.0794100169,0.294172869,-0.0932291424
raman__del_cyaA__1,-3.2725102911,-0.6136421402000001,1.0569801204,1.3919837032
raman__del_cyaA_01mM__1,-2.6387783743,-0.5901419459,0.8909583831000001,1.022943121
raman__del_cyaA_05mM__1,-2.6306935115,-0.20304986730000002,0.756867594,0.2335715588
raman__del_cyaA_1mM__1,-2.0893547668,0.09984774490000001,0.1960860022,-0.2969916814
raman__wt__2,-0.2531100851,-0.0386433461,-0.1094058217,-0.0234537654
raman__del_cyaA__2,-2.0997640513,-0.7873801161,1.1361198121,0.498289709
raman__del_cyaA_01mM__2,-2.9794104446,-0.5712728994,0.8983394214,0.6882567693
raman__del_cyaA_05mM__2,-2.4818539726,-0.0286686132,0.500147185,0.8733193997
raman__del_cyaA_1mM__2,-1.9006359592000002,-0.23342197620000002,0.2064828511,-0.4289033246
raman__wt__3,0.9746311019,-0.0407666707,-0.1847670474,0.11668290790000001
raman__del_cyaA__3,-2.2170682308,-0.7308913606,0.9834849494000001,0.7175371547
raman__del_cyaA_01mM__3,-3.9404753248,-0.7037627470000001,0.7101445293,0.21154773270000002
raman__del_cyaA_05mM__3,-2.5255927286,-0.2362122698,0.7102516552,0.2329742796
raman__del_cyaA_1mM__3,-1.5801499553,-0.0164546772,0.21285121340000002,-0.1106573044
rand_barrel__mut_nanE__1,-1.3422051513,0.0328965424,-0.2768031475,0.49663871260000003
rand_barrel__mut_nanE__2,-0.062301883200000005,0.1360103685,0.0244414224,0.4909406082
rand_barrel__mut_nanE__3,-1.059770462,0.5049328406,-0.3230592389,0.27310776130000003
rand_barrel__mut_pdxJ_1__1,-0.845373558,0.1529755428,-0.006691552900000001,-0.1468615685
rand_barrel__mut_pdxJ_1__2,-0.8814931207000001,-0.015406163700000001,0.12356359100000001,0.24300281110000002
rand_barrel__mut_pdxJ_1__3,-0.8149993155,0.37994444860000004,-1.1260749428,-0.25940531910000003
rand_barrel__mut_pdxJ_2__1,-2.7059845335,0.22590315390000001,-0.0593083508,0.2552602858
rand_barrel__mut_pdxJ_2__2,-0.2608926032,0.23212511460000002,0.1531076435,0.2871462172
rand_barrel__mut_pdxJ_3__1,-0.7067050592,0.2831675712,0.1120400576,0.26152956580000003
rand_barrel__mut_pdxJ_3__2,-1.827218394,0.20362184190000002,-0.1359144323,0.26997426
rand_barrel__del_serB__1,-0.4392810299,-0.011167604900000001,-0.0158290422,-0.0421165336
rand_barrel__del_serB__2,0.4392810299,0.011167604900000001,0.0158290422,0.0421165336
rockhopper__CV104_pHDB3__1,-8.2467823854,-0.8924017296000001,-1.7782775895,-0.2434317712
rockhopper__CV104_pHDB3__2,-7.8671871163,-0.8649010421000001,-1.7184606829,-0.6880546294000001
rockhopper__CV104_pHDB3__3,-7.7140743811,-0.7001267639000001,-1.9685371441,-0.47614016270000004
rockhopper__CV104_pLCV1__1,-7.8978174864,-0.9119051060000001,-1.8034735144,-0.5452630615
rockhopper__CV104_pLCV1__2,-7.3722061288,-0.8563503673,-1.7450163819000002,-0.6133102
rockhopper__CV104_pLCV1__3,-7.578054589,-0.6222702813000001,-1.8304427140000001,-0.3823272017
rockhopper__wt_lb__1,-6.2717321738,-1.0877370598,-2.0896763359,-0.5017878330000001
rockhopper__wt_lb__2,-7.7362777905,-1.7369671045000001,-1.6274947254,-1.3002220611
rockhopper__wt_lb__3,-7.1376257909,-1.3358746678,-1.6845503823999999,-0.38011492290000004
rockhopper__wt_lb_aMG__1,-8.2556995778,-0.48690911950000004,-1.2689590021,-0.4312594853
rockhopper__wt_lb_aMG__2,-8.117913338,-0.9667081537000001,-1.5045995664,-0.6546793405
rockhopper__wt_lb_aMG__3,-8.0009380092,-1.2851862633,-1.2051418366,-0.6564689762
rockhopper__del_sgrR_lb_aMG__1,-8.3183283794,-0.385574128,-0.9081078644,-0.6385376221
rockhopper__del_sgrR_lb_aMG__2,-9.5508609527,-0.24326731070000002,-0.6229629788000001,-0.6645585173
rockhopper__del_sgrR_lb_aMG__3,-7.886565128,-0.2979551923,-1.2191560995,-0.6027240562
rockhopper__del_sgrS_glyc_aMG__1,-8.717369776,0.6722892721,-0.014353084700000001,-0.5497863012
rockhopper__del_sgrS_glyc_aMG__2,-11.0546004434,1.1260265914,0.2094996574,-0.8844349788
rockhopper__del_sgrS_glyc_aMG__3,-10.3443493943,1.0397299023,0.1350795992,-0.7323984494
rockhopper__del_sgrS_glyc__1,-7.3023075667,-0.3628059501,-2.3179212381,-1.0765882832
rockhopper__del_sgrS_glyc__2,-7.6759993721,-0.4528756111,-2.1380326845,-1.2737457653
rockhopper__del_sgrS_glyc__3,-6.3599721988,-0.3254764307,-1.8368638048,-1.0661014702
rockhopper__wt_lb_aMG__4,-8.2171773804,-0.18830449770000002,-1.3216611195,-0.0022261433
rockhopper__wt_lb_aMG__5,-9.2864665974,-0.7544182141,-1.0587297298,-0.6233404330000001
rockhopper__wt_lb_aMG__6,-8.588453694,-0.5831081023,-1.0612105745,-0.5674820865
rockhopper__wt_glyc_aMG__1,-8.442898628,0.0047093158,-0.1590405813,-0.3722030261
rockhopper__wt_glyc_aMG__2,-9.7168388413,0.5669202778,-0.738351167,-0.7656051362
rockhopper__wt_glyc_aMG__3,-9.2347462631,0.5677400205,-0.4312851495,-0.8154694804
rockhopper__wt_glyc__1,-7.4260009121,-0.4403543445,-2.0249961378,-1.1263483433
rockhopper__wt_glyc__2,-8.4513356693,-0.24124783460000002,-1.9124787278,-1.0507258242
rockhopper__wt_glyc__3,-7.0256048064,-0.4115574947,-2.230819685,-1.4642462689
rockhopper__CV108_glyc_aMG__1,-6.9102739336,-0.3562857689,-0.5945327627,1.3629742903
rockhopper__CV108_glyc_aMG__2,-2.410411832,0.5579321807000001,-0.2948440596,1.6888523696000002
rockhopper__CV108_glyc_aMG__3,-6.5482750545,0.5313165346000001,-0.39936435000000003,1.447236262
rockhopper__wt_glyc__4,1.4312987717,-0.2638966479,0.0826255246,0.3468954117
rockhopper__wt_glyc__5,-2.8516363624,-0.19432084730000002,-0.7929564334,0.2900535789
rockhopper__wt_glyc__6,4.5205577475,0.10333546310000001,1.374927542,-0.22690032810000002
rockhopper__wt_glyc_aMG__4,1.1044500939,0.21447380530000001,0.3526860456,0.9829650128
rockhopper__wt_glyc_aMG__5,-2.5852082264,0.2213336307,-0.0659307391,0.8410876139
rockhopper__wt_glyc_aMG__6,-4.0796622601,0.3721320869,-0.2454973923,1.2263269173
rockhopper__wt_glyc__7,3.5018932488,0.3267917408,1.068807942,1.0358727271000001
rockhopper__wt_glyc__8,1.1912210045,0.5609825497,0.3865018314,1.3521651373
rockhopper__wt_glyc__9,3.9125410922,0.28759943400000004,1.2628452602,0.4469906174
rockhopper__wt_glyc__10,4.8790355115,-0.2368919985,1.5340029854,-0.145904202
rockhopper__wt_glyc__11,3.2890834954,0.14532827,0.6918935063,0.3585189499
rockhopper__wt_glyc__12,3.0289468785,0.3642317098,0.5596463921,0.1836285442
rpoD__wt__1,-1.1542882751,-0.2650089901,-0.065884232,0.37080809610000004
rpoD__wt__2,0.27165585270000003,0.1635474037,-0.13369122090000002,-0.1472996254
rpoD__rpoD_mut__1,-3.0204619716,0.1684464855,0.9871580090000001,-0.1075567976
rpoD__rpoD_mut__2,-1.3493779058,0.2976957928,1.4108491781999999,-0.0643227189
rpoD__rpoD_mut__3,-2.554856998,0.1507827136,1.2460040043,0.0005808492
rpoD__wt__3,0.8826324223,0.1014615864,0.199575453,-0.22350847070000002
rpoN_peptide__ctrl__1,-0.2887336587,0.0327470021,0.102850149,0.0637044503
rpoN_peptide__ctrl__2,-0.029469899100000002,0.0481021751,-0.013116586900000001,0.0156690406
rpoN_peptide__ctrl__3,0.31820355780000004,-0.0808491772,-0.0897335621,-0.0793734909
rpoN_peptide__nminus__1,-0.1073576162,0.13673644840000002,0.1833178252,0.1785238774
rpoN_peptide__nminus__2,-0.0457272379,0.07923360680000001,0.10502927100000001,0.1678548191
rpoN_peptide__nminus__3,0.20842090270000002,0.0144034674,0.125632503,0.081303292
rpoN_peptide__nplus__1,-0.9839876314,-1.632512297,0.9204074874,-0.9979672179
rpoN_peptide__nplus__2,-0.69807275,-1.6693356927,0.8722233494,-1.0859981772
rpoN_peptide__nplus__3,-0.7713338262,-1.6531858744,0.9196255329,-1.0891656204
rpoN_peptide__s54_wt__1,0.2305624496,-0.2182690823,-0.2605130926,-0.0030845069
rpoN_peptide__s54_wt__2,0.1446091361,-0.19587325690000001,-0.21881524570000002,-0.0856139897
rpoN_peptide__s54_wt__3,0.0248831925,-0.2994099301,-0.1996367725,-0.0370968837
rsd__wt_ee__1,-0.0065846355,-0.0842798241,-0.0218931877,-0.1086920816
rsd__wt_ee__2,0.0065846355,0.0842798241,0.0218931877,0.1086920816
rsd__del_rsd_ee__1,0.4503382517,0.0678688308,-0.022291602,0.058327546800000005
rsd__del_rsd_ee__2,-0.1301300232,0.030330043600000002,-0.1379999699,-0.12030315
rsd__del_ssrS_ee__1,-1.4606170003,0.5365988028,0.4968460039,-0.1953865066
rsd__del_ssrS_ee__2,-1.1824938859,0.5911904992,0.260946267,-0.0863479287
rsd__del_rsd_ssrS_ee__1,-1.9755142012,-0.32946598320000003,0.8232925069,-0.2620975874
rsd__del_rsd_ssrS_ee__2,-2.1272122204,-0.6170200674,1.0843213792,-0.3197862573
rsd__del_rpoS_ee__1,0.9706366367,1.0357575523,0.320437378,0.0348336231
rsd__del_rpoS_ee__2,-0.6479237435,0.9608772845,0.30860307130000003,-0.035264928800000005
rsd__wt_me__1,1.1192333438,-0.1932318201,-0.4472397916,1.3497924922
rsd__wt_me__2,2.2280809976000002,-0.24201875890000002,-0.19562166960000002,1.2046506089
rsd__del_rpoS_me__1,1.1803187123,-0.2242368632,0.3647710132,0.8780282038
rsd__del_rpoS_me__2,4.8194462611,-0.2415859193,0.9007768086,0.8131151801000001
rsd__wt_ts__1,1.9584124652,-1.6596404198,-0.43377547790000004,-0.8061226303
rsd__wt_ts__2,0.2986778856,-1.5412069563,-0.7470819658000001,-0.6292702513
rsd__del_rsd_ssrS_ts__1,2.2136971654,-1.6338730553,0.2698687832,-1.5989042147
rsd__del_rsd_ssrS_ts__2,0.28836796540000004,-1.6921309905,0.040959397200000004,-1.7107259248000002
rsd__del_rpoS_ts__1,0.2928569095,0.024751287900000002,0.2583510202,0.24316815490000002
rsd__del_rpoS_ts__2,-0.45861830540000004,0.0278344303,0.28409908300000003,0.35089803350000004
rsd__wt_s__1,0.1176094099,-1.4241152532,-0.6116178508,-1.7479177371999999
rsd__wt_s__2,0.30060296470000003,-1.6590049948,-0.46577073150000003,-1.6314874427000001
rsd__del_rsd_s__1,0.5112129458,-1.8726274564,-0.4359400375,-1.7916764761000001
rsd__del_rsd_s__2,1.0179175106,-1.8730596957,-0.3266104734,-1.7863753928000001
rsd__del_rsd_ssrS_s__1,1.9972128207000002,-1.10328679,-0.10315514910000001,-1.6735628130000002
rsd__del_rsd_ssrS_s__2,3.6771110944,-1.1546180975,0.24713271800000003,-1.7667546818000002
rsd__del_rsd_ls__1,3.2305419618,-2.9067680232,0.5101673736,-2.6987899867
rsd__del_rsd_ls__2,4.997857741,-3.0181921286,0.7762615774,-2.715531577
rsd__del_ssrS_ls__1,3.8368456839,-1.5439177016999999,0.5025751194,-3.0085625719
rsd__del_ssrS_ls__2,3.3719105647,-2.1842734612,0.443072094,-3.4102889405
rsd__del_rsd_ssrS_ls__1,4.6624820207,-1.616189157,1.3965610547,-3.3791962805
rsd__del_rsd_ssrS_ls__2,2.9702074274,-1.5982655594000001,1.1062579455,-3.3891356153
rsd__del_rpoS_ls__1,3.8686495257,-1.5932065020000001,-0.10593177120000001,-2.8197675082
rsd__del_rpoS_ls__2,2.8668344888,-1.2939667953,0.6890494233000001,-2.5076543975
sdsR_ryeA__wt_3h__1,-0.2121694345,0.0834236646,0.1418740902,0.6360514056000001
sdsR_ryeA__wt_8h__1,-2.2627138337,-1.0800252217,0.3073021634,1.5319703017
sdsR_ryeA__wt_3h__2,0.2121694345,-0.0834236646,-0.1418740902,-0.6360514056000001
sdsR_ryeA__wt_8h__2,-2.1321062501,-1.0200857079,0.1336776465,1.2631041084999999
starve_series__t00_growth1__1,0.0978645228,0.023435122500000002,0.10367718320000001,0.1545464236
starve_series__t00_growth1__2,0.1933162307,0.1248516005,0.0682855957,-0.057338121900000004
starve_series__t00_growth1__3,-0.0341689394,0.0692848872,0.1574628415,0.1379334156
starve_series__t00_growth1__4,-0.2570118141,-0.21757161020000002,-0.3294256204,-0.2351417173
starve_series__t01_starve__1,1.9821640699,0.1391748524,-2.0732066798,1.1168219991
starve_series__t01_starve__2,2.8394880799,0.0317638306,-2.1630559027,0.8586059082
starve_series__t02_starve__1,2.4869916953,-0.5801942053,-2.5777403335,1.6548339635
starve_series__t02_starve__2,1.9925270011,-0.6708481182,-2.5660728086,1.6119677219000002
starve_series__t03_starve__1,2.1090179296000002,-0.2977467191,-2.3086063157,1.7759466766
starve_series__t03_starve__2,2.5940616268000003,-0.22816473310000002,-2.8366137006,1.6899649202
starve_series__t04_starve__1,2.4568299153,-0.4658876377,-2.6343160221,1.7521498667
starve_series__t04_starve__2,2.0233760724,-0.4601301404,-2.935528224,1.5779735513
starve_series__t05_starve__1,1.545439362,-0.9132657347,-3.2033073033,1.3415007752
starve_series__t05_starve__2,2.6032445507,-0.9598387660000001,-2.6889464111,1.3390447981
starve_series__t06_starve__1,1.7755665231000002,-1.1240828075,-2.2037008565,1.1060269537
starve_series__t06_starve__2,1.6928312788,-1.1933479101,-2.6777644684,1.1071110746
starve_series__t07_starve__1,1.195912813,-1.4654213975000001,-2.6854615922000002,0.8021708442000001
starve_series__t07_starve__2,1.6555816972000001,-1.2839636258,-2.7862725410999998,0.7059267472
starve_series__t08_starve__1,1.1851680104,-1.5241984337,-2.78482595,0.4724394383
starve_series__t08_starve__2,2.7432210553000003,-1.4587504675,-2.5206630456,0.5407174696
starve_series__t09_starve__1,1.0719272602,-1.6489719420000002,-2.3454906232,0.1360289267
starve_series__t09_starve__2,1.0224640073,-1.7515646770000002,-2.7340714455,0.2379951285
starve_series__t10_starve__1,1.334414458,-1.770421453,-2.3093292985,-0.0043728316
starve_series__t10_starve__2,1.0359562943,-1.7906801929,-2.2320007722,-0.0656868852
starve_series__t11_starve__1,1.9017017307000001,-1.6497521704,-2.4407622604,-0.28347565420000004
starve_series__t11_starve__2,0.7997549378000001,-1.6595707367,-2.4694792573,-0.2521186823
starve_series__t12_starve__1,0.8055920927,-1.5958078438999999,-2.0957317731,-0.5048144990000001
starve_series__t12_starve__2,1.0261081336,-1.5052361202,-1.9120690629000001,-0.5482082886
starve_series__t14_starve__1,0.5983442211000001,-1.2832103901,-2.0690051158,-0.8398626247000001
starve_series__t14_starve__2,0.3304323657,-1.4664207613,-2.0873858624,-0.806533002
starve_series__t16_starve__1,0.6569189183,-1.1202172584,-1.5978744388,-1.1114962008
starve_series__t16_starve__2,0.8634065741,-1.1002127465,-1.9251434971,-1.1928037789000001
starve_series__t17_starve__1,1.7215749383,-1.1087708567,-1.1190374061,-0.9404436693
starve_series__t17_starve__2,1.7139379004,-1.0562763317,-1.3830609575000001,-1.1406371918
starve_series__t18_starve__1,1.8157023167,-1.0770613484,-1.5162795451000002,-1.2416602831
starve_series__t18_starve__2,1.3458323342,-1.3037934838,-1.5503891814,-1.3752685554
starve_series__t20_starve__1,-0.7500733656,-0.6188562966000001,-0.15731815470000002,-0.09002599500000001
starve_series__t20_starve__2,-0.4749267676,-0.685956077,-0.41471656490000003,-0.0876150495
starve_series__t21_growth2__1,0.875302464,-0.9771786215,-0.5279401466,-0.3036415322
starve_series__t21_growth2__2,-0.11566084630000001,-0.7984177568,-0.3718370011,-0.4691272476
starve_series__t22_growth2__1,0.0315205381,0.1972167981,0.3142556172,0.40555176260000003
starve_series__t22_growth2__2,0.0358938901,-0.25833408480000003,-0.21910418410000002,-0.1856444874
starve_series__t23_growth2__1,0.0002314224,-0.07625097460000001,-0.0150258331,0.3528849477
starve_series__t23_growth2__2,-0.2964359979,-0.12687704800000002,-0.1755854054,0.2213565406
starve_series__t25_growth2__1,-0.7041210275,0.4079259133,0.337866006,-0.25968304470000003
starve_series__t25_growth2__2,-0.69922935,0.30098022150000003,0.3004249138,-0.4307552444
starve_series__t26_growth2__1,-0.9995910438000001,0.5016748605,0.45196974100000004,-0.5932692498000001
starve_series__t26_growth2__2,-0.5328731883,0.24660512910000001,0.3486653485,-0.7578976196
starve_series__t27_growth2__1,-0.3407503958,0.6661311877,0.3777514379,-0.49964904660000004
starve_series__t27_growth2__2,0.020607217,0.6329567987,0.4449050432,-0.48060595100000003
starve_series__t28_growth2__1,0.3532704904,0.4183987155,0.09181330530000001,0.1939511429
starve_series__t28_growth2__2,-0.5362425095,0.48370192910000004,-0.0642641354,0.1128322512
time_course__lb_4hr__1,0.3466873748,-0.0066037492,0.0362293462,-0.03970343
time_course__lb_4hr__2,-0.16177469460000002,0.0077228519,-0.1146071843,0.043349020200000005
time_course__lb_4hr__3,-0.1849126801,-0.0011191027,0.0783778381,-0.0036455901000000002
time_course__lb_8hr__1,0.0314406081,-1.3647463804,0.3691031658,0.06310504060000001
time_course__lb_8hr__2,-0.2323332056,-1.380566146,0.4706478665,0.12909565280000002
time_course__lb_8hr__3,-0.6073053894,-1.5210848611999999,0.2882316318,0.0302400721
time_course__lb_24hr__1,0.0249370603,-1.1906271379,-0.2698883785,0.5271158420000001
time_course__lb_24hr__2,1.7567068734,-1.1528320159,-0.4867651197,0.535437752
time_course__lb_24hr__3,2.7274066274,-1.2579894262,-0.49051709590000003,0.5036555267
time_course__lb_72hr__1,-0.5748546506000001,0.9529671083000001,0.3975263103,-0.4057485054
time_course__lb_72hr__2,-0.0431378412,0.9658081033,0.31485899710000004,-0.2807035846
time_course__lb_72hr__3,-0.4407480885,1.1082667562,0.4634317818,-0.1246595662
time_course__lb_144hr__1,2.6131978437,0.4603158248,0.1364825314,0.7790002719
time_course__lb_144hr__2,2.1494433696,0.3963233387,0.1798800872,0.6999349634
time_course__lb_144hr__3,2.3880489498,0.1587720879,0.0861333152,0.4786701351
time_course__lb_192hr__1,1.8859678537,0.4995220433,0.4838394022,0.1068368375
time_course__lb_192hr__2,3.0142966719,0.7128912778000001,0.4276799886,0.2029498756
time_course__lb_192hr__3,0.3342943995,0.18456944620000001,0.7239735119,0.1621843673
triclosan__wt__1,-1.5333429857,-0.23651794610000001,-0.30605453400000004,-0.0567956082
triclosan__wt__2,-1.7588706362000002,-0.0638936618,-0.0889695947,-0.0842381046
triclosan__wt__3,3.2922136219,0.3004116079,0.39502412870000003,0.1410337127
triclosan__evo_amx_tcs__1,-1.2268969762,-0.36936284280000004,-0.0805456387,0.1567187139
triclosan__evo_amx_tcs__2,4.710520311,0.0483945025,-0.0124568696,0.2017226211
triclosan__evo_amx_tcs__3,-1.5175689182,0.1697071903,-0.2442699956,0.2743984749
triclosan__evo_chl_tcs__1,-1.7569589605,0.0819766386,-0.380425173,0.1592300377
triclosan__evo_chl_tcs__2,-1.6356406460000001,0.0312762479,-0.4305290043,0.1874160565
triclosan__evo_chl_tcs__3,-1.6480328052000002,-0.0104577294,-0.3858324822,0.2615651699
triclosan__evo_tet_tcs__1,-1.7018176374,0.26916821550000003,-0.9369859692,0.6899777115
triclosan__evo_tet_tcs__2,-2.3653129162,0.0222155,-0.09664484990000001,0.5527966582
truHMM__48C_15m__1,1.6954895766,-0.2181308123,0.5925571335,0.10008737000000001
truHMM__48C_15m__2,0.7058420630000001,-0.20736263130000002,0.619626829,0.0794890836
truHMM__48C_15m__3,1.039638658,-0.3580729292,0.1886523487,-0.4072553097
truHMM__48C_30m__1,2.6472234262,-1.1019684904,0.1265133129,-0.5189923574
truHMM__48C_30m__2,2.7199314660000002,-1.1014998148,0.053060175200000004,-0.5126357698
truHMM__48C_60m__1,2.2544258479,-1.7909618398,-0.4557014756,-0.6679710335
truHMM__48C_60m__2,2.3562860328,-1.7921226591,-0.4387939402,-0.6757522469
truHMM__phos_0h__1,-0.0520425599,-0.0064831920000000005,0.06820943460000001,-0.0012272866
truHMM__phos_0h__2,0.0520425599,0.0064831920000000005,-0.06820943460000001,0.0012272866
truHMM__phos_2h__1,1.0920251775,-0.5172351907,-0.8813213779,0.6646104637
truHMM__phos_2h__2,1.192337868,-0.4930876744,-0.8361277813,0.6620923325
truHMM__phos_4h__1,2.1567725639,-1.5109077319000002,0.4583188057,-0.1116231548
truHMM__phos_4h__2,1.5577978188000001,-1.546671549,0.2835577877,-0.1177134277
