,A,Crp,PlaR,ihfB
mercury__ctrl_t60__1,0.4508897381,0.8951937533000001,0.0030428637,1.1480823992
mercury__hg_t10__1,-0.17947735880000001,1.5099593280999999,0.576511738,0.553251837
mercury__hg_t30__1,-0.37089611370000003,1.6124665533,1.3397900071,2.2675264486
mercury__hg_t60__1,-0.6060403021,1.3859830142,1.2595554660000001,2.6073396528
mercury__pma_t10__1,1.1809241806,0.8754740065000001,1.0345769362,1.1005582828
mercury__pma_t30__1,0.8416716536000001,0.7672332111,1.2439506954,1.4531342244
mercury__pma_t60__1,-0.5689866965,0.2108640436,0.1810631281,0.3869285342
mercury__ctrl_t00__2,-0.4447123504,0.0010693687,0.07253503160000001,0.06269682730000001
mercury__ctrl_t10__2,0.0669683492,0.25878484220000003,-0.16504791100000002,0.0100486958
mercury__ctrl_t30__2,0.4194042559,0.7206174857000001,-0.1809806859,0.5188256616
mercury__ctrl_t60__2,0.7507818137000001,0.9635479732000001,0.0334025311,1.1551031202
mercury__hg_t10__2,0.7020623722,1.4192736061,0.6150492275,0.9031231929
mercury__hg_t30__2,0.21517620240000002,1.4553969738,1.4148535807,2.3014184749
mercury__hg_t60__2,-0.7740007074,-0.0283162313,0.1643147398,0.8161729794
mercury__pma_t10__2,0.8795619197000001,0.8151339384,1.1303144902,1.18477867
mercury__pma_t30__2,0.37699126590000004,0.8881257601,1.3093731144,1.4069757974
mercury__pma_t60__2,-0.3995402349,0.41748972510000004,0.3219884487,0.4216682631
mercury__ctrl_t00__3,0.3516418667,-0.0303467213,0.0907884672,0.1267919893
mercury__ctrl_t10__3,0.1558614244,0.12400269800000001,-0.12314189700000001,0.0051995689
mercury__ctrl_t30__3,0.2053654596,0.7564198440000001,0.2468798694,0.8339415168000001
mercury__ctrl_t60__3,0.5154376704,0.803622138,0.31164995170000004,0.9644064039
mercury__hg_t10__3,0.0266055958,1.7832128196,0.42918380170000003,-0.8350756355000001
mercury__hg_t30__3,0.3267955421,1.5344472761999999,1.3068285991,1.9415273842
mercury__hg_t60__3,-0.7539357724,0.7437536825000001,0.6390383363000001,1.9147132720000002
mercury__pma_t10__3,1.3340150795999999,1.0075067504,1.1639392726,1.1322130394
mercury__pma_t30__3,1.3250638874,0.9965341975,1.3127197395,1.5095176118
mercury__pma_t60__3,-0.18660222880000002,0.6395112446,0.2222334477,0.6635232554
ml_abx__az_lolcde__1,-0.42155400070000004,0.3949028114,0.4375466529,0.48992119580000004
ml_abx__az_lolcde__2,-0.084510469,0.0860060487,0.058180877000000006,0.3120800843
ml_abx__az_lolcde__3,-1.0401009223,0.3337373743,0.0481046132,0.1877009152
ml_abx__b01__1,-0.5852205851,0.5086181453,0.5294731489,0.0630767935
ml_abx__b01__2,-0.1471440062,0.4866754022,0.3873401971,0.0691725602
ml_abx__b01__3,-0.6565463300000001,0.48643220260000003,0.0628690533,-0.1545204794
ml_abx__cro__1,-0.1367415182,0.3779114022,0.18530673420000002,0.1929939407
ml_abx__cro__2,-0.3068111999,-0.0306841953,0.17435490280000002,0.0693341213
ml_abx__cro__3,0.0075390303,-0.2753034439,-0.6400834139,-0.4425272645
ml_abx__chl__1,0.9596852018,-1.7807047438999999,-0.7887638326,-1.2325982184
ml_abx__chl__2,1.2254513617,-1.6147351356000001,-1.0830358937,-0.9705946505
ml_abx__chl__3,1.4388185776,-1.7049606803000001,-1.0340457359,-1.0401167738
ml_abx__cip__1,-0.40935088480000004,0.468238231,0.2025328475,-0.1261411765
ml_abx__cip__2,-0.4816398718,0.26436147200000004,0.4174408832,-0.1977983036
ml_abx__cip__3,-0.0181755771,-0.3907059673,-0.4396568383,-0.5428522547
ml_abx__clr__1,1.003128362,-2.0145250609,-0.7828649573,-0.7008032636
ml_abx__clr__2,0.4781999934,-1.8700479492,-0.816429607,-0.9762081964
ml_abx__clr__3,1.1656073357,-1.9839799046,-1.2449362882,-1.2619941227
ml_abx__cst__1,0.39387826340000004,0.4841423467,0.1321494696,0.2438998293
ml_abx__cst__2,0.0289069563,0.1252630897,0.0901229452,0.26576712140000003
ml_abx__cst__3,0.1723141793,0.2504433165,0.2500959125,0.0780191361
ml_abx__ctrl__1,0.1263369936,0.3181897135,0.195072021,0.1598698194
ml_abx__ctrl__2,-0.0710568433,0.33640730560000004,0.2255632479,0.10642429290000001
ml_abx__ctrl__3,-0.0833047221,0.1284474774,0.2617870074,0.0510856679
ml_abx__ctrl__4,-0.5735744916000001,0.0423286529,0.297118996,0.1552387405
ml_abx__ctrl__5,0.335556583,-0.3692971329,-0.3700206466,-0.26248649690000003
ml_abx__ctrl__6,0.2660424804,-0.4560760166,-0.6095206256,-0.2101320238
ml_abx__dox__1,1.0073361572,-2.1031438757,-0.6934038465,-0.9780117109
ml_abx__dox__2,0.8817872514,-1.9587539556,-1.036595677,-1.1075124308
ml_abx__dox__3,1.0891668782,-2.0893289722,-1.0877867365,-0.8407783841
ml_abx__glob__1,-0.13078718420000002,0.40077032360000003,0.08142065650000001,0.4302949447
ml_abx__glob__2,-0.15974884320000002,0.19451078430000002,0.10406451970000001,0.45006282140000003
ml_abx__glob__3,0.0237234353,-0.3027589365,-0.3982376224,-0.0423093921
ml_abx__lvx__1,-0.0600184641,0.8486849750000001,-0.13757128570000002,-0.0001481002
ml_abx__lvx__2,-0.2330090853,0.3938793786,-0.0059218546,-0.0816094765
ml_abx__lvx__3,0.47162003690000004,0.148786522,-0.6013760534,-0.5324568165
ml_abx__mec__1,-0.2156231643,0.3369699572,0.1000008396,0.0603716803
ml_abx__mec__2,-0.43010011070000004,0.013751511800000001,-0.0373549197,-0.0438065497
ml_abx__mec__3,-0.268588143,-0.22974107400000002,-0.059967400100000005,-0.148872566
ml_abx__mem__1,-0.20130848140000002,0.35225783860000004,0.0126812309,0.0852196846
ml_abx__mem__2,-0.4002482664,-0.0962918605,0.2595178195,0.2616348697
ml_abx__mem__3,0.264808131,-0.4193098364,-0.3461967602,-0.22487712710000002
ml_abx__nit__1,0.39399350040000003,-0.4561378538,-0.3226792123,-0.6054230973
ml_abx__nit__2,0.8733544132000001,-0.3239561219,-0.3590344273,-0.8637874091000001
ml_abx__nit__3,1.5291727093,-0.5009096485,-0.5912909144,-0.9109242801
ml_abx__ntx__1,3.8476244468000003,-1.0066348399,0.2684260677,-1.2585341307
ml_abx__ntx__2,4.2867309213,-0.9472326698,0.4808517149,-0.8879509193
ml_abx__nor__1,0.1645544199,0.8071856029000001,-0.2440266744,-0.0597636964
ml_abx__nor__2,-0.380134896,0.4894051802,-0.0106124818,-0.28464656250000003
ml_abx__nor__3,0.6701520001,0.12325169,-0.6920368106,-0.5346203111
ml_abx__pb__1,0.8673545827,0.5965313259,0.3619066593,0.6518911327
ml_abx__pb__2,0.3897763857,0.4467565101,0.3485042164,0.6072186340000001
ml_abx__pb__3,0.4028115204,0.5066551433,0.2979693708,0.3657176294
ml_abx__tmp__1,-0.3565164132,-0.4180190307,-0.061989843100000004,-0.02917652
ml_abx__tmp__2,0.2983129516,-1.1217666797,-0.4803635654,-0.23585785620000002
ml_abx__tmp__3,0.9359366705000001,-1.5654300289,-0.7742077705,-0.5612001768
mut_abx__del_mutS_000nor__1,-2.6822674472,-0.10736737830000001,-0.14375191210000002,0.060368359
mut_abx__del_mutS_000nor__2,1.2264972231,-0.0089077731,-0.18049956,0.0980568742
mut_abx__del_mutS_000nor__3,1.4557702241000001,0.1162751514,0.3242514721,-0.15842523320000002
mut_abx__del_mutS_125nor__1,-1.7083517135,0.16900614320000001,-0.293339458,0.4819642736
mut_abx__del_mutS_125nor__2,-2.7102305307,0.0010292434000000001,-0.3376242541,0.2029865342
mut_abx__del_mutS_125nor__3,-3.2149936894,-0.1128774423,-0.33460599750000003,0.3828531532
mut_abx__del_mutS_250nor__1,-3.8649171668999998,-0.0133986869,-0.4370116294,0.4431344042
mut_abx__del_mutS_250nor__2,-0.4033657458,0.1636110552,0.0281298096,0.3142653859
mut_abx__del_mutS_250nor__3,-4.2604407879,-0.331696997,-0.7059301357000001,0.353931784
mut_abx__del_mutS_375nor__1,-4.1993428534,-0.038234619500000004,-0.5270218005,0.9571972367
mut_abx__del_mutS_375nor__2,0.6208832701,0.0085680138,0.1255699209,0.8032238378000001
mut_abx__del_mutS_375nor__3,-3.9738765129,0.11367215480000001,-0.3011837996,0.7668903689000001
mut_abx__del_mutS_500nor__1,-4.4230059702,0.3878004733,-0.0719347898,0.5037775474
mut_abx__del_mutS_500nor__2,-4.4701164362,0.3784077044,-0.0712635514,0.7364907105
mut_abx__del_mutS_500nor__3,-4.0423613704,0.6438706029,-0.2047602725,0.6726571582
mut_abx__del_mutS_625nor__1,-2.3534731203,1.4015203867000001,0.4252045564,0.5152526936
mut_abx__del_mutS_625nor__2,-3.8675538333,0.8077489953,0.24195801990000002,0.1153497319
mut_abx__del_mutS_625nor__3,-3.7076446089,0.7167135879000001,0.0797958544,0.7243962992
mut_abx__del_mutS_750nor__1,-4.9592916557,0.8733453174,0.2780030888,0.7593061593
mut_abx__del_mutS_750nor__2,-5.5486614846,0.7318804379,0.4316666826,0.5242804382
mut_abx__del_mutS_750nor__3,-4.548865857,0.7265351033,-0.0484748095,0.9815566684
mut_abx__del_mutS_875nor__1,-4.6812045939,0.5601250011000001,0.6312089755,-0.0001521814
mut_abx__del_mutS_875nor__2,-5.0447296095,1.1423196373,0.1960427818,0.5757985535
mut_abx__del_mutS_875nor__3,-4.6619688798,0.8770837162,0.4410771828,0.3371318185
nit_yeaG__wt_Nminus__1,-0.5446269171,-0.4060248421,0.45320593010000004,-0.5007759714
nit_yeaG__wt_Nminus__2,0.5446269171,0.4060248421,-0.45320593010000004,0.5007759714
nit_yeaG__wt_Nplus__1,-0.0157837121,-1.860802321,3.1842207073,-1.6563278604
nit_yeaG__wt_Nplus__2,1.565330283,-1.9932080196,0.47395238230000003,-0.2461351782
nit_yeaG__del_yeaG_Nminus_24h__1,4.4997385635,-3.95744986,3.771104875,-3.9178110457
nit_yeaG__del_yeaG_Nminus_24h__2,0.30809266700000004,-2.376849187,0.8858889327,-0.7681829775
nit_yeaG__del_yeaG_Nminus_24h__3,0.8633208869000001,-2.4414347629,0.6950048032,-1.7039632644
nit_yeaG__del_yeaG_Nminus__1,0.125272106,-0.11143317250000001,0.283025219,-0.041942860900000004
nit_yeaG__del_yeaG_Nminus__2,0.7849261150000001,0.4939784118,-0.3291061464,0.3862513167
nit_yeaG__del_yeaG_Nplus__1,0.8443560560000001,-1.9613924773,3.068769975,-1.6309964514000002
nit_yeaG__del_yeaG_Nplus__2,1.6207592077,-2.2687520043,0.36312941660000003,-0.5621866136
opex__amp__1,1.8105396209,-0.0257376573,0.3053195627,-0.084812413
opex__amp__2,-0.9843552032,0.0299666606,-0.2074951975,0.0775940907
opex__amp__3,-0.9643777216,-0.11910927560000001,0.0692233001,-0.042322507700000005
opex__bak_amp__1,-0.3018565151,-0.14152359080000002,0.0171343265,-0.0140114466
opex__bak_amp__2,-1.9667894625,-0.0528646626,0.11747493170000001,-0.4642097563
opex__bak_amp__3,-1.6588673251000001,0.0466087293,0.3204027311,-0.4784035855
opex__bak_kan__1,0.42285539720000004,0.0888972367,0.3648104196,-0.42735156090000004
opex__bak_kan__2,-1.5200420995,-0.1208458188,0.11619067270000001,-0.0779423119
opex__bak_kan__3,-1.2028530284,-0.1901082408,0.260928742,-0.6195760006000001
opex__bak_nor__1,-1.9245161542,0.4066410972,0.5737463849000001,-0.3433876866
opex__bak_nor__2,-0.8420467736,0.3008384148,0.6403571798000001,-0.1475112025
opex__bak_nor__3,-1.1631550132,0.1735871826,0.4965105804,-0.6298423437
opex__bak_rif__1,-2.2967186010000002,-0.21953675190000002,0.0063301757,0.6338068189
opex__bak_rif__2,0.1121316242,-0.3706386875,0.20912691500000002,0.4391318018
opex__bak_rif__3,2.1254858933,-0.46689314190000003,0.31348879,0.7244082714000001
opex__chx_amp__1,-1.5489284023,-0.0494673563,0.28768813,-0.4053078899
opex__chx_amp__2,2.2829520761,0.0487355099,0.4198223565,-0.18836252520000002
opex__chx_amp__3,-1.8365305475,0.0882736573,0.2787869753,-0.1237769883
opex__chx_kan__1,-1.0921571748,-0.125182064,0.1648379837,-0.0138349886
opex__chx_kan__2,-2.075936946,0.010558977,0.3103667893,-0.036975938800000004
opex__chx_kan__3,-1.6307816625,0.0951398358,0.1482047625,0.0442349812
opex__chx_nor__1,-0.2509542919,0.1194905215,0.2433838131,-0.19253076600000002
opex__chx_nor__2,-0.9801913747000001,0.2237150322,0.250988885,-0.1601288682
opex__chx_nor__3,-1.2619643929,-0.1184232803,0.0012641403,-0.1776042005
opex__chx_rif__1,-1.5628921377,-0.0704396684,0.09402238680000001,-0.1861179916
opex__chx_rif__2,-0.9570903082000001,-0.0825438107,0.21340206050000002,-0.06887362200000001
opex__chx_rif__3,-1.4906601193,0.0036720471,0.0341206317,0.1082056015
opex__ctrl__1,-0.24736155010000002,0.0579740377,-0.177866576,-0.0224441747
opex__ctrl__2,0.46066744,-0.0560469805,-0.07627455870000001,0.021606741000000002
opex__ctrl__3,-0.21330588990000002,-0.0019270572,0.2541411348,0.0008374337000000001
opex__etoh_amp__1,1.3302857621,0.0772652949,0.1005969646,-0.22302032330000002
opex__etoh_amp__2,3.4388281359,-0.0181962037,0.307265975,-0.3310885398
opex__etoh_amp__3,0.24491159310000002,0.29333133570000003,0.3466767771,-0.1373778639
opex__etoh_kan__1,0.201826627,0.038003208600000005,0.3591856765,-0.3089271984
opex__etoh_kan__2,1.0038315583,0.055199946900000005,0.1481890727,-0.3751403875
opex__etoh_kan__3,-1.5456805118,0.0970352661,0.2235496885,-0.35927630110000003
opex__etoh_nor__1,1.3789623224,0.14530002960000002,0.20453484330000002,-0.2831652334
opex__etoh_nor__2,1.4203561781,0.1482510961,0.364988918,-0.30565209730000004
opex__etoh_nor__3,3.7114783413,0.22872318360000002,0.22128438420000002,-0.1649472242
opex__etoh_rif__1,-0.11904371130000001,-0.1834415272,0.0022017049,-0.28876107500000003
opex__etoh_rif__2,-0.39483968410000003,-0.291745723,-0.2941881281,-0.1683449834
opex__etoh_rif__3,3.5572683498,-0.2070583333,0.38276280430000004,-0.2314229684
opex__glual_amp__1,-1.1640364246,-0.28640995810000003,-0.1391277812,-0.3804158465
opex__glual_amp__2,1.6394903332,-0.2561673142,0.1383651631,-0.43254768730000004
opex__glual_amp__3,0.2521289061,-0.2033869971,0.1687825396,-0.47594558400000003
opex__glual_kan__1,-1.4673356024,-0.191489569,-0.0070715711,-0.4337757418
opex__glual_kan__2,-1.2334716189,-0.29996488930000004,0.0391388186,-0.3881447745
opex__glual_kan__3,-1.0221242365,-0.2739975689,-0.2151346958,-0.36133040980000003
opex__glual_nor__1,0.8922618027,-0.2739867065,-0.0058207752,-0.46957636300000005
opex__glual_nor__2,-1.5227550072,-0.1411955001,0.2148283444,-0.5353644925000001
opex__glual_nor__3,-1.2540791687000001,-0.3968922552,0.068657068,-0.5186915861
opex__glual_rif__1,0.2646410031,-0.7714632805,-0.1547834709,0.2400147644
opex__glual_rif__2,0.0521822859,-0.9445177907000001,0.0147798728,0.44819666340000003
opex__glual_rif__3,1.3443288204,-0.6936953239,-0.0327622876,0.4468453249
opex__h2o2_amp__1,1.6095535148,-0.2741151042,-0.0417180422,0.4415703293
opex__h2o2_amp__2,0.4676664199,-0.2107467671,0.0563031385,0.6135876381
opex__h2o2_amp__3,-0.21705141490000002,-0.2945587492,-0.2215975655,0.42436464420000003
opex__h2o2_kan__1,-0.41002468210000004,-0.14377662900000002,-0.2721252379,0.5400611031
opex__h2o2_kan__2,1.8193098754,-0.1917551074,0.1933854398,0.4933860419
opex__h2o2_kan__3,4.7902350158,-0.31899979570000003,-0.0332441086,0.37908711900000003
opex__h2o2_nor__1,0.0056032074,-0.1429422108,0.1870863347,0.36907357900000004
opex__h2o2_nor__2,0.4836831434,-0.1039371872,-0.1858154697,0.3505435283
opex__h2o2_nor__3,4.3348025888,-0.2057577352,0.3317014528,0.39564916710000003
opex__h2o2_rif__1,2.901522535,-1.6721229036,-0.6388327157,0.5200092958
opex__h2o2_rif__2,5.6881094768,-1.4822713578,-0.4327393828,0.4729345917
opex__h2o2_rif__3,4.4614815621,-1.6233641556,-0.54647132,0.4579469567
opex__ippoh_amp__1,0.1201573048,0.34011186720000003,0.49188001750000004,-0.0627419932
opex__ippoh_amp__2,-0.370315973,0.31661900600000004,0.1838619165,-0.09502500230000001
opex__ippoh_amp__3,1.8791290941,0.2924930122,0.4411296114,-0.18667030380000002
opex__ippoh_kan__1,-0.22365110470000002,0.20629760900000002,0.20869336930000001,-0.1944902533
opex__ippoh_kan__2,2.5053795488,0.1434163886,0.4517847769,-0.2096595363
opex__ippoh_kan__3,-1.2413449278,0.1449923987,0.4080318365,-0.2387935954
opex__ippoh_nor__1,-0.0516962454,0.2342972617,0.17566144050000002,-0.1382739704
opex__ippoh_nor__2,-0.6871985293,0.1925245619,0.1477393404,-0.16827474750000002
opex__ippoh_nor__3,6.3451325957,0.290042195,0.5602274153,-0.2240580181
opex__ippoh_rif__1,-1.3402431241000001,-0.2225034427,-0.14208907780000002,0.0802453139
opex__ippoh_rif__2,-1.6083598618,-0.3319244188,-0.26938632020000003,-0.1183887934
opex__ippoh_rif__3,-0.4970038436,-0.2142957861,-0.3795406616,-0.025469672800000002
opex__kan__1,0.6021309682,-0.0727186524,-0.15114698540000002,0.160108622
opex__kan__2,0.062158849700000005,-0.1325552437,-0.071300216,0.0913786652
opex__kan__3,-0.1533983082,-0.0093774403,-0.09220924350000001,0.08713161330000001
opex__nor__1,-1.0511625808,-0.0963017972,0.0789883354,-0.14171233730000002
opex__nor__2,2.5932628155,-0.0690723906,0.0761781915,0.0068616055
opex__nor__3,0.2228359078,0.0350324265,0.2568154434,-0.0195510581
opex__paa_amp__1,-1.101229941,-0.10606712300000001,-0.19120215810000002,-0.023014222900000002
opex__paa_amp__2,0.33888938690000003,-0.08314191180000001,0.1195476801,-0.1876572891
opex__paa_amp__3,-0.5901909609,-0.030255880500000002,0.029955772500000002,-0.0620073046
opex__paa_kan__1,-0.0321627641,-0.5907121801,-0.0357957655,0.7190900909
opex__paa_kan__2,-0.6122726767000001,-0.5373274114000001,0.0155123528,0.5887061862
opex__paa_kan__3,-0.4998250723,-0.5783336185,-0.2466437574,0.7095000117
opex__paa_nor__1,-2.322465536,0.0407122211,0.20102230910000002,-0.1574706197
opex__paa_nor__2,-1.2010224829,-0.0296138498,-0.1037733655,-0.21882918680000002
opex__paa_nor__3,-2.0148195146,0.0195569859,0.2289872464,-0.34836482760000004
opex__paa_rif__1,0.1869739384,-0.7292056332,0.0723170939,0.7148997064
opex__paa_rif__2,0.6222505388,-0.696285915,-0.0397920059,0.7145323323
opex__paa_rif__3,0.053272817300000004,-1.0564224947,-0.1565833221,0.5635495845
opex__phenol_amp__1,-0.521773617,-0.0794728993,0.092728431,-0.1934681023
opex__phenol_amp__2,0.3221964967,-0.1805611668,0.09547736650000001,-0.0119163311
opex__phenol_amp__3,0.675407642,-0.1544384115,0.2731853079,-0.09886101530000001
opex__phenol_kan__1,-1.8602951225000002,-0.18919337260000002,0.0535956277,-0.0130470859
opex__phenol_kan__2,-2.5384014625,-0.29911423600000003,0.0836875655,-0.2173782472
opex__phenol_kan__3,-1.9383872242,-0.163664422,0.0222206596,-0.043269987100000004
opex__phenol_nor__1,-3.9616227721,-0.1706452057,0.2491645157,-0.43113473900000004
opex__phenol_nor__2,-2.0973816317,-0.0065019301,0.08934952980000001,-0.029401130100000002
opex__phenol_nor__3,0.0871836173,-0.18035648640000002,0.18890933510000002,-0.6996561232
opex__phenol_rif__1,0.5478024582000001,-1.1344697468,-0.11831236,0.5665371013
opex__phenol_rif__2,0.7676942644,-0.9830774505000001,0.1474435685,0.43082166600000005
opex__phenol_rif__3,1.392255395,-1.1040875946,-0.5366884853,0.49874303670000003
opex__pvpi_amp__1,-1.4286808016,-0.0633550417,-0.054699929200000004,0.1787871282
opex__pvpi_amp__2,-1.2510765072,-0.0233358193,0.0658673313,0.2498687265
opex__pvpi_amp__3,-1.186923738,-0.0186793965,0.09522857480000001,0.20769369140000002
opex__pvpi_kan__1,2.434077381,-0.010088120800000001,0.1070216737,0.2915922435
opex__pvpi_kan__2,-0.45392752480000004,-0.0220803095,-0.0518785854,0.0753791033
opex__pvpi_kan__3,-0.0156602854,-0.006971406,0.0886588538,0.2056216227
opex__pvpi_nor__1,-1.0540202399,0.0043966387,0.031579028700000004,0.07527393760000001
opex__pvpi_nor__2,-0.6326282362,0.1668676485,0.2559475497,0.0978663196
opex__pvpi_nor__3,-0.315033367,0.1832898366,0.016348775,-0.0866408026
opex__pvpi_rif__1,1.4254950349,-0.8509373182000001,-0.48547061150000004,0.7554847077
opex__pvpi_rif__2,1.5262947458,-1.0133410348,0.0479451652,0.7890987312000001
opex__pvpi_rif__3,1.978924314,-0.8552114418000001,0.0234316823,0.6352844664
opex__rif__1,3.885443708,-1.0991152194,-0.26894733120000003,0.7496321689000001
opex__rif__2,4.3317391334,-0.7051006932,-0.0973005331,0.7750268969
opex__rif__3,2.2367106045,-0.929753295,-0.0606091256,0.7101493076000001
opex__naocl_amp__1,0.7424693176,-0.0408171479,0.0761144037,-0.1732709832
opex__naocl_amp__2,1.4452668804,-0.17322884830000002,0.1690083013,0.0125798188
opex__naocl_amp__3,0.2141768536,-0.17670345610000002,-0.1528604867,-0.12569989680000002
opex__naocl_kan__1,-0.3007661913,-0.1133158625,0.0505464156,-0.0024633896
opex__naocl_kan__2,0.27323299700000003,-0.0346631081,0.0323648821,-0.107284845
opex__naocl_kan__3,-1.229097464,-0.1636875546,-0.10366164580000001,-0.0378164496
opex__naocl_nor__1,-0.9923187391,0.0453136418,0.1753170573,-0.1266555151
opex__naocl_nor__2,-1.5103834605,0.1758445305,0.17890143600000002,-0.18342158690000002
opex__naocl_nor__3,-0.3042047221,0.16750353580000002,0.3777767561,-0.286782287
opex__naocl_rif__1,1.0677990098,-0.8846690774,0.0985784702,0.5930766829
opex__naocl_rif__2,1.2340676386,-1.0415023493,-0.0309981455,0.6294067863
opex__naocl_rif__3,0.7316270876000001,-0.7368803165000001,0.1494499803,0.7170134595000001
phage_lysogen__wt_ctrl__1,0.29386950640000004,-0.1131082358,0.0066245963000000005,-0.0260689406
phage_lysogen__wt_ctrl__2,0.1070461968,-0.15099738340000002,-0.1595616742,0.055185875700000005
phage_lysogen__wt_ctrl__3,-0.40091570330000004,0.26410561920000003,0.1529370779,-0.0291169351
phage_lysogen__O104_H4__1,-0.0761851706,-0.3440473148,-0.13093469970000002,0.2378195673
phage_lysogen__O104_H4__2,0.2672015383,0.10436316620000001,0.08097925040000001,-0.1466596712
phage_lysogen__O104_H4__3,-0.6150244562,0.4952732845,0.11210742480000001,-0.07116623100000001
phage_lysogen__O157_H7_PA8__1,0.0496199739,-0.32192762610000003,-0.22132526400000002,0.2144886863
phage_lysogen__O157_H7_PA8__2,0.0722520709,0.32229741440000004,-0.09302267160000001,-0.1162119773
phage_lysogen__O157_H7_PA8__3,-0.2400549388,0.6368160699000001,-0.0299942418,0.0478665062
