,A,BetI,ArcA,Cra
phage_resist__wt__4,0.4834238749,0.6456142861,0.238603797,0.4912943476
phage_resist__ygbE_oe__2,1.1978891912,0.7931171365,-0.6188908344,0.2953870599
phage_resist__ygbE_oe__3,1.5556642756999999,0.8705232071000001,-0.5476349758,0.5452071722
phage_resist__ygbE_oe__4,1.3697968802,0.7799509617,-0.5547466482,0.31160570930000003
phage_resist__yahA_oe__1,-1.2733684937,0.40415744200000003,0.39890568,0.1301580218
phage_resist__yahA_oe__2,-1.3285986719,0.40321768090000004,0.4232890375,0.0528553927
phage_resist__yahA_oe__3,-1.3959822519,0.3472613981,0.4018782829,0.0871446503
phage_resist__yrfF_ko__1,0.6434973042000001,0.7169946929000001,0.039621208500000005,0.9807337260000001
phage_resist__yrfF_ko__2,1.8665862578999999,1.2254736748,0.2716691263,1.3282708135
phage_resist__yrfF_ko__3,0.37253547000000004,0.5226551197,0.0246632748,0.688691999
pollution__wt_ctrl__1,0.42235044120000004,0.3347390343,0.0448693536,0.1796494563
pollution__wt_ctrl__2,-0.2824893244,-0.45763078,0.0930905695,0.037576712000000005
pollution__wt_ctrl__3,-0.13986111680000002,0.1228917457,-0.1379599231,-0.2172261683
pollution__wt_urban__1,2.2784577445,0.8614066746,-0.5457864885,-0.8388263528000001
pollution__wt_urban__2,1.2548219713,0.7003467166,-0.4753633935,-0.6128652595
pollution__wt_urban__3,1.4198248002,0.6911827832,-0.19267576560000002,-0.7317795944000001
pollution__wt_diesel__1,2.9251361823,1.7633217824,0.2041435115,-0.8485566041
pollution__wt_diesel__2,-0.2562766883,0.1615792946,0.27431298800000004,-0.3351232154
pollution__wt_diesel__3,0.0319321221,0.09437852740000001,0.22746084330000002,-0.3418438125
pollution__evo_diesel__1,-2.3910332629,-0.4924850328,-0.4405345269,-1.0908188988
pollution__evo_diesel__2,-1.8381304192,-0.0340131178,-0.2830870253,0.3207930571
pollution__evo_diesel__3,-2.3219311439,-0.2759769573,-0.3873081933,-0.1398424733
ppGpp__wt_relAtrunc_00m__1,0.3478042886,0.2481444699,0.1620239536,-0.2592567159
ppGpp__wt_relAtrunc_00m__2,0.4574355812,0.20041190450000002,0.12471851810000001,0.11566217940000001
ppGpp__mut_delrelA_10m__1,3.0267512605,1.0038661587,1.3063350111,-0.5626612781
ppGpp__mut_delrelA_05m__1,2.0992674315,0.7381288312000001,1.0700722438,-0.8290559164
ppGpp__mut_delrelA_10m__2,1.4175584631,0.7145119113,1.3110525301,-1.04370329
ppGpp__mut_delrelA_10m__3,2.7491738649,1.2635977476,1.4065528255,-0.6798733629
ppGpp__mut_delrelA_00m__1,1.9020772308,0.6072334723,0.7048026657,-0.6281157941000001
ppGpp__mut_delrelA_00m__2,2.1996421704999998,0.8551801343000001,0.4601408712,-0.8460730274
ppGpp__mut_delrelA_05m__2,2.6583854707,0.8631403465,0.9813567482000001,-0.6824705723000001
ppGpp__mut_delrelA_05m__3,3.155966952,1.0917836598,1.0470302386,-0.6906080928
ppGpp__mut_delrelA_00m__3,2.5750918222,0.7999303731,0.563147705,-0.49089214010000004
ppGpp__wt_delrelA_10m__1,1.8980061218,1.3127834847,2.2553511942,0.3307851563
ppGpp__wt_delrelA_05m__1,2.279208577,1.3193324878000001,1.453166348,0.5169309910000001
ppGpp__wt_delrelA_05m__2,2.7030533065,1.6672538466,1.5121257571,0.5740156375000001
ppGpp__wt_delrelA_10m__2,2.5389283723,1.7024437718,2.2442103555,0.5002906692
ppGpp__wt_delrelA_10m__3,2.6390176083,1.6331122344,2.289547288,0.5231524178
ppGpp__wt_delrelA_00m__1,-0.2689596415,0.0085315226,0.07823853530000001,0.0746621029
ppGpp__wt_delrelA_00m__2,0.31774795840000003,0.0704549278,-0.0595165218,0.027528908100000003
ppGpp__wt_delrelA_05m__3,3.0997032357,1.6992672093999999,1.4546496266,0.6399352797
ppGpp__wt_delrelA_00m__3,-0.0487883169,-0.0789864504,-0.018722013500000002,-0.10219101100000001
ppGpp__mut_relAtrunc_10m__1,1.9730657648,0.7158194049000001,0.9007452943,-0.6730849749000001
ppGpp__mut_relAtrunc_05m__1,0.8758123007,0.24661670870000002,0.7772417636000001,-0.9503321387
ppGpp__mut_relAtrunc_05m__2,1.6077230353,0.4530360933,0.8209610593000001,-0.5423239007
ppGpp__wt_relAtrunc_10m__1,0.9184846567,0.4314502496,0.6236913775,-0.1677205514
ppGpp__wt_relAtrunc_10m__2,0.5876615674,0.0922362436,0.6223916111000001,-0.0781768803
ppGpp__wt_relAtrunc_10m__3,0.6920435027,0.0288875235,0.5376040695000001,-0.17960757430000002
ppGpp__mut_relAtrunc_00m__1,2.0830750786,0.6922106576,0.6762737721000001,-0.5238685244
ppGpp__wt_relAtrunc_00m__3,0.08473140970000001,-0.1822995256,0.201879105,-0.1186264588
ppGpp__wt_relAtrunc_05m__1,0.5146321484,0.2847428508,0.45632683420000003,-0.1812743909
ppGpp__wt_relAtrunc_05m__2,-0.1303709825,-0.3241182534,0.44274077380000004,-0.28958270680000003
ppGpp__wt_relAtrunc_05m__3,-0.2381416046,-0.2846298768,0.5074049783,-0.2866106493
ppGpp__mut_relAtrunc_00m__2,2.0711866969,0.6838640077,0.2066540851,-0.7907420812
ppGpp__mut_relAtrunc_00m__3,1.6252547058,0.5177255001000001,0.321622073,-0.9532888001000001
ppGpp__mut_relAtrunc_10m__2,1.4453533743,0.2922469743,0.7557021915000001,-0.9336476402
ppGpp__mut_relAtrunc_05m__3,1.9785296507,0.4832489883,0.9368418241,-0.6053601299
ppGpp__mut_relAtrunc_10m__3,2.0283593547,0.7224232739,0.8506512747,-0.6795355113
pressure__high_pressure__1,2.7352755174,1.2031910981,-0.8681587916,-0.9341963907
pressure__high_pressure__2,1.2131191103,0.41337044710000004,-0.7394498977,-0.6946366380000001
pressure__low_pressure__1,-0.3758956083,-0.11829097920000001,0.036210261300000005,0.0494950635
pressure__low_pressure__2,0.3758956083,0.11829097920000001,-0.036210261300000005,-0.0494950635
quantum_dots__ctrl__1,0.2631920551,0.0453481629,-0.0387355869,0.0087537226
quantum_dots__ctrl__2,-0.2631920551,-0.0453481629,0.0387355869,-0.0087537226
quantum_dots__cdte_light__1,0.2461617368,0.6170282461000001,0.5055877661,0.1293266786
quantum_dots__cdte_light__2,0.9556760019,0.7651360336,0.5518146645,0.32173221420000003
quantum_dots__cdte_dark__1,-0.6920605293000001,0.0586534757,0.1582199441,0.0700890705
quantum_dots__cdte_dark__2,-0.6879649715,0.14537430810000002,0.0067155102,-0.0141261187
quantum_dots__cdse_light__1,-0.8494399148,-0.2174832944,-0.20791819690000002,0.1163143549
quantum_dots__cdse_light__2,-0.8982222004,-0.6236620751,-0.19365682850000002,0.22271107610000002
quantum_dots__cdse_dark__1,-2.0638072944,-0.6851389951,-0.082813973,0.3375797343
quantum_dots__cdse_dark__2,-2.4214826632,-0.7872977075,-0.12364642190000001,0.3637408091
raman__wt__1,0.9857013167,0.5866671542,0.0917961189,-0.5266876943000001
raman__del_cyaA__1,3.2175550773,2.8480560552,0.43684676520000004,-1.5315670996000001
raman__del_cyaA_01mM__1,3.2889692628000002,2.8950467813,0.522254579,-1.5619938064999999
raman__del_cyaA_05mM__1,1.5268288401999999,1.3669225639,0.5563993884,-1.2940209444
raman__del_cyaA_1mM__1,-1.1620628023,-0.133734204,-0.1029413869,-1.2979340718999999
raman__wt__2,-0.35107618090000003,-0.0179038059,-0.1427980245,-0.0359285861
raman__del_cyaA__2,3.7940062873000002,3.0252353166,0.3677988023,-1.6050447804
raman__del_cyaA_01mM__2,2.9297861712,3.05485777,0.2865146461,-1.6620741616
raman__del_cyaA_05mM__2,0.34822614160000004,1.3606177057,0.8909108266,-1.4719150837
raman__del_cyaA_1mM__2,0.24853185400000002,-0.200595075,-0.1946073646,-1.5834409815
raman__wt__3,-0.6346251358,-0.5687633483,0.0510019056,0.5626162805
raman__del_cyaA__3,3.4899149063,3.203639408,0.3482362634,-1.6845916618999999
raman__del_cyaA_01mM__3,4.2681028986000005,3.201454518,0.08828627160000001,-1.4925735912
raman__del_cyaA_05mM__3,2.4650680317,1.6775721414,0.467396951,-1.4198829016
raman__del_cyaA_1mM__3,1.0194765954,0.3745899889,-0.11413830750000001,-1.7140940942
rand_barrel__mut_nanE__1,-1.7859004881,-0.323721865,-0.1525709423,0.31956510320000003
rand_barrel__mut_nanE__2,-1.7586843232,0.1426134957,-0.2339680777,0.2129158669
rand_barrel__mut_nanE__3,-2.4669986021,-2.0025792758,-1.9321320885,0.4732526932
rand_barrel__mut_pdxJ_1__1,-0.3825702227,-0.17222575880000002,0.1425099832,0.4999213127
rand_barrel__mut_pdxJ_1__2,-0.2459835428,0.07069648490000001,0.0276660196,0.15938206030000002
rand_barrel__mut_pdxJ_1__3,-2.0704912469,-1.6877465939,-1.7251881255,-0.08388415910000001
rand_barrel__mut_pdxJ_2__1,-0.3778683836,-0.26607045700000004,-0.2232967539,0.11266717200000001
rand_barrel__mut_pdxJ_2__2,0.3392113591,0.1480194521,-0.3382124423,0.2530273783
rand_barrel__mut_pdxJ_3__1,-0.6400911142,-0.31797122650000004,-0.1024671756,0.3123582814
rand_barrel__mut_pdxJ_3__2,-1.4797033044,-0.7318807371,-0.2333492755,0.42942117620000003
rand_barrel__del_serB__1,0.0319999676,-0.2052160117,-0.0869106188,-0.0378642888
rand_barrel__del_serB__2,-0.0319999676,0.2052160117,0.0869106188,0.0378642888
rockhopper__CV104_pHDB3__1,2.3392176611,-0.6553888956,-0.9591483862,-0.1418916872
rockhopper__CV104_pHDB3__2,2.3037081433,-0.4319733385,-0.9069556407,-0.5814895618
rockhopper__CV104_pHDB3__3,2.8075330745000002,-0.1179453974,-0.9805255295,-0.6866577875000001
rockhopper__CV104_pLCV1__1,2.4841451407,-0.4362247681,-0.9351694974,-0.46814463780000004
rockhopper__CV104_pLCV1__2,2.4910498897,-0.4667605134,-0.9049785276000001,-0.5774250165
rockhopper__CV104_pLCV1__3,2.6840231791,-0.1863674543,-0.9910953517000001,-0.5303597989000001
rockhopper__wt_lb__1,2.8205795006,0.6054969665000001,-0.847915772,-0.7153592160000001
rockhopper__wt_lb__2,3.0402905646,0.020915808100000002,-1.0447402794,-0.45460847060000004
rockhopper__wt_lb__3,3.1520631444,0.6247015965,-0.8083185378000001,-0.982527122
rockhopper__wt_lb_aMG__1,3.3836835937,0.8659685842,-0.251267234,-0.5032491356000001
rockhopper__wt_lb_aMG__2,3.0255148971,0.3370317888,-0.5238376862,-0.5584765924
rockhopper__wt_lb_aMG__3,3.1299500087,0.4496088449,-0.6034573715,-0.7783691722
rockhopper__del_sgrR_lb_aMG__1,2.9461506673,0.8579199541,-0.3508205254,-0.0680925574
rockhopper__del_sgrR_lb_aMG__2,3.0240980359,0.7417861624000001,-0.25833767490000004,0.2675147683
rockhopper__del_sgrR_lb_aMG__3,3.0348163685,0.8390048264000001,-0.2510583381,-0.1486261372
rockhopper__del_sgrS_glyc_aMG__1,0.07712160900000001,-0.0204588867,0.6010919005,0.0783431845
rockhopper__del_sgrS_glyc_aMG__2,0.6637864283,-0.0819800061,0.3757489328,0.1764661836
rockhopper__del_sgrS_glyc_aMG__3,-0.7033693813,-0.7356378238,0.46132468460000003,0.0283385667
rockhopper__del_sgrS_glyc__1,1.7088282864000002,-0.651200067,-1.0414098383,-0.9848549179
rockhopper__del_sgrS_glyc__2,0.4456104536,-1.4340041999,-0.9159551937,-0.5984024623
rockhopper__del_sgrS_glyc__3,1.9931648614,-0.5745019426,-0.9083989386,-0.6806320482
rockhopper__wt_lb_aMG__4,2.9438636575,1.1562073313,-0.1170991074,-0.5092999273000001
rockhopper__wt_lb_aMG__5,2.395076555,0.5163706532,-0.39377184200000004,-0.129425061
rockhopper__wt_lb_aMG__6,2.7179319834999998,0.7775082871,-0.2477501017,-0.0501794115
rockhopper__wt_glyc_aMG__1,0.6380922339,0.06828457710000001,0.32667003380000004,0.2466454597
rockhopper__wt_glyc_aMG__2,-1.0515829554,-0.5171940993,0.12583580960000001,-0.26459021990000003
rockhopper__wt_glyc_aMG__3,-0.5314883464,-0.9383704337000001,0.1471643461,-0.0296163748
rockhopper__wt_glyc__1,0.9767430615,-0.523409594,-1.0362206284,-0.5971293792
rockhopper__wt_glyc__2,0.0454904603,-1.3307159725,-0.6122604305,-0.4693509986
rockhopper__wt_glyc__3,0.1296109024,-1.1774276643000001,-0.8550408235,-0.7394687473
rockhopper__CV108_glyc_aMG__1,-2.141704596,0.43590551990000004,0.6630495898000001,-0.2091198861
rockhopper__CV108_glyc_aMG__2,-0.2830266628,-0.0442862328,1.0630222116999999,-0.556306462
rockhopper__CV108_glyc_aMG__3,-1.7199773293,0.4340889457,0.9014951861,-0.8200389833
rockhopper__wt_glyc__4,-1.7280576639,-0.1767668793,0.0964044275,0.5132084414
rockhopper__wt_glyc__5,-1.7203381505,-0.3190754319,0.17957707620000002,0.2570852656
rockhopper__wt_glyc__6,1.2100056419,0.4767218077,-0.1063888255,0.1522032717
rockhopper__wt_glyc_aMG__4,-0.5963961157000001,0.8219314223,0.6193695864000001,-0.4804073118
rockhopper__wt_glyc_aMG__5,-0.977223621,0.4371357846,0.6065092066000001,-0.884283182
rockhopper__wt_glyc_aMG__6,-0.8395123671,0.9051308831,0.9798709129000001,-0.9460349975000001
rockhopper__wt_glyc__7,0.34005524670000004,0.6227390707,0.8557101366000001,0.07122410500000001
rockhopper__wt_glyc__8,-0.39915569430000003,0.6224652341,1.1863850382,-0.26821144140000003
rockhopper__wt_glyc__9,0.8972113025,0.7562781294,0.5824803033,0.1283292093
rockhopper__wt_glyc__10,0.6550271799,0.4733981753,-0.3142659602,0.4225992602
rockhopper__wt_glyc__11,0.1042859429,0.4014948953,0.0337538764,0.3643153569
rockhopper__wt_glyc__12,-0.5108782294,0.1742982293,-0.0101341902,0.1651956564
rpoD__wt__1,0.6495301855000001,0.1109962039,-0.288400054,0.0962650932
rpoD__wt__2,-0.5521910549,-0.1158687006,0.2116526986,-0.133171208
rpoD__rpoD_mut__1,0.014522701300000001,1.4640459654,0.4593202712,0.2844015412
rpoD__rpoD_mut__2,0.9067619966,1.767076983,0.1422261995,-0.013994220100000001
rpoD__rpoD_mut__3,-3.1706551311,0.7716852007,0.5915402557,0.5872313009
rpoD__wt__3,-0.0973391306,0.0048724967,0.07674735540000001,0.0369061147
rpoN_peptide__ctrl__1,-0.0062251432,0.0282132524,0.0615930873,0.081793006
rpoN_peptide__ctrl__2,-0.0417418321,-0.0022254283,0.0329385384,0.0731144789
rpoN_peptide__ctrl__3,0.0479669753,-0.0259878241,-0.0945316257,-0.1549074849
rpoN_peptide__nminus__1,-0.111731888,0.08663769860000001,0.2010524682,0.2330824596
rpoN_peptide__nminus__2,-0.0693836239,0.0604156007,0.1186669462,0.17125156960000001
rpoN_peptide__nminus__3,-0.0115897481,0.1573880281,-0.0141325402,0.0406612893
rpoN_peptide__nplus__1,-2.1187497618,-1.7697605776,-1.4564848430000001,-0.3432469896
rpoN_peptide__nplus__2,-2.1119419703,-1.6994534343,-1.6013969880999999,-0.41162579800000004
rpoN_peptide__nplus__3,-2.1709591675,-1.6837839357000002,-1.553788613,-0.4489450474
rpoN_peptide__s54_wt__1,-0.13064502390000002,-0.1320184711,-0.040139883200000004,-0.0389546049
rpoN_peptide__s54_wt__2,-0.06294427770000001,-0.1139835678,-0.034554307400000005,-0.0845676364
rpoN_peptide__s54_wt__3,-0.08035015940000001,-0.1633520448,-0.0101406957,-0.2060351387
rsd__wt_ee__1,-0.46476852,-0.456599183,0.06144421,0.0136601475
rsd__wt_ee__2,0.46476852,0.456599183,-0.06144421,-0.0136601475
rsd__del_rsd_ee__1,-0.214364659,-0.5661201902,0.19347264390000002,0.1710564618
rsd__del_rsd_ee__2,0.2790254081,0.2133578699,0.0563999518,-0.1841873724
rsd__del_ssrS_ee__1,0.256948622,0.3504931591,0.6973582141,0.7871858773
rsd__del_ssrS_ee__2,-0.34542872950000003,-0.35081191370000003,0.8590970490000001,0.5932970849
rsd__del_rsd_ssrS_ee__1,2.1644146578,1.3583651738,-0.5461354771,-0.055179341400000005
rsd__del_rsd_ssrS_ee__2,3.6498627840999998,2.4288241649,-0.7401518561,0.09957548890000001
rsd__del_rpoS_ee__1,-0.0861192961,0.4802274695,1.2522616008,1.3216401428
rsd__del_rpoS_ee__2,-0.1890854579,-0.0322504832,1.1799221578,1.3551915408
rsd__wt_me__1,-0.3990324242,-0.3176529248,-0.2583467527,-0.1550803744
rsd__wt_me__2,0.0205607746,-0.0861046163,-0.2709250874,-0.0294914348
rsd__del_rpoS_me__1,0.4629333383,0.32980926320000004,-0.44889419210000003,0.8478887649
rsd__del_rpoS_me__2,1.2372038903,0.8655246899,-0.2810780755,0.8191480537
rsd__wt_ts__1,-1.5147772744,-0.5649072917,-3.019829697,-1.5031315194000001
rsd__wt_ts__2,-1.6683860824,-0.6470438270000001,-2.6323871114,-1.3047782504
rsd__del_rsd_ssrS_ts__1,-0.093261312,0.6932130692,-1.7908955562000002,-1.2413169777
rsd__del_rsd_ssrS_ts__2,0.0606574452,0.7691483183000001,-1.6025699759,-1.0199209162
rsd__del_rpoS_ts__1,-2.1849751635,-0.6796346199000001,-1.9418032751,0.4326047361
rsd__del_rpoS_ts__2,-2.0918485978,-0.6467333227000001,-1.9856962374,0.5846469247
rsd__wt_s__1,-1.9241401881,-1.0216087759,-2.3669895668,-1.5927260651
rsd__wt_s__2,-1.9561777059,-1.0479308724,-2.3710449179,-1.667277531
rsd__del_rsd_s__1,-0.3643816002,-1.0139780272,-2.6855156997,-1.4035772323
rsd__del_rsd_s__2,-1.2219108757,-0.11569082580000001,-2.6965056526,-1.5656725811
rsd__del_rsd_ssrS_s__1,0.5508487703,0.7755857631,-0.0961931421,-1.3549492106
rsd__del_rsd_ssrS_s__2,0.9103330438,0.9519481829,-0.07376151930000001,-1.2389553694
rsd__del_rsd_ls__1,2.2105611064,1.0029111762,-1.0278026086,-1.4033932364
rsd__del_rsd_ls__2,2.7986002562000003,1.4585458575,-0.6743482373,-1.3639724004
rsd__del_ssrS_ls__1,1.1986486218,0.7506498432,-1.7238647785999999,-1.4858692358
rsd__del_ssrS_ls__2,1.4729217986,0.46575397630000004,-1.8713873546,-1.6022365266
rsd__del_rsd_ssrS_ls__1,3.179321243,3.278235043,-1.5251290974,-0.3130426926
rsd__del_rsd_ssrS_ls__2,2.4211109088000002,3.1397424385,-1.4189196877,-0.5298207917000001
rsd__del_rpoS_ls__1,1.4628450951,1.4261452147,-2.0082628339,-0.9626347057
rsd__del_rpoS_ls__2,2.0851848746,2.4300981172,-1.7747494978,-0.22958089920000002
sdsR_ryeA__wt_3h__1,1.5466138558,1.0050323188,0.5521880466,0.1389909558
sdsR_ryeA__wt_8h__1,-2.8295409124,-0.10179335810000001,0.5492686969,-1.6107415458
sdsR_ryeA__wt_3h__2,-1.5466138558,-1.0050323188,-0.5521880466,-0.1389909558
sdsR_ryeA__wt_8h__2,-1.9620539853,0.4474456043,0.690038118,-1.3859051656
starve_series__t00_growth1__1,-0.4794641766,-0.1431588452,0.0215765713,0.0053140441
starve_series__t00_growth1__2,0.0561758032,0.0573708966,0.0549445758,-0.021272194300000002
starve_series__t00_growth1__3,-0.2328314807,-0.16259648740000002,0.0584711486,-0.14540432650000001
starve_series__t00_growth1__4,0.6561198540000001,0.24838443600000001,-0.13499229570000001,0.1613624766
starve_series__t01_starve__1,-6.8021462748,-1.7492577297,1.7274012238,0.5377784834
starve_series__t01_starve__2,-7.0267845796,-2.1217722814,1.4102260688000001,0.3042919649
starve_series__t02_starve__1,-6.3834027575,-1.8867910145,2.5557166427,-0.1257946895
starve_series__t02_starve__2,-6.985871896,-1.7357832390999999,2.5107172164,-0.0956099026
starve_series__t03_starve__1,-7.1258786408,-1.6316672949000002,3.2090310107,-0.2681533773
starve_series__t03_starve__2,-6.7335416121,-1.4945738779,3.3160605602,-0.1597791228
starve_series__t04_starve__1,-6.5175234365,-1.7033623526000001,3.2952809134,-0.2019998866
starve_series__t04_starve__2,-6.2193445563,-1.6043104279,3.2293741439,-0.25875426300000004
starve_series__t05_starve__1,-6.2844591892,-2.0687233744,3.3666785997,-0.5001395759
starve_series__t05_starve__2,-5.7830639294,-1.7731427971,3.7109145168,-0.3432286646
starve_series__t06_starve__1,-7.1305035065,-2.1581454126,3.4161205438,-0.5079018843
starve_series__t06_starve__2,-6.9318507876,-1.8341379879000002,3.3943370553,-0.4525603557
starve_series__t07_starve__1,-7.2206733263,-1.9420745533,3.3162868577,-0.6745151883
starve_series__t07_starve__2,-7.5761817836,-1.8543820525,3.4466551443,-0.5422371227
starve_series__t08_starve__1,-7.1911866962,-1.8866169848,3.2743984179,-0.5555622958
starve_series__t08_starve__2,-6.9117027332,-1.7865561998000001,3.4705021146,-0.5512617418
starve_series__t09_starve__1,-7.3216503271,-2.0152640797,3.206084659,-0.4489321256
starve_series__t09_starve__2,-6.9519433166,-1.9607201315,3.181396917,-0.48774671740000003
starve_series__t10_starve__1,-7.4762100799,-2.0268677967,3.2529133971,-0.3159833689
starve_series__t10_starve__2,-6.3402208236,-1.6715910238,3.5122064255,-0.1729142677
starve_series__t11_starve__1,-6.0450520572,-1.3933769358,3.4949934231,0.038427626900000005
starve_series__t11_starve__2,-5.6165284827,-1.5769896957,3.462883138,0.12991674920000001
starve_series__t12_starve__1,-6.9705502904,-1.7372575403,3.1402061795,0.0504120248
starve_series__t12_starve__2,-6.4941953283,-1.5869267698,3.1607870235,0.1228596658
starve_series__t14_starve__1,-6.2096476159,-1.7007274520000002,3.1625844513,0.5688226550000001
starve_series__t14_starve__2,-5.4756741806,-1.4715767466,3.3466020633999998,0.6981858145000001
starve_series__t16_starve__1,-6.4358156949,-1.8787125789,3.0745868094,0.8938780596
starve_series__t16_starve__2,-6.6298808417,-1.6997936385,3.0672020863,0.8290640425
starve_series__t17_starve__1,-6.3492463596,-1.7906667855,2.9981207395,0.8615534697
starve_series__t17_starve__2,-6.1617418243,-1.5284900727,3.0662015866,0.9731155373
starve_series__t18_starve__1,-6.6270394734,-1.8213516275,3.096136478,0.7744595669000001
starve_series__t18_starve__2,-7.2875783587,-1.9653167551,2.9554343404,0.8246601485
starve_series__t20_starve__1,-5.0301478701,-2.7258329247,-1.4542525062,-0.0179416216
starve_series__t20_starve__2,-4.9125817858000005,-2.6282444938,-1.4923556801,-0.1233227467
starve_series__t21_growth2__1,-1.9494866164,-1.9062450274,-1.3369239388,-0.5795064484
starve_series__t21_growth2__2,-2.2494914525,-1.7883110007,-1.5765010623,-0.6027666676
starve_series__t22_growth2__1,-1.2610343548,-0.8552248995,-0.24872552250000002,-0.09127845500000001
starve_series__t22_growth2__2,0.16626182720000002,-0.9111307042000001,0.1474207494,-0.006914879400000001
starve_series__t23_growth2__1,-2.2287222823,-1.2396047098,-0.6741092028,-0.0896996466
starve_series__t23_growth2__2,-2.0245951868,-1.3517078406,-0.6760015424,-0.1186586277
starve_series__t25_growth2__1,-1.7457288862,-0.9096551225,-0.5550853591,-0.9181163534000001
starve_series__t25_growth2__2,-1.3856504993,-0.7899733076000001,-0.6534195918,-0.617249436
starve_series__t26_growth2__1,-2.2920864664,-1.1245470866,-0.5519787117,-0.8759822171
starve_series__t26_growth2__2,-1.3116926761,-1.1389595228,-0.4942073045,-0.8147220245
starve_series__t27_growth2__1,-2.405089937,-1.3527266512,-0.6968109447,-0.8574406901
starve_series__t27_growth2__2,-2.3667618433,-1.3110319981,-0.5935545122,-0.8059147378
starve_series__t28_growth2__1,-1.4007658385,-0.9179906699,-0.0220025727,-0.3608431467
starve_series__t28_growth2__2,-1.5910114052000002,-1.0524360473,-0.0403046537,-0.3838213791
time_course__lb_4hr__1,0.0037543284,-0.0117968823,-0.021281712,-0.06931474630000001
time_course__lb_4hr__2,-0.047652659900000005,-0.0247263283,0.0391825917,0.0031867907
time_course__lb_4hr__3,0.0438983315,0.0365232107,-0.017900879800000002,0.0661279556
time_course__lb_8hr__1,1.9462710899000002,1.0648408161,-0.5653260981,-1.2758284877000001
time_course__lb_8hr__2,2.4136611547,1.2929018611,-0.4530867756,-1.3682880876999999
time_course__lb_8hr__3,2.2148246274,0.7935520868,-0.5742132265000001,-1.3557724212
time_course__lb_24hr__1,3.1924532268,1.9600568194,0.4764200516,-2.4810688253
time_course__lb_24hr__2,3.7175300051,2.3556931534,0.5118145644000001,-2.6356795451
time_course__lb_24hr__3,3.1113251268,2.0032630522,0.5173338123,-2.3858560166
time_course__lb_72hr__1,2.6376108123,2.1667532197,-0.0212805755,-1.103580322
time_course__lb_72hr__2,3.8633957606,2.1896934544,0.1096876323,-1.0208261929
time_course__lb_72hr__3,3.6793733321,2.0352465488,0.2000894819,-0.9674205973000001
time_course__lb_144hr__1,4.3082109748,1.9650937111000002,-0.7785712659,-0.24705033070000001
time_course__lb_144hr__2,4.727382115,2.1703267182,-0.6396150654,-0.743810093
time_course__lb_144hr__3,4.7360809969,2.4165656327000002,-0.6616692654,-1.2394929772
time_course__lb_192hr__1,4.9368463173,2.309924041,-0.2723462035,-1.0429638152
time_course__lb_192hr__2,4.9364016999,1.4260484805,-0.745181065,-0.3650798441
time_course__lb_192hr__3,4.5453892159,2.794716877,-0.3464250609,-1.5229761396
triclosan__wt__1,-0.1036819,-0.1444864358,0.1668643613,-0.0170776128
triclosan__wt__2,-0.021053192800000002,0.096033899,0.12375148180000001,0.1881790455
triclosan__wt__3,0.1247350928,0.0484525368,-0.2906158432,-0.17110143260000002
triclosan__evo_amx_tcs__1,-0.44753513180000004,-0.7265788018,0.043706739,0.1170708837
triclosan__evo_amx_tcs__2,-1.0417959895,-1.1785520725,-0.6993696249,0.3245663478
triclosan__evo_amx_tcs__3,-1.4538936737,-1.2049031988,-0.43367199170000004,0.2702200551
triclosan__evo_chl_tcs__1,-0.4306600567,-0.6577795429000001,-0.2700726726,-0.0577284714
triclosan__evo_chl_tcs__2,-0.6136927895000001,-0.7113916951,0.4332604255,-0.3383980446
triclosan__evo_chl_tcs__3,-1.0691617951,-0.9417293631,0.35556696790000003,-0.3183880495
triclosan__evo_tet_tcs__1,-0.6549084681,-0.6215187184000001,-0.11988288200000001,0.3279141251
triclosan__evo_tet_tcs__2,0.30174276780000003,-0.1250390171,0.1240301535,-0.49996411490000003
truHMM__48C_15m__1,-0.4138436225,0.6709002699000001,-0.1362005019,-1.0932029384
truHMM__48C_15m__2,-0.6072024468,0.6127457532,-0.210334391,-1.0195338026
truHMM__48C_15m__3,-0.5708982799,1.2439588373000001,0.1311683721,-1.4380848642
truHMM__48C_30m__1,-2.2454357152,-0.8131243993,-1.3844105795,-2.2853459122
truHMM__48C_30m__2,-2.2736005812,-1.0799404629,-1.3624060896999999,-2.3963819859
truHMM__48C_60m__1,1.345872266,0.0113192124,-0.7486997715,-2.4776980176
truHMM__48C_60m__2,1.3425166959000001,0.0082246569,-0.7491009392,-2.4723938632999998
truHMM__phos_0h__1,0.1232260388,0.1493856899,0.00010153230000000001,0.0054163760000000005
truHMM__phos_0h__2,-0.1232260388,-0.1493856899,-0.00010153230000000001,-0.0054163760000000005
truHMM__phos_2h__1,-7.6538204822,-2.4347328228,-1.9795452543,-1.0970709773
truHMM__phos_2h__2,-7.6870655784,-2.0163704071,-1.967157508,-1.0934947247
truHMM__phos_4h__1,-7.9585279768,-2.2187522333,-2.8492738681,-0.5548919983
truHMM__phos_4h__2,-7.3435105979,-2.0193102276,-2.9159820306,-0.49491839260000003
truHMM__phos_4h__3,-6.7908603796,-2.6343940412,-3.6017898952,-1.9976701432000001
control__wt_glc__1,0.0027483587,-0.10984526800000001,0.036636971000000004,0.0308891915
control__wt_glc__2,-0.0027483587,0.10984526800000001,-0.036636971000000004,-0.0308891915
