,A,BetI,ArcA,Cra
ros_tale__16_32_750pq__1,-1.5077903816,-2.062112679,0.215164809,-0.6754330605000001
ros_tale__16_32_750pq__2,-1.8227270506000002,-2.327676573,0.319740371,-0.6373685925
ros_tale__17_104_0pq__1,-6.2649575789,-3.821776873,0.43983647600000003,-0.5634520925000001
ros_tale__17_104_0pq__2,-6.8175283999000005,-4.093250956,0.392020733,-0.5936830155
ros_tale__17_104_250pq__1,-4.3759654413,-3.482282156,0.706101113,0.0812509235
ros_tale__17_104_250pq__2,-4.5247536681,-3.343937145,0.620042288,0.1340662715
ros_tale__17_104_250pq__3,-4.4817842617,-3.040674857,0.5387263680000001,0.13120154350000002
ros_tale__17_104_250pq__4,-4.343440071,-2.719228126,0.9171451260000001,0.44656925750000004
ros_tale__17_104_750pq__1,-3.8384016397,-2.748206671,0.6481270760000001,-0.0739377235
ros_tale__17_104_750pq__2,-3.9140468043,-2.934234655,0.445417956,-0.2845179285
ros_tale__18_24_250pq__1,1.6610996821000001,0.40793748500000004,1.259036816,-0.6032428495000001
ros_tale__18_24_250pq__2,1.2363174752,-0.071058011,0.813995346,-0.46701283250000003
ros_tale__18_36_0pq__1,-0.8793380861000001,-1.415569991,0.51610102,-1.4705291445
ros_tale__18_36_0pq__2,-0.7528817651,-1.7060911330000001,0.602182045,-1.5110344755
ros_tale__18_36_0pq__3,0.8978014748,-0.12216692100000001,0.44791902100000003,-0.7193799725000001
ros_tale__18_36_0pq__4,1.3557965424,-0.25970337200000004,0.7039331990000001,-0.6490187325
ros_tale__18_36_250pq__1,0.0409756997,-0.523886798,0.720855298,-0.4738400555
ros_tale__18_36_250pq__2,0.0424649761,-0.7311938010000001,0.650875576,-0.46078631950000004
ros_tale__18_36_750pq__1,0.47286071630000004,-0.58177607,1.546197726,-1.6813225135
ros_tale__18_36_750pq__2,0.5414440191000001,-0.591525741,1.584077686,-1.9262534625
ros_tale__19_91_0pq__1,-5.8406599051,-3.48603429,0.19594456000000002,0.0729017255
ros_tale__19_91_0pq__2,-5.429755053,-3.29494305,0.08939118800000001,0.0301951285
ros_tale__19_91_250pq__1,-4.6120537138,-2.996791449,0.32206998800000003,0.0068234285
ros_tale__19_91_250pq__2,-4.4291113782,-2.957678552,0.045230318000000005,0.008452494500000001
ros_tale__19_91_750pq__1,-3.2320832085,-2.7884206540000003,0.17019406,0.0652730285
ros_tale__19_91_750pq__2,-3.4706808427,-2.667481096,-0.05540499,-0.07703132950000001
ros_tale__19_91_750pq__3,-3.9397068602000003,-2.345186669,-0.14625546,0.2977637655
ros_tale__19_91_750pq__4,-4.8735848171,-2.974584148,-0.6842217220000001,-0.2856802855
ros_tale__21_97_0pq__1,2.3466498237,-0.24727303800000003,-0.069939922,-0.5243826455
ros_tale__21_97_0pq__2,0.1404807211,-0.930790364,0.521034976,-0.6817049615
ros_tale__21_97_250pq__1,0.04937315,-0.9057779810000001,0.443479783,-0.7486143145
ros_tale__21_97_250pq__2,-0.5411187625,-1.085034612,0.742704066,-0.8642061935
ros_tale__21_97_750pq__1,0.4193104603,-0.715201214,0.139308513,-0.4865923955
ros_tale__21_97_750pq__2,-0.8247489290000001,-1.15274721,0.740062926,-0.7176516725000001
ros_tale__25_111_0pq__1,1.6419092494,-0.899630496,-0.25468864,-0.5937339485
ros_tale__25_111_0pq__2,-1.1922009679,-1.8577351100000001,-0.247761798,-0.5820296405000001
ros_tale__25_111_250pq__1,0.515977353,-1.351792556,-0.042195750000000004,-0.8990815385
ros_tale__25_111_250pq__2,-2.5896087373,-2.667202637,-0.40731054800000005,-1.1276856055
ros_tale__25_111_750pq__1,-1.9063532838000001,-2.124776077,-0.41696341600000003,-0.8359586505000001
ros_tale__25_111_750pq__2,-3.3168291681,-2.369875124,-0.277083305,-0.6881410185
ros_tale__29_119_0pq__1,-0.36764788740000004,-1.401841115,0.11370136500000001,-1.1326019405
ros_tale__29_119_0pq__2,-0.207816882,-1.7283489570000001,0.420637772,-1.5382685365
ros_tale__29_119_250pq__1,-0.7444672459,-1.390584767,0.43312212200000005,-1.6041490395
ros_tale__29_119_250pq__2,-1.1712318416,-2.175688319,0.46302000600000004,-1.6278803795
ros_tale__29_119_750pq__1,-0.535555169,-1.41885345,0.511094622,-1.5524263975
ros_tale__29_119_750pq__2,0.0760889386,-1.538851743,0.425896441,-1.7091536335000002
ros_tale__ALE4_0pq__1,1.2791705858,-0.368258162,0.19736424400000002,-0.3913418295
ros_tale__ALE4_0pq__2,1.2923832202,-0.29908621100000005,0.210802772,-0.39135513250000004
ros_tale__ALE4_250pq__1,0.5934152349,0.676167101,2.048441456,-0.4698383085
ros_tale__ALE4_250pq__2,0.2853316085,0.572478822,1.990108766,-0.4925657765
pcoli__atASMT_325G__1,-0.4358432668,0.109582024,0.04498786,-0.0535416535
pcoli__atASMT_325G__2,-0.263990506,0.361308202,0.103098007,-0.0019762775
pcoli__bpTDC__1,3.8518978492000002,1.713109398,0.378559301,-0.23294458750000002
pcoli__bpTDC__2,4.3213272392,1.597026853,0.36998961500000005,-0.3589759355
pcoli__BRCA__1,4.6064980404,2.274872148,0.19094988400000001,-0.23367239250000002
pcoli__BRCA__2,4.6026185826,2.148600505,0.185832415,-0.1479608715
pcoli__BRCActrl__1,4.615609525,1.654952721,0.7478487060000001,0.4316906485
pcoli__BRCActrl__2,4.4929469311,1.573642413,0.822133306,0.4418792695
pcoli__BRCAswap__1,1.6683998716000001,1.260726505,0.57696863,-0.39478299650000004
pcoli__BRCAswap__2,1.2435781125,1.179258602,0.6370936500000001,-0.4391806895
pcoli__btAANAT__1,-0.121279462,0.505314226,0.323861084,-0.2918731385
pcoli__btAANAT__2,-0.2212976915,0.161406552,0.27958708600000004,-0.4243901335
pcoli__btASMT__1,1.2026098057,0.9205841100000001,0.367003185,-0.3907064275
pcoli__btASMT__2,1.3562107346,1.025445611,0.415723973,-0.3939355525
pcoli__CC1__1,-1.7708543664,0.16496338400000002,0.689232144,-0.5075404345
pcoli__CC1__2,-1.6466990828,0.260698333,0.49854365700000003,-0.4155527295
pcoli__ccCOMT__1,0.8137277583,0.7347236690000001,0.207124303,-0.0059533115
pcoli__ccCOMT__2,0.7367533573,0.720609449,0.135602372,-0.0902870305
pcoli__ckDDC__1,-1.5677283808,-0.23984518100000002,0.64864206,-0.44826330750000004
pcoli__ckDDC__2,-1.8662728767,-0.5056932040000001,0.71046172,-0.3031650215
pcoli__CNTF_belt__1,0.87687156,1.028506984,0.420432377,-0.3959299195
pcoli__CNTF_belt__2,0.23146997490000001,0.860337978,0.47953411300000004,-0.5517080185000001
pcoli__cobPNMT__1,-0.7770740263,0.398688566,0.303324142,-0.4505728425
pcoli__cobPNMT__2,-0.9737626368000001,0.300370607,0.322389862,-0.3180246335
pcoli__cvPhhB__1,-0.4892774985,0.387467408,0.057619355000000004,-0.0298774355
pcoli__cvPhhB__2,-0.3321590848,0.094884824,0.277355495,-0.0773141755
pcoli__ggAANAT__1,0.8300725179,0.701202324,0.21586797400000002,-0.0780439325
pcoli__ggAANAT__2,0.5769612132,0.618571445,0.12626112,-0.1007848135
pcoli__ggTPH__1,0.5261042610000001,0.512167948,0.11468483400000001,-0.23930687850000001
pcoli__ggTPH__2,0.7997018337,0.7819140800000001,0.070815561,-0.1298938775
pcoli__hsAANAT__1,-2.2797638684,-0.213517436,1.089893306,-1.2549768925
pcoli__hsAANAT__2,-2.0261205907,0.198331374,0.903433806,-1.0062410225
pcoli__hsASMT__1,3.9623355354000003,1.94027711,0.265788397,-0.1182674875
pcoli__hsASMT__2,4.1495237741,1.843558915,0.330022315,-0.1310490315
pcoli__hsPNMT_mb__1,-0.5757192435,0.256148661,0.040300772000000006,-0.24581995550000002
pcoli__hsPNMT_mb__2,-0.5867376886,0.27199500800000004,0.12697175200000002,-0.2672729775
pcoli__hsTPH__1,1.7861010062,1.218767909,-0.175521843,-0.4479507995
pcoli__hsTPH__2,1.8076557496999999,0.9821422870000001,0.09615961,-0.3329615755
pcoli__hsTPH_E2K__1,-0.3287024649,0.192381094,0.526622704,-0.4795134935
pcoli__hsTPH_E2K__2,-0.5574277907,-0.009094244000000001,0.628575133,-0.6385117715
pcoli__hsTPH_E2K_N91I_P99C__1,1.9757970484,1.196028325,-0.08709583800000001,-0.3112332625
pcoli__hsTPH_E2K_N91I_P99C__2,2.2384471873,1.138533831,-0.018978383,-0.28910934650000003
pcoli__hsTPH_N158trunc__1,-0.5119331858,-0.332929492,0.49277853,-0.5380165845
pcoli__hsTPH_N158trunc__2,-0.37528429620000003,-0.346058201,0.481644575,-0.3179384205
pcoli__hsTPH_N174trunc__1,-0.0004485789,0.43552130200000005,0.19621347500000003,-0.42690148850000004
pcoli__hsTPH_N174trunc__2,0.2722871692,0.297846068,0.490658674,-0.3229992045
pcoli__hsTPH_Ntermtrunc__1,3.3084274442,1.614097091,0.853001546,-0.6174020625000001
pcoli__hsTPH_Ntermtrunc__2,3.6486679793,2.047029024,0.7565656460000001,-0.6844888675
pcoli__hsTPH1__1,-0.7190185360000001,0.430214619,0.680069985,-0.31323234450000004
pcoli__hsTPH1__2,-0.7665153424000001,0.379437258,0.6759045060000001,-0.3735665535
pcoli__MBP__1,0.44958248310000004,0.14788542100000002,-0.573046228,-0.2203023745
pcoli__MBP__2,-0.20863588160000002,0.298288737,-0.051903538000000006,-0.6244880495
pcoli__msCOMT__1,5.6721883325,2.510412567,0.079404681,-0.0322700805
pcoli__msCOMT__2,5.8404746773,2.559990978,-0.044857836000000005,-0.09055434350000001
pcoli__ocAANAT__1,0.0972043724,0.338926659,0.16575990100000002,-0.1464369335
pcoli__ocAANAT__2,0.15565211680000002,0.34048338300000003,0.2116699,-0.12132427350000001
pcoli__osTDC_K374H__1,0.12060300560000001,0.9104933740000001,0.851500016,-0.45769461250000004
pcoli__osTDC_K374H__2,0.3196605107,0.908169591,0.979614336,-0.5149108415
pcoli__osTDC_K374L__1,6.8030814766,2.449130641,-0.064751683,0.11737051450000001
pcoli__osTDC_K374L__2,6.727355504,2.44243733,0.13687585800000002,-0.0193505995
pcoli__osTDC_K374Q__1,0.6386383011,0.94288719,0.43024290200000004,-0.3896166835
pcoli__osTDC_K374Q__2,0.9151739023000001,0.8735032770000001,0.45649869600000004,-0.39900950550000003
pcoli__osTDC_L360V__1,2.8178910243,1.334379212,0.17240939800000002,-0.21113180950000002
pcoli__osTDC_L360V__2,2.9956818948,1.332053388,0.273833125,-0.23261660250000002
pcoli__pmTPH__1,4.4884590574,1.8083929410000001,-0.33557125600000004,-0.0799609865
pcoli__pmTPH__2,4.4426452363,1.602177243,-0.103547147,-0.1009678865
pcoli__RFC__1,-0.3796652435,0.228087053,-0.193622802,-0.4363782805
pcoli__RFC__2,-0.3218256194,0.255565148,-0.271951257,-0.3421102535
pcoli__RFCctrl__1,-1.6872487605000002,0.46769535,0.8765261360000001,-1.0692868685
pcoli__RFCctrl__2,-1.6772847108,0.266961596,0.8084935360000001,-1.3051590585000001
pcoli__RFCnopause__1,-1.3669500723,-0.023611857,0.9157442760000001,-1.1486698065
pcoli__RFCnopause__2,-1.9578709497000002,-0.378005232,1.011176016,-1.3585629915
pcoli__RFCpluspause__1,-1.3857332992,-0.449985299,0.902283076,-0.9141675615
pcoli__RFCpluspause__2,-1.4941740788,-0.509165368,0.9472996260000001,-0.7883406125
pcoli__rnCOMT_sol__1,-1.7464145452,0.191601296,0.823034806,-1.0786107555
pcoli__rnCOMT_sol__2,-1.8082139035,0.355213325,0.8417998760000001,-1.1564564395
pcoli__rnPNMT__1,4.9596908202000005,2.045083946,-0.087156416,0.0021429315
pcoli__rnPNMT__2,5.4057360969,2.064550503,-0.047135399,0.07630186950000001
pcoli__rnTDC__1,3.9566092889,1.907868126,0.12196417600000001,-0.1678007745
pcoli__rnTDC__2,3.7038448543999998,1.95940754,0.059651514,-0.17603646050000002
pcoli__rnTDC_trunc__1,3.9074836098,2.1341300260000002,0.10154764100000001,0.0290134925
pcoli__rnTDC_trunc__2,3.827566882,1.60321578,0.171203867,0.037046314500000004
pcoli__saCOMT_T2A__1,0.8051560827,0.774831503,-0.0422892,0.046489893500000004
pcoli__saCOMT_T2A__2,0.9633041421,0.8057928940000001,-0.0050907420000000005,0.0535411385
pcoli__sfCOMT__1,-0.0460048559,0.28850073400000004,-0.104639965,-0.42329244850000003
pcoli__sfCOMT__2,0.0426508544,0.145520742,-0.08689561,-0.35858088250000003
pcoli__sgAANAT_D63G__1,-1.0810357332,0.053097081000000004,0.063928575,-0.1751983355
pcoli__sgAANAT_D63G__2,-0.9783288008000001,-0.005772688000000001,-0.046721704,-0.08475152650000001
pcoli__ssDDC__1,3.6055740271,1.6702871250000002,0.380732609,-0.0924200195
pcoli__ssDDC__2,3.3302649992,1.5626862620000002,0.5413918120000001,-0.1918927075
pcoli__TP53B__1,1.4219001152000001,1.3359492720000001,0.217165399,-0.2322266925
pcoli__TP53B__2,1.9002797041,1.5386674070000002,0.26082317,-0.29222066350000003
pcoli__WT__1,-1.0889160495,0.017530746,1.1453485460000001,-0.6626199635000001
pcoli__WT__2,-1.4706432887,-0.150050959,1.070647936,-0.5518119805
cck__glu_ale4__1,2.0599347177,0.667873014,0.14242569800000002,-0.2689649585
cck__glu_ale4__2,1.0942963773,-0.297554512,0.23916410400000002,-0.5186773875
cck__cck_ale1__1,1.0933368323,-0.329631326,-0.036123555,-0.5003678425
cck__cck_ale1__2,1.4680139906,-0.22739689000000002,0.042168756,-0.5049330885000001
cck__cck_ale2__1,0.9845602495,-0.444063052,0.11719557800000001,-0.6694244875
cck__cck_ale2__2,0.8700011843000001,-0.41374095400000005,0.14509675,-0.6482969055000001
cck_pgi__gmos_delpgi__1,0.09728682670000001,-0.011615523,0.548075038,-0.5053467015
cck_pgi__gmos_delpgi__2,1.5199154154999999,0.32905597200000003,0.49255982000000004,-0.1422311275
cck_pgi__pgi_ale1__1,1.2666266685,0.7656754250000001,0.155626605,-0.1942388005
cck_pgi__pgi_ale1__2,1.5029647270000002,0.08239737400000001,0.458879289,-0.3963984005
cck_pgi__pgi_ale2__1,0.4087986414,0.127985913,0.9356459460000001,-0.34675106650000004
cck_pgi__pgi_ale3__1,1.8746846124,0.6329695980000001,0.080522988,-0.3342527415
cck_pgi__pgi_ale3__2,1.0963451488,-0.113797796,0.319070503,-0.4355092025
cck_pgi__pgi_ale4__1,2.4993506124,0.789942904,-0.060545762,-0.5013595555
cck_pgi__pgi_ale4__2,1.6813323613,-0.194506369,-0.023064144,-0.8678637295
cck_pgi__pgi_ale4__3,1.4303245724,-0.2251135,-0.026233267,-0.7653597695000001
cck_pgi__pgi_ale5__1,1.0964705238,0.43711186700000004,0.6346640520000001,-0.0822006035
cck_pgi__pgi_ale5__2,0.042763788500000004,-0.20588081300000002,0.6909501880000001,-0.22570723650000002
cck_pgi__pgi_ale6__1,1.259047199,0.49852092900000006,0.28762259500000004,-0.3492184615
cck_pgi__pgi_ale6__2,0.251031923,-0.34982561300000004,0.536174008,-0.45643096050000004
cck_pgi__pgi_ale7__1,0.6385781637,0.45970057200000003,0.17530578100000002,-0.2254529905
cck_pgi__pgi_ale7__2,-0.5031002253,-0.578575931,0.46740904,-0.2703454225
cck_pgi__pgi_ale8__1,1.9499470678000002,0.507916565,0.174656744,-0.44332820850000004
cck_pgi__pgi_ale8__2,1.4752777098,-0.12406761100000001,0.394370202,-0.6714113715000001
cck_sdh__gmos_delsdhCB__1,-6.1991485066,-3.015093435,1.322502666,-0.0499181495
cck_sdh__gmos_delsdhCB__2,-1.9174819423,-1.8250650830000001,0.5798925810000001,-0.1646915955
cck_sdh__sdh_ale1__1,-0.1138231831,-0.155810791,0.998987676,-0.2973217535
cck_sdh__sdh_ale1__2,-0.0555112367,-0.30325296,0.9379760260000001,-0.2008397965
cck_sdh__sdh_ale2__1,-0.09006676940000001,-0.32558864800000004,0.736952856,-0.19418119350000002
cck_sdh__sdh_ale3__1,-0.0682634341,-0.38738421900000003,0.803381376,-0.13329255950000002
cck_sdh__sdh_ale3__2,0.3190995406,-0.044213091,0.695367646,-0.33135345850000003
cck_sdh__sdh_ale3__3,0.5053215488,-0.21678634300000002,0.681227083,-0.2994175625
cck_pts__gmos_delptsHIcrr__1,-0.523053938,-1.040139552,-0.47601407300000004,-0.0689478555
cck_pts__gmos_delptsHIcrr__2,0.46335638900000004,-0.8198141560000001,-0.33705242,-0.1771836545
cck_pts__pts_ale1__1,0.8113894372,-0.104045592,0.9351348060000001,-0.0952594625
cck_pts__pts_ale1__2,0.6096332560000001,-0.003889295,0.876612566,-0.1430249505
cck_pts__pts_ale2__1,1.0672257907,-0.08846272000000001,0.115148097,-0.3353655205
cck_pts__pts_ale2__2,1.2761873973,-0.185163493,0.09984643500000001,-0.4638504845
cck_pts__pts_ale3__1,1.8069711590000002,-0.085360406,0.41419806800000003,-0.0728756265
cck_pts__pts_ale3__2,1.9241136956,-0.05097314,0.5783373190000001,0.0661296145
cck_pts__pts_ale4__1,1.2051456771,-0.488652711,0.046307297000000004,-0.5897447965
cck_pts__pts_ale4__2,1.1098075178,-0.34340582000000003,0.036329173,-0.7425464545
cck_gnd__gmos_delgnd__1,-5.3986473366,-3.009453747,0.319589504,-0.0072481435
cck_gnd__gmos_delgnd__2,-5.293427704,-2.667358792,0.503198241,0.08587059450000001
cck_gnd__gnd_ale1__1,0.4473556958,-0.461090121,0.20693571300000002,-0.4764336645
cck_gnd__gnd_ale1__2,0.5762151130000001,-0.406866278,0.188642002,-0.34005364650000003
cck_gnd__gnd_ale2__1,0.2698962143,-0.40995143100000003,0.101779039,-0.5165471375
cck_gnd__gnd_ale2__2,0.15509935460000002,-0.369390104,0.172979991,-0.4222115155
cck_gnd__gnd_ale3__1,0.1053647764,-0.476446837,0.155982392,-0.4781938365
cck_gnd__gnd_ale3__2,0.32681397230000003,-0.338040807,0.23824755400000003,-0.4184485215
cck_tpiA__gmos_deltpiA__1,-1.7054071460000002,-0.44725576600000005,0.7806081060000001,-0.43855791650000003
cck_tpiA__gmos_deltpiA__2,-1.1825778863,-0.029055335,0.813794416,-0.5393699855
cck_tpiA__tpiA_ale1__1,-0.1093657558,0.052600217000000005,0.5988579620000001,-0.5422065135
cck_tpiA__tpiA_ale1__2,0.0290635189,-0.044651311000000006,0.589313505,-0.5308042155
cck_tpiA__tpiA_ale2__1,0.7083968756,-0.019234159,0.630282656,-0.3575995035
cck_tpiA__tpiA_ale2__2,0.205708213,-0.32237169400000004,0.582770958,-0.3596872345
cck_tpiA__tpiA_ale3__1,-0.5652688304,-0.20416204000000002,0.694016618,-0.41798636050000004
cck_tpiA__tpiA_ale3__2,-0.1683259947,0.073732433,0.6840427720000001,-0.4836626155
cck_tpiA__tpiA_ale4__1,-0.8722852133000001,-0.13216133100000002,0.744539256,-0.3358756155
cck_tpiA__tpiA_ale4__2,-0.5155532597,-0.19733033200000002,0.7080815420000001,-0.4389650775
acid_tale__acid_ale1_pH7__1,1.3708697198,-0.46064519800000003,0.057748651000000005,-0.7334999485
acid_tale__acid_ale1_pH7__2,1.0466924054,-0.5307157210000001,0.000836439,-0.7484703015
acid_tale__acid_ale1_pH5__1,-1.723213098,-2.139212203,0.393058448,-0.4678920375
acid_tale__acid_ale1_pH5__2,-2.7028139052,-2.179425171,0.51636355,-0.3930017975
acid_tale__acid_ale2_pH7__1,2.4457396064,-0.26208064400000003,-0.058615956000000004,-0.4118136355
acid_tale__acid_ale2_pH7__2,2.4505049779,-0.06953859200000001,-0.003295563,-0.47630258550000004
acid_tale__acid_ale2_pH5__1,1.5516867879,-0.049612579000000004,0.054635539000000004,-0.1895000095
acid_tale__acid_ale2_pH5__2,1.4340614956,-0.776327066,0.312142354,-0.4798766975
acid_tale__low_Mg_ale_pH7__1,1.0949841755,-0.39459226700000005,-0.7608421670000001,-0.2781370405
acid_tale__low_Mg_ale_pH7__2,0.8298344590000001,-0.751538428,-0.879332121,-0.2569315545
acid_tale__low_Mg_ale_pH5__1,0.9332546290000001,0.18740973500000002,-0.028056045,0.1020968525
acid_tale__low_Mg_ale_pH5__2,1.2560039529,0.171244738,-0.12884752500000002,-0.014786704500000001
acid_tale__MES_ale_pH7__1,1.7872828366,-0.35860255100000005,0.041432463,-0.36790245050000003
acid_tale__MES_ale_pH7__2,1.0581429082,-0.550107384,0.037419389000000004,-0.3178411205
acid_tale__MES_ale_pH5__1,0.5480346453,-0.275124945,0.6634502010000001,-0.0216199515
acid_tale__MES_ale_pH5__2,-1.9265486385,-1.149460812,1.148891356,0.2312870575
acid_tale__gmos_pH7__1,1.4143657411000001,-0.6102862,-0.020226017000000002,-0.4110757265
acid_tale__gmos_pH7__2,1.1311429004,-0.494448643,-0.031017067000000002,-0.3790623645
acid_tale__gmos_pH5__1,0.2363171625,-0.341596622,0.5256937780000001,-0.0375262465
acid_tale__gmos_pH5__2,0.33644694410000003,-0.1903861,0.521895651,-0.050952172500000004
adnB__wt_adn__1,1.2567771796,0.168328061,0.527252585,-0.6501832575000001
adnB__wt_adn__2,-0.5216710643,-0.696517481,0.717952429,-0.0186172025
adnB__delydhB_adn__1,0.19178969170000001,0.179363826,0.501672778,-0.9902791435
adnB__delydhB_adn__2,0.8385163175,0.7902561220000001,0.5728210220000001,-0.4512461615
ytf2__wt_glc__1,0.9098621231,-0.07616510900000001,0.444428965,-0.1737854135
ytf2__wt_glc__2,0.5973004465,0.000531812,0.29555535,-0.28562678350000004
ytf2__ybcM_glc__1,-0.07554967950000001,-0.869391066,0.185566797,-0.8907573165
ytf2__ybcM_glc__2,0.19356273840000002,-0.91126902,0.129607239,-0.7758062415
ytf2__ydhB_glc__1,0.529502602,-0.176471063,0.38896984100000004,-0.3476782995
ytf2__ydhB_glc__2,0.7553609782,-0.09314485,0.33696669,-0.3220592405
ytf2__yfeC_glc__1,0.5395637783,-0.194501473,0.26844590900000004,-0.2695613745
ytf2__yfeC_glc__2,0.7013850926,-0.17839041500000002,0.34219276400000004,-0.2679638035
ytf2__yciT_glc__1,0.4413387468,-0.016656674,0.43932199800000005,-0.2872460545
ytf2__yciT_glc__2,0.0995451199,-0.186729959,0.42732075500000005,-0.37300834850000003
ytf2__ydiZ_glc__1,0.6406780718,-0.150021807,0.110599163,-0.3173679715
ytf2__ydiZ_glc__2,0.6129360962,-0.11386008700000001,0.039726156000000006,-0.2076009245
ytf2__ynfL_glc__1,0.6109222015,-0.28214812100000003,0.49324980500000004,-0.1688068245
ytf2__ynfL_glc__2,0.2872912852,-0.1857797,0.46775206900000005,-0.1585725195
misc2__dellon_glc__1,2.2314065017,0.36667383200000003,-0.3140845,-0.9598467375
misc2__dellon_glc__2,1.127381751,-0.145118138,-0.8715660150000001,-1.4587705855
ytf3__wt_glc2__1,0.1068869224,-0.339704338,0.43664024300000004,-0.15415739850000001
ytf3__wt_glc2__2,0.2863282571,-0.183193251,0.53975684,-0.0095756325
ytf3__wt_pH7_lactate__1,1.1414699561,-0.031052976000000003,0.394528943,-0.17338632950000002
ytf3__wt_pH7_lactate__2,1.3100245543,-0.068196752,0.379399407,-0.1549683935
ytf3__wt_pH55_lactate__1,-0.8918418861,-0.6911523420000001,0.9337171660000001,0.0703285175
ytf3__wt_pH55_lactate__2,0.17450923100000001,-0.378978456,0.795086936,0.022572651500000002
ytf3__wt_pH55_HCl__1,-0.4254792999,-0.355885278,1.031077886,0.1200614225
ytf3__wt_pH55_HCl__2,-0.5621528225,-0.407580043,0.9522224260000001,0.1057586445
