,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
opex__phenol_rif__1,-4.3984809155,-1.8373335042,-2.9905713298,0.5665371013,-0.1609008495,-0.4526876353,-0.090299977,-0.7952966298,-1.2003307125,-0.2332156082,0.7891440634,-0.3707194938,-0.2406503671,-1.1344697468,-0.42778516440000003,-0.479230786
opex__phenol_rif__2,-5.0568828625,-1.6159073935000001,-1.168249423,0.43082166600000005,0.1973380177,-0.12369815690000001,-0.25948931140000003,-1.958100441,-0.2381381715,0.8458778457,1.254740436,0.5170993242,0.0005726774,-0.9830774505000001,-0.013382297100000001,-0.0028479629
opex__phenol_rif__3,-5.9704222774,-2.1535583281,-2.9527566248,0.49874303670000003,0.0778861934,-0.21202969670000002,-0.29685744210000004,-1.488052985,-0.8934201260000001,0.5071967732,1.078096743,-0.0754553265,-0.0797580042,-1.1040875946,-0.5319019349,-0.1658786465
opex__pvpi_amp__1,0.8755922612,0.2979093993,0.3982782096,0.1787871282,-0.3445654879,0.1391818165,0.1596778114,0.2770932342,0.2727344292,0.22826368060000002,0.013936585900000001,0.10264076970000001,0.057409524,-0.0633550417,-0.35989564020000003,-0.0397418659
opex__pvpi_amp__2,0.0860338447,0.18945088000000002,0.1044404646,0.2498687265,-0.3258190415,-0.0639225928,0.14756591200000002,0.0089037566,0.344730015,0.5712270163000001,0.1692164517,0.36139367780000003,-0.0633626265,-0.0233358193,-0.1518930456,-0.1179446096
opex__pvpi_amp__3,0.5879123371,0.3140391564,0.20780582890000002,0.20769369140000002,0.1327754241,0.0697663239,0.3052054737,-0.0285244776,0.41536521590000003,0.32012010100000005,0.2078250288,-0.033795188500000004,0.0987651823,-0.0186793965,0.3794373574,-0.0527826593
opex__pvpi_kan__1,-0.7370587035,0.09129635100000001,0.1770277523,0.2915922435,0.49513854700000004,-0.0465531633,0.1570420959,-0.11155513260000001,0.36376801540000003,0.8247613447000001,0.1780886006,0.2799575599,-0.0276035902,-0.010088120800000001,0.7960589426,-0.11058463780000001
opex__pvpi_kan__2,0.0899187065,0.0332769005,-0.0204262622,0.0753791033,0.1907365339,0.0190727985,0.1075722155,-0.056232604000000005,0.2776373783,0.0192584758,0.0677224375,0.41208243520000004,-0.013976317600000001,-0.0220803095,0.4035827582,-0.1565136567
opex__pvpi_kan__3,-0.025872413900000002,0.0270261636,0.0101010389,0.2056216227,0.4766692098,0.1516056878,0.2105058765,-0.3450686486,0.3895293481,0.21948187100000002,0.11047313600000001,0.3505401624,-0.0309829628,-0.006971406,0.0203448527,-0.12906845890000002
opex__pvpi_nor__1,0.3790827545,0.31469363300000003,0.281018052,0.07527393760000001,-0.3349557655,0.1005279486,-0.46911920690000003,0.050823295500000004,0.2730396154,0.2761917389,0.2105337492,0.0612837408,-0.043609631600000004,0.0043966387,0.0800628296,-0.2105805453
opex__pvpi_nor__2,-0.1211685133,0.0796670517,-0.08936987090000001,0.0978663196,0.3325984375,0.11899765720000001,-0.4125358994,0.0201654305,0.0498367697,0.44625352840000004,0.21515793660000002,-0.0207210627,-0.2081096653,0.1668676485,0.205546622,-0.3080714573
opex__pvpi_nor__3,0.20681360370000001,-0.1740172835,-0.30714240190000003,-0.0866408026,0.39666720780000003,0.14767448190000002,-0.3041953099,0.1118531002,0.2690390539,0.40797159450000003,0.113511572,0.1030807615,-0.0892509422,0.1832898366,0.06903964750000001,-0.11237660390000001
opex__pvpi_rif__1,-5.649771839,-1.8601814354,-1.4507822642,0.7554847077,1.3672705041,-0.1150861504,-0.450821556,-0.43945137780000004,-0.5182946574,-0.0866251111,0.3587560936,0.4729329115,-0.0195382853,-0.8509373182000001,0.2665321294,-0.4967893231
opex__pvpi_rif__2,-5.5605020837,-1.6909065558,-1.1572387422000001,0.7890987312000001,1.2763652889000001,-0.2665517542,-0.4804978401,-0.2498793185,-0.353263804,0.6346930513,0.20226414850000002,0.283440181,-0.29376019870000003,-1.0133410348,0.41369454170000003,-0.5093192857000001
opex__pvpi_rif__3,-7.0577881064,-1.8312787866,-1.9336805611,0.6352844664,1.5145167681,-0.42588176800000005,-0.4736858554,-0.9169961433,-0.5501915648,0.6546033077,0.3736098936,0.6905392282,-0.0950193133,-0.8552114418000001,-0.7495381035,-0.3969276883
opex__rif__1,-5.3093082724,-1.6532323679,-1.2925970738,0.7496321689000001,1.4001386518,-0.2747300298,-0.9601267897,-0.7862697728,-0.738507903,0.4112300332,0.4087465334,0.380597049,-0.1748265656,-1.0991152194,0.1862537076,-0.1194489167
opex__rif__2,-5.0481323061,-1.4146172374,-1.4747059461,0.7750268969,1.3522376391,-0.2510203231,-0.9322962134,-0.44473452700000005,-0.4462843925,0.8950044272000001,0.3629773207,0.5233402747,-0.2226362896,-0.7051006932,0.8775404704,-0.4480780991
opex__rif__3,-5.3457600013,-1.4545392735,-0.977726007,0.7101493076000001,1.5157800615,-0.2968256698,-1.1139241966,-0.25395079130000003,-0.5332668347,0.2789939067,0.44318489380000003,0.0157854375,-0.2138557466,-0.929753295,0.0747576796,-0.3204030815
opex__naocl_amp__1,-2.33238672,-0.7356139753000001,-1.3606640142,-0.1732709832,3.2311469148,-0.0269963283,-0.043924467700000004,-2.6837845225,0.0276838651,0.7854258728,0.1331084752,0.1635961332,0.0903204152,-0.0408171479,0.46028711370000003,0.2280423662
opex__naocl_amp__2,-0.46907642060000004,0.034954050800000004,-0.5257172122,0.0125798188,1.8170985745000001,-0.0235963058,-0.496762352,-0.5927952872000001,0.10106675150000001,0.18012844490000002,0.010410990600000001,-0.11632150620000001,-0.0166695194,-0.17322884830000002,0.0627428743,-0.3420724435
opex__naocl_amp__3,-0.8196595554,-0.1544347064,-0.5007894821000001,-0.12569989680000002,1.8938384347000001,0.0165516054,-0.4486518377,-1.0455905975,0.0473434984,0.1388681,0.0422370528,0.4209185603,0.0829781052,-0.17670345610000002,-0.0422011253,-0.1789137036
opex__naocl_kan__1,-0.5016579281,-0.49852062280000004,-0.4982253454,-0.0024633896,1.5114232167,-0.0304030759,-0.2103033625,-1.1584034526,0.3550551498,0.7117282998000001,0.0733727845,0.3738807582,0.0568703736,-0.1133158625,0.1122592958,0.1027047519
opex__naocl_kan__2,-0.3895927563,-0.37946972290000003,-1.0137532326,-0.107284845,1.5198034763,-0.0740950018,-0.2100923609,-1.0172208729,0.29139136460000004,0.628017993,0.1723665473,-0.2132159734,0.0984744858,-0.0346631081,-0.0439623081,0.1911880287
opex__naocl_kan__3,-0.6346903756000001,-0.5367540247,-0.7824822906000001,-0.0378164496,1.2333322014,-0.19661251370000002,-0.5943970872000001,-1.2998311378,0.4644033104,0.5220479257,0.1464832614,-0.5252406660000001,-0.056093975000000004,-0.1636875546,0.5937559244,-0.1491217709
opex__naocl_nor__1,-0.7840487045000001,-0.4339201038,-0.8546879047,-0.1266555151,0.9033785627,0.1853049702,-0.6255079347,-0.691144521,-0.0949722898,-0.10270790090000001,0.1823920685,0.13399120080000002,-0.1847528162,0.0453136418,-0.9363191890000001,0.09587075610000001
opex__naocl_nor__2,-0.8530863464,-0.6202696298,-0.9427161618000001,-0.18342158690000002,1.2200917596,0.1400148331,-0.5129167171,-0.8167191681,-0.3785345691,0.6101116836,0.2205033798,-0.0926106532,-0.1499750412,0.1758445305,0.0544439699,-0.1428046738
opex__naocl_nor__3,-0.9493906164,-0.2832811684,-0.8049084178,-0.286782287,1.2144122211,-0.0510896458,-0.7829523933,-0.8501624143000001,-0.1984801461,0.6507319464,0.21542108510000002,0.3257553193,-0.0811760279,0.16750353580000002,-0.46170245330000004,0.0473687988
opex__naocl_rif__1,-5.4796239391,-1.14903645,-1.9232432883000001,0.5930766829,1.7975654473,-0.27868733560000003,-1.0846355863000001,-1.1495048959,-0.1269514672,0.17054334670000001,0.44150546900000004,0.6058118822,-0.0633183333,-0.8846690774,0.7002991081000001,-0.1261292315
opex__naocl_rif__2,-5.6261411448,-1.8523300983,-1.6310973997,0.6294067863,2.1263660841,-0.1656410395,-1.216796596,-0.8028912037,-0.2248828814,0.3716653404,0.240351945,0.5182747725,-0.06773269950000001,-1.0415023493,0.0708714084,-0.0805893801
opex__naocl_rif__3,-4.7582016932,-1.5041450193,-1.9505129561999999,0.7170134595000001,1.6591504316,-0.3324034878,-0.7026710546,-1.0015391645,-0.3745193797,0.3470662427,0.35880312410000004,0.4701519411,-0.0017214541000000001,-0.7368803165000001,-0.156899004,-0.21293216110000002
phage_lysogen__wt_ctrl__1,-0.3950537624,-0.2037186446,-0.23471812460000002,-0.0260689406,-0.1401508987,-0.1730375139,-0.053501603700000004,-0.421171929,0.0476126705,-0.1535399883,-0.0975583792,-0.14355580510000002,-0.0474022816,-0.1131082358,-0.2585675596,-0.0032759179
phage_lysogen__wt_ctrl__2,-0.1891479611,-0.3921114651,0.0091240856,0.055185875700000005,-0.1126580135,-0.20340653700000003,0.0596249852,-0.1756866292,-0.0383399156,-0.0317423613,-0.1879904805,-0.22371240520000002,-0.0454131039,-0.15099738340000002,-0.11675412700000001,0.0168790308
phage_lysogen__wt_ctrl__3,0.5842017235,0.5958301097,0.22559403900000002,-0.0291169351,0.2528089122,0.37644405080000004,-0.0061233814,0.5968585582,-0.0092727548,0.18528234970000002,0.2855488597,0.3672682102,0.0928153854,0.26410561920000003,0.37532168660000004,-0.0136031129
phage_lysogen__O104_H4__1,0.2030010694,0.1722913365,-0.1834861845,0.2378195673,-0.1171231645,-0.235523419,0.5722430190000001,0.1623910371,-0.0253472449,-0.9512480968,-0.1194230971,-0.5365134038,-0.0221143229,-0.3440473148,-0.5119398031,-0.7187333214
phage_lysogen__O104_H4__2,0.2217787728,-0.0009991503,-0.12141972890000001,-0.1466596712,0.0599982618,0.2769858745,0.20027159220000001,0.5174733435000001,-0.0405756621,-0.8337010751,0.1636558091,0.2669271932,-0.0487368223,0.10436316620000001,0.2512358744,-0.2746912703
phage_lysogen__O104_H4__3,1.0691693835,0.2932178781,0.5030966149,-0.07116623100000001,0.4206287192,0.6016827565,0.22803644320000002,0.9481959798,-0.3326292376,0.1276111044,0.5355418273,0.9691015262,0.1622991533,0.4952732845,0.4866177158,0.14624574710000002
phage_lysogen__O157_H7_PA8__1,0.4549944401,-0.0961698428,-0.22480142700000003,0.2144886863,-0.15508812100000002,-0.273738474,0.41681538160000003,0.0399511069,-0.079544128,-0.8490737866,-0.23727411580000002,-0.36662464510000004,-0.043873072000000006,-0.32192762610000003,-0.6787028101,-0.62695382
phage_lysogen__O157_H7_PA8__2,0.031876074500000004,0.3816538812,0.3606083406,-0.1162119773,0.1322760738,0.3172052365,0.49456849410000003,0.946796462,-0.35928795620000004,-0.32928252550000003,0.2822216766,0.6917717134,-0.022985985400000002,0.32229741440000004,0.6214824933,0.10047882550000001
phage_lysogen__O157_H7_PA8__3,0.9335912655,0.37181216170000003,0.6943766502000001,0.0478665062,0.6056533703,0.6103014231,0.5766055833,0.9770381106,-0.6397916119,-0.093607278,0.6978865167,0.9517921844,0.1522722699,0.6368160699000001,0.2401832901,0.4689838643
phage_resist__ygbE_oe__1,0.4752955484,0.0627972498,0.49500955280000003,0.48151793810000004,-3.7994484041,-0.287963071,1.7027171876,2.6268299275,3.4972540962,-0.4503178205,-0.2905673092,4.1957462421,0.7542635032,-0.0362194251,-1.4026520394,-0.4958998041
phage_resist__wt__1,0.7998131914000001,0.366257378,-1.0447587712,-0.1774550813,-1.4298794069,-1.3464550153000001,1.299600531,-0.2423352206,0.1218093056,-2.0357055592,-1.0940452894,-0.5458469858,-0.10702294250000001,-1.5616224187,-2.0375936656,-1.5791436110000001
phage_resist__wt__2,-0.4644542726,-0.12299014030000001,0.1855514972,0.0316978985,0.2677425986,0.21689737580000001,-0.4200470764,-0.0268070172,-0.2633978658,0.7770041327,0.21347025360000002,-0.15608694680000001,0.007720909000000001,0.4342447082,0.7546171593000001,0.5956534375
phage_resist__wt__3,-0.24857976110000002,-0.1623015392,0.3571696562,0.1096698247,0.7043172177,0.5812559044,-0.41874919990000004,0.183052403,-0.045577875000000004,0.7316935024,0.4398868468,0.332022568,0.034278572800000004,0.5878589544,0.8016503841,0.4921958259
phage_resist__wt__4,-0.0867791577,-0.0809656985,0.5020376178,0.0360873582,0.4578195906,0.5483017351,-0.4608042546,0.0860898348,0.18716643530000002,0.5270079240000001,0.440688189,0.3699113646,0.06502346070000001,0.5395187561,0.48132612220000004,0.4912943476
phage_resist__ygbE_oe__2,-1.9552802157,-1.1834039398,0.37529161650000004,0.4008465332,-3.5306031369,0.5877636955000001,-0.6612409545,0.7796247064,1.8361024026,0.7266389289,-0.7233928273,2.7120934108,0.3300087678,-0.14160878940000002,0.2617782636,0.2953870599
phage_resist__ygbE_oe__3,-1.9646162186,-1.3611695203,0.4040697426,0.2016586973,-3.8709131056,0.6188157392,-0.629823428,0.5195438987000001,1.7943586754,0.7269544105,-0.4900179571,2.8279970021,0.3196418633,0.148584254,0.4701963383,0.5452071722
phage_resist__ygbE_oe__4,-1.738748503,-1.4344781556,0.37959105260000003,0.20863877560000002,-3.3967490302,0.7132215321,-0.5918191418000001,0.6427671738,1.7165187176,0.5492714550000001,-0.5637278466,2.9517602427,0.3126370184,0.18241322270000002,0.2909137213,0.31160570930000003
phage_resist__yahA_oe__1,-2.9131311479,-0.7826302851,2.0159222999,0.8103400045,-1.2842816205,0.8138244361,-0.1967761666,-0.06298280440000001,1.2570519107,0.6103288714,0.5796116258,0.0787916646,0.7739832111,0.9307925237,-0.0002939503,0.1301580218
phage_resist__yahA_oe__2,-3.0029463106,-1.0659709625,2.1186901603,0.79434764,-1.348233859,0.9000947581000001,-0.2460703762,0.022014352900000003,1.3320320489,0.6403573169,0.6325270418000001,0.23379690700000003,0.7983120982,0.9367801035000001,-0.0303036213,0.0528553927
phage_resist__yahA_oe__3,-3.1573496034,-0.6940890863,2.0582908248,0.7890265787,-1.2318679667,0.833051559,-0.2130162808,0.034666608700000004,1.3059079717,0.6772299048,0.6378007483,0.042653148,0.7989192199,0.9764142145,-0.1154247065,0.0871446503
phage_resist__yrfF_ko__1,-0.6160134488,-0.09516454220000001,0.5543763451,0.1941040265,-1.2590225458,0.3389198409,-0.31210445800000003,0.1996446819,-0.12670997180000002,0.9875293375,0.5446564534,0.24281014,0.1539989017,0.7325937801,1.1104994501,0.9807337260000001
phage_resist__yrfF_ko__2,0.1537746716,0.1771482101,0.6787369491,0.1621654823,-1.0912669924,0.6184361814,-0.22566028770000002,0.6131365718,-0.11197155360000001,1.0984408949,0.7809684463000001,0.4658064152,0.3536384924,0.8605437876,1.1080623886,1.3282708135
phage_resist__yrfF_ko__3,-0.2676719997,-0.4121280909,0.6974984476,0.2351319325,-1.303042921,0.41399466090000003,-0.3897800295,0.3078468977,0.0349141087,0.7056908949,0.4552726031,0.3823621815,0.07063877,0.6737314587000001,0.7249615305,0.688691999
pollution__wt_ctrl__1,-0.22080268090000002,-0.2608342992,-0.2412090311,-0.2052052727,-0.179786933,-0.1415201627,-0.1882099764,-0.2717557662,0.5156913555,0.050344201500000005,-0.3358054281,-0.09542161610000001,-0.028747212900000003,-0.0504309921,-0.3580979026,0.1796494563
pollution__wt_ctrl__2,-0.5723686141000001,-0.3854905927,-0.0446738651,-0.15748279610000002,-0.38066778170000004,-0.0071671948,0.10253841450000001,-0.001390333,-0.9940350187,-0.0864703736,0.0635527096,-0.1604930099,0.3904047744,0.15996817200000002,-0.29935761710000003,0.037576712000000005
pollution__wt_ctrl__3,0.7931712951000001,0.6463248919,0.2858828962,0.3626880689,0.5604547147,0.1486873575,0.0856715619,0.2731460992,0.4783436633,0.0361261721,0.2722527185,0.25591462600000003,-0.3616575616,-0.1095371799,0.6574555196,-0.2172261683
pollution__wt_urban__1,-1.5361639206,-0.3004874158,1.1643950353,0.0205539034,0.0113108422,0.08319208980000001,-0.0223748597,-0.2583901572,-0.4877017166,-0.0547348676,-0.4130276744,-0.2174740251,-0.7414543258,-0.8779140316,0.1985448166,-0.8388263528000001
pollution__wt_urban__2,-0.627871296,0.281551061,1.04969359,-0.0847331674,0.23958671150000002,0.3228055849,-0.2374573526,-0.3921497291,-0.0606768195,-0.23332719340000002,-0.1511030051,0.15858498740000002,-0.7308451441,-0.5371211839,0.26687332,-0.6128652595
pollution__wt_urban__3,-1.4461713526,-0.1545587981,1.3137034987,0.10179796170000001,0.6600324057,0.181779601,-0.0910397033,0.2623064485,0.0018800651,-0.0419250342,-0.154141503,-0.0187603511,-0.2495998543,-0.5047912804,0.12413922740000001,-0.7317795944000001
pollution__wt_diesel__1,-2.0693698023,-0.6048227296,1.0509945472,0.3283769753,0.8846831721,0.4970256725,0.0083602461,0.4889077415,0.6764762108,-0.29166877420000004,0.2749006309,-0.1223799408,-0.0922155776,-0.49115894060000004,0.6824085984,-0.8485566041
pollution__wt_diesel__2,-0.9823016618,0.2355638861,0.9572732471000001,0.42943714510000003,0.48955310430000004,0.2349562621,-0.0734285838,0.24007829200000003,0.5547987387000001,0.0507600824,0.35831424100000003,0.2220357514,-0.21506237420000002,-0.1463925879,-0.0446910692,-0.3351232154
pollution__wt_diesel__3,-0.5888311411,0.31430451600000003,0.7438249479,0.40175518200000004,0.5886166151000001,0.32557745200000004,0.025717815800000002,0.0812099496,0.6402709811,0.1154408505,0.1753049736,0.1244712204,-0.1480710651,-0.2696574214,0.2187000527,-0.3418438125
pollution__evo_diesel__1,-2.7837263388,-0.1593228863,0.2410155629,0.1621942794,0.6772024867,-0.10706829150000001,-0.5553972686,0.3518439159,0.9798800577000001,-0.4403290917,0.1665156551,-0.0656528422,0.0768889401,-0.422017325,0.5281397623,-1.0908188988
pollution__evo_diesel__2,-1.1975239021,0.12660371480000002,-0.039956483200000004,-0.0929989714,0.1512781682,-0.0019691942,-0.2051217241,0.13078450560000002,-0.2218629196,0.9108992608,-0.167699324,0.8414128692,0.1246405321,0.0331465663,-0.25080002760000003,0.3207930571
pollution__evo_diesel__3,-2.424957981,-0.1371516807,0.4092609884,-0.0052199476,0.5460302267,-0.1175980029,-0.5671369567,0.4084571863,1.069667025,0.8651881948,-0.056990542000000005,0.9381772923,0.2100626237,-0.27523787650000003,0.6388939169,-0.1398424733
ppGpp__wt_relAtrunc_00m__1,-0.6360387015,-0.4373876537,-0.34489568130000003,0.1509588755,-0.7356649648,-0.1348534868,0.2635345711,-0.36595557970000003,0.0288790388,0.0719469705,0.0030812966,-0.0570499728,-0.2138846402,-0.011476057900000001,-0.1558981352,-0.2592567159
ppGpp__wt_relAtrunc_00m__2,-0.3429027008,-0.4119604946,0.0407282156,-0.1528181404,-0.6165969403,-0.0287215398,-0.1548439368,-0.0542298863,-0.1521234336,0.11208226360000001,0.30000823200000004,0.07924919230000001,-0.2515838627,-0.1060102587,0.1164596209,0.11566217940000001
ppGpp__mut_delrelA_10m__1,-1.4407290477,-0.5068039082,0.3024191188,0.43248006790000004,0.1567862774,0.2126310429,0.6035908065000001,0.291931857,-0.16542558440000002,-0.0989187488,1.3678844983,0.5248656897,0.5001160017,0.1512831843,0.5108467353,-0.5626612781
ppGpp__mut_delrelA_05m__1,-1.3849617941,-0.6547843603,0.20255332080000002,0.34433113330000004,0.0083984588,-0.1047768649,0.3849516318,0.18476147340000001,-0.1983707347,0.12943433840000002,0.734326052,0.193993842,0.2358381973,-0.1375585523,-0.0688301482,-0.8290559164
ppGpp__mut_delrelA_10m__2,-1.1687684421,-0.0469279738,0.5363361776000001,0.5380630456000001,0.5829886579,0.0347489458,0.7377830038000001,0.5909814277000001,-0.0013653747,-0.16631699860000002,0.9850520428,0.3070499256,0.5345719973,0.2109785549,0.4080360343,-1.04370329
ppGpp__mut_delrelA_10m__3,-1.1934073591,-0.2036148778,0.4663589261,0.5843706258,0.5176121738,0.23003279210000002,0.816548512,0.5809334098,-0.077326741,-0.11114252740000001,1.023207853,0.6639735411000001,0.5645383391000001,0.2609776572,-0.0601413998,-0.6798733629
ppGpp__mut_delrelA_00m__1,-2.2330033595,-0.7595758359,-0.2581578389,0.1253951864,-0.5040253716,-0.1974606964,0.423904043,0.2149768289,0.09836135900000001,0.1578313552,0.3437592518,-0.0536495161,0.1922107526,-0.1923561796,-0.0118010797,-0.6281157941000001
ppGpp__mut_delrelA_00m__2,-1.8506723404,-0.4956476084,0.0430347362,0.0565486674,-0.4096989821,-0.1627291303,0.0915417102,-0.0019235250000000001,-0.0868139669,-0.0709618918,0.6804572916,-0.0177144347,0.0477115332,-0.34262451,-0.0166525361,-0.8460730274
ppGpp__mut_delrelA_05m__2,-1.5395981792,-0.120318163,0.40717479980000004,0.289905114,0.10678169330000001,-0.039899753,0.2905690998,0.3392681146,-0.1956616012,0.1225723304,0.7805262655,0.4688069393,0.2189426954,-0.1664668386,0.2255405692,-0.6824705723000001
ppGpp__mut_delrelA_05m__3,-1.4979522276,-0.0206872603,0.4834110808,0.2330789077,-0.1330816226,-0.0159636591,0.32116900400000004,0.14539929810000002,-0.023005675200000002,-0.1065410937,0.9107078552000001,0.1704307521,0.1411785173,-0.16714632440000002,0.30743245810000003,-0.6906080928
ppGpp__mut_delrelA_00m__3,-2.1403858871,-0.4965461753,-0.157212549,0.07099494790000001,-1.4912864493,-0.1787613647,0.23219207050000001,-0.18458063660000001,-0.0854745809,-0.1413295043,0.7828283416,0.033173366100000004,0.0532866856,-0.37078453650000004,0.0944250604,-0.49089214010000004
ppGpp__wt_delrelA_10m__1,6.0620579445,2.7396362891,2.1676635876,1.6693473817000002,0.8159669354,1.4294768494,0.8384159612000001,1.6056409921,0.4825073561,-0.61326364,1.6114508702,1.7854964868,1.2781580984,1.475368666,0.6234036396,0.3307851563
ppGpp__wt_delrelA_05m__1,5.653790905,2.7902748566,0.8553295025000001,0.8851842496000001,0.5085675547,1.2400581258,0.4645707851,1.3075582631,0.6459022819,-0.505711765,0.8965006593,1.202309689,1.0122478768,1.1376902668,0.5556220729,0.5169309910000001
ppGpp__wt_delrelA_05m__2,5.1956209481,2.6486960475,1.3197388167000002,0.9921615799000001,0.9176027185000001,1.2873618237,0.5425807868,1.2582800351,0.8014831203,-0.5351039595,0.9174357246,1.2178882643,1.0228227669,1.1347282112000001,0.48361229,0.5740156375000001
ppGpp__wt_delrelA_10m__2,5.2122857797,2.5273813703,2.3303758325,1.5982408098,0.3843269731,1.4912675401,0.7128758461,1.4843529345,0.569653127,-1.0184636975,1.7582157871000001,1.795606559,1.2011297655,1.4212904351,0.9008695305000001,0.5002906692
ppGpp__wt_delrelA_10m__3,5.9669679413,2.8242183877,2.3284863509,1.7096626457,0.7927620906,1.5377929716,0.8226589566,1.540016061,0.40215786540000004,-0.618391545,1.7522759181,1.8583916429,1.2551420232,1.467315173,0.4675050378,0.5231524178
