,A,RplD,ArcA,DksA,Fnr
truHMM__phos_2h__1,12.231717355,1.2269261837,-1.9795452543,0.8498630931000001,-0.062006198000000005
truHMM__phos_2h__2,12.1149676731,1.1416630779,-1.967157508,0.8120974195,0.0546371406
truHMM__phos_4h__1,12.7742552893,1.1403142525,-2.8492738681,-0.5787215136,0.588655707
truHMM__phos_4h__2,12.9040865638,1.131607019,-2.9159820306,-0.5634604798,0.6322269285000001
truHMM__phos_4h__3,14.5107191678,0.8681038429,-3.6017898952,1.1239178256,0.16482961540000002
control__wt_glc__1,-0.11063747830000001,-0.025046795,0.036636971000000004,0.10762986000000001,-0.052632
control__wt_glc__2,0.11063747830000001,0.025046795,-0.036636971000000004,-0.10762986000000001,0.052632
fur__wt_dpd__1,-3.4240274417,-0.8227755050000001,1.058304126,0.00919441,-0.22332754900000001
fur__wt_dpd__2,-3.8382992733,-0.758902205,1.126720666,-0.419222839,-0.207263208
fur__wt_fe__1,0.44654913900000004,-0.002822125,-0.05264584,-0.20205656800000002,-0.5591243690000001
fur__wt_fe__2,0.5815741009000001,-0.030654515,-0.129847039,-0.251379825,-0.518033721
fur__delfur_dpd__1,-2.8602874309,-0.859440125,1.122678696,0.05568696,-0.358693874
fur__delfur_dpd__2,-2.281807755,-0.49033867500000006,1.043829066,-0.6067309120000001,-0.349967695
fur__delfur_fe2__1,0.5197510734,-0.34972879500000004,0.038872322,-0.01548268,-0.27282969900000004
fur__delfur_fe2__2,0.3014292326,-0.399591195,0.005759822,-0.01183242,-0.26540585
acid__wt_ph5__1,-0.9350091019000001,-0.139296775,0.9077065660000001,0.00763678,-0.524846931
acid__wt_ph5__2,-0.6858959743,-0.152234125,0.8854765760000001,-0.03566343,-0.539491976
acid__delgadx_ph5__1,-0.7826561790000001,0.003520525,0.6386470710000001,-0.36773875500000003,-0.480809823
acid__delgadw_ph5__1,-0.6960956356,-0.13275836500000002,0.774188486,-0.07422747,-0.5694477410000001
acid__delgadw_ph5__2,-0.4460402727,-0.100011815,0.8036499260000001,-0.09099579000000001,-0.545782447
acid__delgade_ph5__1,-0.493458461,-0.097287315,0.499338233,-0.01799291,-0.49659595500000003
acid__delgade_ph5__2,-0.6091349223,-0.057666125000000006,0.48226117700000004,0.00057981,-0.5235996460000001
oxidative__wt_pq__1,-3.8487366619000003,-1.4874987050000001,2.161495396,0.79804133,-0.277983604
oxidative__wt_pq__2,-4.1298835917,-1.394964095,2.173902676,0.60256553,-0.403604734
oxidative__deloxyr_pq__1,-3.2161555227,-1.159573565,2.132592106,0.73179891,-0.117314808
oxidative__deloxyr_pq__2,-3.2943249901,-1.187027605,2.155119376,0.64958993,-0.052995724
oxidative__delsoxr_pq__1,-3.1633390916,-0.7059477350000001,2.114133386,0.26172225,-0.46957113400000006
oxidative__delsoxr_pq__2,-2.5939079791,-0.7809234850000001,2.045519786,0.25957536000000003,-0.475574296
oxidative__delsoxs_pq__1,-4.5313304043,-1.509246245,2.3445910960000003,0.52451559,-0.138763319
oxidative__delsoxs_pq__2,-4.5646369802999995,-1.484187575,2.405278176,0.5707898100000001,-0.142115652
nac_ntrc__wt_csn__1,-1.9274104318,-0.8620935550000001,0.614107743,0.1605203,-0.158711963
nac_ntrc__wt_csn__2,-1.6836983829,-0.7732031850000001,0.560547789,0.27720816,-0.20401648900000002
nac_ntrc__wt_cytd__1,-0.8083916764,-0.610470555,0.279501977,0.22319687,-0.22330206500000002
nac_ntrc__wt_cytd__2,-0.7922607974,-0.616614365,0.286099773,0.31959031,-0.148782092
nac_ntrc__wt_gln__1,-1.0796908764,-1.010917175,0.8913351260000001,0.18527241,-0.133928986
nac_ntrc__wt_gln__2,-1.1335776582000001,-0.9562996850000001,0.8662795560000001,0.334252,-0.07252378100000001
nac_ntrc__bw_delnac_csn__1,-3.0205457065,-1.046573295,0.9463078960000001,-0.26214897400000003,-0.17298681200000002
nac_ntrc__bw_delnac_csn__2,-2.5323835098,-0.948445505,1.058494226,-0.552406771,-0.207335707
nac_ntrc__bw_delnac_cytd__1,-1.9176618867,-0.385701265,0.9694913660000001,0.07475685,-0.39908493100000003
nac_ntrc__bw_delnac_cytd__2,-1.3983739647,-0.284013405,0.9866688160000001,0.0358533,-0.458070531
nac_ntrc__bw_delnac_gln__1,-1.9984309198,-0.575556705,1.779034016,0.0380138,-0.387752121
nac_ntrc__bw_delnac_gln__2,-1.7748431935000002,-0.579628245,1.7441336060000001,-0.08735342,-0.318289392
nac_ntrc__bw_delnac_nh4__1,-1.1094306897,0.335381765,0.532564653,-0.04080128,-0.40746298400000003
nac_ntrc__bw_delnac_nh4__2,-0.9167240063000001,0.323491705,0.613698527,-0.07593799999999999,-0.431925496
misc__wt_no_te__1,-1.7753346171,-0.48774389500000004,0.985523586,0.22676976000000001,-0.574722853
misc__wt_no_te__2,-1.2058372649,-0.092428565,0.614279137,0.01174368,-0.434576408
misc__bw_delcbl__1,0.5034379296,0.328311085,0.12568636,-0.579710159,-0.544797561
misc__bw_delcbl__2,0.412358567,0.28140817500000004,0.035046911,-0.579512294,-0.510121476
misc__bw_delfabr__1,0.4389894838,0.39523583500000004,-0.24226446100000001,-0.5769577290000001,-0.54688357
misc__bw_delfabr__2,0.0747640218,0.362740885,-0.291546346,-0.515933084,-0.5969020620000001
misc__bw_delfadr__1,0.5611646281,0.21423913500000002,0.639510641,-0.52649937,-0.631839469
misc__bw_delfadr__2,0.5728964886,0.120737775,0.6575469140000001,-0.11649165,-0.5991148660000001
misc__nitr_031__1,-1.3360051768,-0.133599985,1.407530216,0.20116575,-0.44621574300000005
omics__wt_glu__1,0.11889939840000001,-1.029790345,-0.273254272,-0.927365069,0.683629718
omics__wt_glu__2,-0.3363702579,-0.947869405,-0.267923509,-0.859675539,0.7885854680000001
omics__wt_gly__1,-0.8864341217,-0.24069594500000002,-0.30586483000000003,-0.66965889,0.206760041
omics__wt_gly__2,-1.0138206385,-0.25803964500000004,-0.24486246900000003,-0.7331763170000001,0.183314323
omics__wt_thr__1,0.38539773990000004,-1.307712535,-0.121007954,-0.7451474140000001,-0.542585261
omics__wt_thr__2,-0.2246730743,-1.298758635,-0.04399066,-0.722367616,-0.607156115
omics__bw_ac__1,-2.4813605207,-1.6506321750000001,-0.048029848,0.24265391,0.045715161000000004
omics__bw_ac__2,-2.0217981789,-1.675472675,-0.076148239,0.33642459999999996,0.09762738400000001
omics__bw_fum__1,-2.5611482054,-1.340353855,-0.046794311000000005,0.81940528,-0.18848155800000002
omics__bw_fum__2,-2.6056853183,-1.410574515,-0.08552493700000001,0.81544179,-0.242270962
omics__bw_glc__1,-2.2522143566,-1.468287865,0.12043444,0.51843085,-0.234511247
omics__bw_glc__2,-2.4965437718,-1.399528455,0.131540097,0.47961284,-0.20882609800000002
omics__bw_pyr__1,-2.5519805553,-1.7464071250000002,-0.350962926,0.38410257000000003,0.087242941
omics__bw_pyr__2,-2.658814868,-1.835080545,-0.34418755100000004,0.54632513,0.022124095
ompr__wt_nacl__1,-2.9853667973,-0.5209044150000001,1.828340046,-0.22035073800000002,-0.769651592
ompr__wt_nacl__2,-3.6028453167,-0.435954025,1.957742426,-0.06804128,-0.646367331
ompr__bw_delompr_nacl__1,-1.7092342508,-0.42636019500000005,1.3682953260000001,-0.307879921,-1.035417797
ompr__bw_delompr_nacl__2,-1.5289111806,-0.37265048500000003,1.419179516,-0.301591897,-0.98364399
minspan__wt_ade__1,-1.0702763957,-0.5922863150000001,0.393576953,-0.573101647,-0.57964238
minspan__wt_glc__1,-0.8196934616,0.0018372850000000001,0.444636982,-0.6758749860000001,-0.946672155
minspan__wt_glc__2,-0.7808107,-0.071315375,0.371492769,-0.684057307,-0.70245124
minspan__wt_glc__3,-0.9805550259,-0.008148785,0.331090588,-0.768996231,-0.6560544730000001
minspan__wt_glc_anaero__1,-2.0488118449,-0.6544558650000001,0.7573820960000001,-0.977973288,-1.37524121
minspan__wt_glc_anaero__2,-1.7923060030000002,-0.6384403150000001,0.696397778,-0.925424553,-1.519285843
minspan__wt_trp__1,-3.6330458436,-2.001528596,0.37565932,-0.528967481,-1.857965349
minspan__bw_delcra_glc__1,-0.9911993010000001,-0.44466933500000005,0.476845821,-0.53298709,-1.7740696470000001
minspan__bw_delcra_trp__1,-3.2598432394,-1.557753025,0.5289642950000001,-0.439841802,-1.679262271
minspan__bw_delmntr__1,-1.5998639816,-0.609698325,0.487748006,-0.545179661,-1.5296943330000001
minspan__bw_delnac_ade__1,-1.6954963387,-0.683824415,0.105543914,-1.524378076,-0.241030033
minspan__bw_delnac_glc__1,-0.1024391218,-0.22003646500000001,0.32585684400000003,-0.6186027230000001,-0.724032275
cra_crp__wt_ac__1,-1.5810479428000002,-1.071393125,0.075213946,-0.680290248,0.563029258
cra_crp__wt_ac__2,-1.3689439752,-1.143893395,0.040042087000000004,-0.571856241,0.5452901480000001
cra_crp__wt_fru__1,-0.8589386072,-0.880807035,-0.27503787900000004,-0.757664345,0.5749984380000001
cra_crp__wt_fru__2,-0.47080212120000003,-0.8759214550000001,-0.23072129300000002,-0.7738378300000001,0.562240048
cra_crp__delcra_ac__1,-3.18671972,-1.157780435,0.252433879,-0.02586324,-0.350516384
cra_crp__delcra_ac__2,-3.0950370541,-1.119051905,0.273945205,-0.12348669999999999,-0.297698038
cra_crp__delcra_fru__1,-0.8593313132,-0.075907745,0.519048295,-0.328874351,-0.48628780600000004
cra_crp__delcra_fru__2,-0.6418949082000001,-0.122075995,0.512524654,-0.20984411500000003,-0.53814686
cra_crp__delcra_glc__1,-0.3828397411,0.20226839500000002,0.126573136,-0.207245369,-0.5029783950000001
cra_crp__delcra_glc__2,-0.5500746769,0.25434252500000004,0.126137254,-0.27524339600000003,-0.572787414
rpoB__wt_031__1,-1.9088480585,-0.39494515500000005,0.396646588,-0.13868805,-0.43926326200000004
rpoB__wt_044__1,-0.8546611132,-0.177459425,0.45351927500000005,-0.414536185,-0.355462483
rpoB__wt_lb__1,-0.933596937,0.046075005,1.5404025159999999,0.6879565999999999,-0.431275444
rpoB__wt_lb__2,-0.5771276936,0.13289499500000002,1.449866066,0.65971029,-0.47569201600000005
rpoB__rpoBE546V_031__1,-1.0854473217,-0.180987105,0.685514203,-0.27315246800000004,-0.21907488400000003
rpoB__rpoBE546V_044__1,-0.7180799924,-0.052390245,0.539784889,-0.04207885,-0.29527451800000004
rpoB__rpoBE546V_lb__1,-0.1252362561,0.49645893500000005,1.181176256,0.5296409,-0.177257513
rpoB__rpoBE546V_lb__2,0.0386756533,0.489899075,1.097910146,0.55044571,-0.18967989200000002
rpoB__rpoBE546V_glc__1,1.3329421639,0.21996874500000002,-0.042422106,-0.397366875,-0.139703868
rpoB__rpoBE672K_glc__1,0.5770821852,0.9705284550000001,-0.529459554,-0.470008917,-0.21448740600000002
rpoB__rpoBE672K_glc__2,-0.036277087300000004,0.975351045,-0.47372824700000005,-0.407050935,-0.21332366900000002
rpoB__rpoBE672K_lb__1,-0.2099499086,1.311161915,0.035597011000000005,0.47435553,-0.31724649200000005
rpoB__rpoBE672K_lb__2,-0.2113427779,1.264364775,0.07509867,0.50582989,-0.309938502
crp__wt_fru__1,-1.1585603345,-0.042352915000000005,-0.19600093400000002,-0.30013831300000005,-0.222994296
crp__wt_glyc__1,-0.9665046781000001,0.046274085,-0.08909652200000001,-0.179779182,-0.174284776
crp__wt_glyc__2,-1.0828223559,0.017101085000000002,-0.190341532,-0.024128260000000002,-0.089958595
crp__delar1_glyc__1,-2.1212305648,-0.048744725,0.584096822,0.32903378,-1.2857264019999999
crp__delar1_glyc__2,-2.7904026984,-0.6824599250000001,0.7408784060000001,0.49795986000000003,-1.501529713
crp__delar1ar2_glyc__1,-0.8148394554,0.19239408500000002,0.636325653,-0.09511618000000001,-0.155629982
crp__delar1ar2_glyc__2,-0.38483407280000004,0.142457905,0.7106710190000001,-0.035580890000000004,-0.114934488
crp__delar1ar2_glyc__3,-0.58428929,-0.077150195,0.7162020570000001,-0.06588304,-0.147109753
crp__delar2_glyc__1,-3.5595532174,-0.894079715,0.18458875400000002,1.12181965,-1.271483779
crp__delar2_glyc__2,-2.9237131567,-0.941062185,0.17830120100000002,1.01382799,-1.177351436
crp__delar2_glyc__3,-2.5619681978999997,-1.114672745,0.25819627,1.07215336,-1.174853432
crp__delcrp_fru__1,-2.0652365984,-0.120717185,1.391143806,-0.04168799,-0.24670364600000003
crp__delcrp_fru__2,-2.9494611384000002,-0.035534815000000004,1.365476696,-0.03881209,-0.217710901
crp__delcrp_fru__3,-2.0661513298,-0.181504635,1.362720846,-0.10680271000000001,-0.34636329800000004
crp__delcrp_glc__1,-2.9943379627,-0.046658455,1.358549616,-0.11335106,-0.14795257
crp__delcrp_glc__2,-2.9859978014,-0.081973795,1.3477543060000001,0.06653907,-0.13383598800000002
crp__delcrp_glc__3,-2.4194663979,-0.15660104500000002,1.385312096,-0.06492534,-0.24589322600000002
crp__delcrp_glyc__1,-2.2229591107,-0.08249577500000001,0.928719166,0.17189781,-0.17621799900000001
crp__delcrp_glyc__2,-2.3957180257,-0.18787494500000002,1.041311906,0.12579949,-0.25661334
crp__delcrp_glyc__3,-2.477084427,-0.16977356500000002,0.9504081660000001,0.10954363,-0.279568501
glu__glu_ale3__1,-2.6242900984,0.20434449500000001,0.9075265760000001,0.41133657,-1.531208371
glu__glu_ale4__1,0.5830563103,0.798453305,-0.055828563000000005,0.01234005,-0.333096123
glu__glu_ale5__1,1.538126648,0.7401708450000001,0.09422176900000001,0.12408467000000001,-0.77865494
glu__glu_ale6__1,0.6190900027,0.7783912350000001,-0.407977407,-0.33897280700000004,-0.12059369700000001
glu__glu_ale8__1,-1.7904996868,-0.447390865,0.9552785760000001,0.49035334,-1.378413375
glu__glu_ale9__1,-0.5505429395,0.553699165,0.5717934290000001,-0.07780256,-0.7807343670000001
glu__glu_ale10__1,-1.6380417228000002,0.31295377500000005,0.614706375,-0.06919279,-1.360002336
42c__wt_42c__1,-1.1771578491999999,0.39543302500000005,0.328591383,-0.364880509,-1.014558191
42c__42c_ale1__1,-4.3309194172,-1.323877445,1.071597756,-0.6934834400000001,-1.871778225
42c__42c_ale2__1,0.1170116441,0.254401845,0.330761637,0.00287001,-0.44312802300000004
42c__42c_ale3__1,1.5845693399,0.20045062500000002,-0.151671187,-0.015213260000000001,-0.17273049999999998
42c__42c_ale4__1,-0.0498853285,0.201481095,0.032578979,0.19083244,-0.320755442
42c__42c_ale5__1,1.3346305012,0.315903525,0.143125367,0.14059042,-0.527302844
42c__42c_ale6__1,-3.3584817844,-1.6523015650000001,1.327478846,-0.797912206,-1.720490645
42c__42c_ale8__1,-1.0514559083,-0.298698105,0.7806890660000001,-0.05609239,-0.7990813750000001
42c__42c_ale9__1,0.42561186830000003,0.22454126500000002,-0.22797266500000002,-0.05595956,-0.447372739
42c__42c_ale10__1,-0.6785035862000001,-0.302368495,0.387994353,0.06308283,-0.9696312210000001
ssw__wt_ac__1,-3.2344901422,-0.892071135,1.138140236,0.20091538,-0.80825286
ssw__wt_glc__1,1.8490500065000002,-0.092226635,0.199903728,-0.8337788370000001,-0.249604124
ssw__wt_glyc__1,-4.9321359119,-0.6280655350000001,0.945881736,-0.21843325,-0.396644965
ssw__wt_xyl__1,-6.2203621427,-1.622511105,-1.157955492,-0.9874056600000001,0.21574725800000003
ssw__glc_ale1__1,-0.0018837036,0.09988345500000001,0.17438198900000002,0.29996376,-0.46381721600000003
ssw__glc_ale2__1,-2.4816502411,-0.21284401500000003,0.268899551,-0.03132131,-1.5070222580000001
ssw__glc_ale3__1,-3.6473281865000002,-0.8663633150000001,0.24444047800000002,-0.676234226,-1.237537221
ssw__glyc_ale1__1,-0.9236274129,0.052772615,0.127729871,0.22953171,-0.391325409
ssw__glyc_ale2__1,-3.7489820051000002,-1.055110025,0.191632509,-0.916904594,-1.29649857
ssw__xyl_ale1__1,0.2473416891,-0.6183800150000001,0.368078151,-0.024869330000000002,-0.9544926520000001
ssw__xyl_ale2__1,-0.9748901196,-0.259803585,0.430075117,0.33775046000000003,-0.635754672
ssw__xyl_ale3__1,0.8177142313,-0.316286165,-0.032960972000000005,-0.10332375,-0.9828595450000001
ssw__glc_ac_ac2__1,-4.8106115336,-2.458311392,0.8775486560000001,-0.458395245,-2.294399248
ssw__glc_ac_glc1__1,-0.9163419817,-1.162738395,-0.474772383,-0.24427425100000003,-0.356102436
ssw__glc_glyc_glc__1,-1.7992785493999999,-0.052449935,0.030757539,0.26400935000000003,-1.465999144
ssw__glc_glyc_glyc__1,-0.063358444,0.045760265,-0.141775395,0.21788839000000002,-0.580660179
ssw__glc_xyl_glc__1,-1.9678435849,0.35941770500000003,0.5339402830000001,-0.361840523,-1.242127184
ssw__glc_xyl_xyl__1,-0.0006974452000000001,0.25546825500000003,0.08377153,-0.15550833,-0.7752710380000001
ica__wt_glc__1,-0.039098430100000005,0.401787995,-0.061878408,-0.716652402,-0.7268877690000001
ica__wt_glc__2,0.3518736709,0.39239539500000004,-0.128401191,-0.7525902080000001,-0.769908319
ica__wt_glc__3,-0.126780386,0.078354005,0.18162740200000002,-0.203331059,-0.5550889640000001
ica__wt_glc__4,-1.6037687695,-0.49180686500000004,0.248907122,-0.10960708,-0.70189007
ica__arg_sbt__1,-1.2198652555,0.28348284500000004,0.202924761,-0.815241576,-0.9857155870000001
ica__arg_sbt__2,-2.3797778112,0.022026105,0.21404984100000002,-0.624411169,-0.8052297820000001
ica__cytd_rib__1,-7.6968623847,-3.912970225,2.510750616,0.23897931,-0.643594239
ica__cytd_rib__2,-7.3043157879,-3.9907248930000003,2.531055996,0.0449397,-0.6875447610000001
ica__gth__1,-5.6264262337,-1.7354715550000002,1.198519576,0.26706604,-0.814034076
ica__gth__2,-4.2191320628,-1.5575716750000002,1.214784426,-0.0047363100000000005,-0.919774324
ica__leu_glcr__1,-0.9484815038000001,-0.15547571500000001,0.261485721,-0.7817565070000001,-0.538158396
ica__leu_glcr__2,-0.9530877882000001,-0.14654835500000002,0.251424062,-0.8516662450000001,-0.539788284
ica__met_glc__1,-0.21561231420000002,0.461002385,-0.199984399,-0.6008746460000001,-0.73392979
ica__met_glc__2,0.1154316759,0.476176845,-0.27336614800000003,-0.639947159,-0.730469433
ica__no3_anaero__1,-2.9943875242,-0.803315065,0.650216425,-0.567567726,-0.799681293
ica__no3_anaero__2,-2.9309006787,-0.822383115,0.44755403200000005,-0.387592775,-0.764805285
ica__phe_acgam__1,-0.6805110603,0.44916706500000003,0.169901367,-0.397775725,-0.558335586
ica__phe_acgam__2,-0.5430475301000001,0.473923185,0.144579343,-0.396935278,-0.491804536
ica__thm_gal__1,-2.3802909628,-0.242784365,0.895444466,-0.378336757,-0.620650347
ica__thm_gal__2,-2.0001267522,-0.11214539500000001,0.9108855960000001,-0.28534771800000003,-0.6047507440000001
ica__tyr_glcn__1,-0.1882700619,0.235112175,-0.14113408800000002,-0.40231238,-0.603412708
ica__tyr_glcn__2,-0.5089555551,0.172502445,-0.040525296,-0.44510409500000003,-0.601450473
ica__ura_pyr__1,-1.443208549,-0.46433938500000005,0.08367163100000001,-0.49415354300000003,-0.589455429
ica__ura_pyr__2,-2.3128006746,-0.7359747550000001,0.19317804700000002,-0.509027208,-0.5449526920000001
ica__wt_glc__5,-1.5928148303,-0.27986716500000003,0.13858604600000002,-0.292448178,-0.6705241160000001
ica__wt_glc__6,-1.6800291434,-0.30168369500000003,0.18780670700000002,-0.33406270400000004,-0.606799751
ica__bw_delpurR_cytd__1,-0.9298915449,0.10504635500000001,-0.051773211000000006,0.0694075,-0.719011072
ica__bw_delpurR_cytd__2,-4.5239630263,-1.2383851350000001,0.400081995,0.17753222,-0.696804961
ica__ade_glc__1,-4.458913735,-1.134062445,0.385302005,0.10219061,-0.670683031
ica__ade_glc__2,-0.4216993807,0.29897579500000004,-0.046425999999999995,0.058735550000000004,-0.7218945370000001
ytf__wt_glc__1,-1.4048497756,-0.14102962500000002,0.45113119700000004,-0.43870516600000004,-1.016246127
ytf__wt_glc__2,-1.6796353782,-0.49208825500000003,0.5947166890000001,-0.475945653,-1.308233625
ytf__delyafC__1,-6.2408782422,-1.8870369660000001,1.316309596,-0.027085150000000002,-1.716427353
ytf__delyafC__2,-6.5956212037,-2.003871291,1.314921426,-0.00565807,-1.621011786
ytf__delyeiE__1,-4.1079783756,-0.658328335,0.602912816,-0.45171516800000006,-0.146112814
ytf__delyeiE__2,-2.5834487093,-0.054520195,0.47886219500000005,-0.74327943,-0.43263766000000003
ytf__delyiaJ__1,-5.0610517065,-2.025049355,1.010078936,-0.371234023,-1.55639051
ytf__delyiaJ__2,-5.5835357689,-2.136475242,0.581776277,-0.273036849,-0.8717574610000001
ytf__delyieP__1,-4.450770908,-1.5315367050000002,0.584642129,-0.17200119500000002,-1.347170503
ytf__delyieP__2,-3.0604802124,-1.047754705,0.38959575100000005,-0.10136069,-1.305195932
ytf__wt_ph5__1,-1.6332892682,-0.43004216500000003,0.916791876,-0.621250959,-0.557043083
ytf__wt_ph5__2,-2.0390323057,-0.545531055,0.9727493060000001,-0.49944787,-0.5606580010000001
ytf__wt_ph8__1,-1.6192313885,-0.28679936500000003,0.40225860500000005,-0.217682176,-0.5787427820000001
ytf__wt_ph8__2,-1.3938836754000001,-0.245910225,0.37994620900000003,-0.18786597900000002,-0.39573632200000003
ytf__delybaO__1,-5.7720336826,-2.059489559,1.101564286,-0.221613782,-1.65527256
ytf__delybaO__2,-4.45047392,-1.9260336210000002,0.9576076560000001,-0.08342972,-1.4105320030000001
ytf__delybaQ__1,-1.9662621462,-0.136928555,0.509436807,-0.41075289,-0.606795733
ytf__delybaQ__2,-1.9604419363,-0.196230075,0.59530664,-0.325551539,-0.583630595
ytf__delybiH__1,-2.583501186,-0.557714565,0.31018813300000003,-0.25815840900000003,-0.978089003
