,A,RplD,ArcA,DksA,Fnr
ppGpp__wt_delrelA_05m__2,2.0507839723,-0.7660747989000001,1.5121257571,0.13456691410000002,-0.1236654839
ppGpp__wt_delrelA_10m__2,-1.0032117064,-3.0482335581,2.2442103555,0.45274855340000003,0.2443210787
ppGpp__wt_delrelA_10m__3,-0.9267135492,-3.1536055723,2.289547288,0.4020533812,0.2046474319
ppGpp__wt_delrelA_00m__1,-0.22049755980000002,-0.07134870730000001,0.07823853530000001,0.0182210603,0.0131317333
ppGpp__wt_delrelA_00m__2,0.1351176692,0.0269025902,-0.0595165218,0.0322151091,0.0016198894000000001
ppGpp__wt_delrelA_05m__3,2.0681490926,-0.6799094148,1.4546496266,0.13766647810000002,-0.068830864
ppGpp__wt_delrelA_00m__3,0.08537989060000001,0.044446117,-0.018722013500000002,-0.0504361693,-0.014751622800000001
ppGpp__mut_relAtrunc_10m__1,-0.5222270656,0.050774423000000006,0.9007452943,-0.21525514310000002,0.2993968877
ppGpp__mut_relAtrunc_05m__1,-0.4762184042,-0.1438604831,0.7772417636000001,-0.1971382681,0.2372887783
ppGpp__mut_relAtrunc_05m__2,-0.667336888,-0.1064659766,0.8209610593000001,-0.1656509526,0.2941459511
ppGpp__wt_relAtrunc_10m__1,0.0373138129,0.1615794163,0.6236913775,-0.21023823020000001,-0.2101261882
ppGpp__wt_relAtrunc_10m__2,-0.0461199848,0.0060175387,0.6223916111000001,-0.10591049999999999,-0.1270523133
ppGpp__wt_relAtrunc_10m__3,0.0711302736,0.1003278518,0.5376040695000001,-0.10906982080000001,-0.0790129266
ppGpp__mut_relAtrunc_00m__1,-1.2348153275,-0.6239002525,0.6762737721000001,0.1644263532,0.5584079094000001
ppGpp__wt_relAtrunc_00m__3,-0.199682877,-0.0280846993,0.201879105,-0.0722941055,0.0044322814
ppGpp__wt_relAtrunc_05m__1,-0.18564697300000002,0.18957602070000001,0.45632683420000003,-0.17313639590000002,-0.1535203644
ppGpp__wt_relAtrunc_05m__2,-0.0859263767,0.2860865032,0.44274077380000004,-0.3069232381,-0.1989277479
ppGpp__wt_relAtrunc_05m__3,-0.12101238,0.125545812,0.5074049783,-0.22442062000000002,-0.11060810300000001
ppGpp__mut_relAtrunc_00m__2,-0.5343096473,0.3095048119,0.2066540851,-0.3112213061,0.1314688236
ppGpp__mut_relAtrunc_00m__3,-0.6994353032,-0.0418579682,0.321622073,-0.20503880630000001,0.1838631336
ppGpp__mut_relAtrunc_10m__2,-0.6599889536,0.0672877097,0.7557021915000001,-0.2361034364,0.1477637272
ppGpp__mut_relAtrunc_05m__3,-1.2110858574,-0.10766335340000001,0.9368418241,-0.1455054069,0.3884039694
ppGpp__mut_relAtrunc_10m__3,-0.7897646539000001,-0.11877659980000001,0.8506512747,-0.1344997614,0.3191821125
pressure__high_pressure__1,1.6571175426,1.2873884305,-0.8681587916,-0.35389449040000004,0.7734956825
pressure__high_pressure__2,1.2897734796,1.1582465632,-0.7394498977,-0.5609092492000001,0.7219430089000001
pressure__low_pressure__1,0.31022183140000004,0.0425202802,0.036210261300000005,0.032248209300000004,0.1790881402
pressure__low_pressure__2,-0.31022183140000004,-0.0425202802,-0.036210261300000005,-0.032248209300000004,-0.1790881402
quantum_dots__ctrl__1,0.2605184176,-0.0655007512,-0.0387355869,-0.0233926456,0.12426001610000001
quantum_dots__ctrl__2,-0.2605184176,0.0655007512,0.0387355869,0.0233926456,-0.12426001610000001
quantum_dots__cdte_light__1,-0.0864702958,-0.2932194537,0.5055877661,0.1500524085,0.6018622403
quantum_dots__cdte_light__2,-0.819996461,-0.1891504413,0.5518146645,0.2562699527,0.6799802673
quantum_dots__cdte_dark__1,0.0594001876,-0.07741183730000001,0.1582199441,0.1473129474,0.3707996442
quantum_dots__cdte_dark__2,-0.09453609460000001,-0.1507459129,0.0067155102,0.11505801480000001,0.46834393950000003
quantum_dots__cdse_light__1,0.2354525723,-0.053223758100000004,-0.20791819690000002,-0.1914651802,0.1720929292
quantum_dots__cdse_light__2,0.0857947859,0.11177452560000001,-0.19365682850000002,-0.0367292509,0.11808093680000001
quantum_dots__cdse_dark__1,-0.1014557954,-0.0714673805,-0.082813973,0.2873095859,0.3892559581
quantum_dots__cdse_dark__2,0.0040024105,-0.2473399585,-0.12364642190000001,0.1839619748,0.2630490143
raman__wt__1,0.2903890947,0.3285423262,0.0917961189,-0.1945610371,0.1685579585
raman__del_cyaA__1,-1.0622768006,-0.7519580159,0.43684676520000004,0.11205936990000001,0.6340361556
raman__del_cyaA_01mM__1,-1.0178620952,-0.8015901529,0.522254579,0.134957384,0.5859364184
raman__del_cyaA_05mM__1,-0.7764259735,0.0933797921,0.5563993884,0.033080757100000004,0.1388133504
raman__del_cyaA_1mM__1,-0.6698111183000001,0.3512633858,-0.1029413869,0.0798393445,0.1720571806
raman__wt__2,0.168306418,-0.1027269226,-0.1427980245,0.19909827400000002,0.17014523580000002
raman__del_cyaA__2,-0.5334969184,-0.6925025106,0.3677988023,-0.0824938769,0.4002211491
raman__del_cyaA_01mM__2,-1.073975708,-0.9618559631,0.2865146461,0.1030533597,0.6187439533
raman__del_cyaA_05mM__2,-0.9960684886000001,-0.6551517515,0.8909108266,0.5217711014,-0.0231897728
raman__del_cyaA_1mM__2,0.6618833781,1.066863354,-0.1946073646,-0.2544493721,0.1774231919
raman__wt__3,-0.45869551280000004,-0.22581540360000002,0.0510019056,-0.0045372368,-0.3387031943
raman__del_cyaA__3,-0.6794774923,-0.8520561342,0.3482362634,-0.0247666515,0.6168372836
raman__del_cyaA_01mM__3,-0.9538602899,-0.1000185173,0.08828627160000001,-0.28044441070000004,0.47221863690000004
raman__del_cyaA_05mM__3,-0.0079431339,0.08423996880000001,0.467396951,0.1846956046,0.1866437766
raman__del_cyaA_1mM__3,-0.4200589518,1.0026492229,-0.11413830750000001,-0.1320388604,0.5095188969000001
rand_barrel__mut_nanE__1,0.175230301,-0.1859101587,-0.1525709423,-0.1992790176,0.1745111691
rand_barrel__mut_nanE__2,1.5138490217,-0.1247071518,-0.2339680777,-0.07980695630000001,0.1781953679
rand_barrel__mut_nanE__3,-6.1076011286,-1.5242614116,-1.9321320885,-0.6682684835,0.6569750524
rand_barrel__mut_pdxJ_1__1,0.1984907504,0.058793028600000005,0.1425099832,-0.0452063392,0.1787996128
rand_barrel__mut_pdxJ_1__2,0.2223352375,-0.0721219906,0.0276660196,0.0369971396,0.11778360900000001
rand_barrel__mut_pdxJ_1__3,-3.5911375515,-0.8061599859,-1.7251881255,-0.6199294333,0.654130041
rand_barrel__mut_pdxJ_2__1,0.31221458300000005,-0.1224111368,-0.2232967539,0.0244111292,0.13318347290000002
rand_barrel__mut_pdxJ_2__2,0.8113037397,0.0732505302,-0.3382124423,-0.2920612262,0.0482401603
rand_barrel__mut_pdxJ_3__1,0.6271901519,-0.1295054436,-0.1024671756,-0.1648634984,0.1520617836
rand_barrel__mut_pdxJ_3__2,1.5287885278000002,-0.3554919915,-0.2333492755,-0.0359519018,0.022923051700000002
rand_barrel__del_serB__1,-0.5197636726,-0.1732939098,-0.0869106188,0.0756827645,-0.012503975300000001
rand_barrel__del_serB__2,0.5197636726,0.1732939098,0.0869106188,-0.0756827645,0.012503975300000001
rockhopper__CV104_pHDB3__1,-5.5379837673,1.7856131246,-0.9591483862,0.11608483580000001,-0.5360698087
rockhopper__CV104_pHDB3__2,-5.4908329542,2.0782451531,-0.9069556407,0.0647455774,-0.1752285714
rockhopper__CV104_pHDB3__3,-5.2404878809,1.9439555379,-0.9805255295,0.2155218572,0.0422851349
rockhopper__CV104_pLCV1__1,-5.4468217602,1.9855185913,-0.9351694974,0.0539815981,-0.1848959024
rockhopper__CV104_pLCV1__2,-5.1593288403,2.0048351869,-0.9049785276000001,0.2140441394,-0.11445331630000001
rockhopper__CV104_pLCV1__3,-5.1560068133,1.887587762,-0.9910953517000001,0.2393747671,0.109365481
rockhopper__wt_lb__1,-4.3604062348,2.0210629349,-0.847915772,0.619899321,0.07952887700000001
rockhopper__wt_lb__2,-4.3727987325,1.9951073668000001,-1.0447402794,0.9566828958,-0.1709218388
rockhopper__wt_lb__3,-4.9235765019,1.9854260663,-0.8083185378000001,0.5417977224,0.1546433043
rockhopper__wt_lb_aMG__1,-4.3190438668,2.0383861913,-0.251267234,0.4270831894,0.24525902700000002
rockhopper__wt_lb_aMG__2,-5.5313693022,2.0097629487,-0.5238376862,0.486234125,-0.0468967645
rockhopper__wt_lb_aMG__3,-5.786934143,1.8537827043,-0.6034573715,0.6658747881,0.2451304448
rockhopper__del_sgrR_lb_aMG__1,-3.7095110607,1.7386786076,-0.3508205254,0.6283288121,0.3046829473
rockhopper__del_sgrR_lb_aMG__2,-3.0467733268,1.2471060217,-0.25833767490000004,0.9189070274000001,0.5800346571
rockhopper__del_sgrR_lb_aMG__3,-3.9706549258,1.211591688,-0.2510583381,0.6980036780000001,0.41055047240000003
rockhopper__del_sgrS_glyc_aMG__1,-4.1170833447,0.8617818264,0.6010919005,0.1489535922,0.3495013483
rockhopper__del_sgrS_glyc_aMG__2,-5.3263413741,0.9421160589,0.3757489328,0.1208308614,0.2135503367
rockhopper__del_sgrS_glyc_aMG__3,-6.0022046316,0.5144154033,0.46132468460000003,0.1794853152,0.27022110390000004
rockhopper__del_sgrS_glyc__1,-4.8155461833,2.711874899,-1.0414098383,-0.1403627641,-0.5960188213000001
rockhopper__del_sgrS_glyc__2,-7.021834299,2.1201345856,-0.9159551937,0.050391429800000005,-0.5153006611000001
rockhopper__del_sgrS_glyc__3,-4.7777061732,2.0935700941,-0.9083989386,0.17336711840000002,-0.7494009207
rockhopper__wt_lb_aMG__4,-3.0822629574000002,1.5388408195,-0.1170991074,0.7548921465,0.9373966127000001
rockhopper__wt_lb_aMG__5,-4.0466922249,1.6238077708,-0.39377184200000004,0.9907787769,0.524749906
rockhopper__wt_lb_aMG__6,-3.6046936044,1.5472566887,-0.2477501017,0.8747812883,0.5390292830000001
rockhopper__wt_glyc_aMG__1,-4.4827484221,1.0630737604,0.32667003380000004,0.4235560608,0.1927103994
rockhopper__wt_glyc_aMG__2,-5.8753534218,1.2154482008,0.12583580960000001,0.0986318042,-0.2721809743
rockhopper__wt_glyc_aMG__3,-4.7128878489,1.3172172778,0.1471643461,0.1673027618,0.0942445324
rockhopper__wt_glyc__1,-4.3327220071,2.6381345959,-1.0362206284,0.1403750963,-0.5028454892
rockhopper__wt_glyc__2,-6.1139472537,2.0968623512,-0.6122604305,0.1948292309,-0.7619765309000001
rockhopper__wt_glyc__3,-5.6704257204,2.1200509077,-0.8550408235,0.1626644134,-0.7772664028
rockhopper__CV108_glyc_aMG__1,-6.3028361938,0.618789406,0.6630495898000001,-0.0245212722,-0.1627574406
rockhopper__CV108_glyc_aMG__2,-4.3532895469,-0.1684397454,1.0630222116999999,0.1947349293,0.1195934634
rockhopper__CV108_glyc_aMG__3,-3.9816902395,-0.1954838047,0.9014951861,0.2053669063,0.585866443
rockhopper__wt_glyc__4,-1.0343664909,0.7861860956000001,0.0964044275,-0.1299017482,-0.2748920794
rockhopper__wt_glyc__5,-5.3538944901,1.2557578752,0.17957707620000002,-0.0497504176,-0.023622468400000003
rockhopper__wt_glyc__6,4.8285366083,-0.8957160163000001,-0.1063888255,-0.2706956018,-0.0868330756
rockhopper__wt_glyc_aMG__4,0.5162573758,-0.8627370801,0.6193695864000001,0.547524459,0.8093858327
rockhopper__wt_glyc_aMG__5,-2.0388791579,-0.1321238934,0.6065092066000001,0.4706654477,0.6000033542000001
rockhopper__wt_glyc_aMG__6,-3.6186719183,-0.25778617200000004,0.9798709129000001,0.7138991365,0.9300053628
rockhopper__wt_glyc__7,2.8297166691999998,-1.6727048556000002,0.8557101366000001,-0.07616523310000001,0.3147084383
rockhopper__wt_glyc__8,0.5141748607000001,-1.3505321368,1.1863850382,0.3393061026,0.8163029064
rockhopper__wt_glyc__9,3.0408270183,-1.7935668485,0.5824803033,-0.0815632694,0.4865455977
rockhopper__wt_glyc__10,5.0070067321,-1.6721006693,-0.3142659602,-0.4120071718,-0.19694005890000002
rockhopper__wt_glyc__11,3.0085325348,-0.7831715802,0.0337538764,0.0691133985,0.5357216237
rockhopper__wt_glyc__12,3.2765615388000002,-0.7291997189,-0.0101341902,0.1137952002,0.471097539
rpoD__wt__1,-0.0710387266,-0.1281198815,-0.288400054,-0.11272379240000001,-0.2306984564
rpoD__wt__2,-0.1869443053,0.0350783795,0.2116526986,-0.12331764860000001,0.27096734170000003
rpoD__rpoD_mut__1,0.15461387840000002,1.1475417031,0.4593202712,1.4982258606,0.11141910790000001
rpoD__rpoD_mut__2,1.2680631262,1.5549132032,0.1422261995,1.2815448704999999,0.8818179069000001
rpoD__rpoD_mut__3,1.0655829042,1.5130852527,0.5915402557,1.2880616277999999,0.17360545200000002
rpoD__wt__3,0.2579830319,0.09304150200000001,0.07674735540000001,0.23604144100000002,-0.0402688853
rpoN_peptide__ctrl__1,-0.8352395293,0.1309878388,0.0615930873,0.051715551000000005,0.07876370120000001
rpoN_peptide__ctrl__2,-1.0096443058,-0.050773606900000004,0.0329385384,-0.0160077703,0.0458313293
rpoN_peptide__ctrl__3,1.8448838351,-0.0802142319,-0.0945316257,-0.035707780700000004,-0.1245950304
rpoN_peptide__nminus__1,-0.7593678368,0.0454983964,0.2010524682,0.0075212997,0.07101942430000001
rpoN_peptide__nminus__2,-0.7588399749,0.0175312201,0.1186669462,0.0184603939,0.029034705900000003
rpoN_peptide__nminus__3,2.0265313297,-0.40008990180000004,-0.0141325402,-0.0219963986,-0.07063298700000001
rpoN_peptide__nplus__1,11.0304806053,6.3651493325,-1.4564848430000001,0.3525351639,-0.4390160696
rpoN_peptide__nplus__2,11.247851811,6.3032959146,-1.6013969880999999,0.38840757060000003,-0.5132100212
rpoN_peptide__nplus__3,11.3572986571,6.2286328141,-1.553788613,0.309737794,-0.5274770167
rpoN_peptide__s54_wt__1,-0.5460788547000001,0.1191179368,-0.040139883200000004,0.1059418396,-0.0473843372
rpoN_peptide__s54_wt__2,-0.9088500755000001,-0.0037644791000000003,-0.034554307400000005,0.0676098953,-0.0589448946
rpoN_peptide__s54_wt__3,-0.245305777,-0.1169484253,-0.0101406957,0.06702185150000001,-0.1527826934
rsd__wt_ee__1,-0.027722263100000002,0.0451681102,0.06144421,-0.1560220431,-0.1087062049
rsd__wt_ee__2,0.027722263100000002,-0.0451681102,-0.06144421,0.1560220431,0.1087062049
rsd__del_rsd_ee__1,0.3184970499,0.5805472695,0.19347264390000002,0.29862522550000004,-0.0279470508
rsd__del_rsd_ee__2,0.4218310478,0.3036436095,0.0563999518,0.074073411,-0.0884184305
rsd__del_ssrS_ee__1,0.7229720396,1.3698175513,0.6973582141,0.7808625775,0.523433386
rsd__del_ssrS_ee__2,0.3435821483,1.3112355888,0.8590970490000001,1.0786330354,0.3201135047
rsd__del_rsd_ssrS_ee__1,1.2710202249,0.6468583814000001,-0.5461354771,0.5993460231000001,0.2712930537
rsd__del_rsd_ssrS_ee__2,1.6434573415,0.9086613855000001,-0.7401518561,0.7602782933000001,0.6900611251000001
rsd__del_rpoS_ee__1,0.7938976972,1.7876559807999999,1.2522616008,1.2112497872,0.7065502985000001
rsd__del_rpoS_ee__2,1.3871403404,1.8556462756,1.1799221578,1.1611166935,0.6768054222000001
rsd__wt_me__1,-2.7883108019,-1.8343592184,-0.2583467527,-0.21239735610000002,-0.1630534231
rsd__wt_me__2,-2.9619332161000003,-1.8192747557,-0.2709250874,-0.1193278121,-0.11977652670000001
rsd__del_rpoS_me__1,0.4279170291,0.46126041090000003,-0.44889419210000003,-1.2321703176,0.1754536481
rsd__del_rpoS_me__2,1.1124958552,0.5385561852,-0.2810780755,-1.1987915686,0.2047409573
rsd__wt_ts__1,0.64547373,-1.2886217507,-3.019829697,-1.0356865764,0.6816640879
rsd__wt_ts__2,0.2588071737,-0.7242818043,-2.6323871114,-0.6744206952,0.8185960482
rsd__del_rsd_ssrS_ts__1,0.6607850266,-1.5689729800999999,-1.7908955562000002,-0.47023611070000004,0.7219122925
rsd__del_rsd_ssrS_ts__2,0.7091972979000001,-0.3919746132,-1.6025699759,-0.36094174100000004,0.7857176267
rsd__del_rpoS_ts__1,-0.9056051188,-2.5657948784,-1.9418032751,-0.7925414740000001,1.6269512069
rsd__del_rpoS_ts__2,-1.1495846418,-2.6475923534,-1.9856962374,-0.7012452435000001,1.7264439833
rsd__wt_s__1,-0.7498063194,-2.1266822581,-2.3669895668,0.0821758204,1.3975523745
rsd__wt_s__2,-0.8732308404,-2.0489629844,-2.3710449179,0.1300891362,1.3710309417
rsd__del_rsd_s__1,-0.2200478959,-1.8419595785,-2.6855156997,-0.3199838135,1.4797326518
rsd__del_rsd_s__2,-0.9038785382000001,-2.0100764275,-2.6965056526,-0.150964498,1.3890769
rsd__del_rsd_ssrS_s__1,1.3360554575,-3.5652468497000003,-0.0961931421,0.1327141376,1.9067585004
rsd__del_rsd_ssrS_s__2,2.2211010497,-3.39213227,-0.07376151930000001,0.13117716170000002,1.8625522063000002
rsd__del_rsd_ls__1,-6.1403934351,-3.6866905099,-1.0278026086,-1.7157727611,1.2300910035000001
rsd__del_rsd_ls__2,-6.16387523,-4.3000848706,-0.6743482373,-1.7853895784,1.064799884
rsd__del_ssrS_ls__1,-3.0787294655,-4.8627293125,-1.7238647785999999,-2.0901113983,1.4783430668
rsd__del_ssrS_ls__2,-4.1847611434,-5.2338123165,-1.8713873546,-2.4446604337,1.1249858676
rsd__del_rsd_ssrS_ls__1,-0.964762474,-2.7453353252,-1.5251290974,-1.4180128326,1.7596019351
rsd__del_rsd_ssrS_ls__2,-2.1086253424,-3.0671734405,-1.4189196877,-0.9547777524000001,1.6288132779
rsd__del_rpoS_ls__1,1.2536459641,-0.057642297700000004,-2.0082628339,-0.9190521877000001,0.9203576051000001
rsd__del_rpoS_ls__2,0.4708198207,0.3116389859,-1.7747494978,-0.7805119244000001,1.2506586523
sdsR_ryeA__wt_3h__1,-3.0643099357,-2.3013558603,0.5521880466,0.1353523374,0.0336110383
sdsR_ryeA__wt_8h__1,-2.714656709,0.13371381370000002,0.5492686969,-0.4556182837,0.9670152922
sdsR_ryeA__wt_3h__2,3.0643099357,2.3013558603,-0.5521880466,-0.1353523374,-0.0336110383
sdsR_ryeA__wt_8h__2,-1.638250615,0.5828900046000001,0.690038118,-0.7082653318000001,0.9802278685
starve_series__t00_growth1__1,-0.1679748265,-0.1359415534,0.0215765713,0.0726419064,-0.0940147947
starve_series__t00_growth1__2,0.1405457341,-0.030551474000000002,0.0549445758,0.037395942,-0.0729560592
starve_series__t00_growth1__3,-0.2162671441,-0.055953332800000005,0.0584711486,0.0409968852,-0.0934380196
starve_series__t00_growth1__4,0.24369623640000002,0.2224463602,-0.13499229570000001,-0.1510347337,0.2604088735
starve_series__t01_starve__1,-3.0797619437,-1.3551685746,1.7274012238,1.894003582,0.0908191643
starve_series__t01_starve__2,-1.8105965493,-0.8382307231,1.4102260688000001,1.9445047325,-0.122104848
starve_series__t02_starve__1,-8.3705397656,-5.7904159181,2.5557166427,1.9821366876000002,-0.3236320149
starve_series__t02_starve__2,-8.9201824682,-5.7218424299,2.5107172164,2.0686608612,-0.4089767167
starve_series__t03_starve__1,-10.7901511669,-6.7227191623,3.2090310107,2.4046113901,-0.0539025833
starve_series__t03_starve__2,-11.450419417500001,-6.4106677375,3.3160605602,2.4237035441,-0.0313921183
starve_series__t04_starve__1,-10.9461217756,-6.5531858797,3.2952809134,2.0481431556,-0.0674881938
starve_series__t04_starve__2,-10.982435338,-6.55950648,3.2293741439,2.0180693585,-0.085607108
starve_series__t05_starve__1,-10.3521834744,-6.8615362484,3.3666785997,2.4694261652,0.0586922297
starve_series__t05_starve__2,-11.6103371966,-6.5360204863,3.7109145168,3.1213327657,0.0521020172
starve_series__t06_starve__1,-10.9268535562,-7.155883602,3.4161205438,2.7189477672,0.2418407138
starve_series__t06_starve__2,-10.8629244548,-7.0010541022,3.3943370553,2.5591549545,0.40923488700000005
starve_series__t07_starve__1,-10.3854633537,-7.4268197693,3.3162868577,2.76320861,0.3762321885
starve_series__t07_starve__2,-10.8009193653,-7.2422140709,3.4466551443,2.8132142957,0.3555008103
starve_series__t08_starve__1,-10.4065953761,-7.2980986903,3.2743984179,2.6866233394,0.5810940072
starve_series__t08_starve__2,-10.604284892799999,-7.3236849652,3.4705021146,2.8909028958,0.4565764128
starve_series__t09_starve__1,-11.3584643688,-7.2379008683,3.206084659,2.7220209282,0.589817838
starve_series__t09_starve__2,-10.5385382204,-7.5346878379,3.181396917,2.7161722069,0.42368360180000003
starve_series__t10_starve__1,-10.5038991789,-7.6231548014,3.2529133971,2.4692924416,0.5569795390000001
starve_series__t10_starve__2,-12.0554162408,-7.3125196237,3.5122064255,3.0675577211,0.5860481001
starve_series__t11_starve__1,-12.4781965456,-7.114363685,3.4949934231,2.8531528354,0.5071308149
starve_series__t11_starve__2,-12.3276763443,-7.2584078846,3.462883138,2.9409183886,0.5016930772
starve_series__t12_starve__1,-11.5382381222,-7.7441813551,3.1402061795,1.9937473915,0.3262912441
starve_series__t12_starve__2,-11.8350500463,-7.4094858772,3.1607870235,2.1034961871,0.31208012690000003
starve_series__t14_starve__1,-12.3991625023,-7.3223738508,3.1625844513,1.9393677708000001,0.3098140365
starve_series__t14_starve__2,-13.4586189129,-6.9019769682,3.3466020633999998,2.7219690755,0.23363915670000002
starve_series__t16_starve__1,-11.9654829818,-6.4846386647,3.0745868094,1.9041442321000002,0.3060914771
starve_series__t16_starve__2,-12.2838109346,-6.494699517,3.0672020863,1.8145827711,0.31465924160000003
starve_series__t17_starve__1,-11.2015158988,-6.2267893398,2.9981207395,1.669638198,0.1192327809
starve_series__t17_starve__2,-11.5795993165,-6.1699239831,3.0662015866,1.7173678017,0.2439947486
starve_series__t18_starve__1,-11.4712545581,-6.2181527758,3.096136478,1.7826056754000001,0.2904534649
starve_series__t18_starve__2,-11.9608334058,-6.46478603,2.9554343404,1.7307813951000002,0.1328829768
starve_series__t20_starve__1,-0.4022186574,0.3341684578,-1.4542525062,-0.0721792957,0.1476855704
starve_series__t20_starve__2,-0.2205797618,0.5134959534,-1.4923556801,-0.2442829477,0.2423709028
starve_series__t21_growth2__1,-0.4958662123,0.6847913813000001,-1.3369239388,0.33643261350000003,-0.1110286986
starve_series__t21_growth2__2,1.3652891434,0.7617700538000001,-1.5765010623,-0.4752829389,-0.015926561500000002
starve_series__t22_growth2__1,-2.319789613,-0.2153538404,-0.24872552250000002,0.48607103290000003,0.315685362
starve_series__t22_growth2__2,-3.2577285689,0.2143453345,0.1474207494,0.9327489829000001,0.0477216236
starve_series__t23_growth2__1,-1.934915871,0.030738688200000003,-0.6741092028,0.0195174282,0.1446413353
starve_series__t23_growth2__2,-1.7506952693,-0.025249559300000002,-0.6760015424,-0.014170158,0.1319367871
starve_series__t25_growth2__1,-2.1184123928,-0.0572648304,-0.5550853591,0.10783763710000001,0.0744684617
starve_series__t25_growth2__2,-1.525205015,0.057410833,-0.6534195918,0.0481761505,0.1283015763
starve_series__t26_growth2__1,-1.8458033281000001,-0.0127073645,-0.5519787117,0.0086978785,-0.013387759800000001
starve_series__t26_growth2__2,-2.9810347695,0.22558380490000002,-0.4942073045,0.4729077787,-0.2235972326
starve_series__t27_growth2__1,-1.7152540283,0.2008791106,-0.6968109447,0.15172856610000002,-0.33215467790000003
starve_series__t27_growth2__2,-2.0760911947,0.2233987741,-0.5935545122,0.2182296282,-0.34324592330000003
starve_series__t28_growth2__1,-1.9776194482,-0.1903399064,-0.0220025727,0.36177387990000004,-0.2677031971
starve_series__t28_growth2__2,-1.6819924510000002,-0.0481121534,-0.0403046537,0.2593277418,-0.1610063598
time_course__lb_4hr__1,0.4453488796,0.16721386900000001,-0.021281712,-0.0812944963,0.016506649300000002
time_course__lb_4hr__2,-0.3354967746,-0.1310813963,0.0391825917,0.027361947100000002,0.0143873127
time_course__lb_4hr__3,-0.109852105,-0.0361324727,-0.017900879800000002,0.0539325493,-0.030893961900000003
time_course__lb_8hr__1,-2.2518334113,1.0516171679,-0.5653260981,-0.1896428876,0.9975450628
time_course__lb_8hr__2,-2.4211808078,0.9950013910000001,-0.4530867756,-0.2662905835,0.9630259824
time_course__lb_8hr__3,-2.9594210434,1.043585426,-0.5742132265000001,-0.2729832307,0.8600162935000001
time_course__lb_24hr__1,-8.0493920543,-1.5452619891000001,0.4764200516,0.6544790386,1.7515674252
time_course__lb_24hr__2,-7.6311530295,-1.6359681240000001,0.5118145644000001,0.7062098977,1.6815378387000002
time_course__lb_24hr__3,-7.9309610677,-1.9257331343000001,0.5173338123,0.6377193263000001,1.732005895
time_course__lb_72hr__1,-6.0520488458,-0.1743810552,-0.0212805755,-0.1510929935,1.7692140925
time_course__lb_72hr__2,-6.8210954516,0.1703461662,0.1096876323,-0.104703158,1.8226771264
time_course__lb_72hr__3,-6.9253276309,0.2165237891,0.2000894819,-0.0162464839,1.8851821976
time_course__lb_144hr__1,-1.7408054262000001,0.7864318622,-0.7785712659,0.4652091614,1.9998875114999999
time_course__lb_144hr__2,-2.515543731,0.7874249709000001,-0.6396150654,0.666399048,1.7638316107
time_course__lb_144hr__3,-2.7752063409,0.9001271930000001,-0.6616692654,0.6935675366,1.6762232269
time_course__lb_192hr__1,-4.2214976068,0.40289725530000003,-0.2723462035,0.3237146224,1.4995673533
time_course__lb_192hr__2,-2.7056304406000002,1.2019441798,-0.745181065,0.115334956,1.7732313111
time_course__lb_192hr__3,-2.6758613763,1.0187641545,-0.3464250609,0.4165255967,1.5139675299
triclosan__wt__1,-0.4360638384,-0.14721702180000001,0.1668643613,0.191251158,-0.1493383958
triclosan__wt__2,-0.5019147453,0.1669939897,0.12375148180000001,0.12878291020000002,0.2514836118
triclosan__wt__3,0.9379785837,-0.0197769679,-0.2906158432,-0.3200340682,-0.10214521600000001
triclosan__evo_amx_tcs__1,2.2616258857,-0.0171901714,0.043706739,0.8428460668000001,-0.8570213898
triclosan__evo_amx_tcs__2,1.9684813558,0.33480912900000004,-0.6993696249,1.0042836039,-0.953865673
triclosan__evo_amx_tcs__3,0.9997377154,0.2775632167,-0.43367199170000004,0.4480636964,-0.3690855927
triclosan__evo_chl_tcs__1,-0.6699849920000001,-0.7244546367,-0.2700726726,0.1511409938,-0.1095774129
triclosan__evo_chl_tcs__2,-0.3809156111,0.0481846525,0.4332604255,0.5127076554000001,0.0461727258
triclosan__evo_chl_tcs__3,-0.49493721370000004,0.1225781781,0.35556696790000003,0.3095796691,0.30400400380000003
triclosan__evo_tet_tcs__1,-2.7428820302,-2.2347992898,-0.11988288200000001,1.1820410427999999,0.0976596165
triclosan__evo_tet_tcs__2,1.5219499024,1.062272445,0.1240301535,0.9336856321,0.026217808000000002
truHMM__48C_15m__1,15.4762888942,3.2623731223,-0.1362005019,1.8226114246,0.44776296200000004
truHMM__48C_15m__2,15.3937974329,3.2629039517000002,-0.210334391,1.871756977,0.5225921363
truHMM__48C_15m__3,17.4517064978,4.057218689,0.1311683721,2.2673036532,0.07468775180000001
truHMM__48C_30m__1,12.842248169,3.2225265437,-1.3844105795,2.0434571132,-1.368121549
truHMM__48C_30m__2,12.9229859602,3.2314875576,-1.3624060896999999,2.0680947226,-1.3692575224999999
truHMM__48C_60m__1,12.25187934,4.2266826486,-0.7486997715,2.2113136714,-1.0655740649
truHMM__48C_60m__2,12.290680934,4.2251929182,-0.7491009392,2.2077061134,-1.2220723641
truHMM__phos_0h__1,-0.00035585360000000004,0.005302302300000001,0.00010153230000000001,0.009734214000000001,-0.0187283733
truHMM__phos_0h__2,0.00035585360000000004,-0.005302302300000001,-0.00010153230000000001,-0.009734214000000001,0.0187283733
