,A,NsrR
ml_abx__dox__2,-2.0465501997,1.6798493753
ml_abx__dox__3,-1.5270514071,2.2990630487
ml_abx__glob__1,-0.5028063987,0.1513547386
ml_abx__glob__2,-0.7304675219,0.1694939745
ml_abx__glob__3,-0.7758286013,0.42573099810000004
ml_abx__lvx__1,-0.894069463,0.0229417081
ml_abx__lvx__2,-0.7695289643000001,-0.5283309495
ml_abx__lvx__3,-0.7273219998,-0.1793020247
ml_abx__mec__1,-0.9680006549000001,0.2457977392
ml_abx__mec__2,-1.0862052129,-0.3668654565
ml_abx__mec__3,-0.8831253378,-0.2226099429
ml_abx__mem__1,-1.4003276289,0.1715432013
ml_abx__mem__2,-0.1479677231,-0.2426851288
ml_abx__mem__3,0.4959120985,0.08163532250000001
ml_abx__nit__1,-1.2059807454,0.0398340441
ml_abx__nit__2,-1.4075439251000001,0.0189706034
ml_abx__nit__3,-1.2546354382,0.2877741715
ml_abx__ntx__1,5.8837622421999995,0.2209177639
ml_abx__ntx__2,7.6846543999,1.0142839457
ml_abx__nor__1,-1.2430384723,-0.25720047760000003
ml_abx__nor__2,-2.2203716891,-0.7571471495000001
ml_abx__nor__3,-1.58581354,-0.4398510781
ml_abx__pb__1,-0.49153405310000003,0.7961635639
ml_abx__pb__2,-0.0751005908,0.3781796603
ml_abx__pb__3,-0.7324069946,0.2792056545
ml_abx__tmp__1,-0.9878388774,1.1351700343
ml_abx__tmp__2,-0.5853566723,1.5663306282
ml_abx__tmp__3,1.5074579172,2.2309492929
mut_abx__del_mutS_000nor__1,-0.5469567899000001,0.028030279300000002
mut_abx__del_mutS_000nor__2,0.3304970337,-0.131390957
mut_abx__del_mutS_000nor__3,0.21645975620000002,0.1033606777
mut_abx__del_mutS_125nor__1,-0.1608382477,-0.256699196
mut_abx__del_mutS_125nor__2,-0.3054130578,-0.1696445122
mut_abx__del_mutS_125nor__3,-0.0725250767,-0.1414759135
mut_abx__del_mutS_250nor__1,-0.4829098586,-0.0768408381
mut_abx__del_mutS_250nor__2,-0.22557696530000002,-0.2578677078
mut_abx__del_mutS_250nor__3,-0.1263149566,0.1687194118
mut_abx__del_mutS_375nor__1,0.1096683331,0.6054976444
mut_abx__del_mutS_375nor__2,0.5038365919,0.24020172520000002
mut_abx__del_mutS_375nor__3,-0.5158198132,0.25881401190000003
mut_abx__del_mutS_500nor__1,-1.0520572578,0.6163547628
mut_abx__del_mutS_500nor__2,-0.6455151299,0.8176644255000001
mut_abx__del_mutS_500nor__3,-1.557959587,0.3782127301
mut_abx__del_mutS_625nor__1,-1.3781937886,0.37473152
mut_abx__del_mutS_625nor__2,-1.7977904653,0.6404475744
mut_abx__del_mutS_625nor__3,-1.6820196909,0.5504279278
mut_abx__del_mutS_750nor__1,-1.8273123916,0.6935916948
mut_abx__del_mutS_750nor__2,-1.4756573334,0.8913317007
mut_abx__del_mutS_750nor__3,-1.9080738278,0.5453639674
mut_abx__del_mutS_875nor__1,-0.9905626275,1.0179841056
mut_abx__del_mutS_875nor__2,-1.4487697619,0.5907308989
mut_abx__del_mutS_875nor__3,-2.0194538346,0.7135862929
nit_yeaG__wt_Nminus__1,-1.4038910139,0.3619852568
nit_yeaG__wt_Nminus__2,1.4038910139,-0.3619852568
nit_yeaG__wt_Nplus__1,-2.6458769759000003,-1.468779921
nit_yeaG__wt_Nplus__2,-2.0111487819,-2.9335017310000002
nit_yeaG__del_yeaG_Nminus_24h__1,1.8351806069,-2.4244731273
nit_yeaG__del_yeaG_Nminus_24h__2,2.4835770974,-2.4966721639
nit_yeaG__del_yeaG_Nminus_24h__3,1.9632852280000002,-0.2531804948
nit_yeaG__del_yeaG_Nminus__1,-0.37225940550000003,0.0933487828
nit_yeaG__del_yeaG_Nminus__2,1.4989718034,-0.5998408116
nit_yeaG__del_yeaG_Nplus__1,-2.516125587,-1.4526080273
nit_yeaG__del_yeaG_Nplus__2,-2.52000671,-3.3695472206
opex__amp__1,0.10130257520000001,-0.052033718300000004
opex__amp__2,-0.2823596614,0.27475009440000003
opex__amp__3,-1.0529655481,0.1875485619
opex__bak_amp__1,0.5386822979,0.3497939746
opex__bak_amp__2,-1.1417446895,0.2263626605
opex__bak_amp__3,-1.5186424053,0.37757102730000003
opex__bak_kan__1,-0.9778329963000001,0.5052135473
opex__bak_kan__2,0.6674415238,0.48940057730000003
opex__bak_kan__3,-1.1898725089,0.7274166331
opex__bak_nor__1,-0.24999162160000002,-0.022068005300000002
opex__bak_nor__2,-0.2356763462,-0.0699412707
opex__bak_nor__3,-1.2923341469,1.0022152883
opex__bak_rif__1,0.4732757879,0.3714216598
opex__bak_rif__2,0.2264491511,0.9050695342
opex__bak_rif__3,1.2503539901,0.20274447850000002
opex__chx_amp__1,-0.5734021941,0.37484735220000004
opex__chx_amp__2,-0.3215061971,0.2503359397
opex__chx_amp__3,-0.1806982512,0.039409344000000006
opex__chx_kan__1,0.16939962560000002,0.1571298041
opex__chx_kan__2,-0.1790608142,-0.1229034564
opex__chx_kan__3,0.17062638100000002,-0.0405811523
opex__chx_nor__1,-1.0947364029,0.17329951130000001
opex__chx_nor__2,-0.5095545072000001,-0.06659530870000001
opex__chx_nor__3,0.1806400876,0.4020733191
opex__chx_rif__1,-0.27468257960000003,0.23337688610000001
opex__chx_rif__2,-0.6220109209,0.2979644233
opex__chx_rif__3,0.38759741340000003,0.0857137867
opex__ctrl__1,0.2510474243,-0.0979815425
opex__ctrl__2,-0.0519998465,-0.049684769600000005
opex__ctrl__3,-0.19904757780000001,0.1476663121
opex__etoh_amp__1,2.5385650161999997,0.0134973433
opex__etoh_amp__2,3.0976202312,0.1272805002
opex__etoh_amp__3,2.37167712,-0.18145981360000002
opex__etoh_kan__1,2.0782439537,-0.1523131017
opex__etoh_kan__2,1.6801994072,0.040378433400000004
opex__etoh_kan__3,1.9738481949,-0.2338108238
opex__etoh_nor__1,2.3326460874,-0.1109098612
opex__etoh_nor__2,2.613780084,-0.1312318087
opex__etoh_nor__3,2.3796332739,-0.062366783
opex__etoh_rif__1,2.2004534206,-0.5860944323
opex__etoh_rif__2,2.3957538089,-0.3345785264
opex__etoh_rif__3,1.8595676751,-0.6288264232
opex__glual_amp__1,-0.343494489,0.7471138303
opex__glual_amp__2,0.10767224510000001,0.9007043537
opex__glual_amp__3,-0.4236624456,0.9208576731
opex__glual_kan__1,-0.45389292210000004,1.0459093026
opex__glual_kan__2,-0.1470134856,0.9280470329
opex__glual_kan__3,0.6203915111,0.5947560519
opex__glual_nor__1,-0.5755902305,0.8017023981
opex__glual_nor__2,-0.3957642832,1.10735406
opex__glual_nor__3,0.1039453347,0.9286755581
opex__glual_rif__1,0.5712032187,1.2118528549
opex__glual_rif__2,-0.5300900216000001,0.6778981469
opex__glual_rif__3,0.3349541012,0.7013427828000001
opex__h2o2_amp__1,-1.1598996233,-0.015698292200000002
opex__h2o2_amp__2,-0.6045617266000001,0.1791863075
opex__h2o2_amp__3,-1.2104037568,0.3388714988
opex__h2o2_kan__1,-0.2219187968,0.1877478051
opex__h2o2_kan__2,-0.1944076623,0.15355413410000002
opex__h2o2_kan__3,0.0003144356,0.0508284083
opex__h2o2_nor__1,-0.8456231682,0.061862577
opex__h2o2_nor__2,-0.9358379083,0.1864320036
opex__h2o2_nor__3,0.2942501689,0.219020863
opex__h2o2_rif__1,-0.0059965939000000005,-0.21875628700000002
opex__h2o2_rif__2,1.0715601908,-0.061343108800000004
opex__h2o2_rif__3,0.157353043,0.1935774139
opex__ippoh_amp__1,1.2292634243,0.2073627633
opex__ippoh_amp__2,2.2770136436,0.0217740583
opex__ippoh_amp__3,0.053995777700000004,0.3176075968
opex__ippoh_kan__1,2.0909801822,0.2965484674
opex__ippoh_kan__2,1.7353927652,0.0579333148
opex__ippoh_kan__3,1.8162738127,0.0007704932
opex__ippoh_nor__1,1.7853313474,0.1299570781
opex__ippoh_nor__2,1.5755913812,0.1268262875
opex__ippoh_nor__3,2.5569453639,0.5596958849
opex__ippoh_rif__1,1.204071748,-0.4762176594
opex__ippoh_rif__2,1.1532835706,-0.1491493069
opex__ippoh_rif__3,0.7868057193,-0.4356863341
opex__kan__1,0.0518164037,0.1909328767
opex__kan__2,-0.49515705330000004,0.2211709973
opex__kan__3,-0.8459646765000001,-0.1560716426
opex__nor__1,-0.4237894312,0.1596827538
opex__nor__2,-0.7006030963000001,0.3934795626
opex__nor__3,-0.3304628934,0.1635294113
opex__paa_amp__1,-0.2819214434,0.07980708460000001
opex__paa_amp__2,-0.5170934359,0.3250074297
opex__paa_amp__3,0.1685433101,-0.17483566890000002
opex__paa_kan__1,0.4065903698,0.30468902000000003
opex__paa_kan__2,0.678141532,0.4330991047
opex__paa_kan__3,0.6978888526,0.071804872
opex__paa_nor__1,-1.2405766954,0.23402494100000001
opex__paa_nor__2,-0.8608750545,-0.0399301403
opex__paa_nor__3,-0.2105280249,0.3431793583
opex__paa_rif__1,-0.0022384942000000002,0.019819823400000002
opex__paa_rif__2,0.2823071662,0.2424936603
opex__paa_rif__3,0.0552552231,-0.34068095330000003
opex__phenol_amp__1,-0.2510453308,-0.0038249037
opex__phenol_amp__2,0.7742784351,-0.1015700309
opex__phenol_amp__3,0.5285572342,0.3460501574
opex__phenol_kan__1,-0.4185923976,-0.0341845841
opex__phenol_kan__2,0.1826784831,0.0991088123
opex__phenol_kan__3,-2.0376983605,0.1809097681
opex__phenol_nor__1,-2.0865174863,0.511040154
opex__phenol_nor__2,-1.9263987599,0.0024266181
opex__phenol_nor__3,-3.3411104098,0.9335400846
opex__phenol_rif__1,-0.029809582,0.1578328226
opex__phenol_rif__2,-0.9728348185000001,0.3325592597
opex__phenol_rif__3,-0.1659216818,0.18886144670000002
opex__pvpi_amp__1,0.0005288564,-0.0279853989
opex__pvpi_amp__2,-0.39949672700000005,-0.1122782362
opex__pvpi_amp__3,0.44419384640000004,-0.1135414859
opex__pvpi_kan__1,-0.5193456325,-0.0046660022
opex__pvpi_kan__2,-0.1595808889,0.1144249905
opex__pvpi_kan__3,-0.45763471510000003,0.10312569340000001
opex__pvpi_nor__1,-1.4073986574,0.3257902736
opex__pvpi_nor__2,-0.3932549716,0.2718968771
opex__pvpi_nor__3,-1.0005672503,0.20436145320000002
opex__pvpi_rif__1,-1.0816375627,0.0966603756
opex__pvpi_rif__2,1.6226488477,0.06458092680000001
opex__pvpi_rif__3,-0.0737553548,0.1728181329
opex__rif__1,0.6314822567,0.32766360640000003
opex__rif__2,0.5778373508,0.006403958
opex__rif__3,0.8981588180000001,0.22901672920000002
opex__naocl_amp__1,0.4240782272,0.1920860292
opex__naocl_amp__2,0.6282032653,0.2008702373
opex__naocl_amp__3,-0.35874406340000004,-0.1560292013
opex__naocl_kan__1,-0.5279243454,0.10308469
opex__naocl_kan__2,-0.5960067162,-0.1851434599
opex__naocl_kan__3,-0.0993979411,-0.0221237359
opex__naocl_nor__1,-0.4779193774,-0.0819480725
opex__naocl_nor__2,-0.3586011679,-0.060667383500000005
opex__naocl_nor__3,-1.3158890972,0.0137696181
opex__naocl_rif__1,0.022303352000000002,0.21257881580000001
opex__naocl_rif__2,-0.34389280710000003,0.21893864740000002
opex__naocl_rif__3,0.015399507000000002,0.1722429204
phage_lysogen__wt_ctrl__1,-0.5795068205,-0.2981978025
phage_lysogen__wt_ctrl__2,-0.2748258367,-0.2658256001
phage_lysogen__wt_ctrl__3,0.8543326572000001,0.5640234026000001
phage_lysogen__O104_H4__1,0.9523121082,-0.3484863881
phage_lysogen__O104_H4__2,1.9592998187,0.16824406520000001
phage_lysogen__O104_H4__3,2.5206246498000002,0.6861814213
phage_lysogen__O157_H7_PA8__1,0.3158346057,-0.3625831786
phage_lysogen__O157_H7_PA8__2,2.0543101385,0.4928868979
phage_lysogen__O157_H7_PA8__3,2.7246986252000003,0.547657841
phage_resist__ygbE_oe__1,3.5183016816,-0.6517043702
phage_resist__wt__1,-0.5968010974,-1.4141417192
phage_resist__wt__2,-0.4964955319,0.39321041440000004
phage_resist__wt__3,0.4862169798,0.5470202828
phage_resist__wt__4,0.6070796495,0.4739110219
phage_resist__ygbE_oe__2,-1.4251628233,0.0412425933
phage_resist__ygbE_oe__3,-1.0284514723,-0.0935730116
phage_resist__ygbE_oe__4,-0.8254061635000001,0.0085197131
phage_resist__yahA_oe__1,-0.3420977397,-0.2333990289
phage_resist__yahA_oe__2,-0.4739772479,-0.2414553597
phage_resist__yahA_oe__3,-0.41205641190000003,-0.2693895848
phage_resist__yrfF_ko__1,0.2297304234,0.4690876263
phage_resist__yrfF_ko__2,-0.2027112033,0.6545275699
phage_resist__yrfF_ko__3,0.7270859784,0.6152154992000001
pollution__wt_ctrl__1,-0.0034667845000000003,0.14153775600000001
pollution__wt_ctrl__2,0.7077636683,-0.018292302400000002
pollution__wt_ctrl__3,-0.7042968838,-0.1232454536
pollution__wt_urban__1,-0.2843413375,0.9144218768000001
pollution__wt_urban__2,-0.5635747604,0.6975890228
pollution__wt_urban__3,0.047840531900000004,0.7804612778000001
pollution__wt_diesel__1,0.8854704873,0.2667466515
pollution__wt_diesel__2,0.4193628358,-0.19006065460000002
pollution__wt_diesel__3,0.2619719385,-0.012170606700000001
pollution__evo_diesel__1,1.1446317137,0.38389724210000004
pollution__evo_diesel__2,2.0108992017,0.22282162160000002
pollution__evo_diesel__3,1.8883545295,0.17388051300000001
ppGpp__wt_relAtrunc_00m__1,0.2512890994,-0.2844991442
ppGpp__wt_relAtrunc_00m__2,-0.10144299200000001,-0.0087628419
ppGpp__mut_delrelA_10m__1,1.8989596937000002,0.08662753740000001
ppGpp__mut_delrelA_05m__1,1.2344279284,-0.14607545730000002
ppGpp__mut_delrelA_10m__2,1.3259716369,0.0777191329
ppGpp__mut_delrelA_10m__3,1.2414602185999999,0.24058419150000002
ppGpp__mut_delrelA_00m__1,0.9552253369,0.0211127909
ppGpp__mut_delrelA_00m__2,1.023849567,-0.0252616139
ppGpp__mut_delrelA_05m__2,1.0740645341,-0.045743323200000005
ppGpp__mut_delrelA_05m__3,1.1836973101,-0.3736706369
ppGpp__mut_delrelA_00m__3,1.2790225947,-0.31399267480000004
ppGpp__wt_delrelA_10m__1,0.8939323617,0.8538355146000001
ppGpp__wt_delrelA_05m__1,0.2877565103,0.6246817288000001
ppGpp__wt_delrelA_05m__2,0.49419399750000004,0.7110098567
ppGpp__wt_delrelA_10m__2,1.7182812801,0.7923754291
ppGpp__wt_delrelA_10m__3,1.3361272306,0.7068733068
ppGpp__wt_delrelA_00m__1,0.2881922965,-0.17356431220000001
ppGpp__wt_delrelA_00m__2,-0.1783116516,0.1649623096
ppGpp__wt_delrelA_05m__3,0.6244764104,0.5694383056
ppGpp__wt_delrelA_00m__3,-0.1098806449,0.0086020025
ppGpp__mut_relAtrunc_10m__1,1.6220699475,-0.0350571113
ppGpp__mut_relAtrunc_05m__1,0.9001164956000001,-0.0211228231
ppGpp__mut_relAtrunc_05m__2,1.3433000745,-0.1462699723
ppGpp__wt_relAtrunc_10m__1,0.4334984639,-0.1905742806
ppGpp__wt_relAtrunc_10m__2,0.5848783371,-0.0519513875
ppGpp__wt_relAtrunc_10m__3,0.5729141119,-0.2016136872
ppGpp__mut_relAtrunc_00m__1,1.3377581896000001,-0.006819098
ppGpp__wt_relAtrunc_00m__3,-0.3724585976,0.0716033482
ppGpp__wt_relAtrunc_05m__1,0.2929029617,-0.21360439080000002
ppGpp__wt_relAtrunc_05m__2,0.3066251486,-0.0875556373
ppGpp__wt_relAtrunc_05m__3,0.40628384900000003,-0.12596345850000001
ppGpp__mut_relAtrunc_00m__2,1.3862698224,-0.2747351223
ppGpp__mut_relAtrunc_00m__3,0.9789158176,0.1444921616
ppGpp__mut_relAtrunc_10m__2,1.2496178293,-0.33802584280000003
ppGpp__mut_relAtrunc_05m__3,1.4367417873,-0.1061116247
ppGpp__mut_relAtrunc_10m__3,1.201266014,-0.25048606030000004
pressure__high_pressure__1,-2.8992159346,-0.3630253201
pressure__high_pressure__2,-2.0102406284,-0.630673554
pressure__low_pressure__1,-0.6149323125,0.1201011899
pressure__low_pressure__2,0.6149323125,-0.1201011899
quantum_dots__ctrl__1,-0.1365499392,-0.0032781240000000003
quantum_dots__ctrl__2,0.1365499392,0.0032781240000000003
quantum_dots__cdte_light__1,0.3497557016,0.2450983155
quantum_dots__cdte_light__2,0.7060212518,0.16949573310000002
quantum_dots__cdte_dark__1,0.2530326314,0.174891613
quantum_dots__cdte_dark__2,0.2036583277,0.1766432751
quantum_dots__cdse_light__1,0.3279601506,0.2341309419
quantum_dots__cdse_light__2,0.839233144,-0.22769877230000002
quantum_dots__cdse_dark__1,0.2701086455,-0.0876623007
quantum_dots__cdse_dark__2,0.0614094861,0.0934432038
raman__wt__1,-0.057775199400000005,-0.3222001373
raman__del_cyaA__1,-2.8092510808,-0.1137927558
raman__del_cyaA_01mM__1,-2.3437115413000003,0.4634750267
raman__del_cyaA_05mM__1,2.0571495658,0.0077945527
raman__del_cyaA_1mM__1,2.1417184042,-0.42912347700000003
raman__wt__2,-0.021220117,0.2829694667
raman__del_cyaA__2,-2.9201882061,0.8812273888000001
raman__del_cyaA_01mM__2,-3.4157478299,1.3263611323
raman__del_cyaA_05mM__2,2.1178259698,-0.28085451780000004
raman__del_cyaA_1mM__2,3.3797910669,-0.7560582702
raman__wt__3,0.0789953164,0.0392306706
raman__del_cyaA__3,-2.1886937427,1.2931000121
raman__del_cyaA_01mM__3,-3.0952005204,1.2216925077
raman__del_cyaA_05mM__3,0.9590663786,-0.3483076466
raman__del_cyaA_1mM__3,0.5146077822,-1.284489646
rand_barrel__mut_nanE__1,-0.14181402170000001,0.0411900141
rand_barrel__mut_nanE__2,-0.8817536495,0.37691615240000004
rand_barrel__mut_nanE__3,0.4840752817,0.369169923
rand_barrel__mut_pdxJ_1__1,0.43545156,0.7109163219
rand_barrel__mut_pdxJ_1__2,2.3454854219,-0.0258694847
rand_barrel__mut_pdxJ_1__3,2.3547247528,1.058165216
rand_barrel__mut_pdxJ_2__1,0.4436853267,0.5233652665
rand_barrel__mut_pdxJ_2__2,-1.4134263885,0.031317918
rand_barrel__mut_pdxJ_3__1,0.4902740902,-0.47202489540000003
rand_barrel__mut_pdxJ_3__2,-0.058282464400000004,-0.4520547514
rand_barrel__del_serB__1,0.10110842810000001,0.010421500200000001
rand_barrel__del_serB__2,-0.10110842810000001,-0.010421500200000001
rockhopper__CV104_pHDB3__1,-2.9935050504,-0.7574878574
rockhopper__CV104_pHDB3__2,-2.760503033,-0.5441046701
rockhopper__CV104_pHDB3__3,-2.4605849775,-0.3631296643
rockhopper__CV104_pLCV1__1,-2.712693586,-0.6881226054
rockhopper__CV104_pLCV1__2,-3.0915084839,-0.7079952939
rockhopper__CV104_pLCV1__3,-2.5602763082,-0.3205931375
rockhopper__wt_lb__1,-1.0519004682,-0.7280940174
rockhopper__wt_lb__2,-1.011842564,-0.1765557777
rockhopper__wt_lb__3,-0.8572001234000001,-0.6968883824000001
rockhopper__wt_lb_aMG__1,-1.3568260055999999,-0.8344093871
rockhopper__wt_lb_aMG__2,-2.0674151409,-0.7729971906
rockhopper__wt_lb_aMG__3,-1.9690198775,-1.1708398333
rockhopper__del_sgrR_lb_aMG__1,-2.8206237273,-1.7050654657000002
rockhopper__del_sgrR_lb_aMG__2,-2.8101170841,-1.8468119803
rockhopper__del_sgrR_lb_aMG__3,-2.535747341,-1.5377316972
rockhopper__del_sgrS_glyc_aMG__1,-3.8961351769,-0.8687799227
rockhopper__del_sgrS_glyc_aMG__2,-3.5269656721000002,0.047597467500000004
rockhopper__del_sgrS_glyc_aMG__3,-2.6195686697,0.4110393415
rockhopper__del_sgrS_glyc__1,-4.4191817908,-2.1906123006
rockhopper__del_sgrS_glyc__2,-4.5180939729,-1.3524240726
rockhopper__del_sgrS_glyc__3,-4.2604589895,-0.6362615602
rockhopper__wt_lb_aMG__4,-1.4499013954,-1.3494523916
rockhopper__wt_lb_aMG__5,-2.9910152047,-0.8744910944000001
rockhopper__wt_lb_aMG__6,-2.4424665321,-1.2609604717
rockhopper__wt_glyc_aMG__1,-3.9163649279,-0.9622222434000001
rockhopper__wt_glyc_aMG__2,-4.0081729451,0.0738871547
rockhopper__wt_glyc_aMG__3,-3.8146390675,-0.8793538385
rockhopper__wt_glyc__1,-2.9501399601,-1.6609599285
rockhopper__wt_glyc__2,-3.027565568,-0.9250425045
rockhopper__wt_glyc__3,-2.2667811441,-1.3943459886
rockhopper__CV108_glyc_aMG__1,-2.2915205981,-0.2386678191
rockhopper__CV108_glyc_aMG__2,-2.9421944619,-0.9522639612
rockhopper__CV108_glyc_aMG__3,-4.2903389577,-0.6808329823
rockhopper__wt_glyc__4,-0.1737034415,0.3671975979
rockhopper__wt_glyc__5,-3.8882352121,-0.2049164994
rockhopper__wt_glyc__6,2.9029139162,0.9631683315
rockhopper__wt_glyc_aMG__4,-0.9113647738,-0.0126490147
rockhopper__wt_glyc_aMG__5,-3.2459289138,-0.6595180442
rockhopper__wt_glyc_aMG__6,-4.3647066436,-0.5486671221
rockhopper__wt_glyc__7,2.3284240247,0.9173541310000001
rockhopper__wt_glyc__8,0.16713016790000002,-0.31321048430000004
rockhopper__wt_glyc__9,2.4804942041,0.9321590390000001
rockhopper__wt_glyc__10,3.1328676536,1.0511993296
rockhopper__wt_glyc__11,0.6532604813,0.2542652789
rockhopper__wt_glyc__12,0.6413348781,0.013131697400000001
rpoD__wt__1,0.0654360489,-0.0576831104
rpoD__wt__2,0.09476831050000001,0.08534293750000001
rpoD__rpoD_mut__1,-0.2284682245,-0.3669813628
rpoD__rpoD_mut__2,-1.4106564027,-0.4257829826
rpoD__rpoD_mut__3,-0.4987313619,-0.4347523935
rpoD__wt__3,-0.1602043594,-0.0276598271
rpoN_peptide__ctrl__1,-0.1633034565,0.0940841407
rpoN_peptide__ctrl__2,-0.304804114,-0.0779008738
rpoN_peptide__ctrl__3,0.4681075706,-0.0161832669
rpoN_peptide__nminus__1,0.4746715188,-0.0641467829
rpoN_peptide__nminus__2,-0.0659521756,-0.18226300780000002
rpoN_peptide__nminus__3,0.5719392457,0.0349249214
rpoN_peptide__nplus__1,-4.0902708166,-1.3385432871
rpoN_peptide__nplus__2,-4.0288218212,-1.3476630081
rpoN_peptide__nplus__3,-3.9756409572,-1.4857968479
rpoN_peptide__s54_wt__1,-0.8560366963,-0.0802423547
rpoN_peptide__s54_wt__2,-0.3997126616,-0.08343354800000001
rpoN_peptide__s54_wt__3,-0.9423057880000001,-0.09011736940000001
rsd__wt_ee__1,-0.1596615547,0.0172454028
rsd__wt_ee__2,0.1596615547,-0.0172454028
rsd__del_rsd_ee__1,-0.1138650559,-0.033249657200000005
rsd__del_rsd_ee__2,-0.20815677230000001,0.0758820726
rsd__del_ssrS_ee__1,-0.4340514844,0.5483861388
rsd__del_ssrS_ee__2,0.017102000200000002,0.21419056290000002
rsd__del_rsd_ssrS_ee__1,-0.159752675,0.6471951126000001
rsd__del_rsd_ssrS_ee__2,-0.1777296888,0.47862011870000004
rsd__del_rpoS_ee__1,1.4770874469000002,0.0034157196
rsd__del_rpoS_ee__2,1.3005575418,0.17881984
rsd__wt_me__1,0.9315725442,-0.3800402204
rsd__wt_me__2,1.148627394,-0.357159551
rsd__del_rpoS_me__1,2.0675811874,-0.2531953276
rsd__del_rpoS_me__2,2.8601538647,-0.2247247571
rsd__wt_ts__1,0.6011529756,-0.29668243310000003
rsd__wt_ts__2,0.41352746500000004,-0.3348385613
rsd__del_rsd_ssrS_ts__1,0.5913814977,0.15631894
rsd__del_rsd_ssrS_ts__2,-0.006998725000000001,0.1501450699
rsd__del_rpoS_ts__1,1.9081321197,0.22804797200000002
rsd__del_rpoS_ts__2,2.0702235131,0.1596927284
rsd__wt_s__1,-0.2615748968,1.1116707241000001
rsd__wt_s__2,-0.3005646428,0.43394797160000004
rsd__del_rsd_s__1,-0.3175318767,0.5728836154
rsd__del_rsd_s__2,-0.008267868500000001,0.29827731150000003
rsd__del_rsd_ssrS_s__1,0.13095092090000002,0.7827891338
rsd__del_rsd_ssrS_s__2,0.6902715056000001,0.7834469457000001
rsd__del_rsd_ls__1,6.0931960408,2.2553163106
rsd__del_rsd_ls__2,6.8703811733,2.8024142864
rsd__del_ssrS_ls__1,7.253935996,2.1905426752
rsd__del_ssrS_ls__2,7.7657924069,2.7517122374
rsd__del_rsd_ssrS_ls__1,4.8491551417,1.1092100052
rsd__del_rsd_ssrS_ls__2,5.064280448,0.5492910561000001
rsd__del_rpoS_ls__1,2.9747486087,-0.1669568965
rsd__del_rpoS_ls__2,3.2297126019,-0.5061830620000001
sdsR_ryeA__wt_3h__1,-1.2181793262,0.5716098579000001
sdsR_ryeA__wt_8h__1,-5.1511927949,-0.022552668
sdsR_ryeA__wt_3h__2,1.2181793262,-0.5716098579000001
sdsR_ryeA__wt_8h__2,-4.8819008217,-0.43297796650000003
starve_series__t00_growth1__1,-0.0251353738,0.1343261533
starve_series__t00_growth1__2,-0.1668184777,-0.4575144396
starve_series__t00_growth1__3,0.2205744215,-0.0199329205
starve_series__t00_growth1__4,-0.0286205699,0.3431212068
starve_series__t01_starve__1,0.40273094330000003,0.2514470949
starve_series__t01_starve__2,0.8407159833000001,-0.6279911772
starve_series__t02_starve__1,-0.49774893680000004,0.1014972111
starve_series__t02_starve__2,0.2592982588,0.1464044499
starve_series__t03_starve__1,-0.1593979052,0.6477513340000001
starve_series__t03_starve__2,0.47355751220000003,0.4286879058
starve_series__t04_starve__1,-0.5668844334,0.4497507341
starve_series__t04_starve__2,0.5191460211,0.2548068519
starve_series__t05_starve__1,0.3848409364,0.6869540705
starve_series__t05_starve__2,0.3832099645,0.3678488314
starve_series__t06_starve__1,1.0203010541,0.8161743483
starve_series__t06_starve__2,0.5969027512,1.1134961425
starve_series__t07_starve__1,1.2255618042,0.8373970706
starve_series__t07_starve__2,1.1264138951,0.8985505768000001
starve_series__t08_starve__1,1.7039356337,1.0694270633
starve_series__t08_starve__2,1.9559313381,1.0262751402
starve_series__t09_starve__1,1.7370250199,1.03471174
starve_series__t09_starve__2,2.0789717045,1.166391474
starve_series__t10_starve__1,2.3248667379,1.3154572025
starve_series__t10_starve__2,2.7151429514,0.9454832120000001
starve_series__t11_starve__1,3.2362887406,0.8772295406
starve_series__t11_starve__2,3.427680358,1.0890260904
starve_series__t12_starve__1,2.6783170195,1.1349659754
starve_series__t12_starve__2,3.008586466,1.0608992141
starve_series__t14_starve__1,2.8576180429,1.2386214652
starve_series__t14_starve__2,3.8481900682,1.6031255322
starve_series__t16_starve__1,4.1985882749,0.7269495888
starve_series__t16_starve__2,3.7600577059,0.5267840386
starve_series__t17_starve__1,4.8945768467,0.5310937848
starve_series__t17_starve__2,5.1266954155,0.4666891737
starve_series__t18_starve__1,6.48804476,0.38935450520000003
starve_series__t18_starve__2,6.2552736659,0.3813681976
starve_series__t20_starve__1,2.9421859159,0.8233434470000001
starve_series__t20_starve__2,2.8329048585,0.5818749343
starve_series__t21_growth2__1,2.1817450904,0.31268821020000004
starve_series__t21_growth2__2,1.9687029619,0.5709957041
starve_series__t22_growth2__1,2.399766799,0.6133957733000001
starve_series__t22_growth2__2,2.5765753714,0.1318390847
starve_series__t23_growth2__1,0.34748168690000003,1.0335058182
starve_series__t23_growth2__2,-0.0129985437,0.7302443315
starve_series__t25_growth2__1,-0.23579106330000002,0.0110748611
starve_series__t25_growth2__2,-0.1987706242,-0.0160309476
starve_series__t26_growth2__1,-0.48730942200000005,0.38216681140000003
starve_series__t26_growth2__2,0.4398469756,-0.1954681049
starve_series__t27_growth2__1,-0.5635776353,0.18748474110000002
starve_series__t27_growth2__2,-0.0187861215,0.1671411112
starve_series__t28_growth2__1,-0.3695002725,0.1847658951
